Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
HKK26_RS00005,-0.022432371736959684,-0.020369089876859103,0.032876652988608306,0.012379624338123917,0.007888011931856707,-0.024532246622153073,-0.0011185974491363076,0.02332854275385586,0.02602778719265354,0.06528801201163752,-0.008566354020628055,-0.016179453151604257,0.006122151663231063,0.011847123834761126,0.0021488269071348724,0.002336390133046892,-0.02160869380964795,-0.004764394525087443,-0.002180612635139381,-0.0028446296614396288,-0.0002639840975793129,-0.000999218527454908,-0.0020210493139815994,0.0053750135928790944,-0.006695732985650601,0.0020421952502140796,0.02794216169464126,0.001261545050701534,0.009879397529167677,-0.014987554288877466,-0.054423192415713514
HKK26_RS00010,-0.019552491449224017,-0.029240660573721794,0.017841825467511393,0.0015249705097267802,0.13347622314336258,-0.011281707224439807,0.029860048158366223,-0.007432957198304378,0.009967055209976036,-0.006701779914812154,-0.0006429084185709138,0.01268158967921769,0.008619676942197601,-0.02115235697372163,-1.4379638420740638e-05,0.0007435206517717389,-0.01411691988607357,0.003385136947074235,-0.014924247700848277,-0.00013022562525626656,-0.005804614758288408,0.01089322195972177,-0.005239937588352085,-0.004835943384873461,0.0005500377594321018,-0.005976067596206091,0.005472656424850881,-0.001961234740836107,-0.007287350048697968,-0.03498108492614016,-0.0014498638287380975
HKK26_RS00015,-0.02969967215414185,-0.008913387752096881,0.004113692109960885,-0.006498167312014903,0.01054137680575555,-0.017823000969474027,0.03038109434277394,0.0012530165653981242,-0.008815124610959598,-0.00292100330988778,0.014998303062052167,-0.005404724190405876,-0.02299680255026976,-0.005777544135937495,0.03453782970790982,-0.0012087325006576262,-0.025964932804355766,0.008828576729029963,0.012543594689029568,-0.022351974171316392,-0.024987938189550273,-0.010240110784744688,-0.02122556620560501,-0.005396396667157025,0.06243446494959695,0.002774270216432238,-0.003783683175710265,0.014873508271206827,-0.031705231524171984,-0.01488374517418011,0.0025349774117855114
HKK26_RS00020,0.029129238023131568,-0.007044544423209754,0.002066346070304146,-0.01787452899727011,0.01929453938168261,0.005538075149795743,0.007838141573402232,0.006413359420410035,-0.006542950235253401,0.004268068902887859,0.01729534763603249,0.015321378432200413,-0.02076166475927639,-0.0006592663373950865,0.04858107059942334,0.01512890974231413,-0.01582933890465245,0.0024524351078143354,-0.012065405830119233,-0.033164739653610845,0.00023920882507459288,0.011498373743566772,-0.001623925633278959,-0.001419201530234878,0.062115183688931715,-0.020681858703735723,-0.018229691749897227,-0.009742891085625476,-0.006816990900933559,-0.009229642695612187,-0.0007673535344605844
HKK26_RS00025,-0.007134983727111974,-0.03489401002822668,0.025326265111601118,-0.03214617503355582,0.011725329205388406,0.0066658762114603694,-0.014392863936951687,0.011401636268189123,0.00254529080641766,0.023050185108805667,-0.0036625978949574225,0.021814122826988434,-0.03385698779618844,-0.015110673354673657,-0.019641767424072854,-0.02443229775737512,-0.0268247248074798,0.038895048980449466,0.06911968327090053,0.012199494203808208,0.03009562374174688,-0.006090711099854822,-0.013171593791660413,-0.003925515899032683,0.012281119716487413,0.011788417461002683,0.0002651296151736376,-0.004758135990351673,-0.003192729078747528,-0.0512435484156182,0.0072213837969590175
HKK26_RS00030,-0.012235169185732342,-0.011974695866934122,0.004659895013539317,-0.004242063027854624,-0.011803802880225827,-0.011522345051495821,0.0025049490800534173,-0.007517971737467253,0.013252589752124795,-0.0004153011393889927,0.011984514231043181,-0.010089742258819919,-0.004523160185255281,-0.04837531458405687,0.008364014059904968,-0.023343545766557297,-0.009913165261235077,0.015934221918363987,0.00120855070739517,0.004700833166465399,0.00016206732135552051,-0.011508553561153307,0.00010246531921860132,-0.015518728935015491,0.008810733137332266,0.014949270377022476,0.00968712926720627,0.020306231697668497,-0.014678197959956726,-0.004066408933016967,-0.006603152563792651
HKK26_RS00035,0.01209514670371968,-0.004786047450929708,0.011119791887908929,-0.0012459581857576243,-0.022035425239437845,0.005478066593198103,-0.009436943994405771,-0.016271400426672442,0.027543949637459996,0.10545736442523682,0.004857153193493868,0.040435528119422,-0.005852442970293447,-0.018083629451352255,0.01114766827632166,0.014961348938487837,0.0035176763940053357,-0.01888788103041737,0.06827457392652946,0.009096555025397843,-0.007925743347813305,0.0004655771071544747,0.008500760625526889,-0.01142071487794021,0.025369239749570147,0.000457574524213453,0.005960306468795072,0.02704224149144964,-0.006164998738952181,0.0345228390753382,-0.016399526774375506
HKK26_RS00040,-0.019277434942987545,-0.022414852316016018,0.006034354120023821,0.004953351658009959,-0.0009090151022741071,-0.0391287193462335,-0.002884059032619493,-0.003179588841851054,0.0034999122086848814,-0.012119297122663152,-0.011143578673944238,-0.004352025261809813,-0.037479533190559695,-0.012249243878685099,0.04154593768824535,0.03134879755600987,-0.006834074332736,0.003952414201115267,-0.002340234629144523,-6.538384505054879e-05,-0.03232824774946943,0.002797913067616455,0.004396030965139997,-0.004218903277950837,-0.06538539333539908,0.0007286910084579102,-0.005870919351086943,0.011572630104729512,0.0005066033105559211,-0.07862854429805971,0.022434244302641817
HKK26_RS00045,-0.039548383647823225,-0.04394552794951674,0.04110107025554534,-0.004448832609926213,0.04045107009212939,0.008617039839230387,-0.00683179114137038,0.0036536475361237876,-0.01045825306873973,0.07135147291784402,-0.020924791257547554,-0.0034088283256685087,0.0005931405398062624,-0.013247383230173835,-0.02017470660162279,0.026544354567279774,-0.03460681273389053,-0.0555368171737139,0.008917835467560331,0.06776419258844371,0.0065142097716854586,0.017630507463394184,0.045477853938595277,0.0025981113394684635,0.018644025350873717,-0.01645879955451683,0.006816473309881863,0.005693937317592664,-0.02396392060661016,0.008049951828662317,0.15117848375782617
HKK26_RS00050,-0.0051655874889023,-0.02929632506770852,-0.0008316062713079565,-0.0015131767904888265,0.008552067670044705,-0.001750575024632559,0.006893446013986283,0.011718583517267199,0.02937208006794759,-0.00651753928114644,0.025225358451253597,0.006521421653314477,0.009935698294052482,-0.017410715088959198,0.014342076774217154,0.012202491250239346,-0.016316023668123104,-0.025773047472224284,-0.006685855461062758,-0.015074516849450291,-0.01675079040294484,-0.01637539813751971,-0.020352479763280668,0.0075120473426993,-0.01362717392383682,-0.0312920987713935,-0.015923495856214727,0.03826260885182416,0.017604517911909687,-0.02925078623248346,0.036891750585262215
