Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
HKK26_RS00005,0.009098862580477415,0.010490843592667463,0.03221205711009906,0.032895644872149,-0.010588249698233793,-0.02600242785848621,-0.03407308685383495,-0.0002083229205599299,0.0059023708636306476,-0.02922180157668624,-0.030808097253775278,0.012054387677701834,0.013523699582182308,0.03190661098524266,-0.0008743646804543803
HKK26_RS00010,0.07183129789848412,0.03327581132286177,0.0373054776434529,-0.017864997996844073,0.008478080829089133,-0.018432494950281524,-0.01247868470168228,0.0018734791947889035,-0.03289141184810107,0.00979841029115148,0.012308394241485143,-0.028078753103341608,-0.025071631842672377,0.04066062768720145,0.002009470355186074
HKK26_RS00015,0.05950816596040351,0.04296587161528646,0.025816681524287642,-0.035709658214298744,-0.021213819768202132,-0.04426165457274151,-0.0063037854708324,-0.004353871710420546,0.012616719918345448,-0.01556271539956732,0.033698748185013894,-0.01036201387071859,-0.005556344615193644,0.0096340383678719,-0.021794580425387178
HKK26_RS00020,0.08068423625527926,-0.011793210860029633,0.028552953729287595,-0.039648485672871214,0.005097245364080824,-0.024156253085610008,0.0016019031243479267,-0.015284625421102845,-0.016515458258250352,0.00668796486885534,0.010499369040354084,-0.018992365321640295,-0.010476592427699825,0.022754714033128832,-0.030378249411762898
HKK26_RS00025,0.024018691031040512,-0.006955410709125725,0.007597102882932662,-0.03339928532794934,-0.027602956788280352,-0.032306384178123315,-0.007463765077015571,-0.007147953430494814,0.020038457942588822,-0.0280916265728951,0.021065400731130834,0.06576533303231855,-0.019151720983110986,0.01848771975969482,0.004771657463314432
HKK26_RS00030,0.021234632952647225,-0.007341494570591321,0.03493225250401018,-0.02487974223131125,0.0010535021969378577,-0.03370334115973378,-0.012050694767110156,-0.010570323978215935,-0.011273773036855707,-0.023358289975242114,0.024496754341043748,-0.007080113410154641,-0.008552521074386815,-0.013083282039845833,-0.00452790008518873
HKK26_RS00035,0.010034552953978957,-0.00862707841506718,0.05281307350417509,-0.016695602866347185,0.012493212089146064,-0.006075312235411379,-0.013051607269570388,-0.00599166026444543,0.0023233691708334676,-0.028330862783093106,0.0009021378380889447,0.11591694243987048,-0.009230021434493583,0.03980595730298551,-0.005147474778015478
HKK26_RS00040,-0.011950395725827245,-0.022519532921596645,0.005224961305479389,-0.014122466804957028,0.0003522541889355455,-0.0048589423896526875,-0.0079795161692861,-0.01265138413614868,-0.027178054788256592,-0.013757273215095895,0.009181002233518188,-0.0016279708780687463,-0.0019679662757310164,0.003517676353329876,0.000487727661657884
HKK26_RS00045,0.0409601702471602,-0.012428094692081178,0.03537053559290265,-0.00046284320405567584,-0.023167310548074305,-0.02159799133961043,-0.028064039587055837,0.021643826705556625,0.013184639141704669,-0.010118320810748767,-0.0022608477613185194,0.06184772574667423,-0.02124163916776917,0.02179270107288609,0.023851406899666874
HKK26_RS00050,0.004342274353464851,0.006015014900801886,0.02152186653227915,-0.005041562877472701,0.00026803443708377965,0.00029652823670120275,-0.00929674185193039,-0.0249277485014377,-0.006551339949191017,-0.030186103601106417,0.001267009230722166,-0.00950268148192432,-0.004575503398181516,0.00435096301887523,0.006507250038759896
HKK26_RS00055,0.012803653924141985,-0.009316901581608418,0.035585599680031575,-0.02416459952077301,-0.0032135851614432127,-0.017866911421317206,-0.015396956136525008,-0.0053883541159632465,-0.006726603773887023,-0.011113917858910685,0.007436459128692996,0.020645588952806652,-0.009696439990087517,0.030912021230982866,-0.002769694966993459
HKK26_RS00060,0.03950388735182301,0.008400314169210167,0.02854654912779838,-0.013700813486468781,0.013573809760771527,-0.03240520317549897,0.006553350598653143,-0.002981541779498732,-0.006078041719813424,-0.012204797432181457,0.023653845676079404,0.0036338773885073563,-0.023227691670640885,-0.0028785854239421356,0.017689307164216718
HKK26_RS00065,-0.024069395093379593,0.015872292737436015,0.09322812924105416,-0.02231653422772033,-0.005438155048887583,-0.03774115661667732,0.016615830234109903,-0.001436613391431375,-0.05857465617305463,-0.049239063465893775,0.04365106692455381,-0.0750122527168486,-0.03272131322356798,0.005278182816577232,-0.00609780873285048
HKK26_RS00070,-0.021939490383162688,0.008896123002499147,0.047254409825580754,-0.02173052631805195,0.023804819128924497,-0.011021432521683847,0.013028883515948298,-0.008990879055154754,-0.024964702477285827,-0.04382396147695991,0.019872986383246423,0.009745384469149285,-0.008098985055681358,0.01731287795332575,0.005386720330269313
HKK26_RS00075,0.0018962704493976268,0.006420224711140319,0.0347195211552485,-0.03855952992369951,0.03274675841430975,-0.032872583634990404,0.015027878119115495,0.011369460508202091,-0.02686130852484617,-0.03967923889141834,0.037510483956212905,-0.0424957992472886,-0.020237100673161625,0.01264380969043412,0.0008036823166499127
HKK26_RS00080,0.0014104908157071992,-0.0020135901875594575,0.040976527138537236,0.0006002051125509612,0.009717576447465593,0.03094649066607691,-0.01827068085909843,0.0019076229924020135,0.017087466790360436,-0.021495896105898495,0.02359861242716681,-0.0020993940295610065,-0.007139679690990637,0.008879781749478285,0.014344200445606308
HKK26_RS00085,-0.04948347486174274,-0.02640673899261522,0.030511621748880266,0.024166399346521268,0.014925991542597512,0.0025155245954074142,-0.013231379387118752,0.010002596258675422,-0.03869309058654207,0.0072399139940692945,0.02637638376876447,-0.025327454881905798,-0.01975294495525875,0.03941631411667085,0.03284032890714878
HKK26_RS00090,0.009487244666905282,-0.0007822323361475689,0.02195884316616831,-0.012405067372109235,0.027828040498835027,0.012280946000071956,-0.019468945106068225,-0.009614781484468,0.010017170939409667,-0.03026896778273451,0.01513775146251474,0.003571479247263823,-0.009633452513733112,0.006566635863570554,0.018710314477396937
HKK26_RS00095,0.014504914996072647,0.006818916419897914,0.0321051318615215,-0.02284550192636723,0.013835607536962684,0.011683388322141209,-0.01407125695873,-0.018821391798844983,0.013901800626980165,-0.015739062166996127,0.008241734426948056,-0.010163872255429442,-0.015967997978881897,-0.013149126094209396,0.014359193211160472
HKK26_RS00100,0.00581112786211317,0.01702410650869033,0.03807619461168593,-0.0043215399353446786,-0.019474335499865648,0.02438901731807959,-0.019643713436158415,-0.004054628016738081,0.020750775159839255,-0.018074416712115488,0.008323932178469329,-0.016972344205561332,-0.012057446750481829,0.002861820531433013,0.014500000488566032
HKK26_RS00105,-0.0034632993928430276,0.009784381194321134,0.017963195801540766,-0.00544112089086382,0.005965181547725049,0.0005652336747231895,-0.010770493363316355,-0.0025062790987913208,0.015629048147550038,-0.004463918795292944,0.023263050401976106,-0.008073296038099352,-0.013571224358082147,-0.011913527891522563,0.008023693431340247
HKK26_RS00110,-0.006606496628762857,-0.023228967227385707,0.04175661180382265,0.003926808036028323,-0.011063764954587671,-0.01936486775964029,-0.014258835309573201,0.0021451519359671194,0.0066670697505127816,-0.021673778953418557,-0.010926133521377192,-0.0018502404983781345,-0.024197107721747657,0.0181167713540874,0.006107129049497059
HKK26_RS00115,-0.005657685884533366,-0.039984456271741936,0.03359752313856454,0.0005535973913919977,-0.015904020219413034,-0.028455938455426457,-0.018332927049483992,-0.00390925995209744,-0.023810287729592903,-0.018284574032991028,-0.0040944349860342006,-0.0018030738552387955,-0.032710298081787534,0.011663827716685837,-0.008341044630625453
HKK26_RS00120,0.003602450295694993,0.03875232111324702,0.04055245299796326,-0.018310260408219883,0.016061318525753886,-0.024548302511391576,-0.001953509270163588,-0.011207314148323528,0.0011361426586525396,-0.015851668502275255,-0.0012471440069538545,-0.0019481253241453128,-0.02129739810465284,-0.009533834918806638,0.008513089556116933
HKK26_RS00125,0.019822296329754352,0.03221387062080796,0.03674469930892787,-0.023762630691483325,0.0225205394804785,-0.005186399098208255,0.007047110558445384,-0.013698060586338247,-0.010455791169010438,-0.009333489145379605,-0.00023102785149449828,0.006838261519128414,-0.020477588876412257,0.014018014423289926,0.008484217205643236
HKK26_RS00130,0.0458369931980496,0.009199563411990871,-0.0017836851930620374,0.015401614305618221,0.0716906645751415,-0.03134900232205054,-0.0047818705635799515,-0.03615581029248612,-0.02760139881180418,-0.013107975890934905,-0.015513591351572466,0.013545114968121259,-0.017656384490091544,-0.026007833519935287,-0.0030882910677005413
HKK26_RS00135,0.011625615665168171,-0.007763407094017304,0.013973678704380203,-0.017244255669210003,0.029240549268108623,-0.008192575598385042,-0.011052883341344464,-0.005921509711171063,0.005211274160993031,-0.022502657963575392,0.012439472228040814,-0.004979623443246923,-0.007528588905841075,-0.006091469867295564,-0.003169448598745485
HKK26_RS00140,0.013799430284522044,-0.026219011794146298,0.016807055408195774,-0.02312591511114462,0.029849059789424162,-0.02614346179526275,-0.025010501828762074,0.021215238617285345,0.00926751935766866,-0.023286571843170754,0.03255488296719883,0.024823109469286116,-0.012828379268271408,-0.0026458335806382495,-0.023868203112744665
HKK26_RS00145,0.028966599250336594,-0.020497036833345642,0.003313115294190042,-0.023367751920676593,0.021969494204311237,-0.00542428648948469,0.0013602204920910267,0.002110039207674271,-0.009613514195706196,-0.0174124350504126,0.02859761569349785,0.01970090365081347,-0.0022632170195651,-0.012795113803545229,-0.024104398207486204
HKK26_RS00150,0.04151633808921147,-0.0033681933871601544,0.007311684778968488,-0.0239369253213972,0.02238694494838806,-0.0014850828931863408,-0.01975168159360821,0.010533428357082129,-0.012920113863744908,-0.02344728258458443,0.01737982159583236,0.010109175781831256,-0.002826189282240702,-0.005453576445258238,-0.036817572667974544
HKK26_RS00155,0.06157817943406742,0.020648453863675042,0.029986861618187186,-0.007615437617941102,0.017724817505828872,-0.029398341060851717,0.004223672403393173,-0.0002656039745203013,-0.016353885327697684,-0.028373981623851696,0.006768052450398722,0.019537965309387173,-0.024927420267197676,-0.03303908506160095,0.0007642586934487817
HKK26_RS00160,0.015256377295360682,-0.0031853932323789025,0.049712970527981265,-0.045958447609507846,0.10926074321507383,-0.015133136540539523,-0.02404933269137496,-0.015021590559293647,-0.007846019737910034,-0.012227078537587744,-0.0030395979969312405,0.035660861202542506,-0.01579975899934423,0.02787689437535258,-0.0017728128164079273
HKK26_RS00165,0.0248765744190029,-0.025694717881664827,0.019496287198090927,-0.06597421560188761,0.033621890612097124,0.005052702619540546,-0.018593476380256733,-0.007307358702781704,0.024482385013642353,-0.014385779569797095,0.030053788717361814,0.010928766896493369,-0.0015109672024663187,-0.017835942431768892,0.006370961107218334
HKK26_RS00170,0.006074533769047013,-0.0063171079729190185,0.03091194085152872,-0.029369137915563847,-0.012370908593981923,-0.007728760302005225,-0.007468534780945589,-0.00034888570395076894,0.02789497024873965,-0.014903583568469865,0.008855218150964706,0.06449763146383324,-0.026174270360728693,0.040906492935682354,0.01698566494370528
HKK26_RS00175,0.026397572373327828,-0.0016117141066385365,0.03649240630754075,-0.04717988540317895,-0.018685048483494886,-0.013585177507173276,0.0037230350370985633,-9.120033642893242e-05,-0.008378149227155325,0.0135995109129322,-0.006371650073248454,0.03681884193939153,-0.011579029079508444,0.0222291353945999,0.025264552681159284
HKK26_RS00180,0.01990158465630769,0.0009648494211157109,0.005408979493161386,-0.01845091638559299,0.022727856986100883,-0.02678651722205813,0.0059195888342730195,-0.025596827572253754,0.01286440283635052,-0.0020205381156078884,-0.001672703800240134,0.02893212315697483,-0.011154880032228425,-0.006744881862513319,0.010342257752375567
HKK26_RS00185,0.03592866688870077,-0.005060284307825378,0.023305906510797836,-0.01875582856168313,0.005256456916000841,0.002310925462587646,-0.007364070522294612,-0.014844674731960727,-0.001501813149133879,0.006147767035534415,0.019308682785480483,0.010448032137035927,-0.01731819354680776,0.008637144298958958,0.004897202600808071
HKK26_RS00190,0.013937252644292788,-0.015591176639680697,0.008978655204622593,-0.020561554713913955,0.025208197882257727,-0.020814582864421904,-0.015701888017936927,0.0004995560677708201,0.014930852032881777,-0.013991936410266224,0.019347334373289626,0.011598297998991002,-0.004549558629212528,0.0033188238303503976,-0.0017194106658005625
HKK26_RS00195,-0.008975368849161187,-0.00623090691254839,0.023984289122152273,-0.014083318263099187,0.027377944305804595,-0.03882135415694104,-0.010920632376116847,-0.011242044534295927,0.008279333493876958,-0.014638969360792382,0.02619218346962214,0.014394141160209433,-0.013622745070198039,0.009397193214585249,0.006546270940234297
HKK26_RS00200,0.018397584804110627,-0.004926223105554382,0.020896050870026998,-0.0460219651654096,0.06720335152093218,-0.004283001664099791,-0.00799902679710276,-0.0045817261772311295,-0.0068408508719840656,0.0016188386243744214,-0.01248290923288622,0.030142680765907773,-0.010713536457957019,-0.002371976366837162,-0.007530284991121302
HKK26_RS00205,0.019029772894470873,-0.011815359092786646,0.022949217005406013,-0.020632579743298504,0.01676408345507334,-0.005812212278060221,-0.004689425281334166,-0.006682477773282057,0.037733434323770416,-0.01309466416245705,-0.001986122827750595,0.03500603667214452,-0.010156102771811417,0.0013235893729250275,0.00875399383994616
HKK26_RS00210,0.009126899927566674,-0.0004402202934075038,0.01775822963258341,-0.018600229736668382,0.020463939850574757,-0.01981074786229621,0.0057895125498461375,-0.007490099832541147,0.023987283050870556,-0.02159172966221732,-0.006686622038296071,0.018320992769947565,-0.011587706048610168,0.009518595776225675,-0.0032510974768718594
HKK26_RS00215,0.02167483513475326,-0.011446855788880767,0.02996537818418428,-0.02509919709748127,0.006853228225501352,-0.021894942799799744,0.007217976994070806,-0.00536049192343817,0.005509900595872008,-0.029939176572887704,-0.00198216890121212,0.010339608391245876,4.4590181699346146e-05,-0.0046533092253877376,0.016194903840715466
HKK26_RS00220,-0.01420524695762353,-0.011370915754078559,0.05447062654693491,-0.03969968078644189,-0.008232009049476614,-0.009192171575618751,-0.005825719239237182,0.013464627608703756,0.0002117493011259767,-0.014327907846271928,0.017960053525977876,0.11901651678482501,-0.008684319562336488,0.04995458184825105,0.008311696502270198
HKK26_RS00225,0.0053473925066712495,0.005808519677361172,0.030502133639126443,-0.010521124981670411,0.0024779881493656023,-0.015635811028152643,-0.010069377628741287,-0.006288384591370608,0.006136388582193303,0.004340782126904323,0.015060483843573202,-0.014067195816985617,-0.0024914318689463946,0.002396128287467968,-0.00016549423339632857
HKK26_RS00230,0.003684853393411976,0.006364055728125218,0.017002535789993424,-0.012308760441661603,0.020792033834792324,-0.0026765156436365516,-0.007623904848577204,-0.0047149619489413605,0.01677620981861194,-0.00306597174643647,0.008551824025861047,-0.013652774160111169,0.004343911958870733,0.020107934711979022,-0.0012637331560924187
HKK26_RS00235,0.05531081854374639,0.024992639112503885,0.040788363349819425,-0.011180319799102582,0.004094918898123109,-0.007806118212414132,-0.014492819362815485,0.002441061098795095,-0.012420484077833437,0.003648952070986902,0.052980530005460026,-0.01936051965202329,-0.007986369531080319,0.016722793894953403,0.004040337856457924
HKK26_RS00240,-0.020319575829917357,0.0008996246894157424,0.04202017082528547,-0.04910559658340761,-0.02298238962000232,-0.01668199728562363,-0.014557149001112078,0.003979701681481168,-0.0615665204562085,-0.05402142690562193,0.06546123553403001,0.02863082200985528,0.02661835361831798,0.01851456599049928,-0.0153823190945263
SYNPCC7942_RS00005,-0.013421816452027481,-0.01921761261563715,0.015084190225059668,0.0026948692801939803,-0.01669389602224827,0.0052683879298734415,0.008841043109434342,0.016224282223416982,0.01652527665992624,0.002863032749072782,0.01026916966602529,-0.002370967413261025,0.005235009334376968,-0.0031579461995382492,0.001185578482326838
SYNPCC7942_RS00010,-0.013747387241460886,-0.009897156882644644,0.0023215774007753287,0.006706762783284764,0.004452310810596519,0.013963175921187912,0.0074118201267200055,-0.03310340631178814,0.006013481358197621,-0.0011248237851847064,0.009338617191873186,-0.008221140490290232,0.003431087357880029,-0.019489966578808526,0.012240688218058671
SYNPCC7942_RS00015,-0.011472701438242184,0.0019345731174758593,0.009186657900271929,-0.007335461718746547,0.0034221356980004575,0.009182693685904759,0.007730445273980619,0.0040108799704489185,-0.004432515870504242,-0.006661655828360497,-0.004800719150861368,0.0018665938644447197,-0.007437158504657957,-0.012904960921933715,0.0007594512636284929
SYNPCC7942_RS00020,-0.00568670696004602,-0.001847294849754507,0.006553736444677192,-0.010614911779154777,0.02352386040483902,0.01791926001857553,-0.016619117721398197,-0.0142730345533201,0.006078468603155394,-0.011833856219688956,-0.007739489335855254,-0.0081161558525891,-0.04750787796313412,-0.021085037131670852,0.0002066246057290756
SYNPCC7942_RS00025,0.011449927397793729,-0.026111820655539554,-0.027371284584612642,-0.012055439396562721,0.01434386721089831,0.010382670325709963,-0.0158127880043678,0.03429643809853736,0.022271835527567826,-0.018686745900821887,0.0013515282437544659,0.04653873577523835,0.03657983717289646,-0.009377368777370311,-0.0002651796139131104
SYNPCC7942_RS00030,0.0007014235075257598,-0.01867071521305537,-0.05031309348493795,-0.0019204096851821249,0.01793759470530839,-0.026804232634072358,-0.012987675792894013,-0.0031370089598158368,0.000305788673610768,-0.008802751001316772,-0.011181075399316629,-0.014230792699546118,0.004895587237113244,0.009626003486013893,0.007680297330103705
SYNPCC7942_RS00035,-0.005671533448431865,-0.021566483197106013,-0.03333834439323797,-0.001893158681075685,0.027057296427176546,-0.020721828008219614,-0.028154151285463915,-0.006441264639990671,-0.01682277780458455,-0.013389820349644118,-0.011962075770630978,-0.02274251790115651,0.003833732703403641,0.00017555026308362822,0.008351289871300873
SYNPCC7942_RS00040,-0.017305124098787032,-0.024381595589858383,-0.01473700156761794,-0.008027266639775484,-0.003814489966214615,-0.01221205523002785,-0.017769057190233858,-0.019976863207922763,-0.00914327498239547,-0.01418844512578374,-0.010881396883233928,-0.011021179419679948,0.01077889969569019,-0.013456376350155029,0.004084170415479016
SYNPCC7942_RS00045,-0.0063770922684388155,-0.009457913251288976,0.001304809146201413,0.0010196217422774102,-0.001469763096389758,0.005024510600431499,0.029751915673954833,-0.015716725498885566,-0.02240500860243966,0.010766822062735827,-0.008350732855208383,-0.007062898346301922,-0.012114426425479202,-0.005189165025884318,-0.005680975551360576
SYNPCC7942_RS00050,0.0007834024434639873,0.0036374554865329627,0.003998025878930766,0.005769729355399,0.008244291641553539,-0.009251267604476565,-0.004500934301900344,-0.01610744545099547,-0.027002889033148864,0.012170379926019098,-0.014084987583231895,0.004432550115450778,0.0007246620588579973,-0.02657482288640286,-0.0019372312594211614
SYNPCC7942_RS00055,-0.004714031639686459,-0.03116178469970043,0.012531629982238947,0.00412958606649203,0.0013785041247408208,-0.0021224649557735316,-0.025976876448000695,-0.002248497650811367,0.03314194156097645,0.013397970374031797,-0.012044231835435772,-0.018819492214842203,-0.0016872386560073816,-0.0023661668036998565,0.004754833975362817
SYNPCC7942_RS00060,0.00026237262547150995,-0.02131199658113293,0.011043236328091743,-0.0159844871749806,-0.003585796619195332,0.012726505098740239,0.03870053504486313,-0.03782193037015408,-0.02368169646867347,0.035563229376442324,-0.00421952600051267,-0.012240554107713006,0.004090755781052699,-0.002877473464428084,-0.012031149331708173
SYNPCC7942_RS00065,0.021309359114045336,0.011949210883005226,0.10487812771728042,-0.01563978293735243,0.002084991169321549,-0.0028795306604914566,0.004455022723224242,-0.025184752564047237,-0.10583871776992607,0.08380645915590207,-0.019869787996843573,-0.006115919537808804,0.01831259686269978,0.01947994362235358,0.05151652253081505
SYNPCC7942_RS00070,0.029647540509891667,-0.00953772099971903,0.056242223448661595,0.009612214596647349,0.009212343206088335,0.017970420660392582,-0.01962518357748823,0.0022774880558396903,-0.02245580838505453,0.01812929872180118,0.010127663858993158,0.030584184884562632,0.0008832228731375519,0.041997171154354494,-0.0029450611599555736
SYNPCC7942_RS00075,0.007598656868989565,-0.011663873807625826,0.026614377840573824,-0.023904246539635444,-0.02484360109973925,0.019344332196112625,-0.007442891342097638,-0.022880288733951676,0.00022140379396994592,0.03364308515662558,0.009794345180438297,0.04103262136302058,0.0017257915940682223,0.022120672074828245,0.0027082167045366233
SYNPCC7942_RS00080,-0.03511007305741164,0.002395410783192482,0.022008540686425375,-0.014405091684448456,-0.02295509646945054,0.04420603028368911,0.022315665352033172,0.007796550183062877,0.025717210236466323,0.030056154750112397,0.003985997105456102,-0.011077079481993296,-0.0014581461564908546,0.023359205694567228,-0.018307012255515245
SYNPCC7942_RS00085,0.013872791894928944,-0.008454015475958568,0.01327115340996223,-0.0009366832976814396,-0.0025481115682364276,-0.011698350471795951,-0.015716940457593958,-0.0017828619329487369,0.0015752307446463942,0.006212804768399177,0.001496405297488892,-0.0026862833033821872,0.0007209760871130086,0.016983408267637987,0.0024664801853720685
SYNPCC7942_RS00090,-0.0012356371216162847,-0.01636133050519352,0.006484348857247988,-0.011095856849960634,-0.018728878701668908,-0.020308318501216446,0.028745877536310322,0.0031345215793863635,-0.02390367652840884,0.0008878160543860532,-0.006531165661376796,0.04745539471411895,0.00040077268587263167,0.030773250467882946,0.009728508658364388
SYNPCC7942_RS00095,-0.02209577217455004,-0.018167342603116227,0.014463687260851248,0.0027741853323491046,-0.0003701363922400458,-0.0041005050191600225,0.011993288675170515,0.010294499776269868,-0.027375283333785513,-0.0033799310746973877,-0.004132194736636519,0.0014817531055125106,-0.0033273787273038103,0.01851975906692345,0.006118611493440605
SYNPCC7942_RS00100,-0.0015657522068828705,-0.029869544042872898,0.018562451263910804,-0.040449289839658925,0.03743376967146106,0.011540383760350992,0.02029230734001931,0.0044747560714363905,0.0038081034177998765,-0.007641853022332992,0.00018154169584227054,0.0036867123729925795,0.029205805542780225,-0.014065162201670041,0.018263221105846293
SYNPCC7942_RS00105,-0.0023948841485661025,-0.022508169588551466,0.0023288725102306265,-0.03278566900468217,0.02164636975176969,-0.009672956331010164,0.03198355882277443,0.005625273391749105,-0.002982298672415184,-0.032887806364150875,0.0018361659477257291,0.004178158383273401,0.021411757371288576,-0.015088969491515919,0.025327433921717546
SYNPCC7942_RS00110,0.007317978302864019,-0.002458885015141174,-0.010944655432683484,0.010265057140838516,0.009281876759712615,-0.018549003492907085,-0.008879205077318977,-0.007010404481298665,0.016312323515121237,0.00725731264360428,-0.02061175341028792,0.002558655838117021,0.005912564468018519,0.002337971086554149,-0.00039529816133932345
SYNPCC7942_RS00115,0.002063237245484397,0.004353148508109727,0.007868848610473555,0.018488552254575616,0.0140130137034403,-0.01799092452878581,-0.024427005763964817,-0.012562357195801711,0.00018383503157860654,-0.009414247947476483,-0.03324736048743089,-0.002004206011564116,0.004911966749933585,0.020052540849639786,-0.0046097606311855275
SYNPCC7942_RS00120,0.006235750111613218,0.008791878741587641,0.0038278517636695605,0.018525974448573086,-0.0008750275620789489,-0.029504215202677472,-0.02220261936581567,-0.004669700236090218,-0.01876571701765345,-0.0017427818218653226,-0.04470776055935329,-0.004450378685080882,0.0061859463116465865,7.405243992123654e-05,-0.0073528278936573
SYNPCC7942_RS00125,-0.011227260559503887,0.008183433880874995,0.022935344769597642,-0.01249620021417266,-0.008981713600849272,-0.02979507528654995,0.010261545316879783,-0.01726398442892331,0.007541506387950739,-0.002916494607632488,0.006977220084011233,-0.010179252411685035,-0.014593924239842192,0.0018491323782991525,0.009616485388095621
