Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
HKK26_RS00005,-0.000620539657900775,0.02971447820953649,0.0060748601762246135,-0.008766551891081864,-0.0029731037820947977,0.004158541953949091,-0.006866071667344364,-0.03171683680483435,0.021918397233520667,-0.0025954028821695107,-0.0022394465564390593,-0.019000718258007324,0.023165064834872615,0.0015309577328605029,-0.012095489404098866,-0.018914798062326644,-0.021458297796878953,0.0015367064436580405,0.01916244005178531,-0.010250189731921953,0.07822186517543475,0.025471604706181025,-0.0001764984127294637,0.015269092497693417,0.015064336083051723,0.01668464613358085,-0.0003233865924685712,-0.0058465275644933035,0.0026126758497073592,-0.06161738704014764,-0.0051938353676774345,-0.003908932599961083,0.008322858412476389,0.025489519663826527,0.019851659655446614,-0.015471479599768157,0.017326895778757012,-0.004022161347779864,0.012224346976072512,-0.015368452811396302,0.0008537632006079285,-0.0037411529028156163,0.051822691704559644,0.0059607837149751935,-0.014106637814165532,0.00869745993497739,0.007664480380543394,0.010080066760312617,-0.023673878538924106,-0.02477214442628805,-0.036971015049507464,0.023767751302118837,-0.014171037749052732,-0.01787428885103209,0.03657706084236665,0.05848101496866651,-0.03233763698350744,0.050804102121133767
HKK26_RS00010,-0.02571584680326121,-0.020432526465571872,0.04014316774035035,-0.006570652555103794,-0.01635729849290382,0.014678465321780836,-0.006550511950590759,-0.03170159583713679,0.00023248236599136127,-0.025906416940272146,-0.012565730343855717,-0.002504990794727631,0.006007212134132757,0.012022405796782437,-0.03970868689513146,-0.009874446436420154,-0.01959974056527326,0.01962518154549892,0.014298806896695715,0.0029273595868695395,0.009170893942316016,-0.0028225434654197607,-0.005979787973897068,-0.0038064863661013714,-0.0035908108755615463,-0.0006172903720890676,-0.00215012063659973,-0.023497577536143302,0.005483615038436033,-0.01815153473291107,0.17869540761071684,-0.011372240777798715,-0.04152292485545976,-0.0015733179680709317,-0.023572450137688078,-0.023391921088217922,0.035953026819490405,-0.04781509251535665,0.010333346756090404,0.003266244175120484,0.0015504573980615528,-0.007158844150851307,0.020605211911387568,0.0490147065139769,-0.0156480674889461,0.011056356133496356,-0.001962652878089026,0.006615275648391471,0.005810377873779366,0.005726061638353279,0.0021670187160272537,0.008608112644508406,0.0015823984610099009,-0.023549735499081837,0.001455637366815065,0.015022396936652221,-0.11568283053487317,0.006587083029124686
HKK26_RS00015,0.017011469424239024,-0.04426164408308501,0.018450510430295896,0.0031103979394345622,-0.030743500678534666,0.0045606266123726915,-0.004282687054225767,0.0012967983869050142,-0.006793634053549281,-0.012142769508410239,-0.021594858083733938,0.0005877440264156627,0.016847382027773427,-0.006659120633929982,-0.03110664484173559,-0.017217942795237723,0.002099357091615333,-0.004128768990895113,-0.005174839593866912,0.006261784412170258,0.0011078053229003286,0.017380763207765975,0.010423113091181792,0.014986024315811902,0.0018717818649600156,0.007596868768702251,0.0007100707908177113,0.06966286811927688,-0.016817476495401825,-0.0021927487733546256,0.0022629021659692963,-0.02508520430644262,0.001816941631879881,-0.0021113061956696422,0.00603103912121598,-0.011530798639882277,0.010616555650149757,-0.0020948929639083087,0.0007329830694885618,-0.0016638950025079987,0.011705356786155703,-0.031086300367920976,-0.02441633966676182,0.01629877219834009,-0.008643022466803004,0.06955825622583657,-0.00559884921671229,-0.001764902543304547,0.01831235872299863,-0.001710420763078805,0.011154461132646927,0.03646030973409242,0.012474456570386039,0.01958840145451605,0.010428178228141979,0.008064282067771336,0.010559503559501856,0.01138500898840872
HKK26_RS00020,0.019546855821265096,-0.011218730576324063,-0.003862915518922937,0.0013678004984046203,0.00930616046409988,-0.011009193673272587,-0.0072017192984296504,0.006400221758527561,-0.011075278375893387,-0.0018095190756219964,-0.010676247389371818,-0.011953399190499729,-0.001990441295282402,0.005532366072736691,-0.0031545924026051314,-0.029999263632369582,-0.015134844792443227,-0.003255070678396178,-0.01817659517042916,0.027108384210814466,0.011249742940022145,-0.000499408891992659,-0.0137514129714288,0.023618425182024668,-0.029446992646413653,-0.021680521670973632,-0.0033871014410586315,-0.0185523982617474,-0.009823640418927032,-0.0002258254647374039,0.013998434111097411,-0.0261595746037758,0.01149748154963748,0.0053072172626104745,0.005691302249326526,-0.004455912451536144,-0.004113031344263836,-0.0022511233826703137,-0.037900978286446826,-0.0009387227996334644,0.0044598020176733295,-0.004325027915291414,0.005507917364800537,-0.005447024131979585,0.012450216208035244,0.06537902867736983,0.0024247734771403445,-0.0053755941088041576,0.0017197550009414172,-0.011694397420771904,-0.008711748298383384,0.023657890702063696,-0.01971237413217446,0.007919474681018033,0.02315166786504022,0.013196222782491928,0.0342742609088744,0.04511775071647048
HKK26_RS00025,-0.015850550074516013,0.011420699860836684,0.006101731541882212,0.00035332368719823625,0.0035036024777350596,0.013967341882321422,0.003911084480183175,-0.024427945349267816,-0.025256145748609328,-0.0111418368524038,0.003450779336307848,-0.025908233790117193,-0.011250358870555095,0.008467558058476177,0.07085852515576284,-0.08295677674146495,0.0018337839575353217,-0.00795002957337394,-0.005691063689151102,0.0048214015437597416,0.03065030651543677,0.009098877390364482,0.035120067577684266,-0.003351471304986672,-0.002646900177839755,0.003401232343579286,0.022523226340788863,0.005807117924115881,-0.026348839945646355,0.003425017433529726,0.0012643984190079322,0.013170322097610293,0.006389670124201846,0.008232822199356213,-0.00943375502794069,-0.021173860844152726,-0.022008387824256563,0.006937082706754918,-0.029904179956802186,0.02343431211994552,0.005434566145052073,0.010865311360251775,0.022020879961339834,0.03886023541564241,-0.013433551459304114,0.0007529960300127138,0.013900511617658236,0.07382471340752285,-0.005899833889001102,-0.01508988485089547,0.05087985145135645,-0.007871632580693405,0.023514850441612535,-0.016123095466906535,-0.0676074702417636,-0.04070479897636746,-0.01489850113865921,-0.007106461844320089
HKK26_RS00030,-0.03661090895935486,-0.0047790841193476805,0.017981471330353868,0.0032971931700417085,0.011310114505216816,0.01747506580167444,0.012531992640441516,0.01225737077545497,0.0043601421708963,0.0082632818743614,-0.015169517788635614,0.001773701406837057,0.023871497004869357,-0.04489093399451303,0.006476290930307794,0.019107661894795472,-0.0067191209868398,0.018130432998904874,0.011233328108542228,0.0009217076757765004,-0.004869516797334389,-0.024983144748246793,-0.010552302062636474,0.0022870628403693838,0.028460217361301395,0.021349473989242362,0.023522918111594012,-0.014657331813612128,-0.012647348856764851,-0.012192282231167946,-0.01744640650159574,-0.01867413107312722,-0.009674932656303486,0.01143115389816197,-0.02943508739112387,0.032839362982908356,-0.005367738906756469,-0.0021923574306371655,-0.0013717904533672495,-0.0016215053933508552,-0.02393801805672211,0.0019221710355090205,0.017315685306154835,-0.011564323811891132,0.01959333671809572,0.022365790559266654,0.024698312282519626,-0.004079995221231797,-0.007043629432934947,0.004060722631469129,0.004598164389082864,0.02599833567364685,0.018652417481489925,-0.010601671440938308,-0.027596054809536974,0.020218196032480203,0.012676722950342301,0.0048511656200994485
HKK26_RS00035,0.012697438505183442,0.005951300123859507,0.03583368739183115,0.008328433261197966,0.0312279860365626,-0.010083736987074652,0.015219997911313956,-0.0021968766053528004,0.003382066655231047,-0.00511813295905061,-0.028855007084441994,-0.002110008497537343,-0.0160739077420961,-0.04192442472386227,-0.0280100546123406,0.010939341028588718,0.0020036336481973425,-0.04185945347167743,0.029463784298056836,0.004492800498844739,0.11609625525406425,-0.012646183851722705,0.013299052798318601,0.016805486974565208,0.014450834624783446,0.024489884052048713,-0.006038612051922415,0.003993177853945376,-0.01382754242064574,-0.001394931468073915,0.004399504271541269,-0.02277250052115282,-0.021834055471970662,0.002782725252811137,0.0036251715522635313,-0.0028012399936251276,-0.009151250737562532,0.009180345291541105,-0.007436978333670539,-0.03242419639060551,0.011574103897676092,-0.04449154142901625,0.021010350211968832,0.022919874152698857,0.016405231775067843,0.009257484468695298,0.013121155614511947,-0.03526891525143048,0.03131390349865692,-0.007590347935460436,0.0893543970273744,0.02786424580385417,0.010768555174285715,-0.011571603562893043,-0.015958108544877225,-0.010906553674117187,0.004970754724885648,0.006922443397082147
HKK26_RS00040,0.00409427968834202,-0.017349675100877752,0.04055935528447039,0.003013270846985348,-0.010248724417496372,-0.01430553313404091,-0.006980711978938035,-0.033666880322194406,0.006927968747384515,-0.003386215799450129,-0.004807614831054641,-0.004335127632481422,0.017505804090742483,0.010861458176718117,0.013010916851810881,-0.026725182804037923,0.014126060504688622,0.012336012843794533,0.01073069761365826,0.006119285371310037,0.0008633049139220056,0.012338118601094603,-0.02596141260675966,-0.008241321285033056,-0.0030343829799496075,0.004410970990978168,0.0357042067058431,-0.01222143150953546,-0.006186833970928797,0.0015753435000649644,-0.003658995132367419,0.008656724411582663,0.013808147877873553,0.00015709241628368816,0.03181590747955866,0.0037666927265370934,0.003126422307267005,-0.004132424417250983,0.00873914339499155,0.037039485944908086,-0.007596697048852405,0.004655321011604821,-0.004852668736818915,-0.0075493888588952585,-0.008294912703178657,-0.005281873053293315,0.04529440306292106,0.026996060085409286,-0.032900883410139574,0.009464605164731039,-0.023198066750074714,-0.001830951175220482,-0.011395975862559459,0.03323370207705188,0.004572001157363807,0.028336139952650587,-0.03512539949020072,-0.0027061427069797776
HKK26_RS00045,-0.003653484210118252,-0.015407166200186237,0.008600501589452825,-0.002633129764513376,-0.000488325578256984,0.01748139026550163,-0.004405222310231269,0.058221366160153394,0.0007389422704523213,0.0024083112876000182,-0.0009625334045879332,-0.01924762243365248,0.0010508510447332364,-0.01743920620772664,-0.041550718606367235,0.01722331457962644,0.024363777907837784,-0.017138866740431417,0.0138094532333813,0.0003090283278926724,0.06154575262785967,0.019636978464859393,0.6065786490357623,-0.020495086666839114,0.0014866699442424693,0.009863333549110795,0.015340454115625592,-0.012154184519844805,0.0012812360359577073,-0.010922225627704816,-0.0029112746631277052,0.015868087640554734,-0.010582608512967962,0.008740294281148498,-0.006351293506575517,-0.04881979760509158,-0.0009708110871759897,-0.012531455781784643,0.00940375673238209,7.774953139218276e-05,0.014619957663685212,0.0003554748821338798,-0.009164087139653944,-0.013377879034627182,0.002727409751453519,-0.0040511872491115755,-0.0015533537462073812,0.017256679507908924,-0.003558744147347435,0.0025005894607028002,-0.007230625420111118,0.008898541551460587,-0.012974036232109614,-0.007872249992244368,-0.0039495334235220645,-0.0025656183334212775,-0.013580963527801655,0.003253595525676725
HKK26_RS00050,-0.02712906916203862,0.030135216098176442,0.020168952451580603,-0.00035613008033260425,-0.004057576185871722,0.005703360359365243,-0.030388069155187415,0.032584867884788295,-0.008004492197799052,-0.030285625309004957,0.013473654252307765,-0.003924158386873967,-0.008555781276785204,-0.012042870026294401,-0.013943691205852484,-0.03503372104969822,0.001969640166010143,-0.015083488529986842,0.011392904147951844,0.004949278031038042,-0.0018404664451901974,0.010843687665459152,0.040203554884791715,0.049415200396770075,-0.018413360445360842,0.008453333067539206,-0.008561858607630595,0.030214070634674788,-0.023956521401110164,-0.02676605978059269,-0.006286508673526977,-0.0046454927380016895,-0.045041345964739556,-0.012065254292629916,-0.003407685131140674,-0.005077534033307522,-0.00018054275907119244,0.026180774110388362,0.019582898245401346,0.03070952025519508,0.022754352033631412,-0.04519291327695998,0.0029234183993921852,-0.005067232796006207,-0.02182173375879256,0.0016050994334722785,-0.010961195237663025,-0.04474428621866448,0.01171379585802478,0.013780617516213957,0.0020745951850906436,0.02923976973936377,-0.027618962811221046,-0.007902450821545061,0.004194761361580792,-0.0038327278485551382,0.013197403623237057,-0.02401556225230755
