Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
HKK26_RS00005,-0.0007224257374028617,-0.005293797147629124,0.02440889726595351,-0.0014470228617928153,-0.004700958665598362,-0.01152681936931165,-0.0009628511625329972,0.0040679975057055515,-0.02156544444873847,-0.03303428715751192,-0.013509800839088754,0.00624403945476851,0.010283534109375618,0.00205142706720354,-0.023819329618243887,0.007163141688229766,0.03513097706763716,0.02173226792315292,-0.010712315655153284,-0.03571895997622932,0.01906044945926899,-0.0010064850717420362,-0.008362867682188973,-0.024468934459834,0.012238966870262175,0.06099671776075592,-0.02389073472578159,0.04734707584961659,-0.011533442485621312,-0.012775850083844988,0.030576989179128034,0.03630145738032955,0.04019702894206365,0.04554443266060016,0.015582852638899306
HKK26_RS00010,0.15430708538582008,-0.017665199068832408,0.011342852270735924,-0.001023019450928636,0.003953251289138314,0.004722022210866993,0.018380029036377615,-0.0034892136855249095,-0.027132412601872512,-0.03562144803782868,-0.0057832378507575565,0.01121124470404586,0.005647345339874837,-0.014553666999864559,-0.014349413746300445,0.013731725583441804,-0.003875634353605872,-0.003745405357144489,0.006255098379105722,-0.010720835415783865,-0.03463084209129053,-0.03361215243316791,0.019468845724270288,0.010259231674693994,0.004028380530594141,0.00018212078082173073,-0.03322618784812839,0.0034991082884374613,-0.006794038614192679,-0.019723715870205157,-0.01883235903395134,0.006026067822495886,0.03145233122941108,0.007075979728897329,-1.4131446475040728e-05
HKK26_RS00015,-0.004734528197310817,0.05512582738235888,-0.002723920489102546,-0.017821962851822328,-0.015005954542265823,-0.00818492580628942,0.04089891653592571,0.0026146136854007557,0.0018840502097450282,0.014877768813584078,-0.00988027683720557,0.07250018495113726,0.023746596424757616,-0.015686017870970598,0.008783295320313609,0.0022354515682857685,-0.0230320527754997,-0.0219533172202691,-0.001088527803750173,-0.009011832709468781,0.0015053304274878071,0.012249714609162915,-0.0065002667067336995,0.0021893803224548826,0.023701774962214768,0.004188780230846075,-0.032295733409783096,0.005767084044142242,0.005449076484907519,-0.010683851053021574,-0.050759682321706585,-0.014093066212267424,-0.0008689313044533361,-0.011150545560283246,0.03515703365367712
HKK26_RS00020,0.008562618270946754,-0.01196363031390679,-0.013769434026279266,-0.036704128359693,-0.017431280532391596,-0.0012317299792084207,0.04721135715135106,0.0056259406901236495,0.008785027096531377,-0.022209128729513705,-0.014414289228097005,0.06580880645139522,0.0013314101181212583,-0.011479690041038883,0.020535878772179248,-0.03586958871086091,-0.00036074930985409816,-0.016570742775613326,-0.007896751039768512,-0.003281016067954755,0.0010481360280400706,0.009834470989648377,0.009215901068610644,0.02218819611120732,-0.018094200377224243,0.01651900947833314,0.007259095277827921,0.01419613140775474,-0.016997188990161286,0.01900821588126723,-0.01895371450216824,-0.06019309074942519,0.011277008944163914,0.013402037865143546,0.03226189001328931
HKK26_RS00025,0.023453730109006733,0.01347000238988618,-0.01043837962385513,-0.0122075289757015,-0.028632697537616686,0.016134110470574704,0.023229013620121055,0.006340012564796671,-0.0065373658433283055,-0.011850917924691524,-0.03502929521250866,-0.006982144127872007,-0.019543716683168358,-0.0019187196708793431,-0.03376301008978661,0.009133510316826321,0.04683981678950251,-0.009742470376982223,0.02841881508839164,-0.006280054539210962,-0.00976571034225611,-0.006896330603335816,-0.023000197397845066,0.019307462841010956,0.008336224146000512,0.031124452324694133,0.002453508764959396,-0.007530592792431538,0.08749711296017691,0.004117378944734771,0.019190924726953683,-0.04845111935297563,-0.022423091563929944,-0.003915411656734311,0.014353631599395003
HKK26_RS00030,-0.021719056146381158,-0.019605695000424587,0.0083038139918763,-0.013365695074559493,0.006863653302219783,0.030188660574719677,-0.0015893881120834339,-0.0030738409569377265,0.025843324552284004,-0.003018807821344327,0.0006877919325949908,0.01733358072290037,-0.009561124625747191,-0.025728709405000997,-0.01633412649120504,0.012907268804075013,0.013007010013296447,-0.003903241158168455,-0.013231887650533186,-0.008901399240193298,0.01151497524118086,-0.04881808605365393,-0.014054212728366326,0.0040436441353067735,0.020632054996445007,0.00025624073759811103,-0.010763029359981333,0.018546849191827197,-0.0034233454608178764,-0.002263059102552703,-0.018147356976649643,-0.010665024952128885,-0.005118425290612409,-0.018430622575025948,0.05569144087817311
HKK26_RS00035,-0.009698455885181013,-0.00615129764283264,0.025069357651779374,0.022971702792731304,-0.0017051483908836393,0.016782113235037425,0.004795801123873342,-0.017410598801875815,-0.0017059805864485015,0.02129711354048629,0.0033516646909339154,0.022811445432139518,-0.005507813989838386,-0.020536736766963878,0.011387519668236477,0.004772277545850722,0.0033961103809341444,-0.007960307653523149,0.019265607261733174,-0.002118973562701445,-0.019354243458364135,-0.01368488490166706,0.013059428387037584,-0.030247048832223494,0.009121358262392324,0.1232655183224313,0.020677167606912322,0.0012768340062953222,0.08806265464509247,0.013850301001649842,-0.006127253953809257,-0.024336255153913976,-0.014490351196330712,-0.016103004804912294,0.019971266347146
HKK26_RS00040,-0.01399158518565273,-0.0054895009986723805,0.02387677555144684,-0.01862307727336239,0.0038993830498145242,-0.010948793937783578,0.03584403455825478,-0.0012547959873907542,0.022563921179386628,0.011461076556187584,-0.013207590073043845,-0.01944883308580706,0.0026204730811935396,-0.0043013617969791815,0.03066235898205885,-0.018002621333373766,0.01581195974853014,0.03425259972005321,-0.014870705070139328,-0.020821017882963973,0.0036337923916987666,-0.007472030605855988,0.002086843159894158,0.028066122057479815,-0.017729872265659995,-0.00498461953452369,-0.023458322675868667,0.007296115804891417,1.3497315487015511e-05,-0.030886544424448426,-0.024201347709942707,-0.0003980725835389258,-0.008361630409318997,-0.0012970146623595689,0.02891758662392917
HKK26_RS00045,0.012073096606581124,-0.011490803722755025,0.0037196974414281502,-0.009510728265922015,0.012691921209916648,-0.04836991306040563,0.01047947590332914,0.012624814931154032,-0.005675543125837275,0.003448541692928102,-0.026120451528362194,0.0016625757278921059,0.004198129009037923,0.005831228798930188,-0.004407225530440644,0.009076271375874917,0.010285755681625168,0.03393569280080545,0.016485606373549594,-0.04585411490199914,0.0229131719495151,-0.01857699146987814,0.01271355982822088,0.03690178513769073,-0.024570177717851485,0.044376154565774845,-0.0021719331591307576,-0.018261631898144032,0.005274576034913622,0.007462698131188201,-0.0064887830209222515,0.012833900523872253,0.03297944370572676,-0.0006757391952534494,0.00046863468467950726
HKK26_RS00050,0.005266387056141432,0.02103295467872668,0.018469127947815193,-0.013108758112638738,-0.00284717331987199,-0.034937468636330106,0.03024463096633099,-0.018811886626142065,-0.027492067343895102,0.0003896245215537948,-0.008031620945890678,-0.019682331611828575,0.014708968148204262,0.0013422840037011596,0.008410155045606884,0.007924013185461065,-0.00471443382728887,-0.009594465941748988,-0.002197804593751784,-0.0363919581427615,-0.04409951992905879,-0.027172554583902428,-0.012444315786650534,0.054583951075306995,-0.01207550345675284,-0.00641969124267308,-0.003346849103763157,-0.017425283803957616,0.005684120452176351,-0.014133519415458295,0.036873380361609726,-0.015415337695339437,-0.007579809658678147,0.015091617737596031,0.026584030772337668
