Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
HKK26_RS00005,0.0005099392292016438,0.018750977064941846,0.009449522622608753,0.0026306933183845326,0.006046883963772161,-0.005221628809724743,0.02464605721828534,0.020953997814429238,0.026438018806641487,-0.0012879634686812332,-0.022739769639268794,-8.666940244110334e-05,0.03809436276803882,-0.030811561244774657,0.013889328512686008,0.030066641100829305,0.051995575153707556,0.0014656326725396669,0.016200199699463708,0.005076140958737496,0.004684143459783792,0.010074317799905039,0.007849575595864088,0.033543136352567234,0.007046139467159072,0.0023126548893609537,0.055041603298851854,-0.0014303609174660837,0.008975366087457016,0.028037765121223593,-0.0035795115089253563,-0.010127009439423634,-0.04437358717016168,-0.02693968754567665,-0.010542164150473191,0.022376226812277352,-0.010842521763019938,-0.051934530810176766,-0.013012906942268764,-0.021656949270796814,0.04606687259338746,-0.004648243837595506,-0.015096699517670717,-0.0017892345769203485,0.0016137124104094477,0.0017064235215224141,0.012073001468002036,-0.006964879787318238,-0.010465810566963423,-0.005045943192237586,-0.010068104410090076,0.0009563745683401564,-0.0597897633917564
HKK26_RS00010,-0.0003986718710751336,0.005119160102969402,0.023707700850557942,-0.021234600995196775,-0.0046371414995105605,-0.005706254614390277,-0.03175831521791734,0.026223471003272537,0.005191838108896357,0.023739660586225165,-0.0186519781668953,-0.021702938907545603,0.013488555885831019,-0.019360535000424513,-0.009442832983863291,0.01415743015458692,-0.0035671581596730907,0.02764891138723918,-0.01537469230192149,-0.001465990114062617,-0.0021250890862629206,-0.005589193965333318,-0.0023791752891562075,0.002894728877377219,0.016232101380846266,0.012258038080704445,5.574308094317099e-05,0.010446473849193364,-0.00014699657573265975,-0.010386186060200787,0.15424309476585238,-0.005988082869073984,0.01688282987547808,-0.0622823018077812,0.02469845321899437,0.0036041532491116364,0.011750840731468865,-0.016213619315739666,-0.03077524983816406,-0.013598288370774264,0.017429789603515124,-0.015873485336258812,-0.008872519108586323,0.009249489791675907,0.00015945847914544778,-0.012377526832906558,-0.009990517422973903,-0.015837222582342027,0.0034165331794194158,0.004014102338158265,-0.039829092276380644,0.008884705531094722,0.007564849638499737
HKK26_RS00015,0.021845345376173664,-0.0028333949271834914,-0.01310969534168709,-0.008079248408795743,-0.024507190523915263,0.021708837273044658,0.0041838402342430255,0.02315823447077317,-0.04709154209280985,0.010173784837675242,-0.014646056621660419,-0.020889078133086582,0.0018286025552170485,0.008987849479099325,-0.005481491614668699,0.009386465854445436,-0.02422721545393458,0.007146981747200371,0.005264271430106315,-0.004703319455317369,-0.016111802570985045,-0.009430325196266574,0.019482971040188632,-0.004585923411831677,0.0689794806665075,-0.01718344814268172,-0.0008658893868620346,-0.0195509648733092,0.05714956690691201,-0.029569937174865748,-0.010445705799540137,-0.00387760339211819,0.014313039205679697,-0.018248433494895813,-0.0012824612549496627,-0.02062413237809093,-0.006145804326047619,-0.009372837147950246,-0.022911210502504668,-0.005124326716591163,0.0013910842937443848,0.0018461445863049834,0.019183509982052246,0.012404459822826874,-0.00717602000364702,0.009517348672284664,0.009547422193279597,0.0027864917230451323,0.007092607310279945,0.019844501749945422,0.0036766657190852865,0.0024861653918908,0.02503471391381599
HKK26_RS00020,-0.00887884341796513,-0.012767543839546187,-0.008578992437868978,-0.00281514589492456,-0.010089727061596153,0.04838782839256028,-0.018622873570660704,0.0032879629620701663,-0.006623081289216643,0.011524345912532864,0.007615775437705804,-0.04290511000054601,0.004072097165623204,-0.0067867221204195435,0.007531391953451656,-0.00658362266201071,0.0027655792285223263,0.008935998906764575,5.688088347038179e-05,0.005302086921470327,-0.05892903182095624,-0.005383425305961025,0.007454470394897951,-0.012971716410913336,0.06614496881901663,-0.006330355092334027,0.009180776365973286,-0.005209626946286926,-0.026657113354683747,-0.023536070333303363,0.012563353720466559,0.006832508303002504,0.025607551688139288,-0.005178293971439862,0.010971113238887673,-0.01548636056821386,-0.002906329957803821,-0.008002046754569982,-0.005984780434821551,0.0036762749031390898,0.014061411297934883,-0.008168111673254841,-0.019354273390026336,-0.0045023839714755706,0.00035300374551216763,0.006871507082803211,0.007204487942061656,0.001732946673516832,0.0019150039138817463,-0.01114661871880867,-0.008679932551884323,-0.0004083204975822784,0.015105682265627305
HKK26_RS00025,0.005246461589568009,-0.028436685195113633,0.012225852055628619,-0.01622353250723967,-0.010786008093583772,-0.01474454198121775,-0.0036204509402165174,0.0009081498301348033,0.00157756849879041,-0.021851189319595076,0.004006919046534717,0.042978754351661236,0.0010320162497487403,-0.00836249673558286,-0.010268558091631595,-0.011246332809853517,-0.05432129464619237,-0.008928787909270909,0.04759948370332314,0.021077923225474797,-0.0036903166010563877,-0.012191538110120985,-0.005160168198898025,-0.0113365459298973,-0.009674315784693256,0.0014892815038718085,0.016340082296863442,0.002696571575142492,0.00951160336659364,-0.030978323022868293,0.03559502617390556,0.004287123202712554,0.021930221380133917,0.005201165576941048,-0.004146159177693448,0.04400551959312652,-0.0241893899699685,0.005783240398841442,-0.006230208411909667,-0.003805064824887563,0.023392606962887193,-0.017218358606554227,0.004043317502917837,-0.005637478044314497,0.005421038995914091,-0.029088350325387053,8.343241795000356e-05,-0.010102401808360728,-0.010992631143005901,0.06877085779693853,-0.02427363903513383,-0.02343566548429658,0.001013837753410365
HKK26_RS00030,-0.025571616746513207,-0.014191132344338261,-0.018198132234555665,-0.00040994049308777024,-0.0019374440264451364,0.0016771859064937823,0.0056078913858530425,-7.271175631981236e-05,-0.007467017653700066,-0.011922811724584169,0.011519557323482456,0.007999802334428227,0.010440988254124189,0.003107241272259307,-0.02208355984988297,-0.01476206652991572,-0.002643511825416554,0.028978427381401096,0.027156058446375055,0.028640997089279446,0.0017259226321359729,-0.007241999252199529,-0.015176829084313625,0.009583441441990626,0.028132816329741916,-0.008036796520330404,-0.0043959350682175515,0.03145628412331662,-0.0033641299077975207,-0.007198633151642817,-0.018400506725203717,0.005849731557744845,0.0007928510121911641,-0.008446575701044455,-0.0013867756474302097,9.829090256677576e-05,-0.008903547747344373,0.0006169842368566313,0.003009547406093198,0.0026796941328546585,0.008082334317321306,0.0020945859241125807,0.02624157704829566,-0.013105259143302649,-0.01592046712381089,-0.02043614767384282,-0.02604004725169804,-0.003575439479989294,-0.007218761366122173,-0.0019753266150480597,-0.040003488251587394,-0.0076052228917601935,0.013331815093348326
HKK26_RS00035,0.017188776198298623,-0.024512877298483848,0.013406113168938949,-0.016576616090805144,0.019438753238826264,-0.0016703313858505017,0.02071826657017499,5.5246360061367257e-05,0.013725473840511045,0.005448978291288122,0.031444837568924425,-0.02847788457079802,-0.0069044081401987275,0.014940859983693868,-0.015443632439637698,-0.0011157247729173653,-0.0009848452907620263,0.009254119086614146,-0.0010868718285534569,0.0014403076346737964,0.03553345271549915,-0.01723974617189138,0.015571682539326042,0.027909964366941563,0.022918561090578913,-0.007385016341563979,0.1054913931150356,0.012495216737662516,-0.005005408091150961,0.016969957083921905,0.005575837234837601,-0.008403283932112102,-0.010951597638860808,0.06109635761507838,0.0015459014523972964,-0.002656274174831746,0.024675278620840787,0.0022074052671105194,0.02800448665384508,-0.019742503597985118,-0.004972346543103394,0.03123209290074245,0.012838418856803653,-0.005045334864849472,-0.02293678703140592,0.003454251032592318,-0.02254860893207742,0.012122580663527047,0.015168942472760063,0.07460076228012034,0.0025954128298189393,-0.022884659150444363,0.016671484843686295
HKK26_RS00040,-0.019887089509474657,0.007498835971438823,-0.0019275199190791634,-0.0010284667861843002,-0.018215495874427366,0.015930654230501676,-0.01158140929358955,-0.003917448574011519,-0.019726758004624634,0.02394267298919628,-0.03370821829543547,0.02792807934737748,0.025357166424827035,0.0014398403205202904,0.08404761632723032,0.007559025558598323,0.0257416582625901,-0.01358464477556161,-0.030020300611649706,0.02207138644849464,0.013925915623024017,-0.018754830435569133,0.0034822049335417517,0.024933812597840208,-0.007145513209261272,0.021296702573433458,-0.005197945118568711,-0.010532482502562836,0.02195640472128682,-0.028499938364342156,-0.011791377336709062,-0.015240416762939513,0.03294881376450591,0.01077465707289157,-0.005274507194551409,-0.02782799249903166,0.0077238818505563425,-0.008322246239646017,-0.020110798680778273,0.004639968527220152,-0.009906332906278768,0.004796218137585206,-0.018952630052841795,-0.0003314053209294917,0.013998005164479708,0.026854345322687757,-0.01953644440412285,0.010374072679533377,0.019777214139436426,0.0019949896308644366,-0.01898077258092569,0.009029101838362733,0.006216049211157922
HKK26_RS00045,0.0047379905709151555,0.00410919768995211,0.01491581008128141,-0.004392354383804717,0.015208698359554192,0.010759001874623001,0.6014924541498305,0.00974123949101934,-0.01967120294264371,0.018369680783235663,0.003961101989759942,-0.018687142209564668,0.0038104476920451857,-0.0018957230639886208,-0.011424962231401697,0.002986332751728227,0.007755597083719967,-0.009567429391036993,-0.01909110554405057,0.0062314227067313795,-0.0021674531727083734,-0.014947642106395171,-0.009392974898931502,0.008468800009458446,0.003405648369679833,0.033004507233452045,0.01898503171981846,-0.018009529285559763,0.0062369400003724615,-0.004228522611796,0.006008341469437171,-0.0004839840125739327,-0.004856020702277603,-0.0036373043807405216,0.027055955289804774,0.017706197370254317,0.009065046355437045,-0.01589473510049221,-0.0010884370832598305,-0.01355020849565503,0.025107557652932697,-0.0010763265416488734,-0.03182925799917483,-0.00011070381970745634,0.020029012377079138,-0.00018988923756224862,-0.005746890078279936,-0.005750948891938279,-0.012047215636348535,-0.008650362514932132,-0.026818102637589804,0.004919489863761279,-0.000235734258981095
HKK26_RS00050,0.024954468023741447,0.010205649769441312,-0.001199183388775069,0.010830623109575985,-0.03877031145993276,0.03278892068287342,0.02832156124204885,-0.006782400170528765,0.02278390063466353,-0.015216918777777541,-0.010227018616914267,-0.001650517308792462,0.0031347749209434854,-0.004227263897128042,-0.011049063791683555,0.03063712981570464,-0.01870271277523769,0.03976063783814175,0.013936016738751769,0.007741918464241016,-0.015473454789232354,-0.0161514039378673,-0.02602265756339238,0.020970764910834334,-0.0073423017617981765,-0.01385069696189793,-0.005525849081542054,-0.024687719198958593,0.004070575967717443,-0.013721725976304682,-0.0003944696746091937,0.01737307959533588,0.0310955378507043,0.021446519439611414,-0.011564900695294976,-0.03009710311636531,0.001991758792962108,-0.03530538385233534,-0.0025687327792324136,-0.025576671285713108,-0.011920455694178315,0.00804512743359364,-0.004957426928566154,0.0029089694022844527,0.011133460567289094,0.015515906882969065,-0.002458213586192275,-0.0052671887047463905,0.014257717327285735,-0.011702321916045503,-0.045079148676249514,0.02184296202801816,0.019136385657656563
