,S_mean_std,A_mean_std,count,L2_norm
0,0.0033667976512848355,1.0310249536984646,99,123.62207118713553
1,0.0030196127093785143,0.6668305595623463,100,86.87043182480275
2,0.0016154908694664364,0.3819482467596795,100,69.23294790854587
3,0.005490689679610384,1.4865970534278905,90,75.81020166012331
4,0.0028083981385606917,0.5437560214072863,99,28.887282125652625
5,0.0032175428934495373,0.7935757834530289,100,80.859943544839
6,0.003543240005357613,1.0822681983978268,100,122.9611648559965
7,0.003556255461219558,0.6596964706138287,96,37.084809291844785
8,0.002095252165877297,0.5259432604886003,100,140.1510299850751
9,0.004172411352954505,1.200607052482029,100,118.44297448496154
10,0.0025961424955706766,0.694394483580934,100,190.94076764334446
11,0.004074166743735638,0.761278994305256,100,101.89937933985449
12,0.002900798935530468,0.5998491203631664,100,86.10156444476284
13,0.004763414311834896,1.0463383896525371,98,55.18088217794694
14,0.00412721249532669,0.9673565924617393,99,60.33981651824217
15,0.002210295551482759,0.5027195147949622,100,53.30134211915686
16,0.002748005020649052,0.7246854217245006,100,166.49520211245263
17,0.005502182662328759,1.4574252902403568,83,77.19221806681185
18,0.0018172510115921083,0.41093896029311255,100,65.59700649023132
19,0.004151827099147975,1.2786454290510163,100,71.15106478002087
20,0.002990326879206999,0.5651715181423338,93,29.866006022078878
21,0.003195806385665597,0.7451102504411333,100,77.3124779752908
22,0.0022144548748241413,0.6489775612652539,100,280.7251077476426
23,0.003444231344494159,0.8839413271432798,100,169.03803308590147
24,0.005454302094845035,1.6892123331735183,92,59.92943578409492
25,0.0029443301980890037,0.7431795909116559,100,57.570143625961514
26,0.002646658133286046,0.7587362448242777,100,85.48820568966886
27,0.002971554791565505,0.6051668456367414,100,47.441121331866015
28,0.00187402958563948,0.4228675305114726,100,106.15413044432009
29,0.0019623087778884896,0.5391850705127428,100,97.9431960041241
30,0.002333164494819374,0.6678204021329508,100,88.08628631488013
31,0.005453414975402113,1.2108651720522379,98,51.21123066829101
32,0.004389068150283808,0.9749593989583235,100,47.6657903409608
33,0.004357176738399366,1.1499642742244331,91,103.00160424574793
34,0.0053234669902236815,1.7282174671829276,97,119.35538984818922
35,0.0034223429499146345,1.0711881359443856,99,186.6081175464125
36,0.003152495756799717,0.6538959674706974,100,44.01985333813241
37,0.0028412185408118506,0.696997450043038,100,77.05836699518838
38,0.005693487891125849,1.4724662719193224,94,54.340590425176295
39,0.006066128384715615,1.6292920897706185,89,64.3767063394905
40,0.004747800778648674,0.8484129130458353,73,36.70249454766623
41,0.005580094201624599,1.104814521327484,75,50.569438257954204
42,0.005538814366506566,1.2900135000926052,79,58.52762646372525
43,0.005888137200416972,1.4436058362397273,71,165.86831261026543
44,0.005788172084053141,1.2808143890164612,53,39.827249032354366
