Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
HKK26_RS00005,-0.0061288514181805365,0.0684789730502737,0.031191836667590192,-0.0018470069687031854,-0.012908050235660393,-0.031826811581036084,0.000171389523414079,0.013683343481009998,-0.021826015571567776,0.0057861279562205735,0.002777671751394027,-0.03716270737641226,-0.019424532441641027,-0.016211352281668538,-0.005970434084588465,0.006261065896724306,0.012268328753207804,0.014015519057342137,-0.010978221281794072,0.029611262805193824,-0.007708095897586727,0.013433284843121469,0.003292019203697978,-0.01512316117000691,0.019410771114413257,-0.007043828865788884,0.003375619353599533,0.04388876821108743,0.01945164860149428,-0.007027200938928787,-0.05915622727454797,0.009668249378198955,0.003065200864334641,0.05380111553802411,0.012967277324625716,-0.0009481197438114503,0.009964462251083567,-0.005927100649903146,0.027295566434296852,0.002547478457958971,0.0031899371756617723,0.047197542028306,0.023709547644142917,0.0001103039392697607,0.026599417327582375
HKK26_RS00010,-0.033337740085296316,0.008082226551875502,0.016621831354710355,0.0015180126872971053,-0.014814265452690684,-0.02098053932358018,0.03797405467636716,-0.0076130182910737,-0.0036057580510563884,-0.00934711902061564,-0.023212433002631077,-0.013593174540991711,0.0021552923641557906,-0.012694962208019028,0.031562332394052484,0.02615795821522701,0.008934684042256726,0.00010128832324939604,0.15327264913862268,-0.0164449061517371,-0.031527828882311974,-0.004161403597344161,-0.013021518056926052,-0.008581266016402982,0.01963622085963715,0.01163731400183587,-0.0019371327359471251,0.013724124238048765,0.006121363191198817,-0.018649047071056066,-0.029483326525867673,0.004179182819072207,0.020080059058331115,0.00776430316930613,-0.0013943551351787446,0.01837547300494261,0.012744136380642368,-0.006146450511130167,-0.005354756816915156,0.01092196238082088,0.004010680180528386,-0.005082333843599969,0.0019333520215382926,0.019086669574827377,0.0029669405373368646
HKK26_RS00015,-0.01333003110453408,0.003093203838181654,-0.0009356006558072491,-0.03486948018727592,-0.0003908504878066192,0.008216443994384554,-0.019924893212703215,-0.003742783724962515,-0.0019512112340248824,0.07171871835702967,-0.029903504126638388,0.010323204699165476,0.011434820137760338,-0.02021671626265507,0.0006971275714068073,0.027166792949421478,0.02566426691854459,-0.010474955585745413,-0.003249082822878976,-0.045039631879615044,-0.008629110674730534,-0.01469178441173104,-0.014484362666393556,-0.011121059931719069,-0.0022974811807900818,-0.00510449468334228,0.011700680953373153,-0.016191506358128303,-0.01678980548205008,-0.011006384848277255,-0.008679945515842422,0.009460940771053925,-0.027143028766851006,0.007976267331937034,0.03856873263565917,0.0770113461452729,0.006626808363095465,0.004819198871382603,-0.009222777135412818,0.020306361755074914,0.013503776529368197,0.015124407945614461,-0.005431471194495723,0.006641742045572997,-0.014610807663279957
HKK26_RS00020,0.007624196663844979,0.017308539138941398,-0.017572974174164025,-0.06092622111278653,-0.009731783992012112,-0.01458087499766916,-0.011842594011994854,0.010826017755612575,-0.013540540255914562,-0.00616975529555671,-0.0010376885172749101,-0.00781606251361757,0.012860072161005997,-0.04085121583796934,-0.015962028631909552,0.05274663956084282,-0.008039369277556033,0.020716050807711703,0.010788268022113644,-0.008209945931345282,0.006049964702220222,-0.018993772013735997,-0.009480857047074054,-0.00957948629234546,0.010097925846982918,0.012423899439310819,-0.034100133581150056,0.008852625854893837,-0.0001262126089030994,0.005233775467808121,-0.004569997884411558,-0.0013272142069418304,-0.052496965591567774,0.008669115124545459,0.01436743495440419,0.06790169993792443,0.004670786619786401,-0.001957746212126954,0.005203694773576004,0.009479876065405951,-0.017008166280541245,0.010378865543377405,-0.04583294797855361,-0.01614464037188333,0.0038389614761931657
HKK26_RS00025,-0.012946912213382376,0.028472137907342012,-0.015332603045011606,0.010299840846665485,-0.006989996080467757,-0.0015807618356429617,0.011514122875711241,-0.015933177573838816,-0.024880820594865637,0.015153290747728938,0.005875706985699969,0.04984226425226488,-0.027440499537057093,-0.05025138556247723,-0.00012703710494943888,-0.0011262475034870905,-0.003705387963585448,-0.02405211929712146,0.006974997676606701,0.0045802869671867814,-0.0024003223349240038,-0.04516407986528618,0.00419215475462183,0.0024062734829733835,-0.012222390470036912,0.021312727933501963,0.0011342406579199892,-0.0015407285559560133,-0.007090995623435128,-0.015482314794936667,-0.003148242936563535,-0.028278246309858195,-0.009229102198855137,-0.0482898658897413,0.003649662080306048,0.0013638998978362713,-0.005658647647284611,0.011299744294557932,0.0011543381785461468,-0.004954251721444265,0.053790262425651526,-0.053111928009327576,-0.005287999244514872,0.0061880634808989254,-0.0012078281185103653
HKK26_RS00030,0.017206134154530577,-0.0025795901886799667,0.017241087808623077,-0.018676696467866717,0.026950813552899366,-0.006875450395763021,0.02692537362116133,-0.020519391419287124,-0.003546307941553587,9.85807332174982e-05,0.012730662017021072,-0.006429963308204067,-0.016660094786395026,0.01972899307602816,0.025425647242795946,0.003435019594725881,-0.01374925501023508,-0.009133068368381334,-0.02723192906787665,-0.019447223908812084,0.0012867430234336122,0.010812352988693309,-0.021852843666978393,0.013277622361810832,0.0074412711503727995,0.009707682551016988,0.02591229315756186,0.013138140834010414,-0.012179881158253051,-0.010946964169859288,-0.010747761679933698,0.004730385219777894,-0.0011284439977315786,0.023542801827457983,0.012963185621182058,0.0265304514471657,0.006791252413981514,-0.022042755499155048,0.027001416045680782,-0.005469150479959236,-0.014876277446177743,-0.01724298920353691,-0.013132300865960506,0.00934079736319803,-0.04130879066095702
HKK26_RS00035,0.024766573148087737,0.118529942750686,0.03321485975218654,-0.02539509254308662,0.019268288280725566,0.007628124715978008,-0.002703414607726849,-0.015716507421352225,0.004713771585568589,0.007421010446865495,0.04037436401246495,0.08833185270628391,0.00793208381879289,0.015612437341937012,0.03170114311615929,0.008225591662150812,-0.011806677555227655,-0.008021769867358659,-0.0018612836297433675,0.0007750170240145328,-0.00974883422777793,0.001545566344658972,-0.024797772843149112,-0.0003310092477919893,0.0008813187944879504,-0.02812957764326499,0.019284240964849153,0.01170830351055927,-0.01272349406121021,-0.01599524356475461,-0.004343190169084588,0.0005500374188647793,0.03442856802551884,-0.007599750522425458,0.006484938055360201,0.027212123361943636,0.006448155880891894,0.01307756539639297,0.006027036069783899,0.027419922325787712,0.021522881298909634,-0.024581508439306572,-0.018266492257132238,0.0078059995327825395,-0.012821621134575127
HKK26_RS00040,-0.022970622174593187,-0.0037053289147093655,0.013590972249407467,-0.005544389965692689,0.001504068749934131,0.008359072446367043,-0.009989551002339917,0.04079702155195294,-0.006293996658568871,0.003877810508616192,-0.01777297291684679,-0.006567760311644154,0.008910281933576175,-0.019904878565999935,0.018108014589883845,0.028918693181410386,0.005702605134748701,0.012249949644566483,-0.006214286350323129,-0.01395062656761869,0.01808548048836766,-0.010741306948549483,-0.003104403177831489,-0.006942086928141585,0.008542260569000861,0.04566479649452522,-0.018690350679453432,0.003504409224405696,0.018125950951869925,-0.009440463642662511,-0.0007562001359070822,-0.02454908783479526,-0.008284640114338247,0.025966305775511907,0.00998409902948431,-0.009168765806275363,-0.01893261980597432,-0.024804513332797932,0.011149717528953213,-0.00675143672873205,-0.02285264044549532,0.00954470771466751,0.015832140272547906,-0.028907336951648994,-0.004865298886283874
HKK26_RS00045,0.008972883831448338,0.050787715065504176,0.012269608480221328,0.009065860012623163,-0.03883430843459163,0.00428969985151716,0.0034017347180361483,-0.011854937246858032,-0.01227088518740809,-0.016476043772229457,0.0062284513293624985,-0.013360293398759951,-0.014186033013623901,0.024710992507624895,-0.014941199778567787,0.00834327114661582,0.018919149887835666,0.0011511229590811588,0.003494182051711364,-0.020454302531712053,-0.009127578957843566,0.00013933423467028499,0.004812541762641208,-0.029274327442355225,0.009091044396698097,0.0063307693581767955,-0.006396549739802029,-0.0003132210472397748,0.006106569936646695,0.011367704439299874,-0.024433179565402904,0.00814564385516468,0.0071386758970913315,0.002473243797921058,0.004953369791556321,-0.007654109362089335,-0.02821677666482182,0.006020167385613272,0.0003557225263318644,0.0007850757768063932,0.5596238627459496,0.012740206449101357,0.021747587264997186,0.002517246690200121,0.011377280926357265
HKK26_RS00050,-0.01391697187662776,0.002429223086717191,0.015085253562556055,-0.009726336115867465,-0.009840303344996228,-0.004869159421784065,0.041309906155608006,0.0008622474222050128,-0.0020343348978494537,0.032831170016324164,-0.0031802413344563167,0.010350335592745976,0.009634417598596194,-0.049942137802334516,0.0050582994686199385,0.026688148773049144,0.00802023562246146,-0.01729238809068677,-0.0030467754498712156,0.0332839205660177,-0.045801427097626586,-0.01658062066554911,0.012591330248527526,-0.0343383593565704,-0.02556592516933418,0.02598777958797444,-0.012092256024166042,-0.002448393197434503,-0.01783712834147405,-0.023075266553946615,-0.031165607470671316,-0.016477111938431092,-0.02391372081964949,-0.0007802817482626779,0.02319759118070695,-0.002724154930137696,0.053475646256547965,0.008095929747715452,0.009225963900211711,0.02729555448742508,0.03406448519799209,0.009122530484219814,0.004509175464665713,0.008981829850823525,-0.003854125983945832
