"locus_tag",0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
"anL01",0.013702874711056,-0.003718064299059,-0.015329090096618,-0.007593572503356,0.00304912479542,-0.031199571243036,0.021866382890177,-0.022150961594677,0.014907985429943,0.023614280646765,0.005034606032535,-0.007944979294704,-0.047926610948581,-0.015615319620713,-0.010306956824053,-0.042064267428776,0.056659005364856,0.00842966587719,0.002341567966261,0.030839677661129,-0.005261959804461,-0.016995977058518,0.014455439047242,0.007442568829584,0.003202686549946,0.005796167679725,0.004414284788953,0.048772875035294,0.004698717374313,0.057005402568258,-0.015009578779727,0.004657427147842,0.068977972924971,-0.014366228238813,0.035372004794862,0.019757577494775,-0.071365976239835,-0.013711249171498,-0.009940280088142,0.023971150563344,0.004382578462903,0.001164501155118,0.008648720197937,-0.003789829317691,0.008556395480192,-0.011118572358234,0.037086511091084,7.7759807958218E-05
"anL02",0.013993583643953,-0.038775517874561,-0.02053269813312,0.000828736303192,-0.018548957896242,-0.027220038352294,-0.001177875521586,-0.005798591368692,0.01989430752971,0.001380780713125,-0.015933471845102,-0.019201742680973,0.001873533589505,-0.003555667770479,-0.008045222271554,-0.013316993742591,0.010398978853997,-0.012297078000318,-0.016971194337767,0.012848682226931,-0.024708800115413,-0.008996160065693,0.004673072613464,0.00842674511376,0.006438524858662,-0.007661163659979,0.027979129471085,0.010674311290366,0.011816855792925,0.022753128616833,-0.029977893142577,0.003069612323873,0.00715324956647,-0.002849900678585,0.001415897798489,0.006912475124468,-0.020061328756267,0.004319149104623,0.161906803084792,-0.021613453287193,-0.006957920012526,0.04579260900035,0.012883594733711,0.003750436919058,0.002113068356048,-0.017586385612243,-0.006349180292385,0.027814886367018
"anL05",0.004683240246593,-0.020961072960619,-4.52398502492175E-05,0.009620506687549,-0.016114843603342,0.007755376435776,-0.013011089113546,-0.001995762796323,0.004079492915206,0.007442569653643,-0.027421892589989,-0.011078169733054,0.012406601345205,-0.009627905580681,0.009211153181487,0.005484581484264,0.004794267131393,-0.005873388904333,0.068787823054047,-0.002016763476721,-0.011348242274568,-0.016189904342241,0.01690811722482,-0.017246099995583,0.021296601660301,-0.02845237720565,-0.022360528562307,-0.02065388422196,0.07294364156782,0.013701135901391,-0.008959284106039,0.012724343775782,0.002854828892819,0.023625485917479,-0.007286951518333,0.022743737940228,-0.00820779719321,-0.009243017903723,-0.002626969242683,-0.044703423138893,-0.014016934128461,0.005263166951703,-0.032498605662826,0.013927479220591,0.038312806983884,0.021560008323075,0.016991403101687,0.013720434500097
"anL06",0.002884076152846,-0.009341036380435,-0.009427270859605,0.004152004452604,-0.013910836785789,-0.018138267839349,-0.014688679177189,-0.014210954335881,-0.028614530426857,-0.002995398359922,0.006610015596046,0.006726524264572,-0.003807218608396,-0.01464715474269,0.011798022566414,0.006001376686124,0.006321885293198,0.006042103307566,-0.010931260937648,-0.018800414222099,0.015927835964074,-0.029694924621935,-0.02109191517816,-0.002926725481367,0.038042107716908,-0.060000813178073,-0.018666894243827,0.00738930439277,0.064274621998503,0.014008996677779,0.007423519394205,-0.018841886181647,0.01704750036599,-0.017544017724935,0.0043904026509,-0.01205200435244,-0.000545502236332,0.005980870447628,0.015263025411381,-0.014684133060285,-0.008980453540325,-0.004628553979716,-0.055968826111146,0.007058204357962,0.014065829813133,-0.009894344175627,0.009313775908626,-0.015129617106462
,-0.007241989531285,0.087107267766089,-0.012222432063403,0.003922325370717,0.002166200574857,0.00041894070383,-0.040136638321974,-0.022723994394869,-0.024872169097146,-0.023889142526096,0.007514332431165,-0.013242842587537,0.04928494329548,-0.006394127770445,-0.007452371306365,-0.067418025917963,-0.051812385202554,-0.025390156499733,0.029244687087826,-0.006816294095301,-0.016312811990363,-0.032822397590546,-0.002315122971004,-0.014182663402643,0.017853471090411,0.005127601696354,0.010996017395958,0.005297242930655,0.004767732690963,-0.010011059305382,-0.006010289548829,0.055746080242315,0.025597742078634,0.007433826446427,0.002229804212143,-0.002350602110712,-0.014588022772756,0.017449538913097,0.004447889369049,0.005987068693837,0.068713594330375,0.002586054053998,-0.01476951221938,0.004938341326118,-0.008388384335375,-0.008165838000067,-0.060021310064521,0.003895529959334
"anL11",0.002288689756516,0.00582962808817,0.03235004635895,-0.014571897000232,-0.020721244388226,-0.008466215909142,0.012838469704741,0.001728078018967,-0.000966390188046,0.011830620384174,0.017071962244582,-0.002586250341347,-0.00666285481497,0.015821005008284,-0.015337501270381,0.010804122114376,0.023653265550375,-0.025390024412033,-0.008506738513911,0.012690443280331,0.018727312041648,0.023381674079957,0.037062004273761,-0.013616475236402,-0.006421561096436,-0.010653731785389,0.025532505180452,0.007600022571019,0.025158317893915,-0.011642608675283,0.006470966507995,-0.017631751190137,-0.000377603927371,0.018120164313605,0.023373150471322,-0.016588961335355,-0.010384151366253,0.00735432668579,-0.028490488187545,-0.02259983002907,0.021547457078946,0.025613579553993,0.000329180136397,-0.015317709919484,0.013960248506595,-0.010492160910739,-0.012067735547289,0.008191435103121
"anL12",0.010046045768856,-0.02127502905839,0.016401614491493,0.016559685008011,-0.026208527319354,0.013042584074442,-0.000781354601707,0.00119925821413,-0.024266203353161,-0.00064632929298,0.040792617855194,-0.021609230929822,0.093955192592174,0.005605629179219,-0.003239596482109,-0.015929261664463,-0.006662930456011,-0.012688239154452,0.008385845274755,0.032758055690085,0.023382585467507,0.01348751755134,0.018245252383147,-0.009763692341249,0.003471973608079,-0.025043622869026,-0.001395654777437,0.010173146026176,0.019895463749023,0.001720942939495,-0.008900097852015,0.021364590777035,0.119672259515344,0.025832505772536,0.007439484856319,-0.005884005103921,-0.004279726252629,-0.028242752392474,0.001757551852083,0.001344865158228,-0.025975420530515,0.038404095470023,0.024642970177077,0.0287824517906,0.009488498285107,-0.0057264620804,-0.020684410466256,0.011684873647632
"anL15",-0.013880020725075,0.014666803129274,0.002128271634423,-0.0201899694372,-0.004347726227682,0.003019658348825,0.001441216577998,0.000483564728617,0.019442346243706,-0.013370117112985,-0.011680871092087,-0.008610848375369,-0.017384736767929,-0.006988202725442,0.018833019935857,-0.021741081198909,0.03183854013354,0.030923418731455,-0.009196277203286,0.010643661719208,-0.017334589572585,-0.016828370317726,-0.009420678323205,0.011543051854191,0.016011890500481,-0.003202719756899,-0.014617364248074,0.003925193348561,-0.009209013573414,0.012264636721455,0.01550718928732,-0.01751699513411,-0.005388591240939,-0.026208041404186,0.027288603518425,0.005319872775272,0.002006012320539,0.026285243970307,-0.004059938330654,-0.017043044081957,0.006631872058747,0.028573716806085,-0.009055816795419,-0.019806244197264,0.008829263360132,-0.008485847619031,-0.005136212692149,-0.026765957945798
"anL15.5",-0.025322401841438,-0.034524429276659,-0.046705994629297,0.006287541271804,0.003185475708203,0.006423170628801,0.000303784301153,-0.016349704830878,0.020026960876711,0.005493915613966,0.011964215519503,0.00814318317475,-0.020417455487886,-0.021755571726646,-0.009340484964085,0.048383249744601,0.002271686761645,-0.014107005183958,-0.01808080817809,0.011902871765094,0.012170148941314,0.023964140031667,-0.001155361174521,0.004583215952996,0.002872603085056,0.012227947919492,0.002813797970695,0.001055639607079,-0.00848234443492,0.014958391509643,-0.009879614766096,0.566782636316447,0.049147184656594,-0.002014030224854,0.001916537418176,0.02113861264099,-0.022958255647532,-2.94288409895252E-06,0.008875959588277,-0.021792572426728,0.016773650014045,-0.00184520475351,0.009566724284791,-0.000823108307106,0.005988591422038,0.000548991635736,0.00464292859283,0.00560836330325
"anL16",0.052945111269329,-0.011460752007999,-0.00559195296198,0.014773458231568,0.012837279064487,-0.007723410372662,-0.015729164178362,0.001031262961331,0.013949818041291,-0.012286355927194,-0.001222936551947,-0.025672960278375,0.010455003850233,-0.03259701728393,0.006131571728362,0.013466039972404,-0.002699807309021,5.51540872225579E-05,0.02344080398566,0.011710845988541,-0.00815062563973,-0.046978351016538,-0.006621619839753,-0.016607696566283,0.01735132826841,-0.005310018682365,0.043997255568137,-0.009606465166688,0.001605476430702,0.005475442675016,-0.042423967952369,0.037294226080819,0.000433915553275,-0.019112996261861,0.014190120756209,0.007927720359437,-0.023520889707949,0.020396281301382,-0.000514780938374,0.033593124551631,-0.042538212850062,0.009390696496058,-0.028605518676196,0.012040380087321,0.032913389424586,-0.025807549228964,0.009634454253077,0.0088958706356
