,0,SG_MPN_RS03590,SG_MPN_RS00295,SG_MPN_RS00580,4,5,SG_MPN_RS03665,SG_MPN_RS00765,8,SG_MPN_RS02405,SG_MPN_RS03490,GntR,SG_MPN_RS00635,13,14,SG_MPN_RS02090,16,WhiA,SG_MPN_RS02795,SG_MPN_RS01660,20,SG_MPN_RS02665,SG_MPN_RS00585,SG_MPN_RS00300,24,25,SG_MPN_RS00470,SG_MPN_RS03555,SG_MPN_RS02230,29,30,SG_MPN_RS03305,SG_MPN_RS01630,HrcA,34,35,36,37,SG_MPN_RS00480,39,SG_MPN_RS01555,SG_MPN_RS03265,42,43,44,SG_MPN_RS01955,CorB,SG_MPN_RS00760,SG_MPN_RS00520,49,SG_MPN_RS00465,SG_MPN_RS00650,YlxM,53,SG_MPN_RS02910,55,56,57,58,SG_MPN_RS00485
MPN_RS00005,0.0515857045,0.0174538903,-0.013115435100000001,0.0159638962,-0.0038082188,0.07729636670000001,0.048221923,0.05458397500000001,-0.0471074547,0.018581278,0.0316092269,0.0129675493,-0.0535928358,0.0007062339,0.049198552000000007,0.0040168846,-0.0559053081,-0.0044615559,-0.0007507691,-0.027566072900000002,0.0051377995,-0.0178608871,-0.0201524012,-0.0091517215,0.0051854443000000005,0.0124634709,-0.018758878,-0.0127488298,-0.0305759526,0.0655630836,0.034450275100000004,0.0048314882,0.0291444798,0.0383328943,-0.0515998654,0.0826498209,-0.0039503429,0.017709999900000002,0.0133861051,-0.0071457433,-0.0045196554,-0.0013586379,-0.0010971911,-0.021533355900000002,0.0149189443,-0.0213773354,0.023946071700000002,-0.0042747543,0.0128953031,0.0501565074,0.004903551700000001,-0.0393492228,0.0086228398,-0.0131243891,-0.0678839738,0.0042419524,0.049481435500000004,0.0103581351,-0.0340513701,-0.0186964436
MPN_RS00010,0.0052892241,-0.0035239211,-0.0116956874,0.023364935400000002,-0.0108654563,0.1679712733,0.030207074700000003,0.0092547696,-0.050539213000000006,0.0898123038,0.0370245524,0.0281386513,-0.06621852980000001,-0.0548941146,0.0369283541,-0.0018988370000000002,-0.0390817282,-0.0189202521,-0.0037883964,-0.0085716297,-0.005363270900000001,-0.0222323488,-0.0084773447,-0.0023524149,0.0206373867,-0.0067027718,-0.0095062076,-0.0045707369000000005,-0.016205515900000002,0.0507177217,0.0389619024,0.0025885365,0.0171936079,0.050668905300000004,-0.0529255796,0.0824845708,-0.0075008301000000005,0.0024470018,0.0044542462,0.0024648046,-0.006796326300000001,-0.0020175511000000003,0.0139512392,-0.02595835,0.0074766696,-0.042956236200000004,0.0148953755,-0.0047103008,0.0272455944,0.0857692045,0.0189443719,-0.0105755246,-0.0254979119,0.050434102700000004,-0.0486496407,0.0191374484,-0.0325102725,-0.0071697021000000005,-0.0809170201,0.0333945737
MPN_RS00015,0.037697317200000004,0.012598899,-0.000511347,0.031716936700000004,-0.0704867372,0.039183802600000005,0.0088469294,-0.0243977875,-0.0533711221,-0.0226255684,-0.0228527109,0.0272782541,-0.019268764100000002,0.0261589336,-0.0125896511,-0.0077970374,0.0246215631,0.0065103541,-0.007103922,-0.001001853,0.0007351857,-0.051489578,-0.0271516946,0.011010816100000001,0.0114827785,0.0036175496,0.008802790500000001,-0.0039518395,-0.0334480823,0.0298567651,0.0121624873,-0.0019162598,0.0181653003,-0.0011283977,-0.0012901792,0.0052864584,0.032175281800000004,-0.018153248400000002,0.0136649608,-0.0424487015,-0.0112401748,-0.0101074032,6.67936e-05,-0.015340885200000001,0.0036491909,0.0228626545,-0.0022933851000000002,-0.0102185196,0.0044671,-0.0001424016,0.0040098361,-0.0020464978000000003,-0.0250774768,0.0058638505,0.0155997987,-0.0189579094,-0.0184525151,-0.0003488392,-0.0977201984,0.0324214429
MPN_RS00020,0.0083784809,-0.0090570783,0.008516168900000001,0.0101905599,-0.0099058926,0.022574026,0.0101746033,-0.0220875905,-0.033092814400000004,0.0086011748,0.0056057634,0.0110434794,-0.0056066869,0.0081491843,-0.025377881300000002,-0.0008122724,-0.009892617900000001,0.0181409942,-0.008670707,-0.039786053200000004,0.0001776516,-0.0081895057,-0.0056384486,0.0069152721000000006,0.0063784272,-0.0207262694,0.0040037392,-0.0021922407,-0.0141117238,-0.009694675,0.0182960339,-0.0004146248,-0.0059553478,0.0087245932,0.0376706442,0.0108942863,0.0262196734,0.0085964464,0.003911722,-0.029279040500000002,-0.0019222807,0.006162628900000001,-0.0123728246,-0.0081245569,0.014879173,0.003324408,-0.003088546,0.0182060895,-0.0024000495,-0.0033681353,0.0027381675000000003,-0.0094937224,-0.0141029099,-0.0018948339000000002,0.0159180188,-0.0059583465,-0.0054068217,0.007941525100000001,-0.0681656946,0.0357909022
MPN_RS00025,-0.018407629000000002,0.0094808845,0.0051985898,0.0005717654,0.001912976,0.0060021402000000005,0.0178267099,0.0084863165,-0.0336322618,-0.0120419879,0.0071866887,-0.0176217059,0.0026253092000000002,-0.028540306,-0.0338143288,-0.0076143119,-0.0142119944,0.0086500185,-0.0039910302000000005,-0.0238607041,-0.0067745922,-0.0020005524,-0.0007295329000000001,-0.0001063633,-0.0125919288,-0.0277876293,0.0027261159,-0.0025861108000000002,-0.0169515608,-0.019634657,0.0245662392,0.0028157848000000003,0.012337832600000001,0.0042138855,0.0275841333,0.025561830400000003,0.0189045199,0.030777840400000003,0.0024573994,-0.0261286982,-0.0035826308,-0.014695295700000001,-0.019058062100000002,-0.0095885434,0.0239243814,-0.0034686464000000003,-0.0141086843,0.0097367207,-0.0309075384,0.008025387,-0.004460536,-0.016104510500000002,-0.0152614064,0.0116501365,0.0013069625,-0.0082887267,-4.7605900000000004e-05,-0.007005944300000001,-0.0541748978,0.0180036483
MPN_RS00030,-0.0234100258,-0.0201319282,0.0002706437,0.0051543582000000004,-0.0203595512,0.0353735352,-0.0008133588,0.0024753475,-0.02914617,0.0119447554,0.0016703881000000001,-0.01449043,0.0023125083,-0.0222644982,-0.025015927400000002,0.0043663782,0.0005665222,0.0175896946,0.0016946630000000001,0.0059826464000000005,-0.00032684690000000003,0.0002447772,0.0012263245,-0.0007540037000000001,0.0132789076,-0.0505906423,0.0056674204,-0.0011335972000000001,-0.0005778328,-0.0016547264000000002,-0.0140094693,0.0018034938,0.0125690864,-0.007720719500000001,0.0446346646,0.0224038604,0.0197143949,0.0287445669,0.0008180444,-0.020590118100000002,-0.0027165591,6.47053e-05,-0.0264030556,-0.0048451345,-0.0243174208,-0.0032860053,0.0017051306,0.0112148361,-0.029319102000000003,0.0290803385,-0.006702538300000001,-0.0285327677,-0.006269840400000001,-0.0135160991,-0.012897648900000001,-0.0059191839000000005,-0.0148241922,0.0010781247,-0.026925515400000002,0.027883551700000002
MPN_RS00035,-0.0129498267,-0.0006194055,-0.0060578612,0.026765785400000002,0.0866754691,-0.0333948508,-0.0153298198,-0.0183554516,-0.0016403107,-0.0051581565,-0.0114816931,0.0258198671,-0.0109309588,-0.0558063922,-0.023226980100000003,-0.0029276192000000003,-0.0073230414,0.0072421382000000005,-0.008750849,0.0267390381,0.0055263496,-0.0048055842,-0.0123291235,0.005359384500000001,0.0148583861,-0.0455672452,-0.008186515200000001,-0.012114175500000001,-0.0068549518,-0.0112635727,-0.0048444139,-8.67817e-05,0.027108839000000003,-0.0287373544,0.0727882701,0.035809959,-0.0345666161,0.0390814321,-0.0142447279,-0.0235971113,-0.0103920485,-0.0028849039,-0.0248031345,-0.0188397743,-0.0163404366,0.0084451202,-0.0049714192,-0.0024731811,0.014014444000000001,0.0564756069,-0.00038390930000000003,-0.0068387035,-0.0058255911,-0.0146263847,0.0374916631,-0.0221074499,0.0006909837000000001,-0.0286846659,-0.024700545600000002,0.0155182675
MPN_RS00040,-0.0369890898,0.0179379121,-0.0044705689,0.0058774155,-0.0025228188000000003,0.0100537097,-0.0165652888,-0.0313799896,-0.017782203400000002,0.014307833,-0.0013115141,-0.0049936205000000004,0.0067111871,-0.09249904240000001,-0.0108535475,-0.0176692335,0.0205793909,-0.0006336052,-0.0061353891,0.028353496000000002,-0.0006980647,0.0236935655,-0.0067971354,-0.00023614260000000002,0.017865735,0.0130706007,0.008534649600000001,-0.0176362995,-0.0064342392000000005,0.0142325212,-0.017029987400000002,0.0013750042,0.021542158500000002,-0.040413047,0.06777130690000001,0.0097692574,0.0010659953,0.0238338602,0.0032429336,0.0006546607000000001,-0.0091461669,-0.0079289841,-0.006935378000000001,-0.0029155949,-0.0026802532,-0.0270071799,-0.0074063566,0.0157536457,-0.0142286862,0.0564058769,0.0013186798,-0.0032510119,-0.0334983733,0.0042744614,0.055876723600000004,-0.0094430237,-0.0174943038,0.0050997888,-0.0004260293,0.0309962722
MPN_RS00045,0.0092818506,0.0060146873,-0.0054401678,-0.0077624477,-0.0583156292,0.011584442,-0.0177701724,-0.0282980595,0.0083599199,-0.0080149606,0.017381861000000002,-0.021190642200000002,-0.0347955903,-0.047543485,-0.018788957800000002,-0.0083811192,0.0049763434,-0.0163607123,-0.010306831300000001,0.010937147500000001,-0.0144346205,0.0033637102000000003,0.0131814941,-0.0035381054000000003,0.0052023588,-0.0496529163,-0.0067601284,-0.0010072369,-0.007126467300000001,-0.0190453357,-0.0489248833,-0.0063212114,-0.0143500497,-0.0449201595,0.0665480477,-0.0020223542,-0.0122566784,0.0126802005,-0.014545955800000001,-0.0121241071,0.0077272204,0.0262347969,-0.0433358475,-0.0040819886,-0.010303031300000001,-0.0119503422,0.0365163274,-0.0001491005,0.0161479562,0.0841498484,0.0062996306,-0.014458754800000001,-0.0078321819,0.0078920469,0.027199154700000002,0.0034055486,-0.041895488200000004,-0.0274508844,0.046183460600000004,0.0083612102
MPN_RS00050,-0.0308007305,0.0381680402,-0.015007871400000001,0.0431854334,0.0165419826,-0.029087107600000002,0.0084024422,0.0267326498,0.0151025798,0.0044213769,-0.0347878747,-0.048304132,-0.018042427700000002,-0.021298282,0.0270708706,-0.0042787806000000005,0.0185559591,-0.0315207361,0.0009913087,-0.019992058,0.0339236811,-0.0124521305,-0.0055284069,0.0058984673,-0.0007711606,-0.0227052446,0.0048689248000000004,-0.0011188172,-0.0216171465,0.0906175944,0.0533942564,0.007219223,0.010953765300000001,0.0050532877,-0.0161985418,-0.011479806700000001,-0.023053999500000002,0.0256091121,-0.0427810363,-0.0483784036,0.0017451743,-0.025195146300000002,-0.0099046197,-0.0127849029,-0.035815016400000003,0.0199195515,0.0036804446,-0.0054754077000000005,0.0126068,-0.0008815589,0.0055886253,0.0040708115,0.0038183942,-0.0116684662,0.0252161264,0.0084249554,-0.0142075968,-0.0772490101,-0.0001588548,-0.054738013
MPN_RS00055,0.0087176044,-0.0496633713,-0.0116412084,0.0056579622,0.0073032661000000006,-0.0052226048,0.0702942538,-0.006451798000000001,0.0048932725,0.0031428513,0.009743169900000001,0.031788578000000005,0.0263943671,0.04759853,0.039696164900000004,0.028998459,0.0275648203,-0.010545986200000001,-0.0040750314,-0.030648767,0.034123739800000004,0.0010779154,-0.0124118108,0.0106672142,0.0442184866,0.0165787285,0.0381166681,0.0060388808,-0.0102798548,0.0077920743,-0.049516884500000004,8.84056e-05,-0.043583019800000004,-0.0013281763,-0.0309878113,0.0027219662,0.008922408,-0.0190523114,0.0305791773,-0.050375515600000004,-0.0004988704,0.0059563516000000006,-0.0428501718,0.017112847400000002,0.0021200171,0.0235006643,-0.0365084113,0.0315294605,0.0731118131,-0.0054140322,0.028112417,0.0069814682,-0.0464057594,0.031496136,0.0274111951,-0.0160940688,0.1633762939,0.0203101654,0.0197954881,-0.036877099999999996
MPN_RS00060,0.026744926500000002,0.0034073492,-0.0181430537,0.027153574200000002,0.0418223245,-0.0294791638,0.07765011150000001,-0.024740744000000002,-0.0350461943,-0.006345906100000001,-0.0018042765,0.045214350300000004,-0.0071110189,-0.0027055805,0.0566647494,0.011064735400000001,0.025365788,-0.0041668055,-0.0065470244,-0.0252209914,0.019619262300000002,-0.025422984500000002,-0.0052804222,-0.0049504877,0.0213094468,-0.0215618534,0.0161235403,0.0082537501,0.0070054948,-0.0064606353,0.0372270825,-0.0068605413,0.024709774900000002,0.017069179900000002,-0.049855378900000004,-0.0140880328,-0.0023374525,0.0236996795,-0.0296361154,-0.0150441173,-0.0013245374000000001,-0.0208145743,-0.0036525545000000003,0.0115820643,0.0080823721,-0.0082166856,-0.0058767569,0.0351396171,-0.0371863801,-0.014488477900000001,-0.0006267039,-0.0267184438,-0.0256036655,0.039302813400000004,-0.0135184015,0.0214611701,0.1234267607,0.006772237800000001,-0.0130275345,0.042002975000000005
MPN_RS00070,-0.0012741455000000001,0.0342881174,-0.007874130600000001,0.0061799655000000005,-0.045025598800000004,0.007553378,-0.0234391753,-0.0065040605000000005,-0.026879536000000002,0.0016909907,0.0015687478,-0.0037033722,0.0040151646,0.012297866900000001,0.0040783315,0.009769448200000001,0.0243054105,0.005720519800000001,0.0040532891,0.0134514188,0.0254334498,-0.0062749270000000005,-0.0212483878,0.002856406,0.0087455189,0.0194426755,-0.0118738231,0.0318573906,-0.0129474008,-0.0208296706,0.0661040517,-0.011029470100000001,0.0027677538000000002,0.005976318,-0.008878922800000001,0.0261271868,0.0352923117,-0.0011269919,0.0177088774,-0.024580876800000002,-0.0068049653,-0.009743762900000001,0.0028867121,0.0079973615,-0.0122063955,0.0112885352,0.0009098239,0.0079516702,0.0239648129,-0.0003999745,0.0012275274,0.022880013,-0.0284278881,0.0338544475,0.0363493373,-0.0057002663,-0.0354746179,0.0151906902,-0.0186446749,0.062617404
MPN_RS00075,-0.0088372741,-0.0397638159,-0.0239866193,0.0411275432,-0.0296791612,-0.0457647905,0.026365780300000002,0.0461906531,-0.0296321311,0.0214471661,-0.046360900600000005,-0.0792630171,0.0206913983,-0.023578943600000003,0.015736886800000002,-0.0147628193,0.0171497306,0.0199359587,-0.0139582271,0.0938557888,0.0045103164000000005,-0.0264034107,0.0050804477,-0.015245636100000001,0.1328368356,0.015553027,-0.0116526826,0.0474629983,0.024107599400000002,-0.032779081,0.0093331944,0.008354418800000001,-0.0257680154,-0.0103457858,0.0075903540000000005,0.0230296956,-0.0376871483,-0.0197388749,0.10749518970000001,0.0067949513,-0.014617675200000001,0.0800917173,0.0008445836000000001,-0.002138301,-0.0097292617,0.0627448781,0.0025219316,0.018279491000000002,0.0136453372,0.0469912131,-0.0010352802,0.0016944736000000001,-0.0416357474,-0.0153031799,0.0946068201,-0.0104940273,-0.0359588038,0.0245384963,0.0008560782,0.0536852503
MPN_RS00080,-0.0225318408,0.0077585802,0.0058902501,-0.0086017878,-0.020088117500000002,-0.0184035653,0.0289951602,0.0081648673,-0.013179639200000001,-0.0005049282,-0.0302398262,-0.05232692,0.0031862162,0.002105682,0.0173777453,-0.0011146049,-0.0488552025,-0.0252582661,-0.0061571429,-0.0518193506,0.0029587564,-0.0048560736,0.010944268200000001,-0.0035273070000000004,-0.0053057331000000004,-0.0178611345,-0.0076236775,0.0098426719,0.00044115290000000003,0.0005630370000000001,0.031558318700000004,-0.0122259858,-0.0256916115,-0.0180301466,0.023644730200000002,-0.0004824172,0.004410691400000001,-0.0110753425,0.0188259809,-0.0014829856,-0.0025491893,-0.0088967445,-0.0033726971,-0.010296634300000001,-0.0354839884,-0.0132508959,0.0165282035,-0.0066848261,-9.731050000000001e-05,0.0085552894,0.0019724225,0.0082047505,-0.0016608135,-0.007636361600000001,0.038001319000000006,0.0077934602,-0.009435123,-0.0133138022,-0.006852786600000001,-0.0054839477
MPN_RS00085,-0.034332925300000004,0.0123466544,-0.0064995635000000005,-0.0016209561,-0.0026506056,0.0015887683,-0.0075016249,0.0126920832,-0.0033533852,-0.0241241163,-0.0232688326,-0.045222789400000005,0.008619842400000001,0.0194148496,-0.0005182228,0.0007741355000000001,-0.0098450071,-0.0285447302,-0.0021491648,-0.0392019588,0.0039856365000000005,-0.0068437317,0.0033042227,0.0001347031,-0.0205585841,-0.0054963984000000006,0.0171450278,0.0005711349,0.009517824900000001,0.027710239,-0.0169048049,-0.0048185359,-0.0086568504,-0.0107173674,0.0037355443,-0.0106343359,0.0057878651,-0.0023078739,0.0092042201,0.0028338390000000003,0.0012477366000000001,0.013067522000000002,0.0106077666,-0.0066292583,-0.0356227604,-0.0338023719,-0.0052096849,0.0220015457,-0.0084525563,0.022057393800000002,-0.0117682337,-0.036449204,0.0271756098,-0.0657366878,0.001303525,0.0187532689,-0.0175385828,0.0010149983000000001,-0.0058060573,0.0209952765
MPN_RS00090,-0.0155623197,0.0233103082,-0.0063077604,-0.015425465400000001,-0.0052420761000000005,-0.0137661328,0.0288597157,0.024552752,-0.0096274146,-0.028906552800000002,0.0170783837,-0.0328073284,-0.024885342600000002,0.0170841456,0.0134008758,0.0200508407,0.029951252100000002,-0.0154487975,-0.0034817675,-0.0331338186,-0.0036368967,-0.0012544404,0.0044705217000000005,-0.0121948056,-0.0497203089,-0.0049892458,-0.0096625271,-0.0147069739,-0.0112948835,0.0211725418,-0.0102085506,-0.0038510592,0.0101649661,0.0043278964000000005,0.0231071836,-0.0107772583,-0.0205195982,-0.0016891672000000002,0.0174437013,-0.0086408879,0.0027849776000000003,-0.0012926370000000001,-0.0120561283,0.0113602904,-0.010425209900000001,-0.0591857301,-0.003698259,-0.026147834000000002,0.007161921000000001,-0.0122435743,-0.012744822000000001,0.0074464135,-0.0139984276,-0.0577123547,-0.01264369,0.0372446367,-0.030777261,-0.0067693507,0.0012870798,0.013443887600000001
MPN_RS00105,-0.020155707000000002,-0.0012912197,-0.011746566200000001,0.0008896053,0.0528655858,-0.0028303892,0.0177498821,0.0082347989,-0.0254560842,-0.0129940551,0.0006220389,0.005512796,0.0158994925,-0.0269791014,-0.0255163988,-0.0129597012,-0.0692052177,-0.0073392016,0.005300421400000001,0.0026366678,-0.001510297,-0.0008970756,0.0013354187000000001,0.0055032976,0.0160395661,-0.0061297075000000005,6.03556e-05,2.60969e-05,0.0075995053,0.0316183222,-0.012201602,-0.0007966559,0.0087255185,0.0293719697,-0.0192616758,0.008188397,-0.0086283064,0.0039826506,0.0070961523,0.0062533144,-0.0006864818,0.007348017,0.0491661308,-0.0229279342,0.034501320700000004,0.0218167321,-0.0132247657,-0.0083670883,0.010880634,-0.0058232118,-0.0019375192,0.0023215108,0.0050004802,-0.0034381158,-0.011343432,0.0010772765,0.005074562,0.0054229471000000005,-0.0051514021,-0.0763772021
MPN_RS00110,-0.0093610216,0.010390135600000001,-0.0107198434,0.009347661,0.0755476083,0.009372707400000001,0.0043414056,-0.0197320179,-0.023897512500000002,-0.0019468565,-0.0297318217,0.0202960408,0.0207408156,-0.024791301800000002,-0.0027706185,-0.0028428021,-0.0509029802,-0.0129279174,0.0119477527,0.0459337828,0.0095346261,-0.0125377721,0.0066874126,0.0005783701000000001,0.007914636000000001,-0.0077675831,-0.0024778747,0.0045318592,0.0227913455,-0.0037608947,-0.013798236600000001,0.0058160512,-0.0033991856,0.0347645719,-0.0382373769,0.0076208377,-0.0104440635,-0.0158379701,-0.0107957555,0.008881394800000001,0.0026682834,-0.0073387762,0.0408010003,-0.0273888257,-0.0053294990000000006,0.0172239012,-0.0075177311,-0.0079376445,0.0411460805,-0.0048067464,0.0021961222,0.00031056730000000003,0.024792141900000002,-0.0003715201,0.0006558069,-0.0098048474,-0.0118281407,-0.038419059400000004,-0.0301698679,0.0098037003
MPN_RS00115,-0.031705790500000004,0.0008954078,-0.0157903188,0.0178275222,-0.014483033400000001,-0.0085970753,0.0193587764,-0.036174719800000005,-0.010351917,0.0054000203,-0.0393013233,-0.0050247933,0.029868566500000002,-0.0158629433,0.027958953600000003,-0.0166665161,0.037492783200000004,-0.0094874756,0.0174096102,-0.0060782371,0.0036390435,0.0243719435,-0.0112040399,-0.0072058267,-0.0169723752,-0.013321231900000001,0.0083360714,0.0218959941,0.0433385799,-0.0112304966,-0.0086633313,0.012233260400000001,-0.027018389400000002,0.013149708100000001,-0.0388654924,-0.019131921,0.013054867900000001,-0.0166275681,-0.0423526152,-0.013160183700000001,-0.0049765998,-0.0101271938,-0.035578117900000004,-0.0270814313,0.008019938800000001,0.057427731200000005,-0.0148183609,0.0248482231,0.0121059798,-0.0074815693,-0.0063642875,-0.029194379500000003,-0.0621482844,-0.0178198151,-0.0306906614,0.005541533600000001,0.0196719575,-0.0156207457,0.0163787632,-0.0256421442
MPN_RS00120,-0.0082001797,-0.0016269832,0.0055198122,-0.0043266151,-0.0289081707,-0.0066363508,0.0169386184,-0.004351353200000001,-0.00017404400000000002,-0.026298059800000002,0.0175288031,-0.0266649363,-0.0036563754,0.0124045829,-0.0281179483,-0.0105226594,-0.02093271,-0.015692750000000002,0.0003360535,0.0008700983,0.0083309447,0.0001478232,-0.0009147523,-0.005733746400000001,-0.0231246617,-0.0200432803,0.001955206,-0.009473821,0.0162217223,0.0172502749,-0.0139021675,-0.0028325618,0.0098350181,0.1458201584,-2.6553200000000002e-05,0.0043512246,0.034359513700000004,-0.011890009,0.008292545200000001,0.0014445247,-0.0020182348,-0.011594046600000001,-0.020974567000000003,-0.0042123081,0.0047087092,0.0042570283,-0.0220381986,-0.0015012858,0.0188631579,-0.0601821457,-0.0037552495,0.032793652900000005,0.020206361000000003,-0.0030436327,-0.006656406,-0.0252077416,0.005211734500000001,-0.0291224268,-0.0083658524,-0.0101979466
MPN_RS00125,-0.0028288442,-0.0283501698,0.0005163058,0.0180196962,0.0024798846,0.0271857805,0.0188452588,-0.0187455088,0.0098938603,-0.0250063015,0.0147305102,-0.017033148300000002,-0.0022608038,-0.0099407487,-0.019756538400000002,-0.0045932519,-0.0107329153,-0.0036300246,-0.0140525111,-0.0151971252,0.0026566548,-0.0067534475,-0.0040528478,-0.0037483327000000003,0.005243849,-0.0199634906,0.0025163516,-0.00546459,0.0168914385,-0.013096795000000001,-0.012161762100000001,-0.0053847763000000005,0.012352299700000001,0.1325769434,0.0125982651,-0.00017882650000000002,0.0231675426,-0.0127802399,0.0174904239,-0.0005363890000000001,0.0012397059,-0.006241436,-0.0118231425,-0.0165208607,-0.0054541266,-0.0132049373,0.0021100678,-0.0070392389000000005,-0.0092939988,-0.0472155957,-0.0021240334,-0.0039186474,0.0264818113,-0.0304581093,-0.010890827,-0.008006316000000001,0.00271294,-0.0178478265,0.0056330606,0.012676098
MPN_RS00130,-0.0214616613,-0.012156591900000001,-0.0004469968,0.0073720370000000006,0.0071686383,0.0106009966,-0.0378460511,-0.0165596444,0.0310988326,-0.011432938,-0.018520113300000002,-0.0212283575,0.0091387819,-0.009282344000000001,-0.0233168441,-0.0118769989,0.0148027756,-0.0100772492,-0.0131130945,0.0028392003,-0.0001267191,-0.0107061754,-0.0047778769,0.0006930043,-0.0127915739,-0.020463590900000002,-0.0023794772,0.0027182533,5.23539e-05,-0.016951389,-0.0110209626,7.03351e-05,-0.0167335966,0.118589971,0.0202050984,0.0047631711000000005,-0.0134750092,-0.0190592044,-0.0013711060000000002,0.0067970272,0.0021027895,0.0123213439,-0.0212931657,-0.015440685400000001,-0.008722869900000001,-0.0077156728,0.0114130431,-0.022703657800000002,-0.0109653282,-0.0410512647,5.92092e-05,-0.0097969341,0.0125470246,-0.0440710958,-0.0197188669,-0.019140108000000003,-0.007638527700000001,-0.0552144823,0.0041893491,0.043013289100000004
MPN_RS00135,-0.0129768878,0.0165995639,-0.0071088534,-0.0325377252,0.0058627815,-0.0308872066,-0.0005812417,-0.012202613000000001,-0.0214099102,0.0496138086,0.0005708552000000001,-0.0012383361,0.0166060513,0.08386119460000001,0.0101900276,0.0022789999999999998,0.0560427698,-0.0098283725,0.0189144358,0.0008195375,0.0005409809,0.0121717709,-0.0269474489,-0.0156602559,-0.035737843400000004,-0.026136233300000002,-0.006086984,0.0101113809,-0.0286766884,-0.0103745098,0.0128471392,0.0181187137,-0.0359839673,0.033734352,-0.0046848301000000005,-0.0094689527,-0.0236926883,-0.0069280096,0.0060208166,0.0038313112,0.0052305319,-0.0118558788,-0.026630746900000002,0.0105035188,-0.0019690383,0.0319321407,0.0184352744,-0.0405503625,0.0078553844,-0.0246361039,-0.0074450899,0.0213780574,0.0006077321000000001,0.0005737059000000001,0.0020280576,-0.0231023064,-0.0281533274,0.041238756200000004,0.0004821389,-0.0175988537
MPN_RS00140,-0.0233535396,0.0051947435000000005,0.0012647391,-0.0292800187,0.0117957206,-0.029703905200000002,-0.017809126,-0.009573874100000001,-0.018172695500000002,0.0007718367,0.0091018223,0.0014587443,-0.015212291000000001,0.0173098998,-0.0305047984,0.0082386811,0.0261284756,-0.0098175995,-0.0042799551,-0.0109367736,-0.025745144100000002,-0.0173823392,0.0067910813000000006,-0.014172262900000001,-0.011603447000000001,-0.0036925151,-0.0108686395,-0.0043273857,-0.0087756456,-0.027544440700000002,-0.0080859022,-0.0039678902,0.016935013500000002,0.0091943968,0.0367591327,0.0260146006,0.0140517474,-0.0170657136,0.0196209499,-0.0047145902,0.0011853377,0.0087923028,0.0068048809,-0.0034443428000000002,0.009365231,0.0015159791,-0.0062446908,0.0101165623,0.0110074362,-0.0103769055,0.0091056995,0.0023191989,0.0137620593,0.0070855743,0.022358038,-0.0190691516,-0.0201666546,0.055871065500000004,0.0037756590000000002,-0.0126866983
MPN_RS00145,-0.0210486911,0.0009301288000000001,-0.0111342946,-0.016832060200000002,0.0390318676,-0.0281868755,0.012069325700000001,-0.0087208562,-0.0093081481,0.0143525349,-0.0200329289,-0.0018117746000000001,-0.011805732900000001,-0.0017141628,-0.0432186182,0.0032507670000000003,0.0356081191,-0.012602653,-0.006250767000000001,-0.0119218415,-0.0093973749,-0.0050833129,-0.0022241662,-0.011460377800000001,-0.025633076100000003,0.0102117813,-0.0201131449,-0.0018683101,-0.0196623811,-0.058042126000000006,-0.029066407800000003,0.0036805305,0.017979279,-0.0115647752,0.040311630700000003,0.0109213655,-0.021502984500000002,-0.0256039656,0.0312213788,-0.005246698,-0.0023602994000000003,0.016964532600000002,0.0116032559,-0.0084417473,0.032009112,0.028231919,-0.0016808018,-0.0049382909000000004,0.019265176800000002,-0.0005427197,0.0046330524000000005,-0.007369437600000001,0.010420336700000001,-0.018968579200000002,-0.0049792215,-0.011008742600000001,-0.0224330214,0.0342108313,-0.0079624505,-0.0030231147
MPN_RS00150,-0.0044410542,0.0177819284,0.0029063906000000002,-0.0185135203,-0.0190116673,-0.0162244252,0.0165978765,0.018821607100000002,-0.009261702,-0.032451536600000004,-0.011674926300000001,-0.027695066100000002,0.015424675300000001,-0.0116665363,-0.015931386000000002,0.0031330276000000002,-0.0067826933,0.0041158843,-0.016375763300000002,-0.0174261189,-0.0119330827,-0.0138173817,-0.0143742577,0.0064000523,0.3675970718,-0.0054893003000000004,0.00047320230000000003,-0.0243106113,-0.0415415188,-0.016144029600000002,0.0190166692,-0.009645001,0.0044968342,-0.0315444856,-0.0259925252,-0.0002034004,0.0060787344,-0.018771701000000002,-0.012971697,0.0045252853,0.0048222238,0.021186822100000002,0.008845770900000001,-0.0002228762,0.0070606415,-0.00040194790000000003,-0.0184280206,-0.0186434377,0.0141001812,-0.014873646400000001,-0.0212539403,0.015073377300000001,0.0026587254,0.0058850063000000005,-0.0232895712,-0.0020600294000000002,-0.0077869753,-0.0506786326,0.0027631579,-0.0325124814
