,0,SG_MPN_RS03590,SG_MPN_RS00295,SG_MPN_RS00580,4,5,SG_MPN_RS03665,SG_MPN_RS00765,8,SG_MPN_RS02405,SG_MPN_RS03490,GntR,SG_MPN_RS00635,13,14,SG_MPN_RS02090,16,WhiA,SG_MPN_RS02795,SG_MPN_RS01660,20,SG_MPN_RS02665,SG_MPN_RS00585,SG_MPN_RS00300,24,25,SG_MPN_RS00470,SG_MPN_RS03555,SG_MPN_RS02230,29,30,SG_MPN_RS03305,SG_MPN_RS01630,HrcA,34,35,36,37,SG_MPN_RS00480,39,SG_MPN_RS01555,SG_MPN_RS03265,42,43,44,SG_MPN_RS01955,CorB,SG_MPN_RS00760,SG_MPN_RS00520,49,SG_MPN_RS00465,SG_MPN_RS00650,YlxM,53,SG_MPN_RS02910,55,56,57,58,SG_MPN_RS00485
MPN_RS00450,0.0026544005,-0.0343468684,-0.0031192264000000003,0.0125241394,0.0714941872,-0.003929838000000001,0.0166230377,0.0082204726,-0.011432133300000001,0.0060470726,-0.0202404451,0.0341328104,-0.0001775891,0.0214657645,0.0002977738,-0.0076004525,-0.0449393453,-0.0090274198,0.0041657372,0.0048447964,-0.0042703792,0.0105787552,-0.0028986178000000003,-0.0013501633,0.0018165623,0.0030093473,0.0120042914,0.0002572063,-0.014399132200000001,0.077018981,-0.0158570677,-0.0065814949,0.07281069550000001,0.0273283617,-0.0011699468,0.0068784578,-0.042053114100000004,0.0383343966,0.0038986678,-0.0046549005,-0.005050835,0.0040365908,-0.0312396906,-0.0212231168,-0.0179974501,0.0296157867,0.0079308333,0.0162911274,0.0141923507,0.0071028794000000004,-0.0106789025,0.0057441441,-0.0398002541,-0.028212411700000002,0.0067562752,0.0195753832,-0.022440588900000003,-0.010057462500000001,-0.021251322000000003,-0.0084796892
MPN_RS00455,0.009181326200000001,0.0032184338,0.0071738571,-0.0321309377,-0.0015239160000000002,-0.0075619821000000005,0.0008043507,-0.014287003500000001,-0.0084737404,0.0490817951,0.0221845352,0.0362546099,-0.0099228835,0.011761478300000001,-0.009427563600000001,0.0010098991000000001,-0.0346910768,-0.028249914600000002,-0.013404464500000001,-0.0237259087,-0.015698737,-0.0076614376,-0.0059286091,-0.0074607012,-0.0162655351,-0.023703988500000002,-0.0020701086,-0.0030046901,-0.013484621,-0.0153074108,-0.0216618688,-0.0085436724,0.015597240200000001,0.0202502892,-0.1155570118,0.0126007071,0.0037158491000000003,0.0264904213,0.016147045000000002,0.0006999908,0.0017777268000000001,-0.0108619851,-0.047767808,-0.0092711957,0.0032628512000000003,-0.0217155027,0.0284192168,-0.0054870264,-0.0040702111,-0.0040424611,0.0036275087,-0.0079414927,-0.0178187414,0.0152091802,0.0201295901,-0.0054374649,-0.049686195,-0.0201259432,-0.021055512300000002,0.0207187657
MPN_RS00460,-0.027503366300000002,3.3532400000000004e-05,0.0020130035,0.009559859300000001,0.002198073,0.023024647800000003,0.0089527021,-0.0229046719,0.010652537,-0.0052154274,0.022130633900000002,-0.009447941500000001,0.0116373,0.009294957500000001,-0.0368150914,-0.0184797176,0.0174633031,0.0094217053,-0.0066034617,-0.031585989,0.0155069764,0.0156489278,-0.0262749416,-0.0002969124,0.0029387476,-0.0119850591,0.0009396457,0.0088531184,0.034677047,0.0086028024,-0.0539316564,0.0035679373000000003,0.001110183,0.0065637086,-0.041425684500000004,0.0021107404,-0.0096220614,0.023632623800000002,0.05900125,-0.0039137471,0.0007505376,0.0283084488,0.0011791393,-0.0076626334,-0.005988361,-0.0270536783,-0.0017626758,0.011696268800000001,0.09126198960000001,0.018714267,0.0142657397,0.0075660899000000005,-0.0036632292,0.0458519878,-0.002035013,-0.0253734932,0.2867145903,0.0129784661,0.0338475354,0.035121283
MPN_RS00465,0.0003372094,0.0008860176,0.0022866928,-0.0067374768,-0.0021115832000000003,0.0033740851000000002,0.005926268100000001,0.0016758963,-6.6242e-06,-0.0008079954000000001,-0.0049642384,-0.0011379375,0.0073073302,-0.0011854903,-0.0067028417,-0.0039261205000000006,-0.0030364188,0.0009524173,0.0005148489,-0.0014710958,-0.0008007395,-0.0003104407,-0.0014430232000000002,0.0021479544000000002,-0.0090703342,-0.0035584978,0.004571674,-0.0018464179,0.0065343497,0.0004973912,-0.0012548268,0.0008355617,0.0007800194,-0.003240441,0.0051299247,-0.0022896845,-0.0022138101,-0.0006222409,-0.0058667901,0.0018419575000000001,0.00044314850000000004,0.0024467368,-0.0013301454,-0.0007364099,-0.0016740364,0.0007258597,-0.0045270518,-0.0036187609000000003,-0.0046348625,-0.0025879997,0.9753463079,0.0023372631,-0.0039792013000000005,-0.0020591614,-0.0010760727,-0.0013266572,0.0034630674,-0.0005173346,-0.0059748931,-0.0016789153000000001
MPN_RS00470,-0.0051921893,0.0005237806,0.0010560950000000002,0.0019722472,-0.0045122913,-0.0066765211,-0.007201644300000001,0.0033032860000000003,0.001343556,0.005914796700000001,0.0008651947,-0.0030087150000000003,-0.0095722974,-0.0021432968,-0.002032826,0.0020756733,0.0013166327000000001,-0.005086086300000001,-0.0026547009,0.0015442657,0.0007836175000000001,-0.0004574226,0.0019151919,-0.0052647893,-0.0011855999,-0.0017077251,0.9659281791000001,0.0022078968000000003,-0.0010704975,0.0019934519,-0.0010612705,-0.0025396418000000003,0.0010192022,0.0027638401,-0.0021178121,0.0023707268,-0.0019801968,0.0049468928,0.0002912244,0.0017627265,-0.0009972836,-0.0010812173,0.0022655271000000003,-0.0014720211,0.001840498,-0.0049743813000000005,0.0026605160000000004,-0.0100595903,0.005927123,0.0002500607,0.0052225936,0.0011049982000000001,0.0061889472,-0.0020043775,-0.0094223068,-0.0031647489,-0.0040903852,4.21658e-05,0.0004025812,0.0020058521000000003
MPN_RS00480,-0.0061456463,0.0330181514,0.012669959500000001,0.008251383900000001,0.008523571300000001,0.0130115564,-0.0247850199,-0.0116297186,-0.0066322953,0.0123904199,-0.0645851226,-0.0030862973,-0.0103471828,-0.0182724429,-0.0015295799,-0.0169771146,-0.0215838285,-0.0061040968,0.005473199000000001,0.014215388300000001,-0.0231854293,-0.056462990000000005,0.0133715698,0.0178092255,-0.038361128700000004,0.0016716833,0.0044886389,-0.0098733386,-0.014693336000000001,-0.0011026667,0.0009758382,0.0106243644,-0.019189702000000003,-0.0223845813,-0.0027702354,-0.0052224795,0.0182168957,-0.0144145374,0.7744103103000001,-0.0308442568,0.0019649268,-0.0433643419,0.0069410954000000006,-0.0058583435,0.0185346827,0.0031044463,-0.0105217322,0.0079971564,-0.0159936005,0.0018324326000000001,-0.0120483234,0.009126679700000001,0.0302823862,-0.0059702629,-0.0167557656,-0.0154436997,0.0373942898,0.0037801752000000003,0.008923852000000001,0.0132736568
MPN_RS00485,-0.0150602127,-0.017643221,-0.023522478000000003,-0.016530179000000002,-0.0099384118,0.0095687531,0.019056223100000002,-0.051142089200000004,0.0926193589,-0.0277245536,-0.0028485213000000002,-0.021202888200000002,0.0261453122,0.0138898892,-0.0098974087,-0.0457070136,0.052725715000000006,-0.0248248589,0.0101305575,-0.0195634201,0.0080591032,0.0387598548,0.014795875000000002,-0.0048836559000000005,0.030861697100000002,-0.0251423368,0.0182147372,-0.0077949448,0.0318023975,0.0162679872,0.0175427763,0.0163397464,0.0227549143,-5.3896e-06,0.0069065092,0.0139214266,0.0126867617,0.011856912300000001,0.0207137745,-0.0105314317,0.0171746673,-0.0438397398,0.0774306161,-0.012178207100000001,-0.0152327046,-0.0103858923,0.0006274350000000001,-0.07836236220000001,-0.0417231137,-0.019490866000000003,-0.0109406373,0.0327236478,-0.0221868431,0.0263104823,-0.10714365070000001,0.0114028507,0.08883626430000001,-0.0333792139,0.032386727500000004,0.4723314806
MPN_RS00490,0.0018261224,-0.0235676698,-0.0030601239,-0.026331064300000002,-0.0034652193,0.024425825300000002,-0.0023086424,-0.0126611026,0.024852391,0.0055521202,-0.0257863652,-0.0300136033,0.0047296442,0.0064742995,0.0049558411,-0.0067369274,0.03926772,-0.009232811,0.0003282849,0.0178743225,-0.0125028156,0.0016362334,0.0003440985,-0.0040179341,0.0027197715,-0.0235691972,-0.0012490474,-0.0035515815,0.0051410054,0.0004539365,0.021949814300000002,-0.0071452341,0.009097853900000001,-0.018994445500000002,-0.0189909098,-0.0017018066000000001,0.0060496544,0.0034890808,0.0205031891,-0.0041239675,-0.0023102976,-0.0003274846,0.0022295545,-0.0057479817,0.0301071334,-0.0068927959,0.0429572051,-0.0101946867,0.0004608296,0.0410970292,-0.0096178973,-0.025947986000000003,0.00014619590000000001,-0.0200552585,-0.009102213000000001,-0.0065111086,0.0418159712,0.0169304997,-0.0064960168000000006,0.0219103837
MPN_RS00495,0.0006684628,0.0177101801,0.0016462328000000001,-0.0055677406,-0.0006768062,0.024004211600000002,0.0667326541,0.0159133262,0.0392174872,-0.0154898156,-0.0077386039,-0.0110866585,0.0089825619,0.017421064,-0.0036520039000000003,-0.0207189797,0.0197236969,-0.0007277864,-0.0035465577000000003,-0.058843709,0.0035969415,0.0020418114000000003,-0.0122969236,0.0078784981,-0.0096109813,-0.027399809100000002,-0.0002749519,0.0163283081,-0.0090247442,0.030044782000000003,-0.0933024497,0.0007433772,-0.0018526600000000001,0.015096002700000001,0.0164420019,0.0075301784,-0.0389125669,-0.004896359800000001,-0.0204015134,-0.0100103565,0.0056168227,-0.0025943803,-0.0332654555,0.0096367017,-0.0456397011,0.0235299609,0.017811619,-0.0323143071,-0.008717878,-0.0246621417,0.008604176600000001,-0.0197690625,0.0216011662,-0.0250052869,-0.0052897438,0.1380872418,0.12462425740000001,0.0846195217,0.0676772326,0.0368351205
MPN_RS00500,-0.015353847200000001,0.0191177959,0.0015493655,-0.0409329182,0.0182330713,0.0012667615,0.023578997100000002,0.0583028676,-0.014397523800000001,0.0191654308,0.023494292,-0.0272493496,-0.0170871971,-0.0070675301,-0.028294833000000002,-0.021697253200000002,-0.033573503000000005,-0.0297260345,-0.0176281098,-0.007894710400000001,-0.0088341747,0.0211057054,-0.0038774669000000003,-0.012930152700000001,-0.0363892612,0.022486026500000002,-0.0001155482,0.0065890976000000006,-0.0078122762,0.0114246389,-0.0147439131,-0.0054014922,-0.0042339273,-0.019788294300000002,0.029492257400000003,0.0221569349,0.0179570741,-0.0237055138,0.0012667133000000001,0.0518491029,0.0041348629,-0.017624584000000002,0.0052278337,0.005692212800000001,-0.0425152662,-0.0346982507,0.0098440785,-0.0170529044,0.0027435437,-0.0172908232,0.0037993723,0.0465436829,-0.0134435192,-0.004236792200000001,-0.0073580449,0.0680459944,-0.0018178218000000001,0.0094985976,0.0455856053,0.0046682959
MPN_RS00505,-0.08804248490000001,-0.0017458739,0.006641214,-0.0095664363,0.0046735539,0.0025249425000000002,-0.0099608905,0.0293659263,0.0023954922,-0.007373320300000001,0.0093494966,0.0044487426000000005,0.0216895208,0.0334809403,0.0081371624,-0.0098928539,-0.0045986112,-0.0120053613,-0.0100411904,0.0322454863,-0.0143851336,0.0262791247,0.013062548600000001,-0.0105597539,0.0014572786,0.0324352306,0.0224856919,-0.010739851600000001,-0.0284536968,-0.0066427259,-0.0412973611,-0.004428226600000001,-0.007362354000000001,-0.025493034100000003,-0.0321276465,0.0132223225,0.09126822150000001,0.0097972714,0.007322245000000001,0.0200421435,0.011973144600000001,-0.0355339515,-0.0130143836,0.0417176269,-0.0787011843,-0.0240851246,0.016048595000000002,0.0309634492,-0.0609207074,-0.0057015479,-0.0035117660000000004,-0.050012681,0.009319472,-0.055440826500000005,-0.0125578526,0.021282501000000002,-0.0043612121,-0.0063663816,0.0408619323,-0.0031946181000000002
MPN_RS00510,-0.022514460400000002,-0.0061380621,0.018894076000000003,-0.0090765906,-0.0075173306,-0.0206983968,0.0088034715,0.0154811817,0.026325803800000002,0.0228680286,-0.017336537200000002,0.0100274335,0.0003376837,0.030344917000000002,-0.0253839135,-0.0129887573,-0.0214370005,0.0018872241,-0.0026593659,0.0101595608,-0.0196100295,0.0051837902,-0.008983465500000001,-0.0086585003,0.0151046467,0.007945304700000001,-0.0037203787,-0.0154314754,0.0171525372,0.0342415142,0.2178076471,0.013231647400000001,-0.0238957128,0.0014806950000000002,0.0220143025,0.030684643,-0.029043812800000002,-0.0229181099,0.0046408447000000005,-0.0056535034,0.0075769236,-0.0070340897,-0.0547278401,-0.0100844036,0.0034329579000000002,0.009930285,-0.0409648764,-0.0331229152,0.0186770627,-0.014244325,0.004857315300000001,0.0129341151,0.0039629017,-0.0087528037,0.0079661564,-0.016164462600000002,0.013234731900000001,-0.028901633700000002,0.0092227763,-0.0172279607
MPN_RS00520,-0.0050847925,0.030017598000000003,-0.0143961307,0.0176000246,-0.0006279605000000001,0.008163657000000001,0.014172410600000001,-0.0419704165,-0.0108272551,0.0004897491,-0.034300475500000004,-0.0117647687,0.07784118450000001,-0.011425662500000001,-0.0017705371,0.0136782298,-0.0165985313,-0.0056799764,0.0100034749,-0.024353085700000002,-0.0298107776,-0.0153838108,0.0187952816,0.0137285206,0.0102367612,-0.0138247831,0.0143128564,-0.006483267500000001,0.0095764428,-0.0139525038,0.0382505113,-0.0054640539,-0.0415450874,0.0007299534,0.0244832866,0.0060302909000000005,0.0446464169,0.04343159,-0.0665036969,-0.0059049185,-0.0052508204,0.0033445985,0.0018647286000000002,0.0168935923,-0.0044382836000000005,-0.0278123285,0.0843028914,0.050855519700000004,0.6913761396,-0.0012400627000000001,-0.013699885200000001,-0.12039566850000001,0.0244115051,-0.0026444027,-0.008304946,0.0095957469,-0.0079233828,-0.0043550716000000005,0.0008776459,-0.0179082606
MPN_RS00540,-0.041018011300000004,0.0682714688,-0.008854983700000001,0.0269297368,-0.036532647200000004,-0.0067395095,0.0015224678,0.0031910336,0.0020735864000000002,-0.048579424600000004,-0.0114168128,0.0845539248,-0.0109988544,0.0683101609,-0.046216332400000004,-0.0112014563,0.056400586,0.0291984019,0.0041194189,0.0618988069,0.0027958428,-0.0001548799,0.0130079238,-0.0099116732,0.0457350298,-0.0480883436,0.0007941771,3.30156e-05,0.0373008051,-0.0272383515,-0.0176307044,0.0013406236,0.0169048533,0.0084960486,0.0610410854,0.016502978300000002,0.013387952500000001,0.0100213453,0.0023375780000000003,0.0262025707,-0.0077368256,0.0155917463,-0.047976297300000005,-0.0074518954,-0.0023365834000000003,0.060771953100000005,-0.021401734000000002,0.0288286401,-0.028799009,0.0125672683,-5.75178e-05,-0.0135145848,-0.0045791794,0.0348538749,-0.0169679805,-0.0418587327,-0.0037537376000000003,-0.043417121,-0.0006864211,-0.0379198225
MPN_RS00545,-0.0268768712,0.0158691129,-0.0029319781,-0.0032430407000000002,-0.034269289,-0.017863937700000002,0.0055167658,0.0498870261,-0.0153538475,0.0151483847,-0.0250963407,0.0211522525,-0.0163579394,0.0024191353,0.1236685456,-0.0319245181,-0.0077129829,-0.018975184200000002,-0.0136264051,0.021576663200000002,0.020664428000000002,-0.0060424689,-0.0068899949,-0.008583912,-0.000323218,0.0064976592,-0.0016676681,-0.0035313578,-0.015308152,0.0454285886,-0.0156117372,-0.0012682737000000001,0.0086349571,0.0002619313,0.3479315315,-0.0261322407,0.0011862542,-0.0036409536,-0.019185829300000002,0.0038682475,-0.00017857500000000002,-0.0221730171,0.0219839834,-0.0162287635,0.0166607743,0.016144170700000002,0.0239778569,0.0113849727,-0.0207949205,0.0014593895000000001,-0.0002856124,0.0162096329,0.0290497182,0.0217791027,-0.0383502042,0.0192343042,0.0014121073,-0.0170044357,0.0205318543,-0.0099127496
MPN_RS00550,0.0030675286,0.061816382100000004,0.0020861741,0.0645471132,0.014239524000000002,-0.0347227234,0.0502955869,-0.0107959683,-0.014770011000000001,0.007604565000000001,0.0689129594,0.0253621815,-0.0040035402,-0.0157859503,0.1548685847,-0.0168733439,0.012884308,-0.0381482818,-0.0047124688,0.0024128909,0.047333539800000005,0.0079914021,-0.015562538700000001,-0.0101811926,-0.0369696037,0.049312437300000005,0.0016051305000000001,-0.0588961244,0.0236673425,0.0653492391,0.0153242067,0.023924347300000003,0.0058700084000000005,-0.0111083313,0.4373634871,-0.0461056829,-0.0233873764,-0.0125747345,0.0300197777,0.0270842012,-0.007422403100000001,-0.0143529578,0.0193423006,-0.0251717452,0.0340834524,-0.0592491401,-0.0084480716,-0.0016944082,0.0200063659,-0.0213822349,0.0306167957,-0.0765942918,0.0077825059,0.0635269324,-0.0121472691,-0.0077244362,-0.0512465737,0.0253927276,0.024500649500000003,-0.0022409452
MPN_RS00555,0.0011606646,-0.0103187997,-0.0166642042,-0.0074876341,-0.0013328391,-0.0040770614,-0.0052749179,0.041820602000000005,0.006121704800000001,0.0185126141,-0.0216860486,0.0013623193,0.0112573598,0.0064645001,0.0009064535,-0.0051662575,-0.0038622333,-0.0036588984,-1.03182e-05,0.0185162876,-0.0068291914,0.0035600830000000003,-0.0002767936,0.0033530852,0.023170156900000002,-0.0143825532,-0.0025684094,-0.0026775327,-0.010964493300000001,0.0069170109,-0.0343765593,0.0026605186,-0.0043783307,0.0025782539000000003,0.006343368,-0.0175323919,0.2120037662,-0.010448118000000001,0.0018301488,-0.0011169078,-0.0009593613,-0.0021761008,-0.0101366106,-0.0042440989,0.005344621700000001,0.0179067169,-0.0059147619,-0.0084724286,0.0154082195,-0.0020316576000000003,-0.009188631000000001,-0.0020337907,0.0180294327,-0.0006550692,0.0133823937,-0.0033917518,0.0087621587,-0.0037195293,-0.006196541900000001,-0.0029263726
MPN_RS00565,0.0277261806,0.0038607354000000003,-0.022124578000000002,0.026497703600000002,0.0199449532,-0.0263708222,0.0449597438,0.014600865000000001,-0.0169608557,0.0056074998000000004,0.038492716,-0.0053720698,-0.0267991395,-0.0009478698,0.0095184381,-0.0035399373,0.0093393078,-0.0097345673,-0.0012576954,0.0031732712,-0.0217162651,0.008324917000000001,-0.0093109351,-0.0133947418,0.0060724493,0.012203153100000001,0.0059622536,0.0032842065,-0.023257215300000002,-0.0685538338,0.2398903803,-0.0090642329,0.0143381219,-0.0102615337,0.0058709849,-0.0159649575,-0.0041836059,-0.028278457200000003,-0.014891351300000001,-0.0078662426,0.0096651288,-0.0214171901,-0.0098890413,-0.0033707047,-0.0110494988,-0.0203536373,0.0173226176,0.012367377,0.0162346703,-0.0337620681,0.0053986725,-0.018262029500000002,0.0091155636,-0.0222545786,-0.0118370907,0.0144393045,-0.0018384906000000001,0.005591320800000001,0.006072124000000001,0.0411497224
MPN_RS00570,-0.0001277226,0.0100845221,0.0126769555,0.0426015577,0.0497708145,0.023997197600000002,0.0771746742,0.0013482422,-0.0337964188,0.0362917442,0.0068610858000000005,-0.0058966262,0.0104696596,-0.0414202983,0.0023872065,-0.0135260402,0.0377760621,-0.025216141600000002,-0.0043588347000000005,-0.0373078779,-0.019426799,0.0245168761,-0.0208225431,0.0065464165,-0.0176524201,0.0174214393,0.0182079254,-0.0101805653,-0.0051635964000000005,0.0114071016,0.0262047863,-0.0029757277000000003,0.0169724229,0.0278535364,-0.0025374901,-0.0151153109,0.14141693360000002,-0.0014219993,-0.0128652427,-0.0038625429,0.001915285,0.0272259057,-0.0026428763000000003,-0.0003390397,0.0007426011,-0.010724975000000001,0.0160332412,-0.019601063000000002,-0.0253496829,-0.07204494800000001,-0.013063585400000001,0.0219501706,-0.0117069943,-0.0249259455,-0.0014200857,0.0039384277,-0.0266772017,0.0014259134000000001,-0.0127654929,0.014617088600000001
MPN_RS00575,0.006534549000000001,-0.007283247200000001,0.0258418109,0.009900910300000001,0.0130009001,-0.030220012900000003,0.0155828067,0.0641593064,-0.0059058888,-0.0650796461,0.0096308116,-0.007341247,-0.0443131234,0.0147837856,0.0162155475,-0.0036923566,0.0050148094,-0.0214243517,-0.0061616186,-0.0652132694,0.0171402453,-0.0216032474,0.0098817685,0.0003179751,-0.017444739600000002,-0.021044964200000002,-0.0028939704,0.0148003188,-0.057539294000000005,-0.0281766949,-0.0082662901,0.0037181278,-0.0012916525,0.021699316200000002,-0.0037090592000000003,-0.0334636721,0.1355439594,-0.0071639943000000005,-0.011799761700000001,0.0143534826,-0.0062867802000000006,-0.0269717569,-0.0799577508,0.0056250029,-0.0102642266,0.0050863712,0.0143199669,-0.0178861605,0.0742141869,-0.0031091492,0.0146179273,0.012573527400000001,0.026187695900000002,0.0362535521,0.013930479,-0.014278862500000001,0.0001987616,-0.005110469800000001,0.03347593,-0.06929607680000001
MPN_RS00580,-0.0143389002,-0.0113569275,0.0048505734000000005,0.8093524927,-0.0101417255,-0.0074992456,-0.010984170100000001,0.008521123,0.0038272225,-0.0027923977,-0.018548369800000002,-0.0082172571,0.0051569442,0.013472499,-0.011931701900000001,0.0051589702,-0.0066352204,-0.0201805195,0.0083628655,-0.00932186,-0.0060581273000000005,0.047787703,0.0084500795,-0.0110923463,-0.0203890016,-0.0048697433,0.00419209,-0.0163609243,-0.0200227606,-0.0024347204,-0.0112528475,-0.004959944500000001,-0.0224186844,2.96431e-05,0.0113970791,0.016681194400000002,0.0077826551,-0.0141568726,0.0014885057,0.015193832,0.000195669,0.0189232182,0.0024949308,0.0060944212,0.004943777,0.0051747106,0.005908323,-0.017107910100000002,0.0267735882,-0.0102462299,-0.010949915900000001,0.0068134221,0.0006051265000000001,-0.0058436584,-0.007398376900000001,-0.006177608,0.0067906052,0.012580991500000001,-0.0074038879,-0.0156541373
MPN_RS00585,0.0068060453,-0.0028933983000000003,0.0018673954000000001,0.0076194111,-0.0019776924,0.0035113066000000003,0.0056986881,0.0056528012,-0.0053412989,0.0028792036,0.007817944700000001,-0.0041827209,-0.0025664208,-0.0051474739,-0.0006662256,-0.0006346493,0.0013741797000000001,0.0029877377,-0.0050226527000000005,-0.0041059914,-0.0004482825,-0.0036602678000000003,0.9608559596,0.0004078824,-0.007687059800000001,0.0032365431,0.000896332,-0.0028148265,-0.008841534600000001,-0.0046087112,-0.0003498317,0.0009209473000000001,0.0043839649000000005,0.0033284368,-0.0056588565,-0.0090958392,-0.0039623522,-0.0016020158,0.0059840079,-0.0075971754,-0.0014624263,-0.0048353956,-0.0018942139000000001,-0.0071587165000000005,-0.0031307393,0.0025662356000000002,-0.0019531273,-0.0075233278,0.009446721200000001,-0.0033382535,-0.0015404121000000002,0.0004564428,-0.0102851314,0.0015885055,-0.0026813558,-0.0010884441,-0.0053544221,0.0028974821000000003,-0.0012153728,0.0013397766
MPN_RS00590,-0.0463007945,-0.0333115284,-0.0055275294,-0.0045136445,-0.01399672,0.0099341463,-0.0153019491,-0.0037969931000000003,0.005081972000000001,-0.043288973700000004,-0.0082860885,0.0187337619,-0.0065169931,-0.0184679745,0.027798477000000002,0.023917426000000002,-0.009593678100000001,-0.0427896347,0.0013906937,0.0180775621,-0.0382182753,0.0200456104,0.025972086000000002,-0.0051739762,0.087895816,-0.0668148729,-0.011379137800000001,0.0037426968,0.0176987649,0.0082411681,0.0049773654,-0.0100800122,0.0036957673,-0.040283319000000005,0.0202962466,-0.0045558817,0.026625464,-0.0093625843,0.0290276415,0.015082694700000001,-0.0066584289,0.0056956953,0.024759637900000003,0.0257231716,-0.0360494321,0.0045230139,-0.010283774400000001,0.0291380208,-0.038246787000000004,0.0007921014,0.0105496122,-0.051952987400000004,0.0075102712,-0.0123049844,0.0055166039,-0.0064735454,0.0192245676,0.0140621731,0.0172109418,-0.016711242
MPN_RS00600,0.0075727926,0.0173523422,0.0019500056,-0.0005157622,0.0139560437,0.0049561793,-0.028569375900000003,-0.028239707500000003,-0.0193377272,-0.011593505700000001,-0.006852561300000001,-0.0487260557,-0.0028395466000000003,0.034229903,-0.0139057212,0.0041815435,-0.0019793669,-0.030899310200000002,-0.0055859948,-0.0135676007,-0.0271370286,-0.0118529846,-0.0084372553,-0.0026960868,-0.006309229600000001,-0.0414501615,-0.0020629218,0.002039852,0.0100997093,-0.010611281,-0.0357283538,-0.0034151584000000003,0.0162154421,-0.0200352664,0.0418588456,-0.0042137993,0.0024459005,0.035161988400000004,-0.0398053533,0.0010719147,6.06678e-05,0.0078088443,-0.014861522200000001,0.015784824200000002,-0.0255166593,0.0022548499,-0.0036465274000000002,0.0008868146000000001,-0.040529296400000005,0.0043231435,0.0066388756,0.0137421717,0.0035079031,-0.0252021956,0.0212259947,-0.0693568135,-0.0011449117,0.026698052400000002,-0.0342387184,0.0423021851
MPN_RS00605,-0.0099349473,0.016466736200000002,-0.0058397384,-0.0030695193000000003,0.0051778418,0.029091364600000003,0.003369322,-0.0116240266,0.0009382445,-0.0370957876,-0.0699438675,-0.022260568600000002,0.0347261108,0.0567992628,0.0038066223,0.0063168852000000004,0.0084758744,-0.014921584500000001,-0.003043824,-0.0175052844,-0.029790067200000003,0.020254492500000002,0.0113074864,0.0024153361,-0.0101392403,-0.030713857400000003,0.0174418663,0.0262584397,0.0343977486,0.0245656572,-0.0296062448,0.00020160300000000001,0.008682861600000001,-0.0225639717,0.0292204494,0.023171704300000002,-0.0086012665,0.0272639863,-0.0556736274,-0.0069649868000000005,0.0029886854,-0.0025060439,-0.0237926831,0.026300112100000002,-0.0281667689,-0.0118524005,-0.0396075674,-0.0032702292,0.0210979924,0.0164831115,-0.0139333475,0.012823372500000001,0.015211064000000002,-0.0098035712,0.040974240200000005,-0.0729700544,0.0103777364,-0.0039402475,-0.0138136814,0.029094641600000002
MPN_RS00610,-0.0076051458,0.0238464124,-0.0080528331,-0.0116836952,-0.0212822157,-0.0377683375,0.0566105083,-0.0379125541,-0.0048646323,0.007825037200000001,-0.0383877855,0.0260355794,0.0453102557,-0.0068064515,0.013461448400000001,-0.0198369308,0.0235817998,0.014557431000000001,-0.0055584861,-0.0263614244,-0.0060179951,0.010439890200000001,0.0333453336,-0.011488163400000001,-0.040634800900000004,-0.046531406000000004,-0.0144796538,0.0037438639,0.0089938807,0.024630320600000002,0.0051266419,-0.0014046359,0.0170912156,-0.005355403000000001,-0.028658761300000002,0.0095630279,-0.010702777600000001,0.005243811100000001,0.0002722919,0.0024964087,-0.0029172133,0.0250515315,-0.0226970015,-0.0070756758,0.0033018518,0.0039842036,0.0391255581,0.0284216001,-0.052069068600000004,-0.004389228,0.0016263219,0.009449975900000001,0.0040406024,0.0611703679,-0.016995797400000002,-0.0203964432,0.0317097831,-0.0039153721,0.0002936171,0.0381884362
MPN_RS00615,0.0181067806,0.0279701051,0.0048687744,0.0160069993,-0.0479845226,-0.0041672691,-0.048782067500000005,0.0131821726,-0.0034369518,0.0167604942,-0.0243682448,0.0406963382,0.0097911143,0.0105351869,0.0197525113,0.0002439394,-0.0318727108,0.0141216901,-0.0032386844,-0.0337724313,-0.0012942938,-0.0270339586,0.0056232581,0.0031516669000000003,-0.024738194,-0.0172505306,-0.0027363748,-0.017905068700000002,0.010501889700000001,0.0067430416,-0.008725283300000001,-0.008696309900000001,0.0027843986,-0.0074135168000000005,0.009423143200000001,0.008308168900000001,-0.049852486800000005,-0.010094965000000001,-0.0363668477,0.0077473844000000005,0.001338156,0.014411526800000001,-0.0041950104,-0.0068763312,-0.0049115413,-0.0105906944,-0.0016126174000000001,0.007966112400000001,-0.0113556481,-0.0212015522,0.0056299641,-0.0489266947,-0.008399862400000001,0.0358274193,-0.0249132949,-0.014681550500000001,0.0250521406,-0.0083301014,0.0043957939,0.035497254900000004
