,S_mean_std,A_mean_std,count,L2_norm
0,0.004144630599782511,0.7885350308779339,99,32.79202471601042
1,0.002996283900061099,0.6031807397775061,100,45.95901910949864
2,0.003087801323394174,0.6277316050574082,100,54.97149481070228
3,0.00444695329203537,0.8347614034490567,100,46.64703579670404
4,0.004827081896118252,0.8491397641539293,87,26.506161956927688
5,0.0025331627186022947,0.55432712028606,100,74.6286463353395
6,0.0026312710594494832,0.6278368273534012,100,177.9386888690449
7,0.003268117524713336,0.7178208433852227,100,153.64065377602967
8,0.002643467140038139,0.4428498337124602,100,34.64172012522765
9,0.003531883274521719,0.6408518016847409,99,33.451951254111975
10,0.005956148455793269,1.5417384620502614,84,173.85576705820455
11,0.004230213156898462,1.1570326068039531,100,60.263777016721896
12,0.00545055974478487,1.6252202971978285,100,64.64795735537561
13,0.0033410951595416,0.5363741588983271,99,43.156661601999204
14,0.005220578349972866,0.9097690932541799,98,90.53401187939431
15,0.003338882612489622,0.6320524521101142,98,31.952300951100227
16,0.002528477260334015,0.46962551542092,100,22.46101488762622
17,0.0029732733217296583,0.6257080146676559,100,54.634624314890104
18,0.005639156179224824,1.1268884172352465,94,37.174592851107036
19,0.0036552126438301,0.8719451934194598,100,113.22674487534357
20,0.00455085052624342,1.1167716907649923,100,148.57635423895104
21,0.002168806890386594,0.46272712479450767,100,90.03997859319325
22,0.004640097988111948,0.7648850438364224,92,28.87154613941882
23,0.0030470683558486236,0.5604959661901529,99,36.49336150366566
24,0.0023468163197592723,0.6071568732193706,100,280.9564201440651
25,0.004490936367633569,0.7729046391694503,92,34.72043104291701
26,0.0018757889826998104,0.3931516788144492,100,67.22049312814994
27,0.0019005080303323438,0.3948408128153162,100,62.68072505097464
28,0.003808204482355234,0.8723288271552954,100,158.02671939351222
29,0.003237189766382676,0.6825186229230257,100,79.03129176402098
30,0.001700905263977619,0.3207649710517754,100,45.75927643699863
31,0.004054559736506294,1.0523945138053952,90,123.87643370528403
32,0.0019403032109632542,0.424242524712195,100,80.7069196153647
33,0.0022223553671189833,0.47420624646896453,100,67.83181499303895
34,0.005103154473521929,1.09075095062876,96,65.40527186387028
35,0.0022029030405218983,0.4690482719678916,100,135.00847238412143
36,0.0027931545962623654,0.5271734321136049,100,84.6698353226763
37,0.004163092924647381,1.417459464749071,98,186.94800239057122
38,0.005602241590508952,1.276268403842302,96,67.75244722105464
39,0.0023546690937548713,0.42164120540519073,100,30.76442723125978
40,0.004690469051209043,0.98613717485975,80,41.830848023694436
41,0.0051046554430357076,1.106690069288886,99,69.98484876433521
42,0.003623631417576197,0.7291657530895083,100,41.35310445199812
43,0.003156169837546147,0.6756036811639,100,75.67064975669427
44,0.003004305483840962,0.6249514703775217,100,66.03337585569588
45,0.0031157598500690595,0.7781715118678794,98,107.90395761929665
46,0.0018371876421624978,0.37226706321148,100,103.373150552814
47,0.004949123470949348,1.1003915583678916,98,55.979490342490024
48,0.0037488695720528857,0.6739778045122332,99,33.99853802571699
49,0.002509339056625689,0.4432379245465364,100,28.762069797742143
50,0.004823164604412961,1.024623184317265,100,58.44325209579631
51,0.004707146118134261,0.876062345264135,100,30.131448765528475
52,0.005902813861299172,1.0798040270742317,91,52.294297775256304
53,0.005552000013001974,0.9715614653089262,73,30.86737099149332
54,0.005430116130917878,0.9661238935167266,61,31.324242021680632
55,0.005959988730460729,1.1334750911319824,81,49.45000451903632
56,0.005614445424484211,1.3777999140830126,76,84.00067945132949
57,0.0061047043824581345,1.5886790145627845,89,70.51208933621264
58,0.00558369390402145,1.2750704386241885,52,49.350624959521554
59,0.005188727549825932,1.451746548821111,78,63.89954942411211
60,0.006053869007320295,1.36980889183771,76,97.6107979705732
