Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
HKK26_RS00005,-0.007476053064760547,0.05490335527321023,0.015115741270800809,0.033266879450110996,-0.0006101849026846429,-0.0015028799480146452,-0.0033199042146408926,-0.01263141697047333,0.015521136788009593,0.004993084731885609,0.0026361453310651856,0.007218273255264427,0.029108909404984864,0.0017957706651049673,-0.03366538014409128,0.008557444914905538,-0.03863598465543376,-0.01857290111605704,0.017592505652553506,-0.004802471672481709,0.00712533204469986,-0.001666695470865159,0.007901723067207534,-0.008917830051471894,-0.0012083425581335813,-0.002375667028678325,0.021528773055954766,-0.004534759933058457,0.02587380308772194,0.07770943662689372,-0.010823241137059635,-0.01331144443065094,-0.06269834132142192,0.018892356516640223,0.01667598343805226,-0.018726102229545308,-0.009789723273591962,0.010442872677132117,-0.01855272400369867,-0.018364459898994216,-0.023574044626474146,0.018738789847500967,0.016137083677949804,-0.02117236738690709,0.022871195228354523,-0.0017738188383074282,0.002266406320588445,-0.005249274430313778,0.03108456679274435,0.003658723848336126,-0.020166508323712803,0.005763248189779465,0.03247811808902287,-0.03200552815799604,-0.023664415585052345,0.008441442459485516,0.06666231270875907,-0.00900144021643004,0.02162391215791715,0.0003301531670801448,0.022899778836209434
HKK26_RS00010,-0.004041495699660824,0.017722806153286565,-0.007962441109664587,-0.0004921503094697117,-0.0382244953259705,-0.00021376294631206085,-0.012753237829148603,-0.008064880270709236,-0.022394526094002592,0.014013144462144241,0.02715322502599045,0.034357848265110055,-0.024059840632052243,-0.0065859909160262825,0.0030338044350619784,0.04997768637350868,-0.044933006572602074,-0.002839399015481695,0.0038743458514427782,-0.01759537243278365,0.017136346364065642,-0.020615723151776778,0.012503177871695822,-0.03918558685663654,-0.014026616034203004,0.004071750250525154,0.013096588021404327,0.17584385838879693,-0.004273647290563344,0.005018866031871745,0.004824135147955922,-0.018485904738485295,-0.020464512603289367,-0.0025421212915569735,0.02101459576972563,-0.0024781183672683647,-0.010731435988985665,0.008643084256651593,0.01095177922924921,-0.020530228751888084,0.011829725255080154,0.026918146885087698,-0.003297715759293389,-0.025678080758578855,-0.0046006217812009165,0.028124306918281654,0.004047917641947292,-0.01680027743705489,-0.004566198457365884,-0.03843175912221377,-0.00690171368448038,0.013487809735562963,-0.003945476594523702,-0.1252339358930614,-0.023368545854322378,-0.006071358517032047,0.011556073733046896,-0.0018075861306277772,-0.020050650626314427,0.007831264686657761,0.00475777581606509
HKK26_RS00015,-0.029307923081513983,-0.024159246543885363,0.0007900819873301429,0.009809428404233347,-0.00044331798502920245,0.014543175400483756,-0.026173826472069985,-0.0058759464410670925,0.004984612571797593,0.003548852060490125,0.008454809868293753,0.013947697572783524,-0.049432793494247125,0.008924770998290083,0.009996720689999537,0.012551771092665693,6.355170956765794e-05,-0.0005444575227774053,-0.019877838524571843,0.0733808508913415,-0.006084067762751401,-0.01083597948935303,-0.000528874517616077,-0.03265280967346796,-0.021333659627315343,7.688351763794777e-05,-0.0041190690499365865,0.0009180466660724098,0.016151951885645402,0.001185925795721656,0.0061715012575757735,-0.003504845194872921,-0.0018931404140531878,0.008436275555029746,0.003951963708137429,0.0021868380081487616,0.0016204058583040414,0.06948250069502282,0.01873333121558508,-0.009943803683361934,-0.0013164952446676416,0.007994610896534854,0.014520832986721233,0.0015374192736956683,-0.009468193112401525,-0.02190989413769415,-0.018838671039061658,-0.02917126522751913,-0.000539770908559556,-0.0003868256306180952,-0.015152994437563017,-0.004489535800762631,0.009562376549055005,0.010532451139861143,0.020341138078179007,-0.00783327282437423,0.004757257537111346,0.011072480293076298,0.02107421806855894,-0.0025675403051309154,0.03538617023668501
HKK26_RS00020,-0.01653810111106907,0.012340801783898021,-0.03165150794154314,-0.004402308603299903,-0.0036281311119476236,0.005852731099568388,0.008011451210530431,-0.00670746191725299,0.006477739918870019,0.0004170903261971176,-0.02869084235800596,-0.002935593544809238,-0.012872177292659057,-0.014523839326218427,-0.005551639495502059,-0.005363713774244741,0.0032356314476696007,0.000419583707935996,-0.03459689236239709,-0.023777192738459452,0.005123992198903385,-0.0018821389327796064,-0.0069549875255575724,-4.118258163604884e-05,-0.009599309982394869,-0.00474150621440883,-0.013656845420037571,0.015870655013782403,-0.0037857106960401954,0.011379455708728703,0.024750226529938454,0.015347203947405652,0.00032150107448936517,-0.01769931127907777,-0.03220558049637813,-0.010711627167693744,0.005829304695557196,0.06743397534590642,0.001227024185559759,-0.011160811881439962,-0.01657883543742077,-0.003659791761072288,0.020868052793962623,-0.008494903354076091,-0.012157384345428767,-0.017623758893856672,-0.010330618885770422,-0.02330813641202189,0.012831478261909023,0.0030282798886892637,-0.04081690381867774,0.006979544417971078,0.01877458385250877,0.02968824834090759,0.006136990720918842,0.00789656612087642,0.016725173314726036,-0.016259456075901717,-0.003149274940695077,0.010417272787805085,0.026202132805450817
HKK26_RS00025,0.009558770087318109,0.017621118710533137,-0.007498193629225383,-0.015737861180652818,0.017459305482673517,0.0035438296996268305,0.005708932937816476,0.0018649009534766358,-0.01244391513415158,0.016832504408901095,0.00030235864185279267,0.002390470592941361,0.007760257824666963,0.03494478280096677,0.05366369428789939,0.05171682208202461,-0.03621267051037534,0.020092715891527918,-0.021748308420745294,0.00591724599902278,-0.0044472711924147985,-0.01165727553549093,0.06645153436709399,0.07227854946903946,0.004102984246508376,0.03491328450864218,-0.005699996703463267,-0.0011586962081868504,0.010682430176153314,0.030096902048663682,0.00445035530483329,-0.009812527491316272,-0.0013664499329348414,0.0019618976138272926,-0.03338269437765883,-0.02471799984901724,-0.004077456615747183,0.0013564395021492444,-0.004782774181255732,-0.022275550272706113,-0.009977407553512535,-0.020872393453953454,-0.004741728535563485,-0.004902063324743074,-0.023285932510041202,0.019499333471627106,-0.028487201973070447,0.01180842728780017,0.006724813873637769,0.010368789586810367,-0.07093808874107237,0.015482820435567637,-0.06809387026523889,-0.019556694236214065,-0.014289398737420229,0.009546276995025676,-0.038824571699581416,0.017009944802154873,0.02802630917091571,-0.007983346210157815,-0.014364069565466892
HKK26_RS00030,0.0033293274592659673,0.011297318516183976,0.028125538079439676,0.014355169694938351,0.004116291565653451,-0.021959864856631418,0.01776916441872458,0.010232893844809956,-0.03275927317924875,0.01686795875202757,0.018257060929556652,0.012538453234254097,-0.012565838761046555,-0.01213832759077874,0.0006606564606059781,-0.012562909199691445,0.009205539805352743,-0.002290434087787857,0.005694037509522665,-0.009514020610223222,0.016486468872945092,0.009785699437839378,-0.0006098055768646165,0.009854417929847238,-0.017347018019300872,0.03174713289592943,0.012080495381937067,-0.01976628992706172,-0.026898245402961662,-0.005805291838455542,0.0005474164653413932,0.021884436570287245,-0.01273525034064073,0.023193045975938444,0.0015341191721461613,0.002946494821705632,-0.0015164152598813438,0.020665756597608474,-0.003473860680175621,0.03364740640266267,0.002883931502519547,-0.011964542294312385,-0.0028092145711198836,-0.009781264625696782,0.0014664807842719116,0.033239491079392995,-0.014709930128414683,-0.02473544893977561,0.01627314926634841,-0.012828703862485288,0.027269679742519017,-0.03588127164827143,-0.02576860505058457,0.00867853567819026,-0.012149583052210571,0.015278594078130318,0.013976892764671883,0.015875880688037483,-0.013298542414128624,-0.013403930438962944,0.022608489297478118
HKK26_RS00035,-0.030608064660725985,0.016709432310984273,0.01599774226681458,-0.009908547962358807,0.0040966064555743534,0.010743114920399012,0.033421262996729546,0.01566671955753589,-0.0012646989668241974,-0.022409136914707032,0.023415952403493655,0.035649815674040464,0.007370246937431629,0.019144648843980816,0.08741958360543756,0.020243401556879266,-0.0009267099726708841,-0.026765396400037472,0.015825813718454013,0.003855718938428315,-0.051516988160103,-0.008780973594787835,-0.035636179554798655,-0.0273664279073009,-0.028819979691827164,-0.006255336403109852,0.027237356475781228,0.004037619813960757,-0.011125564430979933,0.11563209541706533,0.005377825035838621,0.020409751435337832,-0.002815634837747077,0.023832643960790486,-0.01138910758228351,-0.002124924255879913,0.005001511233458735,0.011329478724431862,0.023721385433677186,-0.0006409836857194974,-0.004496415417266775,-0.006005071534140128,0.017484948942854527,0.00013856668151521155,0.005558059682260371,-0.012065117478029009,-0.01230799028013711,-0.025149075741158246,0.010187203487075464,-0.018678901039034815,0.01372189634261031,-0.03997368827303635,-0.01386119753013305,0.012647044435744265,-0.019426773057862997,0.016291192224750728,-0.012574161984099002,0.012072739712804726,0.0005014207473797011,-0.004473111160767804,0.032068895202152184
HKK26_RS00040,0.003271972179240814,-0.00402233858635355,-0.004887770647415798,0.014391576017026937,-0.004539456333786328,-0.010453218244872935,-0.010320925634817575,-0.009575080184949599,0.03579872175930832,-0.0154481127401306,-0.042986915791863506,0.03740866697378221,-0.02279404714397242,-0.021119901024272157,-0.02315524103224054,-0.0047141356049707804,-0.04941290197780761,0.03128677013436592,-0.007288460148841964,-0.007041587628951367,0.011157161366648191,-0.0002210364756416597,0.020472939542810046,0.008232310255687814,-0.005761948528892519,0.02741104720738975,0.008434613541996547,-0.002897029363460105,0.008747385788415971,0.00013484526664324674,0.007204557863914072,-0.01204280331026903,0.00528134148067034,0.007488992019026768,0.012813460775977012,-0.0032903584840892936,0.004653652000359257,-0.006276184140462331,-0.03172743785771209,0.004426905097756294,0.013298833158644923,-0.0010518511366656858,-0.0011740647431456093,0.016769214715226313,0.0011853547940797165,-0.0005424637905217872,-0.005694026012051252,0.006567008997001347,-0.0036943116576107116,0.014814263530472277,-0.01983364250293855,0.008766757998753795,0.006234321113685342,-0.0355551840941332,0.04189066438624783,0.059895455548346514,0.020320051264142984,-0.014310863700295214,0.017319871618451176,-0.005608617202614199,0.0009014923664063763
HKK26_RS00045,-0.0011016903760697736,-0.01075160199191647,-0.0006331409036472996,1.5878324495467461e-06,-0.006371353351090477,0.019030190355485484,0.0005034620986007182,-0.004213587168946746,-0.007750730188600437,0.022052830785432912,0.002905488196864914,0.005236145430459039,-0.015350824409850307,0.6091997666275079,-0.009690280736533824,-0.015074885037620807,0.016144566714915355,-0.0019087386442932647,0.004041686641929212,-0.014229293663742143,-0.014635287487661061,0.0053574426931345225,0.026256623696403966,-0.03743217729896859,-0.0023977137336402814,0.017964980669234833,0.013989878842182092,-0.004650243325207466,0.02179207435707318,0.04900507450905614,0.0004910840184337016,0.003505332437168445,-0.012890737515732203,0.006324072382266392,0.008577601078803237,-0.019662539138533337,-0.004301617806901662,-0.0037872681926442086,-0.0047912565938795035,-0.042361319705721,0.002990192793883339,-0.003563237823153544,-0.0246941009412099,0.02057154833769654,-0.0007908986009335388,0.0008202451436471756,6.415195836383183e-05,0.01849718702030895,0.009244023659823922,-0.010040734589656269,0.018958946494922673,-0.02215312104055346,-0.00365355208401422,-0.020732041270799452,-0.0071963787128836235,-0.007608241276110696,-0.0015551172599755259,-0.012099692588709236,0.012718078563890168,0.006991712949670875,0.008469462221573125
HKK26_RS00050,-0.03943543053706591,0.0017295786822409218,-0.018260050463970792,-0.010670734553739084,0.020917650852283105,0.01885437832864296,-0.003013235831179135,-0.03265079386686837,-0.001322629390748156,0.0012950168496828017,-0.011070997518887196,0.018676401395178586,0.02532026484903225,0.04796565546881731,0.001335560920041633,-0.004652965950906828,0.021150409695977798,0.02930366719433712,-0.02023413944829626,0.037402604417003514,-0.017454597049923325,-0.0302494367135185,-0.048002804264274244,-0.015001319791388776,0.014102397378457825,-0.013428388189149142,0.011704304088915643,-0.006030350393303968,0.009142066797789578,0.0005365700996725242,0.004496840972305097,-0.020750104655182178,-0.02547182381206379,0.010361900240394583,0.019995062276849957,-0.00383760271059374,0.0007815629037044559,0.0004789825803777299,0.013024068742311724,-0.007708579386424479,0.014778374621282713,-0.0019101434378551716,0.057504643556648916,-0.00034461164973244334,-0.013840444329730146,0.0330287779884672,-0.024867850685820946,-0.010095787518869363,-0.01423458178031816,-0.04348036297621147,-0.03056221419484414,-0.015325378098111339,0.0036962914559622935,0.017887723688651498,-0.004506103436665782,-0.0024760059973596843,-0.006529557644633643,-0.030201250167653102,0.017904653633576552,-0.01958406383256094,0.029270878086396432
