Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
HKK26_RS00005,0.0233835270796773,-0.0022965994121164394,-0.01014725499174718,0.04303849559488659,0.017984280941421876,-0.0386922255042847,-0.01918982121356501,-0.00227078947717279,0.04447660400911541,-0.04167067361796842,-0.0017789823711640731,-0.013035119108238574,-0.040153887978972895,0.05334048521125416,-0.026047369580345817,-0.002458118004093421,0.007505254582781991,0.019756802971592817,0.02843930452935768,-0.021234596643001723,0.050797554041884845,-0.006020496056874158,-0.036874636850894565,0.06073753128196993,-0.016593204857153897,0.00012142639910535831,-0.003858520251989407,0.0017309765129188035,0.02162529990925707,0.0024121545252112605,0.0024818333943142363,-0.004230501822348285,0.015554299420658566,-0.008953577225913289,0.008723857277218491,0.00611633569368693,0.002516888079389889,0.0018918544092158358,0.0028934138989669764,0.00676420906870186,-0.0011972060536945888,-0.0022093634818809954,-0.011999280631904998,0.00957226607472402,-0.008112359065551097,-0.04724965688454809,0.11645097431100626,-0.051794351247935376
HKK26_RS00010,0.008450627936843239,-0.006480545351473482,-0.003813553478372301,-0.021890076984363724,-0.010718680552360627,-0.017606295463106426,-0.012630847123940936,-0.03682432490339174,-0.007473715211515469,0.020085702791708994,0.15763188982799708,0.005688308694801481,-0.0266743699616164,0.012907923652104986,-0.014907152743114695,0.006887132715913787,-0.015760684708711333,0.013015741204566895,0.004334696197753713,-0.03356070690442153,0.01928022788025767,-0.0023374797080420234,-0.057924159432755265,0.00024143954993557728,-0.011496332079552857,-0.007434382297989784,0.003154946599370759,0.00571493356546737,0.0017089994009585171,-0.034015368360901105,0.002260479457368259,-0.016009773935935154,-0.0029829292730970285,0.020305059534161604,0.018087706073149884,0.02441264483419806,-0.024945285429843374,0.013719491689860702,-0.011061728289088225,0.021941857794358463,0.0022908809977793005,-0.021220141503959712,0.02616671808632703,0.016823400824444647,-0.002585313584168927,-0.019153729141465486,0.02545162108737206,0.014095811833351074
HKK26_RS00015,0.01254020797396653,0.031244826911122278,0.01564931498395267,0.0034639276064976766,-0.03324445515469152,-0.007472433403046212,-0.003828942948888147,0.003832582990849084,-0.02320117189746838,0.005755691326560059,-0.00773793032830373,-0.008487555473673873,0.004832519293822839,-0.00823069003921869,-0.014777469536667866,-0.01688807276987585,0.003206719618143401,-0.02474567300835179,-0.006128500303825817,-0.0306971664800712,-0.0024299102562462195,0.014822213774684248,-0.03471584510424644,0.0027495538187656114,-0.011596721972477684,0.05673962152116882,-0.007925723413203347,-0.004866982011112339,-0.043834368344565444,-0.003660296158164839,-0.009755113526964558,-0.021421616538295482,0.0011035176389660908,0.009923318566220255,0.06869080005597462,0.017567265262985618,-0.00793556860699278,0.010625093231762972,0.00580856462013222,0.02558707079413555,-0.0023595077701224726,-0.0001637515068636775,-0.021790570168145743,0.003848617988743416,-0.03610259414021489,-0.013671859471715606,-0.0033393290571779085,0.03867177782028703
HKK26_RS00020,-0.012042259655266285,0.037854401891045705,-0.0200329527595048,-0.01124189429814671,-0.013089576093848327,1.473915393201805e-06,-0.00046740105937859974,-0.0041967641119054705,-0.00022463689983283184,0.03667389110497562,0.021540976905514417,-0.014445609119284756,-0.018406580018347628,0.014767446382301536,0.018819399313609576,-0.005546240922247868,0.012751400155881333,-0.014801052524868758,-0.009654459968943773,-0.0036779677892572913,0.0047684348878811195,-0.013794570771260964,-0.011557469573569184,0.011366444132314637,-0.0004981460875025578,-0.010342716608738454,-0.0219073138619572,-0.005941887482627691,-0.003990324652570831,-0.0021283524865611846,-0.00445698377539556,-0.03142289049753622,-0.008430003772574295,0.00942993091837757,0.06312677535681172,0.014079939280758999,0.0028653317856097782,0.007745719385607628,0.008077544631542559,0.006104313220704793,0.0023777717029807802,-0.006240845790174932,-0.00044039602058474915,-0.017885537943476477,-0.012535194510128855,-0.019877974969208817,0.002370757900965119,0.01784383754487802
HKK26_RS00025,-0.03098730636441466,0.02600170576181253,0.0046251335635177325,-0.06468965930266561,-0.06512452106212395,-0.016477839948247107,-0.008092770563504208,-0.04097454412313567,-0.023586161055167195,0.043206353207065354,0.029869197277439693,0.03292379683974601,0.01872156748555602,-0.007961852350180485,-0.007883681657591266,0.013025350363288883,-0.028767168870787518,0.04347843391022266,-0.015465441662645933,-0.00642995193030503,0.010077985677440249,0.10343721999627094,-0.0041094548443179274,0.029766871097359173,-0.028183851107140452,0.011728810935255725,0.013768503359095489,0.013290679279990024,0.017800528156227485,0.0831319453319901,0.007856032037351565,0.011611695222855769,0.0018791254962085982,-0.016360822402932546,-0.010554811170652724,-0.01182031062789454,-0.02483008751928407,-0.025794241695357326,-0.04175008031282426,-0.012265652784075771,0.01317869231537882,-0.015236126579761828,-0.0029311776420531004,-0.019785232218730887,-0.02950071411983221,-0.026831470573384947,0.0027922793838567324,-0.005805028924100496
HKK26_RS00030,-0.007348364324447627,0.006864090258448553,0.02077654014693343,0.006468854087455838,-0.0072130605362888236,-0.004429117647297091,0.009453350620894108,-0.04788671032062669,0.016977746270874394,-0.009834469592485217,-0.018813519031936933,-0.007827538024725645,0.02031203959541512,0.00157148195827475,-0.0011499619445325582,0.00585428076447968,-0.04762451531501694,0.0032681719528926652,0.008494327285481003,-0.012866098931842661,0.008200933542565104,0.005003630441994552,-0.025754979641309555,0.00027196484232411847,-0.008687472266703512,-0.005446803474126205,-0.009480738813795731,0.030512172551498216,-0.011689441728421377,0.020224970122626865,-0.012356820322337122,0.007847501651677559,-0.0006182288359317929,-0.015369577245238535,0.03216443133787188,0.012547378491046656,-0.0016384454772673356,-0.007559710968484204,-0.02776983910474878,-0.00749570378825868,0.02671225396761468,0.009309104337093553,0.03050900513823717,0.0026200451075130506,-0.01097042992880674,9.282709378934829e-05,-0.008595438525370508,0.023031257985441186
HKK26_RS00035,-0.02614016679002556,-0.0005333900806008864,0.009777717831067165,0.015187267828806259,0.01847798527740118,0.0010139998134408332,-0.013103433989287223,-0.00299043165971756,-0.006870396966352168,-0.017979887035543454,-0.00784019883714359,0.022278122491183935,0.03704651718123114,-0.014702364251097232,0.02428728282048463,-0.006338776207103009,-0.010603032787111416,0.0034134631664885086,0.021234058422584173,0.009003024221389435,-0.00605409674182043,0.06720675592949912,0.025955608997221633,0.10547689902170809,0.0118866660435496,-0.012548901578919015,0.048171632728774415,0.015742524314698282,0.0042115106101270035,-0.015299147671683683,-0.019829096502043026,-0.021746233710846642,-0.018209049083098866,0.0035299534451280613,0.02347469341253759,0.008524887264122672,-0.00035659680996671874,0.005518466509072647,0.002976824370721652,-0.004742079294514681,0.01059291789164971,0.04488579712060388,0.006125842725567004,0.0036658398192977296,0.013011417868220508,0.0062867943708419085,0.006331184812041692,0.015035822624507747
HKK26_RS00040,0.01233868618079061,0.02408922241965918,-0.01836931219386045,-0.007628606644649578,-0.015844518197857274,-0.018277522581155878,-0.00564876718827193,-0.0050600564961640095,0.03598338462658821,0.03268439579289998,-0.008527214589638421,-0.002587627095230164,0.005902471282457828,-0.004573693768686239,-0.023250513511593435,0.022821900637923127,0.06350709683916755,-0.021762171308026455,0.027796099016577324,-0.015847423154462484,0.020351878094511774,-0.01099030555331929,0.0035257693329938137,0.0011623373736483833,-0.00975799592196849,0.017153749370103128,-0.0019620095301453875,-0.00987758175737496,-0.018343759979330385,-0.07763539486597709,0.0029296401723998087,0.04533694850620701,-0.001849001058748413,0.01441584378207381,0.004123182817534422,-0.019152424449339914,0.011395904557146298,0.0074582824977320735,0.0271766915991943,-0.001229832044565448,0.0022447462458525156,0.03497586123521569,0.07675424062279679,-0.004581250677630161,-0.012853539200065931,-0.0038940389484634964,-0.007251269119007915,-0.006434137825560764
HKK26_RS00045,-0.002963248223900381,0.009386364278345011,-0.027490299765972556,0.5590740633004566,-0.020024137763864146,-0.03825237968202033,-0.008121688851135752,-0.0373212947167741,0.005045786670320507,0.007961615544332192,0.0030947453191045044,0.02768740501128139,0.0014792157552721635,0.016995254065807527,0.004928123983659194,0.03025584774198715,-0.002877665071760528,0.008898873007344018,-0.0005661753864420764,-0.0015174615000820328,0.002504597759844272,0.0040349910006444185,-0.012150711113983559,0.027884360868077284,-0.003992789242819918,0.011106010085685864,0.010884461720757752,-0.02118106033375671,-0.007514010599395128,-0.014904991666047068,0.021973675478136747,-0.013009229375546579,-0.007929528416433285,0.01150791383904691,0.0017228505307531118,-0.006269618941811523,-0.0040812576063455125,-0.01396224156636123,0.0008125089542885007,0.020350441299465487,-0.008912378370369952,-0.0004632862468859718,0.007501341555018177,-0.006343380029352069,0.0033748497730994643,-0.0169351548527297,-0.015050610896985846,-0.011482294156812662
HKK26_RS00050,0.014380370775232805,0.030016329520537316,-0.003807468798803747,0.03183976338322542,0.0015824419562711538,-0.04543135892423364,-0.0038451624901057555,-0.033032722410973415,-0.015962667694248898,0.03688117265152268,-0.0044649177488945944,-0.005636606636725409,0.002249264845557081,-0.0018075422495072097,-0.00756858964172396,-0.014918364683954927,-0.015746292925938526,-0.0387655923340405,0.0245218260517881,-0.0005325704780289585,-0.00778844295526387,-0.007067307305160576,0.03037564095725753,-0.02187439381522548,0.00920410854918294,0.02114495161186638,-0.005010734969782871,-0.0318120817052609,0.030579238383870333,0.006415599420616908,0.010700467121719522,0.001105061439187908,-0.01157738806979701,-0.023666841447508555,-0.009085696587195791,0.04202411831842719,0.008733281728687115,0.011263613369435505,0.017043319000591254,0.003030370735958868,0.0014638390304601142,0.026713298202023977,0.020405542822125332,0.0041915835676931456,-0.027942997646097114,0.019272308697934046,0.00243010273441381,0.025641097877869865
