Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
HKK26_RS00005,0.021056648477405446,-0.0014378196070591346,0.002572843575374682,-0.013707854384082854,-2.4450381573016908e-05,0.07405302902658063,0.014347405083450691,0.046619732221835616,-0.03773343821230193,-0.021606858065802977,-0.010310943802626664,0.015707935430745227,0.025742196831816253,0.0051246701701800155,0.007975742992926893,-0.005905966262478984,0.012707845144514278,-0.007922790742918118,-0.0037954018193680017,-0.012113353402612388,-0.012620657704444632,0.0025801047068686037,0.0033718699685130467,-0.00888729779983536,-0.025199052034881823,0.018079209079760565,-0.007725632820161416,-0.0009136768765736963,0.01909111413522455,0.023429696325034267,-0.02457290277325301,-0.0048945220451002665,0.013239714766113473,-0.07611858715547913,-0.03309403584069961,-0.045619870519549556
HKK26_RS00010,0.03873324381765961,-0.013930178305527256,-0.024517967571069166,-0.010439634928992438,0.036913597181888955,-0.0006444981176920145,-0.021273686881755908,0.003564564678104351,-0.01845677157811268,-0.004633959364877772,0.019756811389958977,0.022268663951501302,0.013907909915110372,-0.03323857035334084,-0.0036570366220651136,0.008609275859428497,0.12145145172274809,-0.013628576933678875,-0.019587797200298834,-0.024986958700874785,-0.004657456615438696,0.009365167420288084,-0.007993401235804562,0.007259910219065861,0.015999127574930504,0.0025115462056882185,-0.019979683323873003,0.01158139754476438,-0.003348767244631738,0.01356703321931926,0.02049678936774161,-0.0059092441065754535,0.030727890256873672,-0.0014293563204902553,-0.0031662228339879614,-0.018172637308189042
HKK26_RS00015,-0.0299539117793948,0.0004258239395508446,0.002406024935128788,-0.02390172274698404,-0.004145073033514186,-0.00039663874832889065,-0.007755484155882303,0.008706744242509442,-0.0060427865627544165,-0.0018374686000440063,0.030399796330258484,0.035167017404464554,-0.0110736261253099,-0.00957602840589564,-0.03540638190033747,0.027929735088554057,0.019488448464232214,0.03097040735938582,-0.024307602333515404,-0.04213316875252568,0.004385132500844963,-0.02837756007070911,-0.013209282430513229,0.025570055117998668,-0.010633532840124556,0.021498394598448833,-0.06040076593797937,-0.0015067812887377772,0.0013191803404534977,0.017806516350680143,0.0017487909470499568,-0.013968867560323192,-0.012532573302562086,0.024326182395232526,-0.004766484516947198,-0.005360606771432125
HKK26_RS00020,-0.00798774912667903,0.008662435038940826,0.00017660228296654683,-0.016138523047760117,-0.01012243350214344,0.010176235834087076,-0.0031413205935679534,0.005251513856725003,-0.002617513550905066,-0.014536713910318902,0.07373597452905722,-0.00021930124858854754,-0.009020600410844955,-0.006509563272954654,-0.037137974397274426,-0.0052124132229820486,0.04181879808312565,-0.017836283360019457,0.012861020956370973,0.0079604592408425,-0.0437055626446232,-0.00037991406617214716,-0.037800922904689366,0.041208017012679926,0.018224357800322458,0.015493109882111679,-0.03430800438803517,-0.007314808115624011,0.0010903887353970513,-0.00680385649924835,0.014946789568548337,0.0016824008527297073,0.03290680225325081,0.03599256198308547,-0.003818917013448737,-0.0022188946820467345
HKK26_RS00025,-0.0344384963922259,0.0027332861852028137,0.0201183336054676,-0.0020541906518201074,-0.013036157493391442,0.02412736899345762,-0.01968005843187116,0.035929829865680246,-0.013880216845942282,0.05856554970677817,0.0192969937302225,0.01785342470014599,0.005848658745703225,-0.04941452957854746,-0.005495732698646113,-0.01442484338923268,0.0014554680526382923,0.02168229248117143,0.022248231143096504,-0.02724271743895381,0.0038814986315417388,-0.011328481517210618,-0.023729543194378377,0.006353059374129838,-0.014722681726934906,-0.020776729274920157,-0.025699112625560315,-0.009869052602114669,0.03760242818421054,-0.01404858314557159,0.021338841922382223,-0.016034418191685745,0.0005440924243961498,0.04410869979328726,-0.023429080182752575,-0.014552917023962716
HKK26_RS00030,-0.010622599583254256,0.02932978490553645,0.012121722629802578,-0.013394048683377095,-0.0037136219796335447,0.005542668099260668,-0.023332152701298497,0.005426361371471488,-0.010111063261319551,-0.00864508552365873,-0.008257496428575498,0.018108295824445102,0.013182194793383223,-0.013456252029984656,-0.018747191481669166,-0.014475801403418965,0.0008729220185764798,0.023978939763005504,0.0050212669377035874,-0.015341513889311913,-0.007163654909574859,-0.026594800429449266,0.009106827788571647,0.0011085904439637746,0.045653489744372305,0.016079514060528585,-0.022518722949803793,0.0427177735440319,0.01681938955858321,0.023645012715163536,0.037061491178118626,0.0013975245812164509,-0.03642241350949505,0.01829648133208647,0.001278026120108092,-0.0029152545729337464
HKK26_RS00035,-0.0486814428662545,-0.016488921930102002,0.015522118974457584,-0.01847630165317109,0.013349834788378818,0.10395592977982018,-0.010648960615771056,-0.00890741255635229,0.0022933891824130264,0.09312444940427467,-0.008989817107133759,0.042130867207914695,0.027487333519633568,0.031477850489684676,-0.008426244977874742,-0.0206629099621108,-0.022655705928090453,0.004975717264342616,0.006150052834267094,0.007218124216455662,0.004709302770059794,-0.0016378109063024651,0.012398044933431787,0.019650773324732987,-0.010394252107033012,0.02040688113474665,-0.003376871314651799,0.008185136854955389,0.02701983708890205,0.013671812495065147,0.011044613070162641,-0.0009662271507386963,0.0030451088528667377,0.024512476420042704,0.0010198488809393296,0.002284540106419444
HKK26_RS00040,0.03417693585358401,-0.019557837256070458,0.023096164226341896,-0.0014842923860718122,-0.008734086965817069,0.0002526371544507542,-0.006233790034531565,-0.009670015391836677,-0.01866805095388744,0.003861661271363458,0.02208285692761322,-0.045713097058332576,-0.008053396202707563,-0.044023361224888584,0.010627268331293523,-0.0003509967846793532,0.0036810008407158427,-0.0007032423611449506,-0.041543473980980655,-0.0019277058049660045,-0.06354158211794858,-0.006372680192529041,0.012249474566522391,0.008934018209549336,-0.06506432513193562,-0.0011259349538373172,-0.01851122360154799,0.006141014979978132,-0.006316061963299929,0.010539831357290017,0.03519908909118756,0.03608394934546914,-0.0260102376579628,0.021479121130291077,-0.012546811279026515,-0.0007722735722571801
HKK26_RS00045,0.021896665926548077,-0.016385376991666034,-0.0213708853146191,-0.020989806985909572,-0.06019808832716161,0.04918172499210472,-0.01751204164465526,0.06685208576052415,-0.05585309919424712,0.03534570590301471,0.013572473390553291,-0.018274622421941354,-0.0025251518765185515,-0.00015991093528447802,0.02072563710158104,0.023757277945717657,-0.01935350320729769,0.000648478130851253,-0.02611992513894613,-0.027482591446177852,0.054404470587433314,0.028998994247645335,-0.0035605814801573663,0.023076156112610855,0.027649610969800998,-0.00876691051066547,-0.006629706707503733,0.004814026164979243,0.024679685843220237,0.0459006338553988,0.019129928627586387,-0.035044446204406145,0.00935912416224603,0.030793279431737177,-0.03120809566036738,0.04661513050612031
HKK26_RS00050,0.02240503174509008,-0.014481157350681988,0.024201569249271818,-0.01587271536267718,0.01515454911132665,-0.006833005610320321,-0.0021690322207596237,0.015295194473622396,-0.016199767900082877,-0.00848968803347393,0.014581181106421962,-0.01030882566664602,0.02596806682180476,-0.01790590682293443,-0.020875660357549067,0.01023910610659201,-0.010773454987112775,-0.008392535840757796,-0.012582600863174047,-0.009330941026776111,-0.015040115048857876,-0.0011924572086942937,-0.011341345054582883,0.002519102624739282,0.0027260263412579727,0.02431418524540045,0.0009677958364653277,-0.003046523493383107,-0.008317640616678609,0.00565697138634126,0.017412412460483633,0.025844278727365656,0.012996739589916912,0.02001622017139911,0.014574929191412902,0.0016904487378591121
HKK26_RS00055,-0.03168854219690771,0.02337529563796353,-0.00585619230278169,-0.01990393512314188,0.0855349630341116,0.017863430338399277,-0.006813419546558386,0.0005547418862171975,-0.014778635952654565,0.030045873349249602,0.04434741714485341,0.006767729228721614,0.03135068495785986,0.005279858368509125,0.007765814888212203,-0.01933998369579998,0.006909959026878599,0.0010833714762962553,0.01703072825476775,0.020836388361806117,0.007111499878199669,-0.0006666870597799239,-0.015389734048684616,-0.01647896753667061,0.014198970704941307,-0.006899788241888485,0.021698073015776063,0.03674682326108606,-0.017605150113085256,0.0008025386324056485,-0.031584827684055745,0.01679229593252275,-0.04758625674517042,0.03211615118672451,0.000975382107138412,0.013551710611743976
HKK26_RS00060,0.020740523415639617,-0.007473143730767235,-0.01610870585570536,-0.020368271810195637,0.024400838177332716,0.007969399834750339,-0.006806893611537645,0.0013522337211377003,-0.010098227789572123,-0.004260509214743087,0.027955032987690934,0.02323432868199279,0.008946745691926274,-0.0052468481801316086,-0.03640467980347128,0.002644205054796938,0.018417092421515797,-0.013773514071780733,-0.020342720018673478,-0.0202560563522162,-0.004817762129479474,-0.02079211522631617,-0.004011655730061764,0.0074790821040895995,0.011670358500046876,-0.005159537025587399,-0.0016186462164352504,0.03171837757961922,0.01424082425471296,0.004812553136846398,-0.016989070478886537,0.03820906723452274,0.027818274587752108,-0.0018607728065764466,-0.04427228885403765,0.031094675165071552
