Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
HKK26_RS00055,0.020521333946430388,0.010674021078470507,-0.023544049363701088,0.014123498854548232,0.03307445749627251,-0.016482820768288574,-0.0023073521561081593,0.009598782143068318,-0.0018638710410230138,0.024367291931536667,0.0040697117101277346,0.03439372579242823,-0.014186896412646002,-0.0039020193666165935,-0.004242061378184952,-0.02197142093660428,-0.012277687800105913,-0.0006948968508352069,-0.011878809060729844,-0.0009124370188949857,0.050094787121789386,-0.02019461081884567,-0.0010046318821430335,-0.004495604988520361,0.018319004100619835,0.04542786432799632,-0.005831693719641812,0.04023167770001072,-0.007793465965463017,0.01461796137052281
HKK26_RS00060,0.014279245782866488,0.00773277755790816,-0.0231335329451198,0.014399331555251329,0.01281810097114463,-0.019824733679492758,-0.022189773863110943,0.009405145385261677,0.013125004162695141,-0.006265117004454361,0.012970817713595243,0.018258511926902504,-0.02029957639681056,0.003875813922463766,0.012746459136108574,-0.012804560537498821,-0.01918996823056561,-0.008764308187773566,-0.04651748339798645,0.022302802071370764,-0.01107113338961909,0.007855090387201332,-0.00490709166259604,-0.007351660958255136,0.009474391078401371,-0.03268828698093826,-0.026322975152061175,0.06018678567977538,-0.007730819908937505,0.01211974363850699
HKK26_RS00065,-0.009092325241459762,-0.0018191679121205768,-0.0039359073160158365,-0.016286002176279197,0.08072511330612578,-0.0778518128653675,0.0009492696673942232,-0.028406027919567402,0.02925915285167742,0.021113370648704353,0.01685262652904106,0.005195175280265442,-0.030350123596716076,-0.015135573041308527,0.013792362610862202,0.0038633739197241296,0.012636421290233799,-0.005206762750840184,0.04342059124234369,-0.029955705694255496,0.011808972176882409,-0.0019157961936425837,0.07410030609971839,0.026623281005547624,0.015535152447927887,0.0012762916496119442,0.012183647882538466,0.01175864135137132,0.005458305001893959,0.01967394093814166
HKK26_RS00070,-0.000262946465300569,-0.01113528511780245,-0.00981961144153896,0.01642588418590354,0.06201006523459184,-0.04368642616607464,0.009299875056400038,0.05296012484708589,0.010868707869054615,0.023775115041765563,0.0033546371693580776,0.018144174301500192,-0.01757785810635608,-0.011060358780174551,0.005503399884163817,0.003902606726660495,0.007927926195836432,-0.0003463263289824597,0.044374023734063614,-0.008240147531921468,0.0006540888277887754,0.0011510929623004037,0.041267840650177516,9.607312943198557e-05,-0.020060688206670237,0.007128573038070798,0.002537300297460028,-0.012324942727998922,-0.012411703919704298,0.03489160184529345
HKK26_RS00075,-0.005550687060360705,-0.003979626589522675,-0.010577130783545084,-0.003720519809311431,0.03609830581217489,-0.04908908636354207,0.00834681693812337,-0.022579224770512444,0.02664361548012967,0.018812258562472935,0.011191489928754544,0.015645955150450773,-0.02833891504028133,-0.013220449048410878,0.008689178758163399,-0.003798325127729396,0.004301980202647794,-0.0123211074039122,0.022970500676517784,-0.0017377401951045898,0.02123041341357986,-0.0016132443751509609,0.06112442976661758,0.0018545305620864267,-0.011831990096558467,0.016323686231029543,0.008772208958502161,-0.02436220802512593,0.00029167715112391916,0.017381761788766572
HKK26_RS00080,0.011643174477224329,0.004740241882269992,-0.011897856598985575,-0.008994705965341267,0.018892460719218223,-0.013928272126708812,0.0018553535564576834,0.03705443905319366,0.01215903545836586,-0.026872686501426612,-0.0012174744155812197,-0.005612071313248771,-0.0028438061767055906,-0.008593987484514825,-0.00788319695165223,0.0007721399232782753,-0.003284140149044333,0.027281275567745154,-0.019680252623382122,0.004131225679010178,-0.008532069993165647,-0.005691474417562348,-0.04045193460111173,0.006699791206659469,0.01849415171314959,0.026921274790433616,0.003455485244678768,-0.03175709867352133,0.004733101687428781,-0.017674914783747737
HKK26_RS00085,0.022231617138378526,0.0034773536975863566,-0.005355341790066811,0.033299031419590334,0.04012550516201127,0.04910853760476758,-0.004944792493737268,-0.0267193826745914,0.011310103239781454,-0.020157177512168965,-0.06372638134855008,0.011497466185433165,0.013570822618768632,0.0014738960456217815,-0.012536172812060813,0.004875007048363358,0.020244672628743812,0.050107611110036365,0.004582599088936589,-0.01208599488329967,-0.007549095124046323,0.012906396805707094,-0.0010715733620376392,0.0033659003385846796,0.03921565243489981,-0.008253942156903692,0.038869547857221076,-0.019036588624291386,-0.0065040373311493725,0.04722224031224863
HKK26_RS00090,-0.0026942611331909655,0.005152036073737248,-0.0017075011506658571,0.0034569463063651704,0.017795190734477665,-0.009714800972001078,-0.004241174949650197,0.004292955180603161,0.0002453565381162365,0.0032436061622774914,-0.01861225734620633,0.013606873126691945,0.005663499328414622,0.013652561997714046,0.024239438749574106,-0.02876360678302495,-0.013563479089689929,0.009837313917590913,-0.008852583337305112,0.021966045788648202,0.014018865235711884,0.013551611705505107,0.00038825086344466606,-0.013918871906585093,0.009799942489139403,-0.002064712775156757,-0.013750828087526765,0.002433819316655689,0.014906720758719336,-0.011048926674304883
HKK26_RS00095,-0.0010424089200994748,0.010211500625677817,0.009161238519937442,-0.007917051841056741,-0.005365226962559728,-0.00684184227380309,-0.0009982999790463572,-0.0017802008738229582,0.008597888333981119,0.005186878396477301,0.01354935631225547,0.014136822595460447,-0.020962145754954597,0.0026829790327209313,0.016799337688006857,-0.019555924474568397,0.0023289433865871694,0.0026899623939928693,-0.0254818846674255,-0.012527761594799743,-0.004701266899832953,-0.008536879807815409,-0.011997075267110774,0.0054975018455209875,0.014131838727495084,0.004060017393377379,-0.022790574475307513,0.00017448011661099055,-0.001156705158711925,0.005746228284855153
HKK26_RS00100,0.0008583707335269446,0.02104723914398864,0.020740308085758732,0.009419273020448924,0.006874862072667361,-0.006775270994019283,-0.009644812564919322,0.0004963213692761836,0.0010950264252985093,0.011142297553131588,0.012392414019447158,0.0198477634003991,-0.01193707935456668,-0.004150753066667466,0.014394309315069442,-0.00948803438519543,0.0005169030554730188,0.004936054215112934,0.010982936667335902,-0.00700277821661122,-0.006796999896969502,0.003693982593080397,0.012488088767369543,-0.003065521898693625,0.005479102226052056,-0.004686158090856536,0.011296554103754975,0.03797759028909644,0.006998835232030623,-0.02464236289369749
HKK26_RS00105,0.0019170801103208504,0.006243974538781373,-0.00733040085509966,-0.0031971436811829763,-0.003686754348913242,-0.009504072197823246,-0.0008690288478368669,-0.0022454130574699484,0.0005405322989122014,0.007525121742345649,0.010127619731040958,0.03867437508766821,-0.003921583795452876,0.0038527119040638034,0.008339473309100526,-0.011382588536509905,-0.0055264947402160255,0.0211044332899974,0.006169320551965965,-0.0009265063749024514,0.006996091524865571,0.0076668532040983055,0.024241867436255053,-0.0013288253298280428,0.0079463919040352,0.002727989668616158,0.0014045353475163305,-0.005969545822172632,-0.00971203378826947,0.015569289238507335
HKK26_RS00110,-0.002624405723134212,-0.0022092083777872293,0.006832535137315688,0.013379851397404814,0.01145611276040916,-0.010370980651870454,-0.011731171354858141,-0.002814543591807302,0.0036784167644001897,0.00018954513873624932,-0.008842949988796055,0.015035378967688487,0.0023402179667443303,-0.0005926243271892262,0.002268910559152963,-0.022548067860169167,0.010298987124316558,0.007012201524630462,-0.011376559395444042,-0.01347405132404606,0.009908355619737146,-0.017439825680875744,0.0034793962021511444,0.023128919900152072,0.00958933905455089,-0.0018746890854715369,-0.012558913118581923,-0.0014859255881719852,0.0015860301413073645,-0.024559727930438754
HKK26_RS00115,-0.007091491698399347,-0.0264906521071842,0.0298946057776903,0.020370472951789603,0.017564806524914812,0.009163355456484895,-0.01303171391925333,-0.00013261793111338517,0.012832145765455017,-0.007000843367726872,-0.03941842683153612,0.021206898438804272,-0.01707748549561374,0.015007659498868633,-0.018784870471940777,-0.02028461510186452,0.010458889378559382,0.013202905766082792,-0.001645068577298009,-0.052628178980111934,0.017123738912129847,-0.004498731631831664,0.01285752319935332,0.018514418665893425,0.012365470065552133,-0.004457887453688199,-0.015422199549192528,0.0024514879269200525,-0.024277940973766524,-0.005708087643494399
HKK26_RS00120,0.012285351404439003,-0.004034317018144786,-0.007079241864367186,0.0009795832560812966,0.000266347024039174,-0.017567939558739212,-0.015355820342672149,-0.019766763670285778,-0.005445159667585037,-0.004799492846422362,0.052157401763873686,0.011679258748591272,-0.0030926284307259398,-0.004187461344275398,0.019539288940245376,-0.023827871794697263,-0.013429109978266834,-0.01325499924556181,-0.007905078178345822,0.008055880318270833,0.006015211981446747,0.013273420638208416,0.01517947409881919,0.008781360473280164,0.006943273971180217,0.007742136621452213,-0.012028794013295603,0.003095299126583543,-0.021908812176426883,0.027934130598027795
HKK26_RS00125,0.02290463347048635,0.00046445551363726175,-0.005272081164242045,0.007795834720086935,0.011212625598038118,-0.004863536159985426,0.004795657588294768,0.02130212563781141,0.005173395012960006,-0.0067020399721446945,0.06304548381007398,0.025805419284106058,-0.014992988819836501,0.0008561410908343308,0.010067067591010259,0.0018881784090425174,0.014245252845902204,-0.004935770114752027,0.0037794550283422627,-0.02331608515816784,0.014840255160385066,0.006817265420857704,-0.01225106889779163,0.011392354955260187,0.010448875166940291,0.016440242210627756,-0.002574471718671242,0.00022611402481207007,0.043771098266807,0.09290355151182474
HKK26_RS00130,-0.01861120361788153,0.0044019448991069595,-0.02008625721818569,0.0013003802943706406,-0.023721386341350886,0.009882043137982233,-0.007268384534027644,-0.012617853540118944,-0.036128493583475335,0.010218179844930118,-0.011411834458907092,0.06408386128667105,0.029689967795693776,0.07975508225995885,0.034118657151398606,-0.019685540793842472,-0.004163082267634631,-0.016197126078130706,-0.015125514116073805,0.015520113887338838,-0.028976385261596783,-0.034485503129942516,-0.010338627586928217,0.013998345157923411,0.004313704708506088,0.0031657990047357447,-0.019820531585047894,-0.002042511195183553,0.06864814709839108,0.06150951911532348
HKK26_RS00135,0.010583658859301556,0.007283517977862748,-0.019694106696508763,0.0030476909050289997,0.020311127082536955,-0.003155219581020624,0.00013905745792216508,-0.004607276349256832,0.0025208905313603308,0.004144027479486162,0.010435552664218015,0.013281222398773242,-0.01624837086994042,-0.026498537035355648,-0.0010054702219137069,0.0018064343610432214,-0.0017943049825531667,0.021735785309262682,-0.026066172980334174,-0.0033463361992108515,-0.018010740523872,0.010142254691289375,-0.010764346138289511,0.006755230081352584,-0.016041954818686536,-0.02955622844685711,0.023303475837189527,-0.016769977005090177,0.029739624887874554,-0.03522096540230024
HKK26_RS00140,-0.01873752353328842,0.023865227195391348,-0.0010134858391927725,-0.00645540076133725,0.03310244187997772,0.010588425823633996,-0.01233304961914214,0.019603120621315362,0.00230629720637386,-0.021126931713463134,-0.026456355466397612,0.012992273116405233,-0.015550137359961818,-0.020548822420513747,-0.0176923095557624,-0.007336482846810988,0.010118688299303655,0.025646488829761116,0.013821449254881124,-0.008911028090661603,-0.006951039549440072,0.009510777667623156,-0.008280198523121061,0.012050908819136846,-0.0058627676118079815,-0.016916295269931138,0.010574439292786463,-0.017467494870103236,-0.038074593120786406,0.03405852301159436
HKK26_RS00145,0.005053521720344845,-0.012949680711807212,0.0011320084995219922,-0.003845482729095979,0.009587920152311167,-0.023761939732148907,0.006835540435872195,-0.009594909675321844,0.02303122174909741,-0.011458775928340815,0.005277310193376357,0.000590354622430437,0.003507362510850518,-0.008910658064331984,-0.013846277520541102,0.008342708852307415,0.004120485224127758,0.030134561186356768,0.009847201216328108,0.002046602896899744,0.01576482688803477,0.005058810066206584,-0.03653294161494772,-0.007955284244937,-0.018224748708790105,-0.01661768744894618,0.013041094043902454,-0.014915306712715353,0.008489364219900907,0.004409519889792326
HKK26_RS00150,-0.01793042052747912,-0.0006726199478061564,0.013701733417459356,0.009166067276990469,0.023576492151931312,0.0064221479749606595,-0.002650132808426287,-0.024903710444438006,-0.015787385818027317,0.0047208781634866075,-0.0017319964183061924,-0.0024187815602203042,0.008548365039762577,-0.0035189196304217817,-0.014561596312795673,0.002714841216989562,0.0005943717397358442,0.030041471987991338,-0.019785986574840014,0.026746909800711906,0.04130852435157473,0.028394944903399114,-0.012475544523602417,-0.01073134992443518,-0.016689658143564563,-0.006489274655417081,0.02133784430142268,-0.01036022484769147,0.006606529777907188,0.021274270931906324
HKK26_RS00155,0.003945296431800311,0.0782261636677116,-0.08738619952979972,-0.0011152336665613428,0.015446615754904502,0.008639103521427213,-0.025835937966474078,-0.003993828604647587,-0.026901684781136432,0.0027611352201878207,-0.020424272859821287,0.026660528199717145,0.025963450754354647,0.02266498103481499,0.013166144490828376,0.0067816060868479125,0.03840652562974251,0.009005094741749934,-0.008619075722384042,-0.013456753887922633,-0.01695909720985321,-0.017081913757226695,0.018840144874545828,0.009723859867061863,0.0007857149584347314,-0.006505163989102966,-0.0012745278696578823,-0.002589959475525382,-0.03404560210705449,-0.03383032148014362
HKK26_RS00160,-0.008316849314940028,-0.0393340992267519,-0.030208168959667766,0.052110061412189615,-0.007989392222838806,0.0023663623109082253,-0.008911216105308088,0.013497536766142147,-0.006095973313116457,-0.001975533320776936,0.010070858046237197,-0.00894589375795019,0.012054441375184004,0.03690706502410293,0.0038344724407998222,-0.022271586834378722,0.0008833858310777903,-0.007662688368826544,-0.04368727786908719,0.22837224881055124,-0.014737613001944174,0.03553617756865529,-0.03506492955393509,-0.026889256707264567,0.01938307365675322,-0.012062197536191682,-0.026837701658051872,0.037122632837221364,-0.018596009983393173,-0.010935912618391037
HKK26_RS00165,-0.009926354449204037,0.005242826665168684,0.08494082895575908,0.004297504873615653,-0.008511503893971192,-0.031049885120843466,0.008306376136475,0.005108901348224757,0.009911221103977736,0.018897390507575846,-0.009432233204921524,0.0277999905870561,-0.021510755485736114,0.00040326105910082024,-0.00324101695062529,-0.022413927503817422,0.010723627359182876,-0.01741012881362691,-0.025549331043033457,0.0742156507227808,0.014258335338909472,0.0006030967761657378,0.06712973536360124,-0.02553455488898964,-0.036200437653764996,-0.039618209885732,0.014602637791884003,0.053507771567206285,-0.003320354404434774,-0.052331178479309376
HKK26_RS00170,0.000830841475994718,-0.003315476266166778,-0.0022649089299744255,0.05371798902351614,-0.0055542477980559625,0.012746338658089718,-0.011304026338473468,0.03684799212739705,-0.022930093471755106,-0.0009245539174016742,0.012326388842269297,0.02547904900661274,0.0008529695155152693,-0.016958923997133526,0.0030436278236378104,-0.02101646251824096,0.0002923276016846281,0.04935101852110595,0.020472376925995215,0.05100685693039102,-0.010064080063353733,-0.016361776118234927,0.021884470208799158,0.00967380884780066,-0.0005083034304960479,-0.02442572102954498,-0.005111546773470123,-0.012046633343919103,0.03811132146216059,-0.011231239126814
HKK26_RS00175,0.01448386547652904,0.01937770622064952,-0.04179204196713405,0.016010661991717058,0.0019466204538739927,-0.0005535342159699569,0.0007495259489114562,0.04131208579636729,0.008418426166107681,-0.019592689794931867,0.005242810902509877,0.0010674277573350106,-0.02343773708007801,-0.0036297626415568683,-0.011070969926061375,0.00898074558333837,0.014726782297791197,0.01310745908555615,-0.025509692288589375,0.057976406076579175,0.04444094699663381,0.014208502790733572,-0.01738662032949298,-0.0014739799633468754,0.010833212229744739,0.009015705194025898,-0.006939597317748192,0.04473168501688266,-0.004406184021313398,-0.03793456442548516
HKK26_RS00180,0.022117396161844372,-0.012212703495452372,-0.0555818348044723,0.005968836996558502,0.007204741245005939,-0.021489210104105233,-0.010622991918715076,-0.0011769642265492674,2.8334297970721166e-05,-0.00047151803526729476,0.022442532275827255,0.0012430991815001173,-0.002861403380977001,-0.013096869493166512,-0.015188400794035752,0.005012039109004279,0.02349844156904668,0.057280552158290886,0.006327640115100756,0.019334484399195096,0.025426616147015482,0.025194199730771322,-0.008941205245591478,-0.016840169325818256,-0.00019966991919513537,-0.0037845310045273896,0.009805301320675225,0.04576931810981328,0.03467959809184847,0.0166799426325689
HKK26_RS00185,0.025077420283188906,0.023487497264593517,-0.02601560146266481,-0.015479155331581076,0.005466906702011601,-0.00940229543752175,-0.022435666117490163,0.025617599881169448,-0.00906871297869465,-0.00863902159137755,0.0013077856139600927,0.0013643980299067496,0.0033347912037166357,-0.011663243910546564,-0.020367688649472596,-0.006975197054943039,0.004435701976735381,0.01261356294710872,-0.0030311474185805254,0.011991689208673342,0.0009060307688173185,-0.00631426366880108,-0.013065159336985724,0.002536971873124841,0.0011721344092601494,0.026158070511008377,-0.02104632518478727,-0.03844805997918763,-0.018373438862297364,-0.014232284029031655
HKK26_RS00190,-0.0012488431640808296,-0.014483798926155861,-0.005626571437023342,0.009482235494709192,0.01667708546107958,-0.003948021439237836,0.010952808090444221,0.017090251309575644,-0.016375826310064928,-0.0033626788429137943,0.006296703603585076,0.03074777955431961,-0.005378066880843564,-0.03476127229620101,-0.005422551642349811,-0.006385108630987093,0.00812870426612501,0.0012990709268756056,-0.012799945299438897,0.04303169168984841,0.00393236234227703,0.009631907713516704,-0.008833834026882372,0.0037994622309436223,-0.004840349267292755,-0.0008115295031145123,-0.0012851452129975037,-0.006003271367145797,-0.005254701057883994,-0.008687898238396701
HKK26_RS00195,-0.0032773614017708643,-0.0020128709361035275,0.0032038726142239356,0.0045456878261827625,0.01781118104709114,0.0030918189473485205,0.00451329129262021,0.018493898354506672,-0.021914330936006744,-0.000862802138627897,0.009186216952517146,0.007802684466201009,0.0014645868345500824,-0.007563238091486977,-0.00538607906291411,0.004421997323248852,-0.0101780733108645,-0.02280301084689654,-0.02628314444648641,0.04162411005725171,-0.006950099309612307,-0.018249809815768472,0.014934231131674348,0.001563816303457007,0.019014618719174814,-0.021769235756241224,0.012853702933895617,-0.031202482010871356,-0.027442541382455585,-0.02934484673678375
HKK26_RS00200,-0.011302515766177534,-0.021631947046651258,-0.04160158526201605,0.0011327508071455857,0.01425923249530887,-0.00925110253327815,0.003361768248644592,-0.00842177000381092,-0.009105390620764238,-0.014772858672202077,0.017347322988454934,-0.004472757042339944,0.005240350097225919,0.012004113740010536,-0.014911362734195261,-0.009997757827210732,0.03025075666535263,-0.031516050327561634,-0.05325948786255544,0.12477144158705818,0.027600087208134557,0.01589242547014822,-0.04567101209002274,0.007078426281726967,0.006745182577918246,-0.007400610949883047,-0.02616039406658061,0.06900435641800155,-0.012325868937800355,0.012038692989155723
HKK26_RS00205,0.013991261595446489,-0.01757546618633553,-0.04359335752457926,0.008036483991975625,0.006532923378023162,-0.004192540316891852,0.002994357257125721,0.030663424992228742,-0.010793063080309313,0.016038039908372624,0.006777861892274877,0.009926871648986509,-0.010995660581098186,-0.014759984372199093,-0.00291476597315735,-0.0036501072527315324,0.005261793682551461,-0.0007725957894044685,-0.016112010227085385,0.042928732961882,0.030443459448344853,0.004959516351735025,-0.023381946446425335,0.008283171177591258,-0.0006919263170733413,-0.003233749994997103,-0.003941602469740622,-0.01611208466743144,0.004689810675213236,-0.07304229278035966
HKK26_RS00210,0.009617347114416546,0.011396757929311021,-0.03968989297578641,0.006631797809611019,0.026506028030718335,0.017595986060162317,-0.006145702692223464,0.019986328348877286,-0.0060875947132917555,0.02322205273053401,0.02126239447567739,0.011685130567753782,-0.029484603790241818,-0.01073260916718818,0.00415755588801625,0.01738407936732581,-0.00875961065598547,-0.0030564752171801162,-0.023163901426328168,0.029188483301862744,-0.01821492833030858,0.0004891487093073214,-0.004571649860304075,0.027602245727911826,0.0052608224470395825,-0.05339392451273372,0.01112590525404189,-0.026369074203626143,0.0018247700399201022,0.023677889842058177
HKK26_RS00215,0.00028765268584126654,0.008801149773305724,-0.040558221503035445,0.011467999171424215,0.022962898219829185,-0.007122781071938492,0.00475329488302278,-0.00313811951926128,-0.007641247309746713,-0.001325500236356988,0.0012122488256731789,0.025706699526790576,-0.012399294546577217,-0.002595690785224318,0.006852683949727881,0.0021555699822345177,0.001377641424197357,-0.016065967896695465,-0.029560453287422617,0.01312851700906728,0.008465805636001886,-0.008479927021405704,0.019198950010007605,0.010896660593883025,-0.019325169945333207,-0.024619806041921405,0.011625828017071639,0.005345045763753496,-0.0006921193557401637,0.025158083731187796
HKK26_RS00220,-0.003056587246919403,0.0013818177451630181,-0.008397470143983772,0.07350872872479783,0.022389510096807497,-0.01463650217794639,-0.0036830397096750144,0.1325655311994942,0.0214124466547994,-0.00921080268873574,-0.020153481763059138,0.0018409461024915935,-0.020574162515962984,-0.016834483703181108,-0.013429623993339135,0.012456521093869435,-0.0007656111794572634,-0.06018163778354437,0.0019319164514313642,-0.008180164299857457,0.01410792992883888,0.010681612352473153,0.03561629451795877,0.012361461871412356,0.015961185002092943,0.004648724794042462,-7.761154267416697e-05,0.015347902398843077,-0.01547564172662016,0.01739766201154234
HKK26_RS00225,0.010148323755824494,-0.008812152875493928,-0.016577575671984986,-0.0009107538823611932,0.0031747243168533733,-0.009125174859473438,-0.007710208449066095,-0.0025009833886783816,-0.00244184581788041,0.004580023317806535,0.020886395963596014,0.01731726447879314,0.0018295853260892358,-0.025381318565259988,3.441371245467986e-05,-0.0005790182104269356,-0.0008646534907972137,-0.008859132625764337,-0.0027228937331054827,0.013615061272549227,-0.004798146873148548,-0.0001983751387220392,0.018435535416824373,0.003475859812569662,0.014825368836576409,0.004180370622096038,-0.004216592889687929,0.019305335787909668,-0.006907404972790795,0.007644254713915538
HKK26_RS00230,-0.006465088505827849,-0.003808328800987094,-0.001096936148642491,0.009635454930510129,0.008501918846336443,-0.01442457455931742,0.0024002569855525817,-0.0009499562771610033,-0.015726100946413923,0.0019274416703987823,-0.0010548540332113096,0.028687458635799405,-0.007523337037215038,-0.005674410679282924,0.005015910416830499,-0.0016988757240304225,-0.009234704072949088,0.005026942059997969,-0.010532571120605601,0.002632110280934423,0.00558373904945013,0.008519863388943737,-0.013828541616650964,-0.006131386459470396,0.030407846796082202,0.0009008730606965997,-0.032264136345392325,0.01031619188652776,-0.006730562886516349,-0.011898530913129755
