Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
HKK26_RS00005,-0.002330624036873594,-0.020022154351325098,0.00011360346896142643,-0.013340832826690654,0.0166116529215278,-0.005095126632691087,-0.01986708738553598,-0.0030013439377920364,-0.031047746207366663,0.055644068407020256,0.0014760827232980869,0.06377209666665833,-0.018063125659466567,-0.02099587146876158,-0.012567394760391894,0.0011456379053434952,0.02044147112633312,0.011896050951694865,-0.0013653711438218871,-0.03915525998145761,0.030436724416978478,0.012322842546164092,-0.01630834678239158,0.010693111532022147,-0.029405937502102252,0.007248089842400056,0.0661170703657204,-0.0019707046814241005,0.008662567280946262,-0.009729981796706328,0.02797359302230222,0.0355559263455285,0.017041273253504977,-0.021052656394847144,-0.09296967687059977,-0.014229676267333789
HKK26_RS00010,0.033848498265230655,-0.04047293635998854,-0.013276327552463923,0.005809276278750264,-0.0047855661024506025,-0.015966803026670338,-0.01341556207151765,0.0057975153559620156,-0.029712771025506263,-0.00022003845215195074,0.15067392809227115,0.003368207303131859,-0.006757440819690258,-0.011050467741154663,0.012046018821749858,-7.88854287008129e-05,0.012001066628727136,0.015520982666425653,0.017387275900337448,-0.011425399987151945,0.003262269873041574,0.005187118912792507,-0.013660348595448466,0.005397781936795334,-0.030193025888958912,-0.0015913767587266393,-0.0010035254588548603,0.03649249208368947,0.01901287249259216,0.017658261293618187,-0.004489113434530434,-0.017418548031670804,-0.007280656096911729,-0.010594702531220997,-0.01533232756263523,-0.003691098614539264
HKK26_RS00015,-0.013617641463899566,0.020905818372555455,-0.017995283898749322,-0.01806515179714978,-0.018899304701599416,0.0539433643032203,-0.01686371137834012,-0.005836601226146942,-0.005607277152075333,0.015920305425721686,-0.0009490113167527899,0.0072697022340441455,-0.013820722802822493,-0.004094905612051579,0.004373207891210461,-0.0028025679476490783,-0.003305822039834422,0.0689223416851772,0.037590254643438153,-0.008954073257425869,-0.02873943218269179,0.026406740274084944,0.00658453959289335,0.017404660395441945,-0.03366383311607756,-6.296375035821212e-05,0.01321501604010383,-0.01917547765808362,0.0026905211107686768,-0.009697296482429577,0.041870214701710304,-0.04295835464416595,-0.019007196633671335,0.03936884670913914,0.01909597786869333,0.03157800920087128
HKK26_RS00020,-0.01051161337729507,-0.005837781349865262,-0.011691240399011713,-0.021582468400370914,-0.025445563122014264,-0.00858443489264554,0.018011101886550474,-0.004746706260759439,0.002182546675657872,0.011455419863259179,0.010924401839789539,0.015633777181880006,-0.015545016572710164,-0.02412062604007638,0.0171772772116192,0.005056716515764027,-0.016072221009682607,0.07680522717755586,0.04948872408635643,-0.002296649338734276,-0.06110201787862309,0.003045549848258308,0.019484186294470126,-0.009265974883021319,0.000610400424969373,0.00999447722415206,0.007951158096837186,0.001376416364006256,-0.048548897076034554,0.005949557618822551,0.039795777385608154,-0.015199421508100492,-0.01634043607062967,-0.011015528859352074,0.018215917665869427,0.007857808833107084
HKK26_RS00025,0.01259463132632665,0.006526975550803119,0.0028197152204574977,-0.02986889149049326,-0.015802716872910922,0.021642905202832307,-0.004572047166825612,0.040249383094195894,-0.023965499861502794,-0.02854989375091159,0.024232562870689964,0.03245214543391277,-0.03768697048670867,0.07708791766508956,0.010483189357950673,0.019253553631952188,-0.01179890018366475,-0.004862043161390783,0.03178821274871558,-0.006956724138150453,-0.02874401002129649,-0.015005274502397603,-0.0352669859202961,0.008492159490533167,0.00832527308664078,-0.0010230537977019218,-0.024187996056254626,-0.0035798863739095444,0.009268959635421322,-0.018501550717796373,0.010652820509944278,0.029860449141828838,0.0106335753043749,0.00925926981701306,0.02035579187742369,-0.01646045333100322
HKK26_RS00030,0.051994155089035876,0.011003006049174955,-0.024496566448452207,-0.00016194851856055675,-0.0039181898874137725,-0.01494728969544634,-0.006691127195442266,-0.00889857276510469,0.021494574970258213,0.030848167025167704,-0.020099218638818993,0.0026062962634755067,-0.0021250670938629556,-0.004821938678803341,0.0009112072500542527,0.03605700256264433,0.006930563913091931,0.016103540811597872,0.002009679546646817,-0.008399524961752003,-0.00394408527443156,-0.008830854670530058,-0.013427066964689054,0.018241127702631966,-0.00812266442212232,-0.005351113545273314,-0.004412652650058228,0.03534635788581864,0.014128654730785657,-0.012952721695852796,0.05979050714442266,-0.012101491997141813,0.011720977395545893,0.0418177428626614,-0.0015092884642162242,-0.0023895213556891803
HKK26_RS00035,0.01369170833834904,0.019670906749098768,-0.020679346047297705,-0.0014972132665168297,-0.005515834980813066,-0.007503469517714022,0.016967403918546755,0.014382463881923213,0.002891504695418523,0.0170791990228975,-0.011673201757201917,0.11522062696015312,0.0009539946550203618,0.09732339984226428,-0.03907712369580087,0.016284037971430146,0.025692711587358325,0.018679318737295336,0.0030588160424490944,-0.003698763860575954,-0.03022743267171126,-0.003159317184635875,0.015093015467717526,0.003386120306599204,0.016281146089423115,-0.017175427728620504,-0.01276108465602542,0.015389662414546843,0.00908930824751752,0.006518887542348676,0.021303620304189308,0.0033776768924959864,0.007334142118533128,0.054189458592883245,-0.003223613881788065,-0.008813294079065144
HKK26_RS00040,0.003916688399921521,0.008838956595471284,-0.003404546576563412,0.001346131299467469,0.028591673369665088,0.006154382004918233,-0.019377240657202147,-0.011990676138499128,0.004638885029103591,-0.008450621926320312,-0.015902162818018293,-0.0007955003948883635,-0.010056502967321137,-0.0072022864362281894,0.021485978320172437,-0.02118419488170479,0.024260386406692286,-0.013646962738893825,0.04213153132702665,-0.016294402286691705,0.015114180682645306,0.0020928416826135393,0.023167181411381712,-0.01920729384534891,-0.013014348747474274,0.0011679748866325007,0.00991719251166422,0.04645225545555356,-0.02866455781648489,0.004420341628569224,0.01274718897270924,-0.025739923337397608,0.01673554006906949,0.014182977017314063,-0.04466799438649663,0.015725370277887285
HKK26_RS00045,0.02285894436431606,0.005198730763155718,0.0026192695141721493,0.014468202562555535,0.052742724572069494,-0.02234042164687442,-0.0003115675997559069,0.011778847198093556,0.0007017852880719377,-0.01806339877923525,0.013803611391633261,0.06299669825578129,-0.020642183535430694,0.004059631020833896,0.0945888927629282,-0.03541216578012256,0.0035921761138750074,-0.0013177418192929762,0.004650789164365341,-0.05252001543867456,0.012567689091429112,-0.004018245207531531,-0.004471131443490225,-0.014661468799444537,-0.0012644465470491987,0.010518917886769293,0.010798387526586347,-0.005887466597835864,0.0035621725087837115,0.01694816367938141,0.01437933406272271,-0.012330452179322162,0.002263986120456579,0.011234832858326061,1.4820039635692252e-05,-0.016542084803177846
HKK26_RS00050,0.027522352073456213,0.008036252667127437,-0.00011074372381170448,0.004279373030829531,-0.013479768653661685,0.016582598276598665,-0.012117005160016537,-0.004769894669894645,-0.013103714096545323,-0.010363736747460136,0.0011191825264270745,-0.019364978847247073,-0.0061850754539244076,0.00547423543395116,0.051751362957925304,-0.0338224420165448,0.01504059655085781,-0.01039652040217636,0.03401370090425626,-0.03827131732724991,-0.01966713778633728,0.015262818833372589,0.013620161855390802,-0.012201403273777035,-0.00959242616585466,-0.012692510801354554,0.0014104584705273032,0.006323232860447061,-0.0007505927904275265,-0.018666895176041285,0.03415818529305122,0.03959000889643726,-0.00634876013709085,0.007388911109044931,0.0046169144181654595,0.004253767798611681
