Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
HKK26_RS00005,0.0049053347688497225,0.0023622317138536782,-0.006895050288230246,0.01215487442660624,0.006666986832991409,0.0024407069511732794,0.008730254796651165,-0.004305655089957037,0.011194340518795498,-0.015643823868405415,-0.010919850372503568,0.06208638838440305,0.004701680237282447,-0.009801486752689952,0.003853993160351621,0.015221879874181906,-0.03414107397470953,0.009128950906950734,0.003691822864423228,0.03261258155671402,-0.011896156775227604,-0.03523272921858608,-0.010996043831396757,-0.0017388569991325512,-0.012023450709255132,-0.008690805477949008,-0.019883008231960948,-0.04451232138838249,0.0034504396624333938,0.0003150372407788699,0.007487368465626844,-0.013783712333515302,0.022126105368988357,0.05031603336244346,0.03202983966817731,-0.0009599342883397608,0.01925251088318753,-0.05374659200785478,0.026214653781995438,-0.0065546114135035735,0.11956292235274193,0.013535418815464995,0.034523994605545165,0.00587561780574695
HKK26_RS00010,0.02389863792165301,-0.011626303225433893,0.011612966018489958,0.0126535951554029,0.00377767923783851,-0.010648473028360927,0.007945122445633682,-0.029296672900045985,0.00737579162177039,-0.0002772340497641032,0.15496346371940437,-0.0021842262479980466,0.014315651836932715,-0.03523336783926946,-0.004912901051913029,-0.003739538976138044,-0.0072877478970199685,-0.014374061478596427,-0.0004992653485429325,-0.0007688136665381933,-0.03978380457414878,-0.019360185773652575,0.0049726950356521905,-0.013563114442516204,-0.0015001540314782621,-0.004497473076239456,0.00834213317231025,-0.021547371091636985,0.048987528737770916,0.02135567189554254,0.03316944497126432,0.03041296659074988,0.008973179326878227,-0.0017804415311267097,-0.012065685963945598,-0.02615884549912215,-0.006364066086903169,-0.01134373253771166,0.0013072258762767477,-0.010797911576940348,0.021414273740489886,0.01266509365677437,0.031905808510252015,-0.003202259128716858
HKK26_RS00015,-0.00026851926573276207,-0.013074896195567,0.0027973870729461007,0.013367809803717202,-0.017132745743945032,-0.008399002627167956,0.023673958235431912,-0.014343582947137284,-0.018089430227910847,0.008178562486646786,-0.004452020769409709,0.0016140097510534785,0.03220655976396107,-0.010426700861121359,0.017712641737351778,0.010979798067809833,0.012524077474503417,-0.00013577803825728232,-0.020599384184468755,-0.01360421791358981,-0.03056842478285339,0.006204546184811944,-0.00328729685926396,0.06921360908053509,-0.001774926461863038,-0.012103909283431684,0.0015612196369622995,-0.004611808441267899,-0.020844513711427114,0.075097889416449,0.013169328509921766,-0.004517744072297142,-0.00012908907608281793,0.00611349483610933,-0.05036239096350087,-0.02105790531987555,-0.008230294681035824,0.00010004461751678997,-0.00020005309404183894,-0.0302628940904626,-0.003957022149369261,-0.009153644590532575,0.022171185771856148,-0.004489050432960004
HKK26_RS00020,0.002268643005277401,-0.009480300324379558,0.0007649561023146291,-8.761606022755837e-05,-0.01760419041613293,0.005645109637399459,-0.007161086852730435,0.011038355439652725,-0.007174579240961274,0.016679625573766416,0.010766035844204611,0.016660781732640465,0.05169032377900122,0.0037436584199290342,-0.018631226222535383,-0.020244455424465502,-0.009555176272602727,0.014384015436608036,-0.04295379669535417,0.010817332106952847,0.00924829321648041,-0.013851075475030419,0.010489774254214441,0.0008418162915733818,-0.012831218903775555,-0.007563195364864605,-0.011857391768575847,-0.006666881988925722,-0.010332124241826475,0.07736094283149175,-0.02262690196127766,-0.009387645183944075,-0.015785945422292755,0.011502177717018572,-0.01261866159976162,-0.002609765269076007,0.009530542471281095,-0.004997984129037828,-0.048823482897526777,-0.05704377126976213,-0.01580024693938363,-0.014902441644973933,0.022519587303065587,0.03322666337378142
HKK26_RS00025,-0.017002086298423577,-0.005391877622093313,0.016751247767485256,-0.009216566485846199,-0.03367646744688606,0.0012076919720941028,-0.008732279482229903,-0.0012999982948422538,-0.019794617624246565,-0.002771160804181518,0.02574515239094407,0.026176988797532635,0.002471888710618316,-0.003237168279487939,0.026455019643672747,0.05939927706288988,0.06562757199819846,-0.004321266458841116,-0.008777289373854209,0.0015500031335720515,-0.006975654200091393,-0.0026808171357923464,0.011847571185000062,0.019127846144115227,-0.02968479124146941,0.011824212344595783,0.006831233187697354,-0.00705032035872548,0.013319928095389358,0.007391951828837655,-0.0025176613548757135,0.01099576014924827,-0.006648901709613172,-0.06283472830869404,0.001082766907734014,0.10683824197856781,0.008469735691655694,0.0024895857537953966,-0.05301067924559709,0.01700278775027411,-0.019457739688698912,0.041927645253286176,-0.0155383176593732,-0.02732699135025626
HKK26_RS00030,0.008513998788666809,-0.023408151416800877,-0.025074284672943082,-0.0003159313547134973,0.006868082195657829,-0.010377461064435843,-0.012352274820964038,0.02217655571916017,-0.015518547073453215,-0.02133673478538909,-0.02181829146860771,0.002867419900047754,0.010057704400931552,0.002904819187370015,0.024937556551175927,-0.023484710532099676,-0.005215207142464511,-0.022996484405792526,0.00898027427041605,0.007160196490205139,0.013099043713233555,-0.0007202431977702272,0.012686360468498978,-0.005277511793332206,-0.001642934827632853,0.020080357961721796,0.020758820605916523,-0.0031968089851030935,0.026814452675426523,0.023625192658623825,0.00038184513680752057,0.03231836044079805,0.01529630495058906,0.0215242604331293,-0.016948676444362255,0.013273109279376052,0.027888627824235422,-0.01591452626427221,-0.01767759441769233,-0.017097062864335263,7.661921116316564e-05,0.008103817962485946,-0.008041290005240311,-0.00144402950679431
HKK26_RS00035,0.00822974433039868,-0.02063742762109637,0.02110825806383452,-0.0024869473268500767,0.002325665979231332,-0.015868845162421683,-0.011520241453968958,0.024512984486782543,-0.010650134909670367,0.0014125103154502524,-0.006383442256658244,0.12083295888682807,0.0037246391392806973,-0.009388818743694748,0.017819532842798965,0.013256189008660301,0.09105224752302975,-0.02148643579304976,0.021622841560429505,0.0012277393822599334,0.03736407392016763,0.009305586638946938,-0.02712418118729722,0.007469860986710063,0.0017371657291369107,-0.000815748936624804,0.01444435402353926,-0.00040642189636168585,-0.0015735073120281043,0.02932762383354826,0.01058296571897941,0.026380988852905737,0.03133827760500079,-0.0042100012386704026,0.0024973586147304747,-0.025619835857337032,0.009995679014319275,0.019894013169119956,-0.01657649587983326,-0.01938847152922849,0.003016594948529816,-0.01376064167661406,0.015030776427405322,0.0002605574795440969
HKK26_RS00040,-0.015140095329855982,-0.009033114130481615,-0.014678716120324111,-0.00970181073931773,0.004015193193076323,0.0012350383667857805,0.0011314594951731649,-0.0197781440489421,0.025194885252596114,0.01587301575994209,-0.006227588152806255,-0.002216533253845027,0.0343049037699772,0.028004077616118343,-0.009688867990669902,-0.035156509192372606,-0.010430308490207256,0.06549835354274869,-0.0027365375537727796,-0.0017453578583940153,-0.020280641784712294,0.004978609271396066,0.053414687362640906,-0.0027031837914552985,-0.007509437814466368,-0.0050496920463700455,0.02518978418725773,-0.019041689923228803,-0.003396572922832377,-0.007864887217813457,-0.04202837580145779,0.03675847064474201,0.015133876408039575,0.015642847223588306,-0.01843289797882038,0.011911900256846533,0.01786200720249722,-0.02151116683447113,0.0058229224241526855,-0.006067405860684751,0.03852696344123635,-0.00043332957429665633,0.02150674343385922,0.007547708268933442
HKK26_RS00045,-0.012765288762090946,0.0015718654323117456,0.014952626654829994,0.008302479885168796,0.005853217388352042,0.014636208795520987,0.020004887374926058,0.010697636524550165,0.018887377614181352,-0.021012382326134085,0.006779087270153543,0.06265828532571258,0.022481854393075817,-0.00030814796969585003,-0.015280154715764226,0.5233328503605579,-0.005783983314093294,-0.015795225260667217,0.003959103411122572,-0.0004075821460318687,0.013968012863476148,0.007602483458377973,0.010991909689153107,-0.01562338990626966,-0.024929155848738824,-0.027463857844364066,-0.0023525994172091803,-0.0371331269213972,0.010370606179769527,-0.0066640415985943155,-0.005982296258269941,-0.009550950212001877,0.018085899074646167,0.008579265543434338,-0.019759687693102216,-0.03233729599538765,-0.002776303123047847,0.007434416769609838,0.017598810784296114,0.004769010175365862,0.0005326292487272166,0.019268891598146806,0.006277492408064853,0.00534578806506401
HKK26_RS00050,0.048352376254803674,0.004735318758469981,0.00745904692420772,-0.015924418470310606,-0.012646353904144567,-0.01625179501711535,0.008296123381234538,-0.014517560057493308,-0.014558571193745741,0.00601872765211053,0.0012311268657172107,0.0006031343814706429,0.036411988722277966,-0.04516405932411265,-0.011319167234386305,0.024898021560705405,0.009499587214612224,0.004388092195118079,-0.021049667571884687,0.0015149114811320876,-0.008823953109588455,-0.004074133884390183,0.03798042695923775,0.023754863567741563,-0.002248677456477602,-0.024004712104686864,-0.006201108039605048,-0.028195312159612688,0.034001217093507966,-0.004419421829227707,0.005393759029470724,0.006933633888116319,0.014032531452399766,-0.006898768315164635,0.03267731573203001,-0.01325572567956577,0.008696403714830749,-0.0017308507515596922,-0.006252474712762685,-0.0059813979465855255,0.007450524137392507,-0.04344087530282639,0.005068528421512096,-0.010924501647408104
