Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
HKK26_RS00005,-0.014929589742220636,-0.001978079415662811,-0.012106906512286776,0.009858416961940671,-0.023704860071726248,0.00048726907511213,-0.0628782856494396,-0.023953129437942523,-0.010613885153479951,0.010019114813607632,-0.026480009589362752,-0.03225320361010678,0.05676145519402285,0.03164098054050601,0.000704530741100184,0.017513533790981216,0.01911679424205774,0.027972786993246578,0.0037078448460101335,0.0030719601879574967,-0.010954130173395298,-0.015909888870027106,-0.034197775404085494,0.05157283381112598,0.017802830615030088,-0.0038477171163446575,0.036159651335516206,0.009056396836032767,0.08677599612026271,-0.006937809851805255,-0.018900215393238422,-0.021149535973089537,0.04477835543475503,-0.0028525070861000457,-0.03458309082595481,-0.00235445094624382,0.04142340038906423,-0.0015485624316278134,-0.012872448390188813,0.007421941851975001,-0.009140326894333549,0.033282290614581586,0.011732076070614786,0.01258632757605519,0.003675334064906025,-0.009546185894839788,0.02187049950090736,0.008511217760768413,0.0030350648004628233,0.008552429093947144,0.020203058655291897,0.005352867623211282,0.0016811573368917495,-0.005936490785859916,0.0010688746293416285,-0.008819079707862006,-0.0037046615933037015,-0.004287080623057323,0.05076464394199698,0.010919802976478724,0.0172711859119897,-0.010694927003471057,0.009641510075910138,0.00041441700024907516,0.0016169638854596725,0.00019116044136395345,-0.026008783110471063,-0.021602238455244456,0.012960788604191762
HKK26_RS00010,-0.004307691863919788,-0.002308320724143447,-0.01922044924522561,-0.03265212629776612,-0.020500672476506422,0.044970811055407324,-0.012115548473439867,0.00531379023313561,-0.002135880627499718,-0.008447030708062858,-0.009663956110738376,-0.004616862885673749,-0.005202511444962901,0.002427233214869455,-0.0009872771040863957,-0.0026591441328200484,-0.011009368916308118,0.009120267179766207,-0.002693819591864628,-0.018358686693895482,-0.025266207329337282,-0.003274856275089175,0.01058590005380203,0.015436375581509005,-0.012979332242572687,-0.007880869582590436,-0.00780725247018058,-0.030587792494036318,0.002990583301982991,0.013416343159130371,0.008450795578480257,-0.012974636175703023,0.020271674539104997,-0.023268471051396147,-0.05846960677935333,-0.008589577305486686,0.026643528532012482,0.01574959479464537,0.17460820845148128,-0.02142879911337059,-0.027444147130389233,-0.018947652666581907,0.011522975746011925,-0.009887366548538484,-0.01454823513586359,0.017085443819498402,-0.018041711833509375,-0.003608324478102246,0.0347336389663309,0.00794770279304735,-0.027286149407668582,0.009394498360151418,-0.004659707458130797,0.002970381489524984,-0.030982541526625784,-0.0015755883877025772,-0.0059322355247389165,0.015121795911861158,0.04832913559465859,0.0027465248540126095,0.01084593297028325,0.0011446978624765952,0.01114123720507012,0.024494465356704753,-0.012424827239860143,0.004403281427862091,-0.010235045560673513,-0.07482377300061832,-0.016145056315042965
HKK26_RS00015,-0.013697727116002296,0.009703933633689007,-0.01025639677542108,-0.02966428446039917,-0.001095364427510341,-0.007118476730791897,0.0018607494277774206,0.003569603925104633,0.009161260965099258,0.06361718867468025,-0.008545672322548235,0.00790445053462973,-0.029723628122026176,-0.008164635336878188,-0.0077792525777733825,0.016369764875409178,-0.0029729198300153777,-0.0007141929412045296,0.005920833243057867,-0.028745578398226165,-0.00965696605924653,0.006453025584308395,-0.006215681751112405,0.013658005723587531,-0.0006490205374961446,0.005517557449080629,0.00845687427652924,-0.0013589361058904364,-0.0021085804691586886,0.004599483346537305,-0.013131664183910697,0.0025683053249593545,-0.016158407130695242,-0.027451981791981224,-0.017218155923170508,0.011220889875541906,0.02342400743656592,0.009743531978003593,-0.010304576320490755,-9.6532276363552e-05,-0.0055609971130197965,0.0013793194360107465,3.3352608985796234e-05,-0.042048318393962655,-0.027707678570979992,0.008288571446390247,-0.022077222798672566,-0.003240078763174154,0.012833385217346045,0.005844532977217288,-0.02941868040911162,0.07748649625517272,0.003878634127609806,-0.011209779572543354,0.00874612730420519,-0.013691761610554935,0.00871976084816514,0.007610398232638048,0.0012640220923609896,0.011192080951636894,0.0063034735826128915,0.0103817762662896,-0.0076363006693133655,-0.014368140958989147,0.0029499675189791626,0.00183893458088879,-0.011164379145009177,0.012396720515029254,0.011855688732540687
HKK26_RS00020,-0.005904540040987337,-0.004048013445575874,-0.0030626672036234456,-0.0325349227041696,-0.012991467993757772,-0.012131972340789103,-0.0039510957576261154,-0.007199590798408975,0.019067190351754488,-0.018502232710809145,0.042293282665687194,-0.000985752421328963,0.0063165344384135255,-0.011262257444848756,0.0006592520799598375,-0.0014459045842721038,-0.026327405646048175,0.021249353969454023,-0.019320308186368294,-0.0035453697108313582,-0.00883513960332831,-0.01225016563773148,0.0006757061892717309,0.004493141473659899,-0.0013546351894327341,0.0012834393459931269,0.015602461043197981,-0.012212433141232312,0.005583825689544075,0.0014537105635829821,-0.011174919118234405,0.029351856675931983,0.0064865242890554,-0.017184327827675178,-0.012686252478194295,0.003394775739081448,0.006975346955204709,0.01831912068395641,0.017031924203103545,0.014407832729706251,0.013484212804155384,-0.017040772054222622,0.018310096830591947,-0.020008685965743914,0.0025700899551810343,0.020989928596909856,-0.013729582246203178,-0.0029522593374665,-0.015160792174180315,-0.0057695050596357645,-0.020237049629696427,0.06629775485505783,-0.009269716768955084,-0.014308599941678801,0.009432916959940522,-0.005659337032164037,-0.0027759803821434934,0.002051192180644979,0.03486440285251945,0.034508762796222774,0.028700478595141018,-0.003103494598338264,-0.003526435336823223,0.007652863458155545,0.0064110824508000035,0.0016250046647555828,-0.012832602171601771,0.024711068645658144,0.01416262077303564
HKK26_RS00025,-0.01606081234120451,0.01215384176371916,0.001228095216705953,0.0025907131064039687,0.004607593635628435,0.02819814467834841,-0.004876385753082842,-0.02698887638018276,-0.006522855848127861,0.0065511399524426864,-0.029632377974738763,0.013740762819380588,-0.06681042211664265,-0.011061570960914948,-0.013716098950417565,-0.026966801727865954,-0.001785997641441205,-0.020872130427783544,-0.025092446513526045,-0.0023060616502894133,-0.014162802105395021,-0.043313753417972924,-0.0002452221308369315,-0.06364561632335534,-0.041553905903660565,0.03736760208713569,0.007625849156357412,-0.004074636428059532,0.011054569260287255,0.012959049767053674,-0.0012443218597273222,-0.0003277534867182729,0.00032472896091338276,0.0437398393538597,-0.02728101329424923,-0.012590760009387891,0.010472891453499762,-0.013432960179669655,0.020430392049254252,-0.03253931801615815,-0.002826069363953326,0.0061706173748747595,-0.01604405676118634,0.007389422312145738,0.06469963313799876,-0.010704990362175561,0.042195426600112974,-0.0022874205410411234,-0.007898252502499696,6.502270994189038e-05,-0.045851093040772624,0.014532155678301127,-0.012558416764997788,-0.0013960180570246575,-0.030694959948877065,0.005965257648450199,-0.014304558798439268,0.0024141292339089947,0.03797128913898964,0.006538367515583138,0.021460106282268944,0.047506062220868756,-0.0837122191381007,-0.03440276001746825,0.009445977808413275,-0.030557786496497583,-0.021820359417565893,-0.009090541671970744,-0.02861380763715988
HKK26_RS00030,0.011824850200209942,0.03780365981921515,0.004779036517661993,0.019892506251676528,-0.00574695467735899,0.003044027785198649,-0.006910947954267623,-0.004699639893353921,-0.004342519353894459,-0.0063720490844218535,-0.011439957561752334,-6.0119934219262196e-05,-0.0066288833391518346,0.005948367045435874,0.00043147878541101753,-0.004811629670721941,0.04526773445165658,0.0016257391420413949,-0.010185514024388371,0.014205842639858772,0.013784919937749157,0.00968625522795453,0.00914237488282786,0.016142951398324463,-0.018580055447209896,0.019792261857948464,0.03732041778896405,0.003703081814832752,-0.004618391227901164,0.022189490357450346,0.013689040460611335,0.019014464463694654,0.01066809124589204,-0.017126084320285014,0.005090795247950894,0.0007634671174679673,-0.002847313051457479,0.022005804507249406,-0.023549979361397844,-0.004106000479670219,0.007299280211719773,0.013131934249812913,-0.01243493018726638,-0.012335550026800401,0.012276621655665669,0.026878138599751227,0.0019394271007737902,-0.022798256845220174,-0.00827692901420328,-0.011323830527462997,-5.4938292218485115e-05,0.02367080207586502,-0.036528785917467915,-0.005437915926566133,-0.04152701901676555,-0.012675161784834943,-0.01070917364264896,0.029188789910847467,0.018474886185651473,-0.010380571343605484,-0.02789427694583798,0.006273463317749848,1.70847195480435e-05,-0.0008524407734359285,0.018631520029190596,0.026241054973283932,-0.01906298019347621,-0.0005694293474998981,2.369173653181351e-05
HKK26_RS00035,0.007708150847763328,0.019303240107648806,0.003297029823502164,-0.029889266019001246,0.02465278089335695,0.004221212028864676,-0.0010964901734887254,-0.019555166762147577,-0.0189990917484472,-0.0026103477555315903,-0.0018086383542112439,-0.01355274241064588,-0.010078616854592588,0.026728959822903606,-0.014477000123850232,0.013141826291085965,-0.006647135439335468,-0.01770443839418776,-0.020748717343948515,0.031120669408922268,0.019151921832268423,-0.008554158894216301,0.020855383224331343,-0.009155740390723251,-0.0029827444109780036,0.002507505943734004,-0.018790207135324782,0.02384318475845144,0.10279864530399052,-0.00020202790501815002,0.013482026911821807,0.03155183998485867,0.001162446433565628,-0.02729282595524401,0.0361272853876192,0.011397939242204717,0.006254454982226889,0.00769325788619891,0.009498487931418277,-0.012009181985238157,-0.01861781612748538,-0.008482611464677825,0.004029327676315273,0.006504197157937635,0.003947137659144285,-0.00668140578824593,-0.016307429309047623,-0.03087629119783319,0.0007100622577382071,-0.0019522512728489807,0.010477771637315723,0.009317635825844415,0.01584098840390418,-0.0086061316666736,0.008369414513070052,-0.026181879782031518,0.009419031665168248,0.018120265370146747,0.0010767634513612397,0.0042208364114829835,-0.02871108794548567,-0.009344012300068347,0.02748698496192808,0.02345834584867707,-0.0035776609317770386,-0.0056926589326925375,0.021827521899964866,0.01141061283702382,0.015255647194228302
HKK26_RS00040,-0.0014530548434217897,0.010313508747735522,-0.003776325047033975,0.03304902727049469,0.0027969123983902122,0.016825230657825107,0.011326107795251245,0.004894080088028257,-0.02431083042470689,-0.005793167428740829,-0.023739406641158207,0.032530682510979084,0.010050856597176914,0.006984113283444985,-0.008086467266304869,-0.002033999735318223,-0.009096184929509693,0.019806715576620306,0.0187928410661013,-0.01759355881875533,-0.042236966554490586,-0.06441918335381815,0.002027523821491833,0.04084859702472102,0.08597918600453497,-0.02613088337572922,-0.00568611659158639,0.0017984073676218335,-0.0008187439195755089,0.02798525531114117,-0.0009627260433725953,-0.017231128591329057,-0.0006108889746782586,0.01653885310433405,-0.0006310715945105434,-0.0012708332509868909,0.007599171992994198,-0.008309298494734425,-0.011179848762022992,-0.003384600901449369,0.005657132625869108,0.0031603224020250714,0.01098302290315614,-0.007361263870639628,0.046675753927101146,-0.012657318228518483,-0.0005402308345696166,0.022147458219136412,0.008390502191752462,-0.001440685406764275,-5.805762062401129e-06,0.00038397030414186975,-0.026523475894760878,-0.00843933547030806,0.0021967656995710884,0.006153742550932608,0.018635807565671774,0.017340594247206468,0.006355787290255885,-0.002677404974953669,0.009025507942538914,0.0006384270410119254,-0.06509222107387261,-0.016749892000905393,0.013841089429131299,0.0028170051561805442,0.0021962054961550967,-0.00994670988919852,-0.001555825397677946
HKK26_RS00045,0.012759771926058363,-0.00037860296696050485,-0.015593254423720893,0.02447955213371214,-0.0014948951029467759,-0.012303392554004321,-0.0072701151140058436,-0.006043917862215087,-0.0005333086110811482,-0.0018456544989066078,0.0024458448987375227,-0.01219717277194895,-1.7947912417458312e-05,0.009577304654959849,-0.005926723805201769,-0.018663286129909595,0.00585099931785654,-0.0028816121365904945,0.005657028235984617,0.0023031510702694828,-0.022006673952922693,0.020240011523146716,0.0027724174446480407,0.009993443426760958,-0.018840888122875862,-0.02464226596573425,0.009288570736945388,0.6559595696909526,0.01881656055722134,0.004749748506448676,-0.005742001610707878,0.012555369902172944,-0.0057899996767907256,-0.01821038816022547,-0.012005230001370985,-0.015080504088146107,0.014083169906234436,-0.005454427826037394,0.004139349963262262,-0.006318042410441518,-0.02361046090222809,0.011677019748605463,0.017131664754294763,-0.02500339307723687,-0.0017309228443078083,0.002057300010151163,0.0092847234303814,-0.0006971111901514468,0.010442713562577633,0.011505167842796744,-0.002537122874730955,-0.0003924399513708497,-0.0001702808979719013,0.0007731406984608129,-0.003364227564766727,0.010353482052002778,-0.017596761335678578,0.013060786354264326,0.0412829116794962,-0.0014614362600698378,-0.00020452197494550163,0.026684208032886198,-0.0004183916294972951,0.012124033034539383,-0.008855717197582796,-0.007977113427791779,0.00245370711353387,-0.007410033201870505,0.006914169439075234
HKK26_RS00050,-0.03089219028812643,0.000125880588102216,0.00678541118588491,-0.046887196354367326,0.007478185584650327,-0.008484907132366814,-0.028867691014459015,0.01113260760901376,0.022662120542932422,0.016722702164938392,0.015072748592007704,0.02894725944039773,-0.0030139142435372883,0.01438197946825652,-0.03115247393945466,-0.008162370910432292,-0.024654258823420074,-0.011348037894916419,-0.005316276958124762,0.004064172167776849,0.0008293178893531169,0.04925630053629904,0.007235276147161774,-0.004791385596037988,-0.00649779189056103,0.00825568970511753,0.000978679523272598,0.02008552502067887,-0.008471128904934157,-0.013404584266708501,-0.02923885960465171,-0.0012594780893287279,0.0016128577292461132,-0.017520652350891994,0.031016378066069036,0.006228578465266621,0.0013230692970191324,0.03582485296468597,-0.008594952267282088,0.007367495465405081,-0.019407681216630564,0.011162796208158531,-0.00761109007112534,0.02728172297587065,0.018645053261154187,0.01295597219529994,-0.013644695159288314,0.002488083807014752,0.0068692661763602725,0.012372635948161044,-0.01000815256041223,-0.0013546245858320578,0.01965589493955948,-0.012955484074297705,-0.03278889521752068,0.008228752280400667,0.01934672214638765,0.00835021131508567,-0.0026257331895361076,0.01027532436919753,-0.022803504203207533,-0.0007259146801155669,0.026078514931363636,0.008876719631987313,0.02697331332535671,0.012206189670728385,-0.03162422271448223,0.00494387171551275,0.03239362989635284
