,0
SYNPCC7942_RS11255,Synpcc7942_2216
SYNPCC7942_RS11260,Synpcc7942_2217
SYNPCC7942_RS11265,Synpcc7942_2218
SYNPCC7942_RS11270,Synpcc7942_2219
SYNPCC7942_RS11275,Synpcc7942_2220
SYNPCC7942_RS11280,Synpcc7942_2221
SYNPCC7942_RS11285,Synpcc7942_2222
SYNPCC7942_RS11290,Synpcc7942_2223
SYNPCC7942_RS11295,Synpcc7942_2224
SYNPCC7942_RS11300,Synpcc7942_2225
SYNPCC7942_RS11305,Synpcc7942_2226
SYNPCC7942_RS11310,Synpcc7942_2227
SYNPCC7942_RS11315,Synpcc7942_2228
SYNPCC7942_RS11320,Synpcc7942_2229
SYNPCC7942_RS11325,Synpcc7942_2230
SYNPCC7942_RS11330,Synpcc7942_2231
SYNPCC7942_RS11335,Synpcc7942_2232
SYNPCC7942_RS11345,Synpcc7942_2234
SYNPCC7942_RS11350,Synpcc7942_2235
SYNPCC7942_RS11355,Synpcc7942_2236
SYNPCC7942_RS11360,Synpcc7942_2237
SYNPCC7942_RS11365,Synpcc7942_2238
SYNPCC7942_RS11370,Synpcc7942_2239
SYNPCC7942_RS11375,Synpcc7942_2240
SYNPCC7942_RS13820,Synpcc7942_2241
SYNPCC7942_RS14090,Synpcc7942_2242
SYNPCC7942_RS11385,Synpcc7942_2243
SYNPCC7942_RS11395,Synpcc7942_2244
SYNPCC7942_RS11400,Synpcc7942_2245
SYNPCC7942_RS11405,Synpcc7942_2246
SYNPCC7942_RS11410,Synpcc7942_2247
SYNPCC7942_RS11415,
SYNPCC7942_RS11420,Synpcc7942_2248
SYNPCC7942_RS11425,Synpcc7942_2249
SYNPCC7942_RS11430,
SYNPCC7942_RS11435,Synpcc7942_2250
SYNPCC7942_RS13825,Synpcc7942_2251
SYNPCC7942_RS11450,Synpcc7942_2252
SYNPCC7942_RS11455,Synpcc7942_2253
SYNPCC7942_RS11460,Synpcc7942_2254
SYNPCC7942_RS11465,Synpcc7942_2255
SYNPCC7942_RS11470,Synpcc7942_2256
SYNPCC7942_RS13830,Synpcc7942_2257
SYNPCC7942_RS11475,Synpcc7942_2258
SYNPCC7942_RS11480,Synpcc7942_2259
SYNPCC7942_RS11485,Synpcc7942_2260
SYNPCC7942_RS14095,
SYNPCC7942_RS11490,Synpcc7942_2261
SYNPCC7942_RS11495,Synpcc7942_2262
SYNPCC7942_RS11500,Synpcc7942_2263
SYNPCC7942_RS11505,Synpcc7942_2264
SYNPCC7942_RS11510,Synpcc7942_2265
SYNPCC7942_RS11515,Synpcc7942_2266
SYNPCC7942_RS11520,Synpcc7942_2267
SYNPCC7942_RS11525,Synpcc7942_2268
SYNPCC7942_RS11530,Synpcc7942_2269
SYNPCC7942_RS11535,Synpcc7942_2270
SYNPCC7942_RS11540,Synpcc7942_2271
SYNPCC7942_RS11545,Synpcc7942_2272
SYNPCC7942_RS11550,Synpcc7942_2273
SYNPCC7942_RS11555,Synpcc7942_2274
SYNPCC7942_RS11570,Synpcc7942_2276
SYNPCC7942_RS11575,Synpcc7942_2277
SYNPCC7942_RS11580,Synpcc7942_2278
SYNPCC7942_RS11585,Synpcc7942_2279
SYNPCC7942_RS11590,Synpcc7942_2280
SYNPCC7942_RS11595,Synpcc7942_2281
SYNPCC7942_RS11600,Synpcc7942_2282
SYNPCC7942_RS11605,Synpcc7942_2283
SYNPCC7942_RS11610,Synpcc7942_2284
SYNPCC7942_RS11615,Synpcc7942_2285
SYNPCC7942_RS11620,Synpcc7942_2286
SYNPCC7942_RS11625,Synpcc7942_2287
SYNPCC7942_RS11630,Synpcc7942_2288
SYNPCC7942_RS11635,Synpcc7942_2289
SYNPCC7942_RS11640,Synpcc7942_2290
SYNPCC7942_RS11645,Synpcc7942_2291
SYNPCC7942_RS11650,Synpcc7942_2292
SYNPCC7942_RS11655,Synpcc7942_2293
SYNPCC7942_RS11660,Synpcc7942_2294
SYNPCC7942_RS11665,Synpcc7942_2295
SYNPCC7942_RS11670,Synpcc7942_2296
SYNPCC7942_RS11675,Synpcc7942_2297
SYNPCC7942_RS11680,Synpcc7942_2298
SYNPCC7942_RS11685,Synpcc7942_2299
SYNPCC7942_RS11690,Synpcc7942_2300
SYNPCC7942_RS11695,Synpcc7942_2301
SYNPCC7942_RS11700,Synpcc7942_2302
SYNPCC7942_RS11705,Synpcc7942_2303
SYNPCC7942_RS11710,Synpcc7942_2304
SYNPCC7942_RS11715,Synpcc7942_2305
SYNPCC7942_RS11720,Synpcc7942_2306
SYNPCC7942_RS11725,Synpcc7942_2307
SYNPCC7942_RS11730,Synpcc7942_2308
SYNPCC7942_RS11735,Synpcc7942_2309
SYNPCC7942_RS11740,Synpcc7942_2310
SYNPCC7942_RS11750,Synpcc7942_2311
SYNPCC7942_RS11755,Synpcc7942_2312
SYNPCC7942_RS11760,Synpcc7942_2313
SYNPCC7942_RS11765,Synpcc7942_2314
SYNPCC7942_RS11770,Synpcc7942_2315
SYNPCC7942_RS11775,Synpcc7942_2316
SYNPCC7942_RS11780,Synpcc7942_2317
SYNPCC7942_RS11785,Synpcc7942_2318
SYNPCC7942_RS11790,
SYNPCC7942_RS11795,Synpcc7942_2320
SYNPCC7942_RS11800,Synpcc7942_2321
SYNPCC7942_RS11805,Synpcc7942_2322
SYNPCC7942_RS11810,Synpcc7942_2323
SYNPCC7942_RS11815,Synpcc7942_2324
SYNPCC7942_RS11820,Synpcc7942_2325
SYNPCC7942_RS11825,Synpcc7942_2326
SYNPCC7942_RS11830,Synpcc7942_2327
SYNPCC7942_RS11835,Synpcc7942_2328
SYNPCC7942_RS11840,Synpcc7942_2329
SYNPCC7942_RS11845,Synpcc7942_2330
SYNPCC7942_RS11850,Synpcc7942_2331
SYNPCC7942_RS11855,Synpcc7942_2332
SYNPCC7942_RS11860,Synpcc7942_2333
SYNPCC7942_RS11865,Synpcc7942_2334
SYNPCC7942_RS11870,Synpcc7942_2335
SYNPCC7942_RS14100,Synpcc7942_2336
SYNPCC7942_RS11875,Synpcc7942_2337
SYNPCC7942_RS11880,Synpcc7942_2338
SYNPCC7942_RS11885,Synpcc7942_2339
SYNPCC7942_RS11890,Synpcc7942_2340
SYNPCC7942_RS11895,Synpcc7942_2341
SYNPCC7942_RS11900,Synpcc7942_2342
SYNPCC7942_RS11905,Synpcc7942_2343
SYNPCC7942_RS11910,Synpcc7942_2344
SYNPCC7942_RS11915,Synpcc7942_2345
SYNPCC7942_RS11920,Synpcc7942_2346
SYNPCC7942_RS11925,Synpcc7942_2347
SYNPCC7942_RS11930,Synpcc7942_2348
SYNPCC7942_RS11935,Synpcc7942_2349
SYNPCC7942_RS11940,Synpcc7942_2350
SYNPCC7942_RS11945,Synpcc7942_2351
SYNPCC7942_RS11950,Synpcc7942_2352
SYNPCC7942_RS11955,Synpcc7942_2353
SYNPCC7942_RS11960,Synpcc7942_2354
SYNPCC7942_RS11965,Synpcc7942_2355
SYNPCC7942_RS11970,Synpcc7942_2356
SYNPCC7942_RS11975,Synpcc7942_2357
SYNPCC7942_RS11980,Synpcc7942_2358
SYNPCC7942_RS11985,Synpcc7942_2359
SYNPCC7942_RS11990,Synpcc7942_2360
SYNPCC7942_RS11995,Synpcc7942_2361
SYNPCC7942_RS12000,Synpcc7942_2362
SYNPCC7942_RS12005,Synpcc7942_2363
SYNPCC7942_RS12010,Synpcc7942_2364
SYNPCC7942_RS12015,Synpcc7942_2365
SYNPCC7942_RS12020,Synpcc7942_2366
SYNPCC7942_RS12025,Synpcc7942_2367
SYNPCC7942_RS12035,Synpcc7942_2368
SYNPCC7942_RS12040,Synpcc7942_2369
SYNPCC7942_RS12045,Synpcc7942_2370
SYNPCC7942_RS12050,Synpcc7942_2371
SYNPCC7942_RS12055,Synpcc7942_2372
SYNPCC7942_RS12060,Synpcc7942_2373
SYNPCC7942_RS12065,Synpcc7942_2374
SYNPCC7942_RS12070,Synpcc7942_2375
SYNPCC7942_RS12075,Synpcc7942_2376
SYNPCC7942_RS12080,Synpcc7942_2377
SYNPCC7942_RS12085,Synpcc7942_2378
SYNPCC7942_RS12090,Synpcc7942_2379
SYNPCC7942_RS12095,Synpcc7942_2380
SYNPCC7942_RS12100,Synpcc7942_2381
SYNPCC7942_RS12105,Synpcc7942_2382
SYNPCC7942_RS12110,Synpcc7942_2383
SYNPCC7942_RS12115,Synpcc7942_2384
SYNPCC7942_RS12120,Synpcc7942_2385
SYNPCC7942_RS12125,Synpcc7942_2386
SYNPCC7942_RS12130,Synpcc7942_2387
SYNPCC7942_RS12135,Synpcc7942_2388
SYNPCC7942_RS12140,Synpcc7942_2389
SYNPCC7942_RS12145,Synpcc7942_2390
SYNPCC7942_RS12150,
SYNPCC7942_RS12155,Synpcc7942_2392
SYNPCC7942_RS12160,Synpcc7942_2393
SYNPCC7942_RS12165,Synpcc7942_2394
SYNPCC7942_RS12170,Synpcc7942_2395
SYNPCC7942_RS12175,Synpcc7942_2396
SYNPCC7942_RS12180,Synpcc7942_2397
SYNPCC7942_RS12185,Synpcc7942_2398
SYNPCC7942_RS12190,Synpcc7942_2399
SYNPCC7942_RS12195,Synpcc7942_2400
SYNPCC7942_RS12200,Synpcc7942_2401
SYNPCC7942_RS12205,Synpcc7942_2402
SYNPCC7942_RS12210,Synpcc7942_2403
SYNPCC7942_RS13840,Synpcc7942_2404
SYNPCC7942_RS12225,Synpcc7942_2405
SYNPCC7942_RS12230,Synpcc7942_2406
SYNPCC7942_RS12235,Synpcc7942_2407
SYNPCC7942_RS12240,Synpcc7942_2408
SYNPCC7942_RS12245,Synpcc7942_2409
SYNPCC7942_RS12250,Synpcc7942_2410
SYNPCC7942_RS12255,
SYNPCC7942_RS12260,Synpcc7942_2412
SYNPCC7942_RS12265,Synpcc7942_2414
SYNPCC7942_RS12270,Synpcc7942_2415
SYNPCC7942_RS12275,Synpcc7942_2416
SYNPCC7942_RS12280,Synpcc7942_2417
SYNPCC7942_RS12285,Synpcc7942_2418
SYNPCC7942_RS12290,Synpcc7942_2419
SYNPCC7942_RS12295,Synpcc7942_2420
SYNPCC7942_RS12300,Synpcc7942_2421
SYNPCC7942_RS12305,Synpcc7942_2422
SYNPCC7942_RS12310,Synpcc7942_2423
SYNPCC7942_RS12315,Synpcc7942_2424
SYNPCC7942_RS12320,Synpcc7942_2425
SYNPCC7942_RS12325,Synpcc7942_2426
SYNPCC7942_RS12330,Synpcc7942_2427
SYNPCC7942_RS12335,Synpcc7942_2428
SYNPCC7942_RS12340,Synpcc7942_2429
SYNPCC7942_RS12345,Synpcc7942_2430
SYNPCC7942_RS12350,
SYNPCC7942_RS12355,Synpcc7942_2432
SYNPCC7942_RS12360,Synpcc7942_2433
SYNPCC7942_RS12365,Synpcc7942_2434
SYNPCC7942_RS12370,Synpcc7942_2435
SYNPCC7942_RS12375,Synpcc7942_2436
SYNPCC7942_RS12380,Synpcc7942_2437
SYNPCC7942_RS12385,Synpcc7942_2438
SYNPCC7942_RS12395,Synpcc7942_2439
SYNPCC7942_RS12400,Synpcc7942_2440
SYNPCC7942_RS12405,Synpcc7942_2441
SYNPCC7942_RS12410,Synpcc7942_2442
SYNPCC7942_RS12415,Synpcc7942_2443
SYNPCC7942_RS12420,Synpcc7942_2444
SYNPCC7942_RS12425,Synpcc7942_2445
SYNPCC7942_RS12430,Synpcc7942_2446
SYNPCC7942_RS12435,Synpcc7942_2447
SYNPCC7942_RS12440,Synpcc7942_2448
SYNPCC7942_RS12445,Synpcc7942_2449
SYNPCC7942_RS12450,Synpcc7942_2450
SYNPCC7942_RS12455,Synpcc7942_2451
SYNPCC7942_RS12460,Synpcc7942_2452
SYNPCC7942_RS12465,Synpcc7942_2453
SYNPCC7942_RS12470,
SYNPCC7942_RS12475,Synpcc7942_2455
SYNPCC7942_RS12480,Synpcc7942_2456
SYNPCC7942_RS12485,Synpcc7942_2457
SYNPCC7942_RS12490,Synpcc7942_2458
SYNPCC7942_RS12500,Synpcc7942_2459
SYNPCC7942_RS12505,Synpcc7942_2460
SYNPCC7942_RS12510,Synpcc7942_2461
SYNPCC7942_RS12515,Synpcc7942_2462
SYNPCC7942_RS12520,Synpcc7942_2463
SYNPCC7942_RS12525,Synpcc7942_2464
SYNPCC7942_RS12530,Synpcc7942_2465
SYNPCC7942_RS12535,Synpcc7942_2466
SYNPCC7942_RS12540,Synpcc7942_2467
SYNPCC7942_RS12545,Synpcc7942_2468
SYNPCC7942_RS12550,Synpcc7942_2469
SYNPCC7942_RS12555,Synpcc7942_2470
SYNPCC7942_RS12560,Synpcc7942_2471
SYNPCC7942_RS12565,Synpcc7942_2472
SYNPCC7942_RS12570,Synpcc7942_2473
SYNPCC7942_RS12575,Synpcc7942_2475
SYNPCC7942_RS12580,Synpcc7942_2476
SYNPCC7942_RS12585,Synpcc7942_2477
SYNPCC7942_RS12590,Synpcc7942_2478
SYNPCC7942_RS13845,Synpcc7942_2479
SYNPCC7942_RS12600,Synpcc7942_2480
SYNPCC7942_RS13850,Synpcc7942_2481
SYNPCC7942_RS12610,Synpcc7942_2483
SYNPCC7942_RS12615,Synpcc7942_2484
SYNPCC7942_RS14105,Synpcc7942_2485
SYNPCC7942_RS13855,Synpcc7942_2486
SYNPCC7942_RS12620,Synpcc7942_2487
SYNPCC7942_RS12625,Synpcc7942_2488
SYNPCC7942_RS12630,
SYNPCC7942_RS12635,Synpcc7942_2490
SYNPCC7942_RS12640,Synpcc7942_2491
SYNPCC7942_RS12645,Synpcc7942_2492
SYNPCC7942_RS12650,Synpcc7942_2493
SYNPCC7942_RS12655,Synpcc7942_2494
SYNPCC7942_RS12660,Synpcc7942_2495
SYNPCC7942_RS12665,Synpcc7942_2496
SYNPCC7942_RS12670,Synpcc7942_2497
SYNPCC7942_RS12675,Synpcc7942_2498
SYNPCC7942_RS12680,Synpcc7942_2499
SYNPCC7942_RS12685,Synpcc7942_2500
SYNPCC7942_RS12690,Synpcc7942_2501
SYNPCC7942_RS12695,Synpcc7942_2502
SYNPCC7942_RS12700,Synpcc7942_2503
SYNPCC7942_RS12705,Synpcc7942_2504
SYNPCC7942_RS12710,Synpcc7942_2505
SYNPCC7942_RS12715,Synpcc7942_2506
SYNPCC7942_RS12720,Synpcc7942_2507
SYNPCC7942_RS12725,Synpcc7942_2508
SYNPCC7942_RS12730,Synpcc7942_2509
SYNPCC7942_RS12735,Synpcc7942_2510
SYNPCC7942_RS12740,Synpcc7942_2511
SYNPCC7942_RS12745,Synpcc7942_2512
SYNPCC7942_RS12755,Synpcc7942_2513
SYNPCC7942_RS12760,Synpcc7942_2514
SYNPCC7942_RS12765,Synpcc7942_2515
SYNPCC7942_RS12775,Synpcc7942_2516
SYNPCC7942_RS12780,Synpcc7942_2517
SYNPCC7942_RS12785,Synpcc7942_2518
SYNPCC7942_RS12790,Synpcc7942_2519
SYNPCC7942_RS12795,Synpcc7942_2520
SYNPCC7942_RS12800,Synpcc7942_2521
SYNPCC7942_RS12805,Synpcc7942_2522
SYNPCC7942_RS14110,
SYNPCC7942_RS12815,Synpcc7942_2524
SYNPCC7942_RS12820,Synpcc7942_2525
SYNPCC7942_RS12825,Synpcc7942_2526
SYNPCC7942_RS12830,Synpcc7942_2527
SYNPCC7942_RS12835,Synpcc7942_2528
SYNPCC7942_RS12840,Synpcc7942_2529
SYNPCC7942_RS12845,Synpcc7942_2530
SYNPCC7942_RS12850,Synpcc7942_2531
SYNPCC7942_RS12855,Synpcc7942_2532
SYNPCC7942_RS12860,Synpcc7942_2533
SYNPCC7942_RS12865,Synpcc7942_2534
SYNPCC7942_RS12870,Synpcc7942_2535
SYNPCC7942_RS12875,Synpcc7942_2536
SYNPCC7942_RS12880,Synpcc7942_2537
SYNPCC7942_RS12885,Synpcc7942_2538
SYNPCC7942_RS12890,Synpcc7942_2539
SYNPCC7942_RS12895,Synpcc7942_2540
SYNPCC7942_RS12900,Synpcc7942_2541
SYNPCC7942_RS12915,Synpcc7942_2542
SYNPCC7942_RS12920,Synpcc7942_2543
SYNPCC7942_RS12925,Synpcc7942_2544
SYNPCC7942_RS12930,Synpcc7942_2545
SYNPCC7942_RS12935,Synpcc7942_2546
SYNPCC7942_RS12940,Synpcc7942_2547
SYNPCC7942_RS12945,Synpcc7942_2548
SYNPCC7942_RS12950,Synpcc7942_2549
SYNPCC7942_RS12955,Synpcc7942_2550
SYNPCC7942_RS12960,
SYNPCC7942_RS12965,Synpcc7942_2551
SYNPCC7942_RS12970,Synpcc7942_2552
SYNPCC7942_RS12975,Synpcc7942_2553
SYNPCC7942_RS12980,Synpcc7942_2554
SYNPCC7942_RS12985,
SYNPCC7942_RS12990,Synpcc7942_2556
SYNPCC7942_RS12995,Synpcc7942_2557
SYNPCC7942_RS13000,Synpcc7942_2558
SYNPCC7942_RS13005,Synpcc7942_2559
SYNPCC7942_RS13010,Synpcc7942_2560
SYNPCC7942_RS13015,Synpcc7942_2561
SYNPCC7942_RS13020,Synpcc7942_2562
SYNPCC7942_RS13025,Synpcc7942_2563
SYNPCC7942_RS13030,Synpcc7942_2564
SYNPCC7942_RS13035,Synpcc7942_2565
SYNPCC7942_RS13040,Synpcc7942_2566
SYNPCC7942_RS13045,Synpcc7942_2567
SYNPCC7942_RS13050,Synpcc7942_2568
SYNPCC7942_RS13055,Synpcc7942_2569
SYNPCC7942_RS13060,Synpcc7942_2570
SYNPCC7942_RS13065,Synpcc7942_2571
SYNPCC7942_RS13070,Synpcc7942_2572
SYNPCC7942_RS13075,Synpcc7942_2573
SYNPCC7942_RS13080,Synpcc7942_2574
SYNPCC7942_RS13085,Synpcc7942_2575
SYNPCC7942_RS13115,Synpcc7942_2576
SYNPCC7942_RS13120,Synpcc7942_2577
SYNPCC7942_RS13125,Synpcc7942_2578
SYNPCC7942_RS13130,Synpcc7942_2579
SYNPCC7942_RS13135,Synpcc7942_2580
SYNPCC7942_RS13145,Synpcc7942_2581
SYNPCC7942_RS13150,Synpcc7942_2582
SYNPCC7942_RS13155,Synpcc7942_2583
SYNPCC7942_RS13160,Synpcc7942_2584
SYNPCC7942_RS13165,Synpcc7942_2585
SYNPCC7942_RS13170,Synpcc7942_2586
SYNPCC7942_RS13175,Synpcc7942_2587
SYNPCC7942_RS13180,Synpcc7942_2588
SYNPCC7942_RS13185,Synpcc7942_2589
SYNPCC7942_RS13190,Synpcc7942_2590
SYNPCC7942_RS13195,Synpcc7942_2591
SYNPCC7942_RS13200,Synpcc7942_2592
SYNPCC7942_RS13205,Synpcc7942_2593
SYNPCC7942_RS13215,Synpcc7942_2594
SYNPCC7942_RS13220,Synpcc7942_2595
SYNPCC7942_RS13225,Synpcc7942_2596
SYNPCC7942_RS13230,Synpcc7942_2597
SYNPCC7942_RS13235,Synpcc7942_2598
SYNPCC7942_RS13240,Synpcc7942_2599
SYNPCC7942_RS13245,Synpcc7942_2600
SYNPCC7942_RS13250,Synpcc7942_2601
SYNPCC7942_RS13255,Synpcc7942_2602
SYNPCC7942_RS13260,Synpcc7942_2603
SYNPCC7942_RS13265,Synpcc7942_2604
SYNPCC7942_RS13270,Synpcc7942_2605
SYNPCC7942_RS13275,Synpcc7942_2606
SYNPCC7942_RS13280,Synpcc7942_2607
SYNPCC7942_RS13285,
SYNPCC7942_RS13290,Synpcc7942_2609
SYNPCC7942_RS13295,Synpcc7942_2610
SYNPCC7942_RS13300,Synpcc7942_2611
SYNPCC7942_RS13305,Synpcc7942_2612
SYNPCC7942_RS13310,Synpcc7942_2613
ST32046_p4,pUH24_04
ST32046_p5,pUH24_05
ST32046_p7,pUH24_07
ST32046_p8,pUH24_08
ST32046_p9,pUH24_09
