Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
HKK26_RS00005,-0.04374341029436495,-0.00722282723356804,-0.02400245764442849,-0.01314075286567235,-0.00522660950973114,0.001503874626799682,0.0041728924563131575,-0.019458372819555144,0.024294298402446214,0.0026820074937791653,0.06215986512148511,0.023292566599259063,0.005516491643690449,-0.006467521545812096,-0.013176276653582975,-0.011749471863537581,0.00404113334346657,0.002017518557758649,-0.011468622909341723,-0.028588695752258083,0.018855211329346925,-0.01790559195576252,0.025161237083965428,0.04957976436880221,0.010598173960729462,-0.024154408713844343,0.01684101938549394,0.0027542299643040806,-0.0017208730777816905,-0.016574364846080568,0.016220000686385114,0.03328967974969441,0.04702324999789199,0.043845203895494754,0.05882897927346388,-0.005274495964052956,0.006642223593149997
HKK26_RS00010,-0.018177904455828005,0.032960203298520126,-0.03205954642241321,-0.014321970846441288,0.15580410991739904,0.02101717338421691,0.007898362978061704,-0.014346301817710318,-0.008030781087539594,0.03818431595430473,-0.0013774800135941101,0.009358584187321332,0.01442697607447295,-0.012212714862712056,-0.001575278650658682,0.015854289154649773,-0.003251134797855287,0.01679463030808968,0.025282503884793483,-0.02148796677169413,-0.0025320127606904747,0.010532878319205807,0.0025664791575573465,0.002769335916981809,0.010443483420304305,-0.017673687042129415,0.015592094717944947,-0.017885844733995685,0.0050194946027348345,-0.022546361500453953,0.00980897031890791,-0.005497452978613843,0.005709173214117884,0.0022814966851661843,0.0034081246888475864,0.0062776804349549105,0.02313202541501985
HKK26_RS00015,-0.004284571688415519,0.0020872713178565526,-0.030459776470338498,-0.01287430422856098,-0.004118354375702169,0.07592775984473515,-0.014265839950740777,0.008683382786160522,-0.04733467197797196,-0.024123488217541508,0.0005622754356962897,-0.0008207964268015517,0.022359640973946958,0.07168150135774111,-0.00012037952502491259,0.00105725316998259,-0.006289506738837148,0.03500197444135412,-0.0013362145529980595,0.00922921047317193,-0.020447640566189803,0.003680191774501266,-0.0013303364531986176,0.0004270746101937029,-0.009334670422525492,0.008461965966489316,0.010831500311266727,-0.012635196220384304,-0.015052581499664234,-0.004529014387033055,0.021934656268246294,-0.017026192286079943,0.005841658313959717,0.009741441794525277,0.017303368175051972,-0.015322398288986662,0.010325787512041695
HKK26_RS00020,-0.004537098458778378,0.006369356560400491,0.012157790970497542,0.02056233058535393,0.008077960364353036,0.07058760032613232,-0.016469646764867115,0.011055308341339743,-0.011753005968122445,-0.019475542140040714,0.017284030394442512,-0.014918146400245403,-0.013720651206588717,-0.0011131455981060055,-0.012535120469061826,-0.0007093353493657866,0.0052192785119669505,0.05344066676545758,-0.013599368829824461,-0.010377153430949727,-0.016845271490717816,0.02068243321313423,-0.051607414192115036,0.01860471178777841,-0.011422744708835928,-0.015554740551605129,0.0004736016378150164,-0.010756792670747872,-0.006517288055411533,-0.001949232820301487,-0.0007345021105192763,0.006030181368992371,0.014440077954390484,0.00773269285913834,0.020990597924950505,-0.04094584612167098,0.01870255756040316
HKK26_RS00025,-0.011547019259417993,-0.022223133934265935,-0.004536539254989293,0.0044569729542475655,0.025489506382380143,0.0108467861016823,-0.03126743365266659,0.005115832192743701,-0.0016025683883630032,0.019721605720738854,0.025364546469382788,-0.008792199920061913,0.007900578884626967,0.022916999699674444,-0.029293786392158964,0.00921079333224742,-0.005007978399299368,0.000406256336507316,0.01905006142556189,-0.00027337792068932425,-0.012131802691043811,0.013056037162776908,-0.07388598961298504,-0.004390703812089404,0.054682841529954666,0.06391333794037803,-0.004319952061203198,-0.003824650269295975,0.0035338498009653335,-0.00135206341929496,-0.008913999010969625,0.01344471939734521,-0.0674073262841505,-0.0069269983566635045,-0.01133476889702076,-0.007691727195322329,-0.04715706783482297
HKK26_RS00030,-0.004292291530722663,0.002105412149901863,-0.00013751826670116072,0.012569571753927273,-0.01753299111987018,0.031050958132868928,0.0036115463758619104,-0.01664851278198392,-0.015108079218278201,0.029467289637718972,0.003429933057773112,0.01307746901927318,0.023855120925066163,-0.010553367864154428,-0.004032635691878472,-0.03406527079235875,-0.006250254556138088,0.008745438545498448,0.03873607863711855,0.0038939434218943788,-0.008594893722842965,0.009746461986238207,-0.018282259776008898,-0.00033842772707176464,0.009338529322614898,-0.0018838241745448101,0.004212358121671151,-0.024278535953982515,0.02486996638707923,0.014036810333850075,-0.017930710676171788,0.010965383949995775,0.02066235891220289,0.01897035172164676,-0.0029697086509714215,0.003965324423788267,0.003297163021337628
HKK26_RS00035,-0.0002536166489395963,0.007805812867219875,0.02963365385817767,0.02244954243867121,-0.004971620367599408,0.03367567617136978,0.0006248094731034491,0.004764934027709699,0.004145075507588661,0.0004439825611642542,0.11747970151476136,0.028856147888091332,0.01570086401111921,0.0041943763046738145,0.002560211566151557,0.01587610552909149,-0.015783448708714426,0.004012783456653791,0.030853316911983196,0.013529193336298827,-0.006460333122367119,-0.02798252121158881,-0.01913182321702377,-0.016663985576478958,-0.011936599249143443,0.09151626928982377,0.003632082715057403,-0.018348642280557378,0.0016392922196736598,-0.007999297086372257,-0.012552992875108393,0.004209716977685563,-0.005491580207615972,-0.007322910799737551,-0.0206883445812594,0.03132864081030338,0.0022161191549389067
HKK26_RS00040,-0.025183773068163474,-0.01781362379738798,-0.015573750536690278,-0.026442949176341157,-0.0050636669972750955,-0.013139617245905415,0.0008881736759344697,0.03139188934774186,-0.021677432738883978,-0.0016764385374903777,-0.00380808122589136,0.01771111844750022,-0.0205006094727485,5.312593179685462e-05,-0.0017258599196378396,-0.02503928881958627,-0.004858028333357511,0.030837142434207286,0.0421769759859252,0.0050149159583387,0.033247352697813634,0.04791166727154485,0.007139362696417227,-0.003280055984301025,0.002141466464015958,-0.0019145880655539222,-0.013864892746818274,-0.0071263392196369915,-0.012286426625492857,0.03123972796750465,0.0004242510736825523,0.01577450299194862,0.015024258052287558,0.026626237142989517,-0.010437812451070009,-0.006079904092453022,0.010155446925529017
HKK26_RS00045,-0.04312136021250804,-0.027955251845790542,-0.00606922195361151,-0.0037918732668269046,0.006586825124059362,-0.001987060128445472,0.017026728563320687,0.0017820215486549229,-0.017387994000524945,0.021393492321737907,0.04471855073396784,0.006031533033614922,-0.026971229677755237,-0.014535752192660257,-0.01944100232196252,0.01929422168531057,0.01671996776071951,0.017332396172448385,-0.0006554914018507015,0.009402623993982352,0.04220052235706792,0.0150406066605049,0.01692767172093464,-0.011851294564859246,0.028104176891750494,0.0021439757797746158,0.01489772333085559,0.005750381321584664,-0.04569288921464369,0.005019484482462495,0.00330646680151261,0.01629758910634999,-0.00482374241412547,0.0017112425153833352,0.013030848953957284,-0.0005123478601165783,0.01759628351229418
HKK26_RS00050,-0.029496880112693847,0.04732285045320827,-0.004231576068162324,-0.012496656550869525,0.0012047833145780182,-0.00897250246628099,-0.011306309084883592,0.006295254054981988,0.03596343318881343,0.030847964389761673,-0.00174914890357915,0.015174946797329128,-0.011490307836411275,0.02345451056604697,-0.0036106477270170566,-6.696812275956646e-05,-0.01919024064259702,0.04007710705915343,0.011721416641422754,-0.001763083507850251,-0.013847629608863368,0.04545279122813947,-0.014234885813045361,-0.005788738802427696,-0.036864055282501314,0.013877639802067118,-0.01327416103498387,0.002152562243340811,-0.026116827025871526,-0.04366369699650358,0.011167838196477797,0.00786609315839208,-0.0001531764552298137,0.008165412995348818,0.02258994784645024,-0.011914753657236923,-0.03874812541073578
HKK26_RS00055,-0.0030825028019435667,-0.050603417218000414,0.005583243230114642,0.03804833547614205,-0.0007047093714395085,0.017758071983438664,-0.03231868705980827,0.02418361418763083,-0.009689826021282502,0.026322913023235858,0.0036527537369994544,0.031699820126998034,0.009009461814861756,0.0022866471305876697,-0.027968149089307972,-0.013347278138475147,0.025460054730578663,-0.0024685974734078987,-0.010371270473793286,0.0016332348831137279,-0.006649495856545312,0.012150001869143265,-0.032323485318317476,0.02075872411824644,0.003671047013690673,0.012945846118615385,0.010390527307401153,0.0029423374193494833,-0.009490000867788274,-0.028542431827609075,-0.020166114208871395,0.0017894494083062265,0.008233809968728996,0.0018202214061329145,-0.0667811469623609,0.05067350956180018,0.0013461678350264559
HKK26_RS00060,-0.0010561474579615503,-0.012712972983983804,-0.014864181057409678,-0.014982563100665133,0.009097723475814595,-0.013175963162432983,-0.013274000214410013,-0.013785535855781648,-0.03810826800422171,0.014021871395055398,-0.001788893107910732,0.021941451999962135,-0.014699992433741866,0.028529310226631105,-0.002709626049870408,0.027785334111473044,-0.00958032063515353,0.006261407839827919,-0.0017429711712463147,0.01825956841098663,-0.0041811732372379175,-0.0030340280196647406,0.020947479630541298,-0.011736663604173648,-0.0662593951949636,-0.005318829249173967,0.05856594568328435,1.2456822748284063e-05,-0.0024583033791817374,-0.009979060239332043,-0.013541052998587391,-0.02510131630552836,0.006333575069983961,-0.012309615641425171,-0.013620899068258757,6.0415506229777664e-05,0.01863162755513169
HKK26_RS00065,-0.014540196100537526,-0.022620753051947762,0.007067670399344462,-0.008182246347846962,0.027786258271358423,0.019569243784317788,0.001770549708046728,-0.004835054756998165,-0.01364328561299271,0.0059608532247145025,-0.040224558074942615,0.04177757930998488,-0.002441189928946768,0.014946034096658577,0.0005458157166896903,-0.027024437936692854,-0.011380098467538265,-0.04242192260724906,0.027657573384418686,-0.02471109294041569,-0.037116948393693144,0.3479582933088567,0.010542287180030393,-0.00688142801352896,0.013199582027641902,0.0007325044066388996,0.1160884548253966,0.0024299090330967728,-0.008609885007713198,-0.0024799565104482875,0.027374917361548498,-0.0016640985785453166,0.008476486177029884,-0.003465790932309678,-0.03975083086706462,0.002798306438033816,0.007540359501860129
HKK26_RS00070,-0.010169211414982417,0.016691196717180775,0.016283859590470018,0.00037443724303230455,0.006622586902471107,0.0009208039571046539,0.020921889170075696,-0.011154413095023857,0.00959968822165466,0.01598926052010503,0.00014872678863397037,0.030324115936048304,-0.003733700295872453,-0.00855410915059136,0.01178247137400017,-0.012323018311682352,-0.004249537257704178,-0.015349774978872284,0.00916849565801738,0.0038335383290016654,-0.01153153328203212,0.23102689107786017,0.005838249075973055,-0.014529697546845808,-0.008352271244211779,0.06445639117018766,0.07038160880528538,0.008427148826472079,-0.013676063134139263,-0.014344318150482238,0.011654137818643804,-0.0067360033963075935,-0.0018390580100338255,0.02181654787426102,-0.00950111740871281,-0.007779426128608566,-0.011453155728783642
HKK26_RS00075,0.00010484250675565835,-0.009383801006557562,0.015890284680008023,0.0019828629882639717,0.008479518535031212,0.01154590573479638,-0.01838426807788527,0.003214910747194719,-0.008556269579599393,0.0011462752708893613,-0.0163525611789896,0.015915741170416716,-0.00025184638711408516,-0.00922570980799313,-0.007790235463124882,0.004188965118864342,-0.005490139143167633,-0.013136166955466051,0.032804189319778854,0.009536975453768654,-0.007590972556890146,0.23681959551049642,-0.0035427278543439726,-0.0027583534396171984,-0.025705021088770805,-0.003819365754269552,0.06515525571715074,0.00029348136551594494,0.008697009897367184,-0.01286908527523408,0.001916981032488137,-0.016263087136083366,0.004245022360137452,0.002956940643047579,-0.043254268600310807,-0.003970455543393954,0.003416272408570256
HKK26_RS00080,0.001350440606631615,-0.038433049291694596,-0.036056809023852145,-0.011317060826731644,0.0019297520919408914,-0.004172492821167681,-0.006911014800434657,-0.020414948046527367,0.00721958950968779,-0.01001563907336433,-0.0035061563546767453,0.017589907815937472,-0.01089246226078691,0.020888637645396453,-0.003406853329133476,0.007666019632993008,0.00013936334056499871,0.014037463278240214,-0.044986058931132555,-0.02342212004116107,-0.008734590607817018,0.08468328726464883,0.0010592025434366876,0.004752951096672451,-0.004779633387559205,0.027667495718100076,0.003433461359644769,0.005870289326209063,-0.0008753381871463494,-0.049488837454165366,0.009949416040068944,-0.0008720931568095448,0.011544555390042333,-0.007543240903164822,0.025374300374618713,0.0034791099173592144,0.010187222538410597
