Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
HKK26_RS00085,-0.004464758216994867,0.011437369815152027,-0.056345298237475736,0.01624811114219327,-0.006304675351549438,0.00832494920767517,-0.011025792246542574,0.01585939680235214,0.021341788916013398,0.011428581305579595,0.020988250156096892,0.029712179346916473,-0.007055921816426652,0.006795546062841538,0.004984840156424478,-0.03355127285737382,0.0037949595710550406,-0.01092029147233605,0.007213011703525142,0.0367904126223894,0.03131548750715778,0.01441103932935052,0.0008614351552091295,-0.004644195257675952,0.059770916532910015,-0.009546846312852662,0.015048453638461268,0.006057615321343822,0.002739616280284278,0.03260703962450032,0.005106573547382425,-0.016276518757395535,-0.014718431252518384,0.002085028485427839,-0.014725769478919591,0.020381720063227273,-0.011208543658450743
HKK26_RS00090,-0.019777649870316626,0.0004208758005918157,0.010037086060561822,-0.004817811562076782,0.002472040071798078,-0.014875278434348578,-0.0050632249638671925,0.007722413449082101,0.00436694617069161,0.011647146902411832,0.005485861520661863,0.023765887225964937,-0.02180281397780272,0.0008369687040876293,0.005220896549181636,-0.019513011026350457,-0.007723486260764745,0.007117944212541317,0.009515982994707168,0.008438538539600282,0.00908603035427725,0.01813196763062299,-0.00864066912180348,-0.00844656557926718,0.00027765877259878835,-0.0034186466025286333,0.002622817534400274,-0.008175974457706516,-0.003583359813615998,-0.01572161721939296,0.01653907664336264,0.006672986001539213,0.017449252541409943,0.01084406082471843,0.006084192850481219,-0.0035839457250353944,-0.00453077209638436
HKK26_RS00095,-0.021393655090244313,-0.007834053937328804,0.009239771213253261,-0.004658843676467786,-0.004672907495031922,-0.01623047586956954,0.0035802373284677847,-0.011826922567391984,0.03596169705021624,0.02112700209231443,0.00033087980898937637,-0.0070895605766006856,-0.008544746352677152,0.004587101432545624,-0.025726640011383667,-0.021020701256356383,0.010018176392566525,0.008975766035679867,0.0003605451172805947,-0.023307493451515584,0.010208805012494463,0.03356568704546162,-0.015557363462100841,0.010782420560797513,-0.0036021659739739727,-0.007609903600399926,0.014283505229541051,-0.0022094474150161146,0.002434319658885387,0.005213695661330361,0.026582331314389876,0.02205707855045875,0.04676378996086878,0.008117364414409675,0.013675944665621475,-0.023481540068320234,0.01071689252634612
HKK26_RS00100,-0.002675251268057195,0.0001739383035239178,-0.0007829959814809848,0.0010183524741454693,0.006771319664835562,-0.02297774620954125,0.01043776128444798,0.008463772550019429,0.02863943999369825,0.024681035234081706,-0.0026749249166316464,0.004549979123672271,-0.009919697925647683,-0.0016031035281354191,-0.012938719262021755,0.000685100030636507,0.006517075026028457,0.0076853182662475995,0.002056139264487206,-0.03741078774352129,0.014371274560565124,0.01108833315227182,0.005726364500198407,0.0042471526084453745,0.016384451976768424,-0.0009931859922066482,-0.008850139610342232,-0.015508417503667764,0.014455303064690539,0.010529434251071565,0.016300397902594646,-0.0051258024383423716,0.021603966542897035,0.016656889427746336,0.03099388676225905,-0.007775398147296043,-0.019320256746139786
HKK26_RS00105,-0.01893554456498898,0.009423744466124812,0.006732824395663834,-0.0038209611522334614,-0.0016928360082514552,-0.010761545497649856,0.006125503136145415,0.016650934239640577,-0.004921099498049391,0.028740353889261962,-0.0063752758612319405,-0.0017511764790597982,-0.007139891213458525,0.008880456376980561,-0.004270741321442005,0.0052163990794125755,0.00897544356569769,0.00037788142245386204,-0.016923501917298175,-0.003078587719530952,-2.4806553729023836e-07,0.014768406263994394,0.005193450715587213,-0.01711682725864957,0.00048007765193844,-0.013292669710563332,0.005831388452722528,0.0004268491073673781,-0.0003799047384886098,-0.02206943304355453,0.028396184029286772,0.0014479387417339346,0.028956008233524917,-0.001483882079916241,0.0021195823361395655,0.008265932458874225,0.012711188931534787
HKK26_RS00110,-0.03383591035230609,-0.00963911859216784,-0.0057448084032226225,-0.012549934155017184,-0.022970081365446256,-0.00815857839079219,0.0073042536447932875,0.012270629380179095,0.0005256991301734486,-0.006941144722917923,0.01701861822577775,0.009769627931680125,0.002102172833880828,0.011596230868264668,-0.0009100749568269977,0.002741592427146303,0.011388026028772293,-0.007983140919303553,-0.0014654392665325448,0.006935126926885296,-0.017943461549553785,0.04090991543396095,0.0018528226200389974,0.03383620214189572,0.005662105705306598,-0.0041611728441039095,0.012872300641444063,-0.013695127150481348,-0.016017515496486202,0.011321190944036778,-0.004509529815748853,0.030269792788002806,0.029059836882975556,0.004584412420029783,-0.01925158034942992,0.006132041386202566,0.01813233568606144
HKK26_RS00115,-0.015095421519347778,-0.03318138979481257,-0.003950415277027619,-0.006498123988243237,-0.01626281824355471,0.010111668303248278,0.0064168869726533425,-0.05830626758753629,-0.025064411403891332,0.019525242379511826,0.025791654133133397,0.003730708774023443,-0.017867000331298098,-0.03435496321567297,-0.017796265911638468,0.009100389601527066,0.0218450902412264,-0.01985495076227323,-0.014233871649295998,-0.0036991921559612066,0.00560429408981942,0.03132898381863027,0.0014707836737549618,0.03541887482228259,0.06919257560397797,-0.003228980698332899,0.001507459055829931,-0.014529528959531846,0.015729986708101343,-0.04433344852051478,-0.019611068701382947,0.02061537483125238,0.0090337274141943,0.004960793206459592,0.000190559609097395,-0.020897570573650437,0.011676798046368588
HKK26_RS00120,-0.015971272818494607,0.007813934863666385,-0.00253736372337402,0.024737594257878616,0.0019464852901764024,0.0040791081789245676,0.019284699626256736,0.009043883324672155,-0.011289836392258225,0.006591833496051862,-0.008777525768701742,0.010116008676086979,-0.0035636530579733674,-0.014883341393009975,-0.012367653087230656,-0.009388847838498828,0.005729690193030697,-0.0026370613643858553,0.014404430756204794,-0.016525570552922045,-0.01330570626786513,0.018622149519595076,0.003704100833940069,0.007495019572858258,0.03396190609806612,-0.01323554347240942,0.0521109944495209,-0.023216942315153092,0.004889627086278502,-0.033915806902178394,0.0069486993645334495,0.030449096164366484,0.010262736399250074,-0.000730238831246152,-0.03521704856565214,-0.005209934110744129,-0.02266101081303225
HKK26_RS00125,-0.0020799949829184983,0.008742521390376491,-0.0027865568187001345,0.004405235048343576,-0.0025111555839277327,0.004696625496091932,-0.012170239410017688,-0.0019507040044391124,-0.002430392263565567,-0.0031472277590802837,-0.0042313401399755425,0.03020631273693021,0.02368071552892086,0.025128998610676554,-0.004536175203091654,-0.004912674744085807,0.0014520950731116825,0.01584616287339675,-0.00977956385925321,-0.008737346265508898,-0.019853433075296557,0.05118193564353279,-2.8407439573870133e-05,-0.0001976402925159461,0.003862916077340604,0.0025312006337362488,0.03510919609752357,-0.004130899687632939,-0.028906556553412576,-0.05229636996198224,-0.0029515036410828603,0.03220297463844039,0.013540636141060686,-0.00912067950579231,0.014273922844686121,0.03839873228585954,0.016413513297703564
HKK26_RS00130,-0.04267072974116714,-0.019735512872616417,0.005434263631809166,-0.019814965307591168,0.015143323924192532,-0.00244179294743606,0.03050963339413429,0.015229895450430343,0.030602810700886128,0.05291093747881431,0.008889564794599732,-0.029822455426325698,-0.0031683046307796146,-0.006721630521666954,0.002389824358623008,0.0008956163411952827,-0.023570402623264798,-0.016170145970399927,0.012271584347015606,0.007765829560285511,0.011146102419484116,-0.003547339192585372,-0.035745682919164815,0.03913357310820856,-0.0014753326581170285,0.004853783133674473,0.036097895228725585,-0.0018220212630168397,-0.010631105581728249,0.021670136274896185,0.01717297374958894,-0.00021934290958526567,0.03768060218007371,0.01148735557393721,-0.02223451824042373,-0.03260568155011727,0.005549181865531953
HKK26_RS00135,-0.0065233987219737565,-0.01663865103792443,-0.02011610783345906,0.01719096443715611,0.0012763933969258338,0.042430004648004845,0.00783409422760586,0.009362215115798473,0.006665485471705468,0.00671792526371286,0.006369748099743337,0.01187362276955084,-0.007920707580370395,0.0012180981057400462,0.006855349440103158,-0.015310056146161913,-0.005028219033726771,0.012150938543225734,-0.019480485070105674,-0.015945967878029106,-0.009989071779098574,0.0019919900538974446,-0.004335873241332536,-0.008800469796155445,0.008181711318063233,-0.01975112996440095,0.009139628070822243,-0.011702122033262619,0.03018553524489928,0.0022604356635341338,0.016417000963925402,0.02068819559081337,0.005291197624996225,0.003932196377807299,0.006040072042253278,-0.00354899712931976,-0.024902059736073446
HKK26_RS00140,-0.027818091002088277,0.0046033417386808296,-0.01982673290421502,-0.013874879711557698,0.0031908293017703006,0.019845010427615835,0.00605277743457372,0.014275778926564368,-0.01201756551256562,-0.008567550677568713,0.008767340566219245,0.01957712175883128,-0.04150963686651669,-0.010445008824760689,0.0007689280342511774,0.0012024891927315121,-0.021804373338888766,0.036658220687496204,-0.04988379033874064,0.044287249813371767,0.020512693642376564,-0.00013298495632358174,-0.008626018137405093,-0.010658822828861552,0.033516451379474906,0.009335294615707998,0.006335316981512483,-0.01672607788436993,0.022088059546744723,-0.03457832401954648,-0.019308115267369898,0.005590624858882324,-0.007817072054403467,0.0224910157277104,0.042009373165517186,-0.020766021406519834,0.0011646545298654354
HKK26_RS00145,-0.0011717121480229282,0.0162934692245639,0.012907524276196226,0.029303355669180155,0.0002478175244953196,0.060978589578874705,-0.003995893767406983,0.0055824350928078085,-0.01577635498008759,-0.029145219811993247,-0.0016329106663322177,0.020192334534626363,-0.020172213775339034,-0.003097861323073319,0.00107520148771203,-0.0028868637408109303,0.015391180019278115,0.010214813197611554,-0.00016386507127157942,0.00024285757122674857,0.0010184750003218903,0.014389077696981558,0.0018568792512695764,-0.022471501424985312,-0.0067108597542239225,0.006138543563676314,-0.02328775684331213,0.009049700322967019,-0.003043247376840653,0.009989943192237479,-0.015828800014240207,0.0082760077134216,0.04291473313002704,-0.006354829892805062,-0.009170932611885842,-0.017392790105796932,0.017914772178337
HKK26_RS00150,-0.004360434841511739,0.007767126917064362,0.0019600039051749225,-0.003886837799717222,0.0011303309273031934,0.04294206679125078,-0.006039560350176012,0.05819801961606285,0.011808180870064506,-0.003573991232243076,-0.004860908082715818,0.025845873446413523,-0.021591753625998758,-0.024386849652383417,0.0010611500295258814,0.001550463649562198,-0.03721154443267732,0.014375046926989625,-0.012345550996293617,0.017503157717416257,0.012354359691103855,0.001964438963205325,-0.04199977048717812,-0.004452433272693646,-0.007889006818277549,-0.003574010053523507,0.06088955837405805,-0.006076588506560541,0.03209515001567854,0.029742402776751067,0.008148226342703142,0.003897127494311516,0.010404182786370153,0.013665520766612798,-0.0025244244120473168,-0.0022616450306964975,0.0007857525442630356
HKK26_RS00155,-0.004133177319610667,-0.05338125412563104,0.00983516747291726,0.0319371968754721,0.06763784995971664,0.018769690687336856,-0.030399669008254224,0.002912269448173923,-0.07523050167277626,0.03436313746694517,-0.0008804378994697545,0.021652406106279994,0.014229888272375136,-0.00016080788736926626,0.027734959686736373,0.019203930916781024,-0.006380089499254095,-0.010802818936199544,-0.016839432800394863,0.012234603083108187,0.001292549947156861,-0.028545761331205913,0.0038400889940057555,0.013623339390236057,0.062470305176377146,-0.006242691276934375,-0.007586844836376913,-0.007367277193857962,-0.015549429206146388,-0.0007079986631237707,0.0018953781918630696,-0.010595271896845539,-0.06290037952510794,0.03547637907112264,0.0034903582921125735,0.01096830841999054,0.008800356586956229
HKK26_RS00160,-0.0493683678552727,-0.023310957500026257,0.00453227151884355,-0.012148823391022084,-0.017989464664247855,-0.004758262020161784,-0.02300700275783839,0.19011323604753222,-0.010301494091245738,0.015510437115343343,0.05168242024497724,-0.005330486939807601,-0.020605866820695602,0.01663495053520065,0.0184758948267189,0.015723606978715682,-0.004515109014077279,0.01963211256857116,-0.03160077600016437,-0.0027991733543636893,0.001191176729887839,-0.005027955575521305,0.000694764792309396,-0.009132702723247474,0.023068746648647834,0.00924064048106225,0.03444205471183711,-0.0010766320509287004,0.0030532609215799932,-0.011100097663805897,0.003853841986426894,-0.026498757420508327,-0.013213647306011848,0.014686913909673433,-0.05248424897296881,-0.05886035634296048,0.0033176846295389865
HKK26_RS00165,-0.025098331534178068,-0.0007380748009618008,0.04701400502483299,0.002959989361620939,0.011517186034103882,-0.012364574809712512,-0.023226704542553853,0.02300512647297448,0.013984320843799714,-0.013245842170262987,0.013322053136243659,-0.0013057653567185013,-0.07658563097425211,-0.020020166244766376,-0.021460675790649676,-0.013922484577431183,-0.00037724981993869465,0.029151704313630396,-0.023537205568452804,0.06492831024457262,-0.0026742732090661585,0.03774026067449904,0.028946130582036673,-0.0013322999439367303,0.037280649994183644,-0.005770415909838772,-0.01107098698329241,0.008172200439500048,-0.0027680983084557523,0.02441187419736957,-0.0006447924466678376,0.01182441632125615,0.029361742347042117,-0.035642767094202575,0.023559734723450826,-0.023908501543160834,0.00710479358168452
HKK26_RS00170,-0.02492968155923427,0.03169334701290695,0.0011640774649212217,0.005949960207181959,-0.025550490329014065,-0.01563782602430312,0.03397000056153516,0.04593913344887134,0.010795419789501553,0.01838480684019504,0.06996353003961862,0.0007744366710438841,-0.0014248924602045284,0.04519462673279813,-0.003503016482661276,-0.008767457149728467,-0.009130821816949382,0.0074699175892726,-0.018783391309658656,-0.0075278170392413515,-0.0016097745154148263,-0.0035836770289378156,-0.009489069919494478,-0.010117628086792277,0.005688459885031998,0.038870565346816176,0.006817019959669097,-0.01978438476130837,0.001238362378967071,0.032628697326904994,0.010025883636775763,0.005982933215039652,-0.0026499864847740447,0.0005761166927165901,-0.007313978311289077,-0.037857377246333854,-0.003459643716382651
HKK26_RS00175,0.020494722436567234,-0.02763963446167038,-0.014403175949971281,0.007458724812553949,0.009023595335759207,0.021825298279844335,-0.03253870260218576,0.06771065655390066,-0.04252224682017243,0.008232153267132178,0.010497843129390878,-0.0017668513795473237,0.009178510044680054,0.00768247135907098,-0.00875034567159939,-0.008121276473634757,0.002626775436822156,0.011487392021301774,0.02023347258356944,-0.015581850399983688,0.009435854108349365,0.02643046225925508,-0.013051278425944154,0.008507747060304383,-0.0032323606158710053,0.013231950701696929,-0.014562489298861402,-0.008480628524472353,0.0120770307671824,0.0031186338787461444,-0.015806718071381804,0.005857068885295399,-0.023790602779907775,0.015652393603952378,-0.005672950374565095,0.011837631310440995,0.060078855401533016
HKK26_RS00180,0.002550317713868003,-0.013157326149353627,-0.0010289379085790659,0.01641093183110318,-0.006647738515371291,0.0063152328132787035,-0.005763572993497373,0.01409912250729437,-0.020255576319384464,0.01241427552672413,0.00760730222996439,-0.008469106130793116,0.011052915988851941,0.011909269434854841,-0.017379882757502782,-0.039729058305615184,-0.006137909295268551,0.002176561478042193,-0.009097193178096954,0.0023898895374709,-0.009329763543893772,0.01603959371791389,-0.0406137242154911,0.015778737000356674,-0.005230169435273829,0.024490566645131325,0.02462370545615755,-0.008274900648054235,-0.0012512723713746744,-0.0016486579894080162,-0.0193153860756997,0.01586927852624159,-0.037154414683315824,-0.011098529011188745,-0.024071976697616074,0.002870352793654819,0.019237541326663877
HKK26_RS00185,-0.0249863134124833,0.01763635507226901,-0.0014148232128122166,0.03242228510896103,0.025303111873496452,0.0004187881212935787,0.002992617451940908,0.011299706390298475,-0.015883444992860082,0.00695622634265196,-0.00792661280962994,0.010335172089206672,0.0023195780408460476,0.013898383033072913,-0.02314519473525007,-0.008843096363001594,0.009622740680827883,0.01431420884698627,-0.005873057881302534,-0.011434862031103929,-0.016112915392267377,0.07346887284180875,-0.054284242139213255,-0.007462292915993471,-0.012158799187098888,0.02494734142346956,0.006704841859333919,-0.014476677032791626,-0.02322487802433899,0.002505681043021124,-0.013021685602689563,-0.022943919322174884,-0.0057697728179020545,0.005854719828677266,-0.011028647943792024,-0.0014366383829225555,0.02522187143113834
