Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
HKK26_RS00005,0.007533434721310403,-0.02450898493893965,-0.0045374595676830635,0.009414713630736302,-0.02009522088635098,0.00941256287086252,0.0011843965874401752,-0.010117308941428706,0.0018755039004125873,-0.038912341579714044,0.005299573451167019,-0.026566733550579487,0.024404377234651213,0.02897035682266058,-0.012341911752209746,0.013007747747442157,0.0021696926603237163,-0.019422202713338294,-0.01630079684622637,0.06413405874836359,-0.021750176752062714,-0.00032911242369465483,0.007309300169362017,-0.048544887723400605,0.021726516558766538,0.0558183339746874,0.051552003862376045,0.016505990206431197,-0.01587201621153218,0.017772501009306774,-0.0052442787056761865,0.046469028003546506
HKK26_RS00010,0.022145519007549876,-0.02904979432498513,0.0022812506085888775,-0.0037158120376146585,0.011741955665083818,0.0060009092842624135,-0.026348541633828312,0.011770497488964584,-0.012828834689152408,-0.008821995495688021,0.015003401309391958,-0.016542335442341603,0.0045240871308314026,0.013988719473389121,-0.01836937918873559,0.0007862173731719029,0.14579641254492912,-0.013531298332886587,-0.007231613774382737,-0.0007104476855769876,-0.013857976195056132,0.0069680986544306675,0.011171183699402506,-0.006053015286548092,-8.465581112308953e-05,0.008431730888887613,-0.032473945006343645,0.009561056981402196,-0.04731901761697085,-0.017031237704284875,-0.010887765711818615,0.0029882071078095565
HKK26_RS00015,0.011714290834866647,-0.03530306743156917,-0.009798342768060363,0.0022205362844317997,0.0011744043498454202,0.02690721209589662,0.006055246611535658,-0.020796191823239073,-0.018231742841270125,-0.011888518142580901,0.03196420906831072,-0.0011655150155328116,-0.026052673259328453,-0.007475581871899268,0.007625042930878341,0.019427488765273542,0.0013919034156457783,-0.015555944058068316,-0.003344265595478848,0.0074048857724594444,-0.015769021214073663,-0.019028552699868063,0.0716809679543143,-0.02295521887595803,0.05195090127141751,0.0008857945908707882,-0.0005562057423357776,-0.028262409751282674,0.024632564345097363,-0.02013751550581727,0.045571532939161254,-0.026477643884890815
HKK26_RS00020,-0.040114234649764165,0.009953885690057411,-0.010686902739363634,0.014710739842075604,0.019389409341890654,-0.005510561776514248,0.003867420894930249,-0.03183676895668079,-0.008618460362349922,-0.0030117980088219297,0.050412481213913195,0.013655531767039077,-0.025754732688900387,-0.012866984676763078,0.02122340925983712,-0.00838530784977555,0.01085317033543387,-0.012454254529342125,-0.02457957093676407,0.012400088101470037,0.014993110041208983,0.0035499931934584138,0.07880986328307482,-0.009815849527512093,0.04211260879461442,-0.001077647058522658,0.005365819033532899,-0.0016193530859075756,-0.0038548202442725203,-0.013411171096653081,-0.007943771154171539,-0.05114116424068189
HKK26_RS00025,0.022478054653590773,0.009068261853806419,0.043699908915891046,0.00257224699086035,0.023868395983954755,-0.02088420848608969,-0.017078207216429598,-0.040963884799248805,0.006042557291019749,-0.012074812377274318,0.024630810958168627,-0.011098008042909982,-0.02411120189318968,-0.014283118284834959,-0.03681866659037834,0.012568432922243829,0.02190613315354069,-0.03846712663705629,0.08137164141370168,0.040541812965911694,-0.011134474031473933,-0.01059339921120047,-0.011296615528172764,0.01871104718932517,0.015319303160137772,-0.039814096466099215,-0.005783714643013029,0.03429266564451046,0.027454138050914297,0.048545873331895965,0.029366353003818027,-0.03188511171325041
HKK26_RS00030,0.014384208671191551,-0.007131258661742852,-0.006714031930135578,-0.003432915557235988,-0.004264436184187765,-0.008560990434314759,-0.05322256417218847,0.0018037889231796492,-0.023976481744836832,-0.013289796636842715,0.002169224732459243,0.02545863863506948,-0.010262573846074666,0.007984957812850352,-0.009447045667768742,0.02221549063979096,-0.01796397178628971,-0.0013047800563090086,-0.004049544483295125,0.0010975259513486826,-0.005472388471346995,-0.01711649785023588,0.015213305587860007,-0.021412999454889677,0.05876541415622006,-0.006722260572105147,0.008261701803214398,-0.0010489178820758667,0.007696741240976521,0.0004393297791856335,-0.01039705985400639,-0.0039762836279859295
HKK26_RS00035,0.011096870950300017,0.018180891863216028,0.013031799630666285,-0.025003024020335843,-0.04162639328636302,-0.0034542138905397845,-0.010675884491516843,0.00031763055477956485,-0.020048998685658664,0.004651025917389854,0.004851846788137551,0.0005435123121534937,0.00365952370734422,0.031970606980173975,0.013925979579491909,-0.004295539794967051,-0.016224236150939743,0.004847237412596217,0.09709694168410628,0.11332730577460845,0.016457780803436673,0.003040647586174764,0.021697742311705806,-0.015918049529862206,0.026205332007504786,-0.005411570436978272,-0.008645256725524443,0.00802477562291057,0.021439224409276134,0.007381674084001007,-0.0021665205371846283,-0.029632544548511493
HKK26_RS00040,-0.027262107982183603,-0.018946222053423938,-0.008071812386153286,0.004320908458201506,0.017449331396465276,0.007252885492660685,-0.001713812830777003,0.00010205785617622146,-0.006378186237124014,-0.020125590691713914,0.042755347796681484,-0.0020140868284333445,0.021161294589186714,0.020098955484339313,0.02124064075851262,-0.016690068343812793,-0.011388858256077107,-0.009029646479709313,-0.012058861656807293,-0.0028300397257685645,-0.02849660926791851,0.0023453673139356133,-0.021039690818922163,0.009121923760286046,0.0128614580816012,0.000575766772331045,-0.0009204895448775718,-0.01857826373915185,0.004848582239205398,-0.012542921208755378,-0.006002487790881984,0.0017630186670189137
HKK26_RS00045,0.002160357515616544,-0.006405806214346141,0.011294268402720811,0.013966212437825483,0.08005925657748122,0.0039539010329599535,-0.020516846959737566,0.025657497860961487,-9.142004221101466e-05,-0.057772816040266406,0.006342523371918949,0.012178231293020134,0.04465521979697847,-0.0016749192693407196,-0.006397540555885814,-0.012067832727072599,0.012695140518159254,-0.03367253993746043,0.006387585810635563,0.06350054595150909,-0.0014523451428533449,0.007290803484794559,-0.0019506616191926763,0.018576545875232074,0.024519564241039345,0.010309936516031267,0.06222472290788861,0.004906158269542173,0.007514872098305518,-0.0036455059338667034,-0.03178130535778264,0.005658212355100654
HKK26_RS00050,-0.008777025510463898,-0.00921311332836475,-0.006726333871369338,-0.016608367734191002,0.05537631615433403,0.016374420082130473,-0.022629024187960676,-0.002255593013993353,-0.0012415812836236763,-0.030425094219650024,0.02822981193220656,-0.01640948245868306,-0.0069083167509992474,0.015571722655109154,0.005111645175791019,-0.015083262391310172,-0.004855425060675458,-0.003701415504531912,-0.0016737330016394782,-0.01951375231066014,-0.009920470786699309,-0.010041358635611283,-0.009578337199108904,0.0015051216047899006,0.04961204850406998,0.014813846445202792,-0.03100577900536755,-0.00285147850596305,-0.008186343432022012,0.036588678330347985,0.012959580621079516,-0.012200066546821436
HKK26_RS00055,-0.00012165013643450856,0.010186552541077467,0.00910132274816156,0.024099243285657344,-0.010258148766381049,-0.018147584258865302,-0.02676870150810659,-0.03452422932430765,-0.005212669655050957,0.003266164739925427,0.024702252196780503,-0.0629832970549547,-0.0018698593798782011,0.039929487989723,0.015160257932184382,0.018921507370305953,-0.0028165497148446854,-0.021825542186620552,0.02412594454729024,0.013647706538006975,0.039580296912307675,-0.0005075074020495533,0.01010987751774475,0.0017249184499270884,-0.001190667565520672,-0.04082520284648965,0.01441724054342673,0.010805355669875196,0.0071892526329976475,-0.012576461852205359,0.004019119989892079,-0.02602405213222821
HKK26_RS00060,0.024964572639656846,-0.017618864013396338,0.0076924921579722035,0.004957391979775832,0.0037013413471337665,-0.0029404116465870005,-0.012077246359868241,-0.01998268404701428,-0.006850876315850091,-0.021314229860908928,-0.014709942204988447,-0.008883244057870771,-0.03212553448659664,0.009900639295054893,-0.008842816080402487,-0.011984650360978484,0.010081671644852458,-0.010091679753615454,-0.007481004377876514,-0.001483344016376913,0.004662249353574106,-0.010845105306268487,-6.526213157804772e-05,-0.0011863241752275218,0.007004153599601389,-0.024206557094503575,0.014435154312922477,0.007845685202076494,0.02961261244825933,-0.01922423676022053,0.004126970222880382,-0.0069499267109793
HKK26_RS00065,0.01288858493621943,0.007120643205806469,-0.00438649291165389,-0.008235497647815221,0.2968455075587528,0.02993896619820779,-0.004927443024994822,-0.0009717833124675774,0.0009053873055811299,-0.0009373610072713826,-0.005948219002892667,-0.012123975467894583,-0.04319200844640729,0.05140968193889578,-0.015008778275175225,-0.0032668577121896876,0.013084198028620287,-0.023491703581688225,0.0034907460801817166,-0.03517637203785573,-0.004418890951127214,0.00755854957384285,0.016389381317916712,0.0005167219647298261,-0.006213661784695303,-0.017272162657635395,-0.0004134730502945069,-0.007627949487582894,-0.02145633265317567,-0.03424103415014172,0.007283180460181655,0.007078318001807211
HKK26_RS00070,0.0050157868673507055,0.019493671883968056,-0.017682657294580916,-0.004612927085141527,0.21589443124504104,0.017759642958412335,-0.010067642140983268,0.020376604265834528,0.009651768726892404,-0.003418047147872605,-0.007430067411646409,-0.00891416403617656,-0.022240337649131848,0.034435892331554425,-0.006270252600413902,-0.008808221159990621,0.002491157099190805,-0.0037527055353963755,0.057082653144774974,0.0038969458184507466,0.005903491276960432,-4.9127822766934e-06,-0.0039239308738800195,-0.004949927870559308,0.006523891371799783,-0.015574130105690667,-0.01902328288717759,-0.010700116443838326,0.0032403017343277237,0.0028622933773482418,-0.013914160477350182,0.008071527447812997
HKK26_RS00075,0.009297399756173297,0.011226859745670545,0.0019308229388870998,0.0010576442003923476,0.21073608163816768,0.013848789683607645,-0.0031508983284967117,-0.011324642318655381,0.00032501045014379017,0.0011145528439628675,-0.007331476763190918,-0.00891311599048623,-0.01559861881553088,0.01659923336133271,0.00694566435473664,-0.006454796839984397,0.0021441011888287853,-0.01879465730096713,-0.004874785958633103,-0.015715541120084282,0.00574135312650945,-0.005015864290321584,0.008698445562707269,0.004904189906863441,0.004539135117757152,-0.054417387749567885,0.006122159491281454,-0.012120069069817392,0.003947991284311084,-0.01182375310026501,-0.012727776566807904,0.0016874747823207947
HKK26_RS00080,-0.007673623192054044,-0.034016515532270114,0.010386941441000951,0.01357983958350093,0.0613998271499836,-0.002372949522414161,-0.0003817891532268485,0.012234334266061218,0.000641965613563928,-0.0012214933885553786,0.014554892274377068,-0.04218627387020248,-0.023298694170599057,0.014938398271648452,0.006127219686780617,0.008548256311632262,0.004722841079091374,0.0025308819985843424,0.02336282331719995,-0.0026382643193579463,-0.009941428922299588,-0.0009967794073623675,0.0029184875639591693,0.0040326726465444,-0.005493975118323237,0.005756087315951866,-0.00014612424496619796,0.034807573763631416,-0.02058594970557773,0.00833079661654019,0.021402834562226917,-0.006141414509859263
HKK26_RS00085,-0.03110020733648511,-0.05000116517281145,-0.030694123715524303,-0.01854434054841373,0.036943291840902816,-0.006963659746265054,-0.01075166919753896,-0.014488729148745563,0.012394540310772122,0.010341126831002589,-0.008334315121949572,0.015648951532928577,0.04896960645997834,0.028827571686462612,0.006999085540988511,-0.009382888898635812,-0.018888045865307398,0.032819028648027826,-0.005575718457364797,0.025522076762119438,0.013706460797048486,0.027606120594356635,0.0020385724104562907,0.038881877403579054,0.020928836975303917,0.018495129859286554,-0.011445201589208654,0.06648927479329474,-0.00427152556686169,-0.030064413223531202,0.010304209986665524,0.013626319056345414
HKK26_RS00090,-0.036954951800277844,0.0108669157046795,-0.021472464651195976,-0.009118367713748304,0.017887015128325082,0.02018052616574362,-0.020591359616937234,-0.005418630075107522,-0.007389202349106897,-0.027831577030738873,0.006487743046689068,-0.016856626676398742,0.001670067452336572,0.022178082336587964,0.021399688402916568,-0.00954581336039702,0.00964281695781837,0.01209540909662752,0.0031943378106844876,0.007212660094397701,-0.008958923819374855,-0.006732438544702518,-0.014289741668318676,0.021173802102211668,0.0020938546493566284,0.004780332902317608,0.003310142724143144,0.0026794416057253005,0.01322249108587951,0.012068156060564543,-0.0019704520789256856,-0.00589860506885991
