Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
HKK26_RS00005,0.0031544499177693346,-0.006507781901809842,0.018322834208048498,0.06917247388628396,-0.004408199311144924,-0.019445483438336665,-0.008461143973744227,0.03950900434541402,0.010667361406211022,0.015979204754055117,0.025538371032652687,-0.03542198261180738,0.005138935486088115,-0.028554107036760982,-0.012809781347305723,0.0043387052716769335,0.001558820569633349,0.01082628088634057,0.0034734575700175545,-0.001705696384810515,0.016623453683348145,0.02446755466854698,0.018027041029423263,0.03775879418227165,0.002908149527707088,-0.013824994199590965,-0.06004050877401131,-0.013137066361468198,-0.021743995189873452
HKK26_RS00010,-0.005158941958794198,0.007719614133606188,-0.005444378928257976,0.0005378910404855238,-0.04571236167747118,-0.0011470052260775434,-0.0061463697891073685,-0.01762836666923222,0.12068911573702344,0.020766820440737487,0.001677915851599015,-0.020098012008803165,-0.012952863805165303,-0.010104269843582711,-0.0002202759066346207,0.0117033609354914,0.0066260320147450355,-0.024544323001090062,-0.0020449590993873073,0.017532540754316296,0.013194408160961317,-0.004788802413467108,0.0068295758128213355,0.001402664566903374,-0.02385395316959379,-0.01886828909297323,0.010244131488504471,-0.012756454620059329,-0.00563531293745198
HKK26_RS00015,0.021136948623485183,-0.007909539585043172,0.01243900814008681,0.013333950572421795,0.013884928998952259,0.007334147999022442,-0.024504547991827552,0.0041461160121789575,0.04466140698060702,0.011141888116019476,0.016575277257291934,0.009318637934240785,-0.030418674695957274,-0.0042908858798008775,0.053354525869434365,0.025337863935226582,-0.04084878846580768,-0.01283062948125708,-0.010615487014171237,0.029341412185322865,-0.005763075040401023,0.041365820914830306,0.007804794557594135,-0.017349035860445755,-0.050159019979748656,-0.017091001743164077,0.006255944560766508,-0.004513737348376279,0.021858613436397556
HKK26_RS00020,0.033617604958089256,0.02748705913037937,0.010732938546800923,0.02255441141070599,-0.010720094687084411,-0.0005045163095135657,-0.034655606819972484,0.015575649791951076,0.04712160206498325,-0.012101612042074874,-0.019717697999459608,-0.007642866091288111,-0.05024036578553883,-0.04850736926025859,-0.018748371783941353,0.002883061038726261,0.0004493996766622254,-0.0049596216275105895,0.022945004660555695,-0.010477012488247854,-0.016165226582194138,-0.001270394648331423,0.011962232315674849,-0.009505533532129982,-0.052308330909436485,-0.006235506872743937,0.01965253142111931,-0.031288701363923144,0.004420992846156978
HKK26_RS00025,0.03875470464824017,0.0009591965844062213,0.041024352160695526,0.037150127461406446,0.01536752386339061,-0.0015535286698598516,-0.0028478080923849893,0.024735529241647663,0.0038435530014042313,0.0032893829582236536,-0.004026094393174005,-0.009872251035975315,-0.010875279983710634,0.044889071950467,0.02039630781764881,0.027328037559153123,-0.017980532421383144,-0.024212273843144397,-0.017081182972922226,-0.01623005793038856,0.002857196875983841,-0.01233531273047842,-0.019374411474746334,-0.031171689533159814,-0.03312120365437103,-0.026466195247374515,0.001414481755487367,-0.04424786816989663,0.019501670311849382
HKK26_RS00030,0.009856758834167695,-0.011486903086219667,0.058257512703714015,-0.007673776377160684,0.008003404020433971,0.051106720402855646,-0.0058214563719813615,0.007679826085649798,0.008232809163139464,0.017297313183912588,0.03437723301133321,-0.018403736299237597,0.0020949825223689884,-0.0013768967248537552,0.014137944389588037,-0.02739864821328687,-0.020016302961288132,-0.021079323144168736,-0.0027629378501987,-0.014592468925929407,0.009469420702766108,0.018829009020815583,0.008358995304431687,-0.02255832570811505,-0.017880099949694913,-0.008865592294948642,0.028171269964776268,-0.005530817686165562,0.006155127985514157
HKK26_RS00035,0.0250991376240298,0.00758693637812653,-0.006249652632652208,0.10627546052872393,0.007185669504379601,0.014159403227530074,-0.020212901763339945,-0.004457010698925232,-0.02047029660872565,0.018357496708205568,0.030005733290695644,-0.009704538433100159,-0.011527615202299066,0.08747265934398632,-0.00022986578114001673,-0.0032046836381239333,0.00043613360631688164,-0.0073494156601811534,0.03049335116671352,-0.024486302102220536,0.01952076312437601,0.0034064476100012712,0.01816299930838572,-0.014728358998609782,-0.00890103556298967,0.00542577475644109,0.009084512677010352,-0.008996245946252377,0.04454021888574839
HKK26_RS00040,-0.005656601353770128,-0.010857167733406082,0.01694183274248272,0.00744349506084098,0.03557023319999379,-0.0005513663146305428,-0.0008908427057478116,-0.008058735046011232,0.004706706002382846,-0.021793131372759678,0.017210884486295444,-0.004907313420602691,-0.0027931560808633553,0.0007090747207737719,0.012874169312087399,0.03627591395788424,-0.005676463181644003,-0.006422387202605372,-0.02601988900326884,-0.00039572858388735587,-0.007178494437744833,-0.016435352760554342,-0.004584868701702758,0.03154327759838982,-0.007957946755676484,0.014033155138732102,0.022086822303305657,-0.023949874452271668,-0.03215858802174147
HKK26_RS00045,0.03959868240211344,0.03110773014478843,-0.025474151580821947,0.07226114043766799,0.017836148673769085,0.0249366795786103,-0.01742340631391147,0.050643671230947866,0.006344168944353601,-0.02728670941512932,-0.0024864222789467557,-0.0378977386486275,0.001956199990194926,0.03203015378747283,-0.003036670244188414,-0.0754866169182971,0.0069803835222187185,-0.016382519839542257,-0.03380944539597338,0.01905497692666521,-0.00014345581915879848,0.001108434775935872,-0.029803249725344236,-0.0012494317320840154,0.006436036710085824,0.01357767547634447,0.028860153675262925,-0.0018029203018670662,-0.001558126177569022
HKK26_RS00050,-0.0025809005754493532,0.03918058284369753,-0.02015769873418514,-0.0023761036297293707,0.021666918936536446,0.0007500011990172608,-0.016612196625052682,0.013023685215186603,-0.0029731216702774403,-0.00965110352008758,-0.0001893095503112792,-0.01167892272933096,-0.028790166074516246,-0.011094906992101361,-0.0020542266604893955,0.008947490362857965,0.0030919574761725604,-0.002750756334113417,-0.0017804940810864957,0.011708684738574148,0.02675212478374662,0.0012695939111966195,0.020918885400755177,0.001927601822987695,-0.0019396931965078481,-0.003970056932763545,0.012507628067095293,-0.0068068893623126694,-0.018629806478378003
