,S_mean_std,A_mean_std,count,L2_norm
0,0.0017744033792989186,0.38924447010069163,100,74.8753501172743
1,0.0036431379833278227,0.7669645736789332,100,180.3398316833327
2,0.0028996870434221914,0.7630169848962914,100,80.98444792568493
3,0.004203328826608172,0.8567997220902115,100,77.14023405722493
4,0.0049816402896410445,0.976831517552771,76,37.36300439858655
5,0.005874513746500974,1.7011773657824547,81,152.62079113615556
6,0.003055893135876747,0.6011154698642189,100,65.63549365115925
7,0.004940856694096024,1.2631781474225006,100,70.55330074915437
8,0.0026171263073772356,0.5942330885716037,100,205.90219056853385
9,0.002013840227705728,0.3649691888565921,100,37.63215040011033
10,0.003296932638095241,0.7685535692788595,100,65.32986861672987
11,0.005430544889033127,1.1974630192277913,100,75.78256183873937
12,0.001528798953709756,0.34112294890163,100,89.8506909110778
13,0.004430076968244401,0.8301299094270916,93,36.403794031957226
14,0.003283475126019527,0.9237934792551337,100,97.39586971821659
15,0.004191957794198066,0.8940485119434327,100,69.00907788447702
16,0.0019057704361546623,0.3619337338311273,100,32.58534890188913
17,0.0045437859229624,1.029030694063925,100,78.57992969832455
18,0.0032286457831362685,0.9905435236888444,99,243.30767894212917
19,0.0035921752555447134,0.8493425479703584,98,73.71394248731282
20,0.0031866963180538937,0.7275345771674174,100,91.7334030506323
21,0.0022862836993766305,0.5557445504760999,100,310.59522152209547
22,0.002893685348025595,0.5946599817264931,100,58.37565970376321
23,0.003357564998726405,0.646685530431792,100,53.21242564893251
24,0.0049848179245855625,1.2457482124246677,100,70.10927294608108
25,0.00481244343699609,1.252078928562993,100,112.22251410055212
26,0.0030384732061125024,0.8217121032342931,100,174.07107502739794
27,0.003689996857798213,1.0528217072305786,100,50.81827697247596
28,0.002169098188984747,0.40892892182708046,100,33.157318194163516
29,0.002925197439480103,0.5955774885957906,100,62.54331198557462
30,0.002792940034151294,0.5476799796225531,100,100.35555993567367
31,0.0038325066786211244,1.0961098800124254,100,189.94673450505053
32,0.003256075852859897,0.6366843311103253,100,94.56040035358517
33,0.0042286888571905,0.8458213436901317,100,53.94529341570416
34,0.003790743484729945,0.9200998099430788,99,74.42525134541594
35,0.002717382312146224,0.47519147504845705,100,50.82328659556089
36,0.0057370225173967865,1.1118745659731286,80,50.615180852731044
37,0.002039279477742497,0.4437541711213995,100,78.78177041065231
38,0.004778516422433955,0.9869795373284683,100,48.81146713230233
39,0.0023512221779846917,0.5199087345300232,100,60.411610053429946
40,0.00211804231636137,0.47319234638577057,100,141.74678680863713
41,0.0028567723792524446,0.5922313625760892,100,59.92616511433369
42,0.0017766343978293869,0.3969058589298636,100,95.747447188604
43,0.0034600850341285367,0.767876591000236,100,84.88884990307163
44,0.0017087342623655257,0.360536394529483,100,81.99099288884432
45,0.0021086545458236104,0.3873819287457348,99,39.52270886454173
46,0.003246696664835052,0.7582660593421734,100,74.10035740791035
47,0.005456172832618142,1.0656582984196945,93,39.817727688027226
48,0.004818408186976037,0.9768147988632746,90,39.124521587601784
49,0.004915075258387326,1.2263494212735522,100,96.20659878792063
50,0.004557496372207909,1.247024265766454,88,142.80683683824475
51,0.005317050764903661,0.9170215111503166,78,38.01352838444644
52,0.0035150253419740348,0.6552553613753789,92,38.30185935544026
53,0.005174110987567919,0.8704299890839537,87,32.15462463794536
54,0.006061955478901721,1.4771202404323205,85,94.5120262815522
55,0.005367063588636037,1.2222351470959265,63,90.75069991849212
