Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
HKK26_RS00005,0.032755064456066456,-0.0038329985717492714,-0.009651246810909658,0.006744829889586863,-0.007012300435048993,0.059934062823857576,0.004863635555346676,0.05494010842805874,-0.000587114220436562,-0.006387230075316632,0.022753098932098023,0.003557697598835735,-0.053918137574684596,0.002502122064840806,0.02186133967956805,0.01799653892511352,-0.00646993862682631,0.034402256436257835,-0.0034690937843748285,0.007633314852735767,0.00972487315239807,-0.002564500626977797,0.003654296496583044,0.035646355384979525,0.002488375776103254,0.014732485909932105,0.03241063556827961,-0.009757861919767017,-0.017125301575033038,0.036133665002323394,-0.010253153338337278,0.008290208840562134,0.06705464222286471,0.0008969834544148179,-0.020780586060263152,0.01710369846795432,0.007656477525243702,-0.008886876470851398,-0.021233500795811922,0.006471581260240886,8.459473151766405e-05,-0.036726875789653605,0.001247174629883771,-0.028672014188692946,-0.0025719861169225633,0.0131875169724294,0.002104089290237711,0.022133376004314434,-0.0024433280896771934,-0.029900701925230734,-0.00018779854850495425,0.023418525048943185,0.008696287144275417,-0.0018881273615591787,0.00011161957296442255,0.0591915944439515
HKK26_RS00010,0.0006917864095925477,0.023893874504223797,-0.0010406856155603886,-0.012452295394633897,0.014195005014807954,0.002118768158800222,-0.004949319092455658,-0.0024761659351020355,-0.033043458460797266,-0.02746673070366596,-0.01789931808738626,-0.018156493889348035,-0.012407332937367652,-0.006313694267073165,-0.004899304161928821,-0.007859622863650065,-0.016135449309393025,0.0037775260645150515,0.013028143404898851,-0.010759342815074926,0.022052172336875016,0.00010161883805607319,0.022687033416092378,0.00907556878245298,-0.002122266402907888,-0.006213852109083711,0.02466589963499785,0.01392794247244261,-0.008312290246240714,0.008573520453442085,-0.008909531981140867,-0.004634927952783578,0.006586316065619055,0.011993757420144018,-0.015287162387342719,-0.0414265893582903,-0.001417033541299781,0.16394466868934984,-0.0031322300982690064,0.005480589522738655,-0.01285022695993787,0.013457477274636758,0.012456054997764494,-0.016934776208264495,-0.0010258581062080197,-0.011219388361262881,0.0206615734300275,-0.003587475631030536,0.04430666761974568,-0.05941051015574733,-0.042403911351058095,-0.033126060608924264,-0.011506628346711902,0.01864807323536261,0.0029851380377473023,0.015744551661806303
HKK26_RS00015,-0.002962847703586582,-0.017438232889882842,0.016678594630199738,-0.007466505019659955,-0.00621091886916855,0.0020993546820423327,0.021039673626106384,-0.01647165202963744,-0.023478457701471722,-0.020760515399673263,-0.0333930951806008,-0.02105758707493917,-0.007473053377010648,-0.005028123327978362,-0.04610006244213317,0.013671676310501164,-0.00033062036948541845,0.005452246400032678,0.07423849400370114,0.003315271566595078,-0.008061764559822377,-0.009317424048007958,0.007517994084015893,0.002855425450399165,0.008842012575630914,0.0029947432577425233,0.02276878498645467,0.003850485614668134,-0.008059546457513929,-0.004152853798791724,0.012280649241029834,0.059167085403232934,-0.003501197219388675,0.01408749358208285,-0.010118492272858607,-0.0022411143596046575,0.0030675578577796627,-0.013986282109337505,0.005984055317667377,-0.0007355944751757104,0.005907646942872607,0.009976793983587745,-0.017293095637781954,0.01163488595772036,-0.009710273975340265,-0.0006324139109083271,0.002881278673686155,-0.02591311266601073,-0.008615812902809631,-0.023307106464900137,0.0071381721624851355,0.0015040227381750756,0.0066208468979622155,-0.0037431894026002436,0.050559810256670584,0.011545651223960661
HKK26_RS00020,-0.013205633119682331,-0.0030499660868755834,-0.016252888232675237,0.0032686860843278392,0.0019625472682613353,0.011409753952267733,0.04646705436333046,0.0016657379491210687,-0.009062145159785007,-0.03095342138045774,-0.02820904973448326,-0.018204011032510098,-0.010241841150329015,-0.007701139983660966,-0.005698311667861643,0.0004321688847719064,-0.007908149216079758,-0.01443711456637501,0.07230621722838929,0.00038609076859446375,-0.0020040538751374026,-0.001557836306877477,0.006979167842996788,0.008119782299431815,-0.01340618685510568,0.0038714444921531823,0.004502356553705229,-0.0058461111049430544,0.005248979588083682,-0.0036531920727139373,0.008713412898143001,-0.027435639990232227,0.00947980595812526,-0.0018392970069479276,0.012338223469723903,-0.019964525070217762,-0.0017368400193555997,0.011468734876190568,-0.004365258717318974,-0.0042417657752542425,0.0022487645070388175,0.011618444993157584,-0.006674222547071914,-0.004294775365686031,-0.001852656907064367,0.011759555749990666,0.009092118466407603,-0.026800014831318424,-0.02407478586907025,-0.006517055309168487,-0.006817384136139612,-0.016681882655407366,-0.0039718583260742275,0.00978309227717019,0.053413473491455934,0.0037402877205118413
HKK26_RS00025,-0.015556629835539909,0.015127083468182045,0.020473089930589158,-0.01958102766954407,-0.044287316141650636,-0.011938127121132465,-0.024684656013774117,-0.04627303884569143,-0.005817750289167104,0.0666117102869022,-0.014917490875027863,-0.008920538069967265,-0.000904782608604587,-0.024024801386056425,0.010957949230183686,-0.021189293806333845,-0.02144159270632165,-0.008195674501781942,-0.0001801965491533176,-0.007218475894416617,0.014175617813953966,0.007928361340377462,-0.011818299045778665,0.015292385001225737,-0.00853153543434656,0.012786101446764155,0.00023174402507984752,-0.03772902106068964,0.0006619004272275652,-0.0015406174167373215,-0.016415444471184225,0.005585291420676482,0.014833611245726994,-0.010182149486818089,0.0015589929428258722,0.007478314409972087,0.04517613836065437,0.03459856975317323,-0.0029402392436699235,-0.01479746859882359,-0.011941131981961568,0.012262616754352432,-0.0018363797137807927,-0.0011797641279627596,-0.008127518359810586,-0.03330166692926454,-0.02566091370071264,0.032778342692891524,0.08748418193020453,-0.0056988123684181295,-0.03607526201859296,-0.012585980033135493,0.05201771736464107,-0.006863752971137313,0.06289459204221708,-0.05820956839742475
HKK26_RS00030,0.009442367446985327,0.020242678078857754,0.019384886955472632,-0.0009060479826854645,-0.007247469746314433,0.004291075588791097,0.008742343907472661,-0.0019413160351831368,0.00761014059519192,-0.0008663258502357162,-0.005385859713793318,0.00737985444205799,0.0019090810882691628,0.0068653135365007185,-0.0038030754412862757,-0.003545314535823483,0.001268148893537348,-0.007232857269742035,0.027936711595507386,-0.03371512648191349,-0.014175645398616219,-0.014679207711984514,0.02894776658675743,0.0219492981820673,-0.03083490503001716,0.02915817344532202,0.0006316095564536805,-0.008438062163063233,0.0012605259418026651,0.0067155624392139955,-0.019782351325414792,0.0019218976084611821,-0.006629399260055697,-0.012608983966206517,0.011484375254250492,0.0012564942811784992,0.014489493601148942,-0.022923949793790498,-0.0026452548706947477,-0.017608577865267448,-0.0012059852485101572,0.007834752750143954,-0.0030938458329602485,0.001806547639200125,-0.014179326672565657,-0.01764959952421125,-0.012727970813583466,-0.005708201042347457,-0.001645163792456431,-0.007823525507182197,-0.043124143101569305,0.012483845448466943,0.023097582411118037,0.010904325554688588,0.06754266618348287,0.015184295784197903
HKK26_RS00035,0.02688602285762595,0.015287701912129052,0.019868445188066942,-0.015466446246488843,0.017637588543733734,-0.021433680849623205,0.0005953274091720478,-0.00605004432798264,0.033242251555122525,-0.0290523097988334,0.01893998434740505,0.017432023511513458,0.003926001250651279,-0.011714067784968803,0.013723034509892146,0.014694914210905477,0.024118239815712806,-0.0034681969006851855,0.014808931194942051,-0.025777849828675935,0.012533232218332191,-0.02617666642535331,0.008163598181841153,-0.007380367931109284,0.016875216663340423,-3.3924961420671417e-05,0.002617718636089043,-0.025905305025898745,-0.01809219042320601,-0.008581146464894333,0.008123092701389785,-0.00543451046056149,0.10436689258897491,0.0019637201356252293,0.03221010905363977,0.021547027938690094,-0.004595205928569057,0.008394475328657336,0.011672766185919937,-0.02755659757140291,0.012039722439818063,-0.016555712501458774,-0.011038900314087679,0.0176164133139651,-0.017352796103555317,-0.013217516016226113,0.002475588638753922,-0.006532871965298325,0.010895590744636242,0.054756935014146885,0.004257020675980042,-0.008421595989264851,-0.0006740658840872406,0.0005920896880881516,0.0431309568670286,-0.0048078206045362925
HKK26_RS00040,0.02170985269682165,-0.01387072619032727,-0.012347679330637976,-0.011675938891102158,-0.00027858310147880653,0.02978935178790091,0.016180003973103985,0.013996569679606044,-0.0158457778344461,0.022066102608600688,-0.019890256757868166,-0.013954959991730229,-0.01092957777679605,-0.03382328589391112,-0.0151096135650652,0.005271981775324287,-0.015328074799688809,0.028008862099647817,-0.009100636021894391,-0.018391084925535935,-0.007489473764328037,0.016979419732468918,-0.006861860653078834,-0.01834713676912932,-0.02677033269387881,0.023487212804755714,-0.003484540654617614,0.0021935315273453313,0.007519751764148398,0.025677011528670787,0.018541657963802423,0.022440777282819638,-0.009619239691002564,0.0051675461409609325,-0.033752720194569596,-0.00011906762404489287,-0.012489578535060933,-0.018773556931488605,0.016159599613389947,-2.517299139126075e-05,0.002838837327985405,0.046601420611852656,0.011224736376066281,-0.0045716230027234425,-0.01953836139427143,0.08450251635854181,0.02736927895253727,-0.014314904242720517,0.0306650899097937,0.00961560728819454,-0.015446895257892173,0.009062066546081271,-0.033834791010818835,-0.0012459943264515958,0.010924794509841174,0.04394665135810927
HKK26_RS00045,0.011721400887078966,-0.008670388746217124,-0.012287469857799887,-0.0008669487084583557,0.00024380868929286772,0.0005223591486319583,0.007182528843117247,-0.009258451239649971,0.000568567628419845,-0.024756237155548345,0.0008866122708069464,0.0253098105245417,-0.007252936217288604,0.008127986298733602,-0.01602120326800786,-0.026811286178010253,-0.006998105085845133,0.00873530729755561,0.003599216440743713,-0.005653861558682582,0.016909961587334432,0.010874812679159738,-0.004850518881136066,0.013048873100338539,0.01321321168853465,-0.0006918792735876703,0.01892434712581579,-0.005984805951173791,-0.008549632609367763,-0.007606634248568666,-0.012401978373259244,0.0020989286697702617,0.02105988692722217,-0.003287811853913257,0.010012975434958802,0.6248541188258496,0.03855790220311521,0.005808344354664125,-0.007411515282490884,0.007765552404116901,-0.018898839070012042,-0.003750850898509337,0.013977854626127913,-0.006555649815977469,-0.007623226661965815,-0.015304204692815387,0.024017757260225193,0.009240218531730378,-0.011810574064329482,-0.01051412104856862,-0.02219129032132972,0.0461320853715508,-0.013428492030792718,0.004440992467556888,-0.005288612950269656,0.010668698703108308
HKK26_RS00050,0.020783089537500708,-0.03181426912536345,-0.009985669316827176,0.007570953303361712,0.005429767467443042,-0.0005266380652027419,0.03292145280492919,-0.011011973949217609,0.0007261594508726084,-0.016728042618933025,-0.016954378653889143,-0.03186409724358246,-0.04241276580908884,0.019087711666607433,0.023107783975396236,-0.012277988872628678,0.009916267391062236,0.02142351975397781,-0.005831129987642361,-0.005060478782283081,0.007072385834584202,0.014120839684939768,0.03592954548769849,-0.0061335394124106095,0.02011602124149845,0.01816340503146675,-0.001960663868745669,0.01617000986438201,-0.028192676796537433,0.00022896958511375889,0.017204553124725276,0.007652761846860491,-0.004675317249687682,0.006372209497490058,-0.013666395093690203,0.021412959755032747,-0.011207740457630528,-0.00942557934437011,0.011943749673326889,0.00396921401683469,-0.0013625532856889238,0.03333184342229674,-0.009417858140803464,0.0036972809918465284,-0.02088862775224984,-0.00038789040758320395,-0.012900468148762903,-0.01744570129245742,-0.026719891869398778,0.022681820497445937,-0.048450741159708516,0.01456584213694816,0.004934445106396057,-0.003328128406584714,0.004641254673876692,-0.011626831434809385
