,S_mean_std,A_mean_std,count,L2_norm
0,0.00039741599171469363,0.20989260809653099,100,298.07991511241306
1,0.0001444746853207219,0.08137958167406753,100,65.74897059794748
2,0.0006438110078011828,0.33829435833598964,100,130.09570306204617
3,0.0001940536741116277,0.12470999717590511,100,147.20925963915982
4,0.000305048060067117,0.2228283348397282,100,198.6134571454142
5,2.7534579163772924e-05,0.021592566215786264,84,97.44357045949836
6,0.0006738642051253223,0.31576349300349554,100,121.19018622836096
7,0.00030145185197412336,0.21570869400061146,100,126.47025587705294
8,0.00034705659974034034,0.2686074191031339,100,135.50970997436926
9,5.8629425998007456e-05,0.051359917873430035,84,177.70494520802188
10,0.0004360325340619072,0.17048847699198277,100,174.16639199699966
11,0.0001898518958899775,0.1352832638599006,100,327.6938578255776
12,0.0002534345805950113,0.09807923812029751,100,204.32827488369037
13,0.00037375004651762336,0.1510180831310772,100,100.98476428712964
14,0.0004876600685965748,0.21234470104789155,100,190.72404624874767
15,0.0005692920868151293,0.539195772428856,100,100.76043630158507
16,0.0002559654077875972,0.18317512230371016,100,103.43664688163153
17,0.0005632231817133916,0.5227971087719964,100,239.97200774062276
18,6.20665566009235e-05,0.025684456713915723,84,178.5361577471974
19,0.0001239009084543949,0.1108737455214722,100,77.20686964553585
