Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
HKK26_RS00055,0.0036319516238586575,0.009847427066314288,0.049089412446068334,-0.03101358062137333,0.03960832884021671,-0.008485211275935463,0.027893198909439948,-0.011881286426199289,0.014198195518967173,-0.021934129942135623,-0.003382126285672751,-0.013689796291349596,0.006347065725343808,0.006629543509729531,0.029608109231461135,-0.011066373476386851,-0.008961055519052461,0.025530535927698734,-0.009137001787349674,-0.03378727958665577,-0.0031808242375114255,-0.020157816887933843,0.017936411429431167,-0.022747982623763506,0.03130714064484965,0.012765676281424708,-0.011370920226371047
HKK26_RS00060,0.023223377686405207,-0.009546617490304145,-0.03447341427520112,0.005643475506754029,0.022617658208304112,-0.00011568607172056702,0.010832053910163716,0.016374494885327228,0.02550931369030161,-0.007625061321725502,0.0035760209484379073,-0.01584803261877468,0.008261191968299634,-0.013341068272832584,0.012609660990673016,-0.022254548903531405,-0.02812842868675826,0.014737180107276765,-0.01319421720307556,0.028513151259005973,-0.0007781018163004143,-0.015188976782196774,9.367705824247985e-05,-0.013486755580452365,0.0013762832686867266,0.020525527664657272,-0.01838000901071282
HKK26_RS00065,0.038285653194205405,0.03496345972603945,-0.009599480140394414,0.08770031443952007,0.013092722612621005,-0.05437525577353327,-0.009386459476199507,0.028317940721462813,-0.010212566883986146,0.06954030909601246,0.029918620714790532,0.000997577492012262,-0.0392260182037718,0.008392629391901024,0.07594307912931296,-0.004309636339067517,-0.09507289635670597,-0.013697032197887158,-0.0020864399597053072,0.009124080512763914,-0.03525265769666884,-0.026613028885494088,0.023406285309412977,-0.03125489283426001,-0.033372284206225934,-0.012719107887695102,-0.016406073147945874
HKK26_RS00070,0.023134315121765444,0.024579834341302117,-0.0046306520395239,0.07923550381511571,0.012064509117902142,-0.0422874332373968,-0.019380156185747278,0.015504119753434145,-0.024729794524508006,0.057075774823013785,0.003200932903515457,-0.004319945169593665,0.03997064413124088,-0.0013138599211139576,0.05564126227098035,-0.00448205579671213,-0.06147063188300964,0.003017552397323968,0.006240655532989549,0.01590069349640272,-0.002538543014308037,-0.015032928219997426,0.022790853456180073,-0.019749413335309263,-0.004354375329215581,0.005291034467406614,0.005228142984846695
HKK26_RS00075,0.026967319320729783,0.016657987110202624,0.007297384123131731,0.06191125434008238,0.02250233729559497,-0.04971327387452423,0.01725632541107483,0.01770253489593488,-0.005437270417415837,0.035744605119814754,0.016623983346011787,-0.0019292099648639185,-0.025383833330878267,0.0028399000422050834,0.03682671841909737,-0.010151109978941496,-0.054519538958115774,-0.010422136827716488,0.004575396921275288,0.008746977075694122,0.011120015883926188,-0.025511602611171903,0.0183653801561165,-0.04184112425062714,-0.022605752692528,0.005404713970728702,-0.020880825823679314
HKK26_RS00080,0.008681088221062947,0.006908322439969336,0.02016540054188867,-0.0046291416325651485,-0.007452462312544524,-0.016518054307772742,-0.0005036444281301162,0.002782041923487205,0.0005079708092777996,-0.00205708388313608,0.008960002258340437,-0.007160908288583623,0.04326547822548923,0.013570292166133034,0.027088438956132634,0.007146575597914901,-0.02132318110010919,-0.0004326382848293943,0.00038414926568115164,-0.07136259625459888,-0.007645551018104648,0.0029933427901004104,-0.006322581406293042,-0.0027229822390338926,-0.004903496292858488,0.008712335405362703,0.022410432372906387
HKK26_RS00085,-0.06459805304049952,-0.01610912159024743,0.010139715748744026,0.03664104301373938,0.020206939983629393,0.00941112874885891,-0.028114954954075153,-0.004520110980191848,0.012275291376067539,0.012615450106520865,-0.003981206459800974,0.00911621451150584,-0.014381562473260683,0.05244755981449474,0.03768439680252543,0.024187013617538267,0.044392794924185436,0.02289478444677168,-0.009183386344666835,-0.031856683776517125,-0.018633624075539607,0.027261664023528868,-0.006306877524490161,0.025348439512321748,0.03181482342284993,0.0057352536772951246,-0.02982157786333016
HKK26_RS00090,-0.012046375966714012,0.0016551065173598578,0.0003093775008102744,-0.004175238131181481,0.014762849407802217,-0.0005722543409787786,0.013160060265714335,0.019884169211848476,-0.002508724343612162,0.004169878910763705,-0.013040263412078415,-0.022875932776339238,0.006749736266877807,0.004592497657133036,0.017447169762184012,-0.010810648987289563,-0.006414382849928548,0.0038477328411327845,-0.004889466404383222,-0.009171436709604125,0.024001552650709922,0.0009048556716854246,0.010362519937001376,-0.005956160672552537,0.0010286229191175753,0.012536226469493157,0.019577890241626733
HKK26_RS00095,0.017182851113229834,0.0086504428993054,0.025503587302795585,0.023572616645251517,0.009600502864083484,-0.01107995278928644,0.033660658530875645,0.015347999858983717,-0.0034053142713527194,0.016387329026752648,-0.0019083480195149424,-0.021285685586943114,-0.005917731872939092,-0.014648314186033027,-0.0030646406246700505,0.006934801643630481,-0.002189981237628024,-0.005501856878744401,-0.005521972877351905,-0.028861579383928526,0.005985192557867395,-0.013433941974285076,0.008417216160786355,-0.016460587563345744,-0.011679789683148312,-0.007832168332249746,0.024648823164328145
HKK26_RS00100,0.019636745476411088,0.0180863809497456,-0.016016219094203282,-0.0035171635046632667,0.00938647306434775,-0.0036544224789869127,0.0021494465248656793,0.0134782854279452,0.0011502189924844494,0.009741325111343199,0.0001967825533300782,-0.00898890455736536,0.0009310761827133183,0.014101603200219262,0.00276008303302837,0.010508413473687224,-0.006823347645096841,0.0008969570963499131,-0.009788656743338685,-0.012977003153832321,0.0034400755889174837,-0.011177874382794203,-0.0006371472073582289,0.01066877908788674,0.009844957061905593,-0.005610874398084186,0.05121136381068708
HKK26_RS00105,0.016538264576580048,-8.713323486809827e-05,0.02337832711232644,0.02426154450464337,0.02910617428102463,-0.004113896690633121,0.008554887376266744,0.0031636566829005485,-0.013062389735336528,-0.008480162543015314,-0.00038576081205337156,-0.008910331721829645,-0.005694245134767012,0.010653498665341474,-0.009137371413492091,-0.003435439379522107,-0.009386669895828871,0.004397837936037937,-0.0074418101906682564,-0.0007496573477507822,0.010709410763185616,-0.003152236602450591,-0.0005616237061905029,-0.002373857369418117,-0.008451249577212928,0.005133344036498777,0.019184685293341074
HKK26_RS00110,-0.005807223945305577,0.007727164637041543,0.0025385047761875812,-0.0021852436358703858,0.010474870771020882,-0.008044321293072471,0.0058142346645714,0.002194982726777846,-0.013351411833937671,0.009274577513754486,0.012838597841348403,-0.01974151705534341,0.0005598981554588801,-0.016717944779209747,0.010785072744444688,0.006123088000272796,-0.011960340599832364,-0.01002593156861703,-0.01564855591665905,-0.008151328714400097,-0.016767970052384323,0.004155200913886247,0.0020831812242874588,-0.019113008158095187,0.016843582711623572,-0.008158209596880125,-0.02010549590543863
HKK26_RS00115,-0.03250366274091977,0.005359077688269916,-0.03133916753769677,0.0026132394703275263,0.017876222675954553,0.009018612185460323,-0.008998616120155819,-0.008412025651964224,-0.019620460572515888,0.008746730894852924,0.018417997592415702,-0.0224371793059363,-0.002833467503510248,-0.01161569296470824,0.01746762967119995,0.0053694943728665265,0.0007883861404241931,-0.01640545718878563,-0.019954437295266123,-0.004796712092617092,-0.02789274280950462,-0.007343725188707535,-0.015740116875456674,-0.009462938759521424,0.015513965381963216,0.019862259703180698,-0.01838139313958233
HKK26_RS00120,0.06516206828683965,-0.013458832566410736,-0.050058413836697326,0.042478718716700545,0.011705409587097966,-0.01103631285120142,0.0008827549984800088,0.015589649349232302,-0.008020309306528809,0.007607589303122161,0.015678395105170786,-0.015708225391017044,-0.00818246572189522,-0.004998714802341601,0.011646495982516518,-0.009869586235026925,-0.01903101653333119,0.016218054849371735,-0.015503955135187743,0.02102734717938177,-0.005433612195123234,-0.012960479783768962,-0.0020795972245034647,-0.010715616681062447,0.000749560027705316,0.0035669244563906704,-0.00835787643736998
HKK26_RS00125,0.056375570080954666,0.007750275568392976,-0.05910580238379361,0.10312495094742627,0.03722332972939748,-0.016533006764117328,-0.02916817785679422,0.02107402761121285,0.006673635129199479,0.002497111639263692,0.020807757285592973,-0.01050903602822403,0.030084336415340664,-0.005973739647482028,0.018185697772609585,0.019007332892138913,-0.0028202128239379815,0.011140861233351588,0.0019276748091690634,-0.006443728470175439,-0.01948604777532231,-0.012110384484784105,0.001416787033311413,0.005065055855006142,0.01231542104027503,-0.005147560799418872,0.004674245042996038
HKK26_RS00130,-0.011255729669892632,-0.009772775986094584,0.013779453487660062,0.0861367309659031,0.05486261322272962,0.08123770336604143,0.02150419662424317,0.025291148326719335,0.003633629355572051,-0.05783886491322297,0.004600304613960198,-0.012438319970441848,-0.010605586159503794,-0.013629688641298298,-0.011546360569743895,0.00030362317938613094,0.01697775346903028,-0.019613389057886867,-0.010892726596105694,-0.008055222531603618,0.001759673626778798,0.015309292515368693,0.02447122621899009,-0.03706004191245983,0.00998110559285845,-0.008991306507638247,-0.005058417004558104
HKK26_RS00135,0.0025882926241067063,0.007990679022062191,-0.007240392720690186,-0.011955571570320487,0.015886294747529957,-0.0228772484837162,0.03436307993758335,0.01425052371716743,0.004947967385032061,-0.020724312988429944,0.00040139176719289934,-0.004963630078286759,0.0018929813338288857,0.010328445103884866,0.02069381408147855,0.0055648800250597905,-0.017299205394913707,-0.009426711989686375,0.004029351599955908,-0.006954565127432669,0.014290420388278751,-0.01092827965549492,0.0035638211706511182,0.015990172879628065,-0.0015339796905346822,-0.004547622068266722,0.009148993774218978
HKK26_RS00140,-0.03106608332916866,0.007272136993072384,0.01404785993103383,0.03527034545465603,0.004532242876755893,-0.02508450900407941,0.017136994146315063,-0.007026509398937829,0.015965361366299603,0.03793343400610372,0.004758050920226638,-0.01212404791006413,0.021162142320527457,0.031523908765253704,0.026828640647211733,0.015145648173058177,-0.003709691097074152,-0.03000599750886957,-0.012225588851951439,0.015038215977079404,0.02812498984297651,-0.015611067717976155,-0.03138804175716633,0.020299276955601197,-0.012730139364843025,0.025243309086752225,-0.0173690352208878
HKK26_RS00145,-0.007143688841992669,-0.008019395469943909,0.08273721934919681,0.020078468946755287,0.014898710514670985,-0.0216785819750542,0.01738130155059059,0.005059424746581455,0.0021052102294684613,-0.013692383500413813,0.0010214051217636887,0.006775360159132102,0.00019276448582727844,0.00592841355817877,0.015385273861837334,0.012133622373534141,-0.027270764626148393,-0.018118287903053257,0.008427345619710236,-0.0068837225866885164,0.0460952133994734,0.004257354749392231,0.000729282075689831,-0.0023819273907119236,-0.005331965966834843,0.012685128202685561,-0.008148272657560449
HKK26_RS00150,-0.009493780851984691,-0.015510434381497509,0.03803004243256258,0.02926337349288881,0.009320493064151083,-0.006020103862616973,0.023537460607657813,-0.0038126560069924416,0.019021279349049028,0.0008027770689409741,-0.001224600299625609,0.0065235373675517,-0.01716157271681803,0.016144402962237545,0.023782762035445347,0.0023262034395615957,0.011062652701517375,-0.02024929673329872,0.0009758386644608962,0.004713823612603247,0.038340215678503285,-0.006495122074186768,0.00864937532776295,0.008571838494620112,0.006650601260111095,0.038873751904022265,0.01881693636726035
HKK26_RS00155,-0.007019221775923082,-0.02975918433690876,0.007893571927799225,-0.005580709314728021,0.03210987872424971,0.011525055348811819,0.07306586585612145,0.024031125425467703,0.08301310553668813,0.036828245223684344,0.015979197061379923,0.003586039776047578,0.005408224192790666,0.011907965787615438,0.01571877113653451,0.028882348469062062,-0.017400497141170066,-0.0077195979591299525,-0.020764363243511233,0.10428414791201354,0.013534740431730015,0.006173254962109586,-0.004808576940138467,-0.024151821071518708,0.001745006630685628,-0.0003208991553960125,-0.007009875557250609
HKK26_RS00160,0.012373123338795748,-0.06238047056867288,-0.05837282101923365,-0.01726195287622294,0.0194782803090153,0.025519445205133717,-0.0023300186376402658,-0.0010957547511087206,0.001064514784519968,0.01438472326809913,-0.008354419434205356,-0.00983407070643033,0.02659888864979619,-0.00034295864795452405,0.012545601758966397,0.01646115815207116,0.018791171899515395,-0.0024909633166503996,-0.0009808551222474985,0.0025043678348546324,0.12416762074661798,-0.018248953749590707,0.028865617521076074,-0.012246843690357601,0.05689038395826561,0.013891566604007043,-0.0023258409709633614
HKK26_RS00165,-0.010311859434295507,5.561515986963121e-05,-0.009852110107411235,-0.06408923193947091,0.025162512708619484,-0.019621724213825145,0.0002460204442295218,0.0060241431082200736,-0.004755600617492521,-0.013843441962855264,-0.0018252129445813668,-0.0286064639841348,0.007502866669713746,0.011715076913348376,-0.014776034261124569,0.007345399009019713,-0.02389421977996338,-0.024157664191769603,0.0018439620221710942,0.037159333690834344,0.08104410101294844,-0.022672351696119676,0.008831594382593642,-0.01610145519412475,-0.0070322291706327285,-0.0005436985171196191,0.027725756856128013
HKK26_RS00170,-0.008679308482067521,-0.006535650470333488,0.11154157131119266,0.039520631024645085,0.026840133298812657,-0.013556143977702823,-0.03491896695008651,0.011559184621236597,-0.004245438838728827,0.012382478973482151,0.017261050409235014,-0.014119354646011417,0.04050990404103153,0.0016155898271123252,-0.0018699528234359505,-0.0010908718712194735,0.0025444559238787727,-0.01941562122421996,-0.014889919918691602,0.026048363991468104,0.04205071706211992,-0.008806896460324405,0.0021994317225097434,0.019275797836858396,0.08213042396579123,0.002574384754758998,0.007919147392395043
HKK26_RS00175,0.007856406945719232,0.004410017789084332,-0.03523256363061802,-0.04148801955370473,0.014945764720083448,-0.022410700059455797,0.006801956271948926,-0.01067641375029783,0.020111668992639962,0.027583062771585443,0.00792119858353825,0.023289219601656294,0.05537484036637526,-0.004572071661570863,0.0011027700257497375,0.027461672476881666,0.015423238080236028,0.025597186466496058,0.002146789730595532,0.015077503338177376,-0.007049780700381301,-0.03604195627156925,-0.0009880865108816543,-0.003943597642507016,0.01649332596921078,0.022155466339465434,0.010912318212088578
HKK26_RS00180,0.018277428168594106,0.010494773114926135,-0.01528535798181111,0.022625579362365585,0.011756834697923258,-0.012919282736854944,0.03211506833316397,-0.0018364992592636437,0.0032720956565945726,-0.03447775657794527,0.015783604665194625,0.009646475414130178,0.005166472893612793,0.020602090261316458,0.00043353051043066334,0.028764580058498544,-0.027036883348717913,0.015237175492309683,-0.009637665965826764,0.01537756615845337,0.02651409831499956,-0.012936714551033483,-0.01722958279734717,0.02263663202938857,0.005553157277185008,0.025046193693883213,-0.00017789888906689745
HKK26_RS00185,0.0020298712388172172,-0.00998336145676265,0.014574274590045188,0.01212366173543553,0.010164439839645115,-0.018231470915628937,0.006262960489066077,-0.007371217887860624,0.0406225070160304,0.04054767986314725,4.067717445504085e-05,-0.01333892908504753,0.029354185609399862,-0.0024947586877243537,0.008325170279180638,0.004332852212136174,-0.017321634076704704,0.014042876385750122,-0.0161900245543367,-0.017065077102802112,0.005436342565787904,-0.006748033505190983,0.0008527480745645474,-0.008773840367322304,-0.011729635642065002,0.01966013204230807,0.0009403801736886374
HKK26_RS00190,0.004811369841600883,-0.017404229454787416,-0.04649313822117461,-0.017438036294287036,0.042159451148751276,-0.03419088437657532,-0.010701312640824516,0.0004184735703000981,0.0025777527586978923,-0.00025087854014014545,0.005485333313400609,-0.01368289419591472,0.025447027840506925,-0.004789238746710709,0.01884542291491366,0.008469203868076014,0.001713389389127941,-0.004998084228412182,0.013520336429067867,0.022464944298642167,0.010748384458759395,-0.014980725670570261,0.006651861481819827,-0.00432522069962866,0.005596805105555348,0.007626332283125862,0.008665234899041972
HKK26_RS00195,0.0080835370040736,-0.022889620196449953,-0.013957414538105894,-0.03644134760646401,-0.003058624776943378,-0.02223640663754654,0.01642398845605447,-0.004073622018901636,-0.0038353846213995905,0.04062502161360913,-0.014734746311680948,0.00038350435202803704,0.020952574089502143,0.02001522608862505,0.015410842914392662,-0.014439181083687002,-0.0002531908911100763,-0.0006287762321000421,5.5788156059620835e-05,0.019565827526644663,0.03019004038185223,0.0012732661700364317,0.00654536574847448,-0.004980032920024316,0.008662922645508182,0.00047049403824133107,-0.00649384341528262
HKK26_RS00200,0.01974372761204732,-0.0404112226838244,0.01640570701678528,-0.006384297915320495,0.017607977208304017,-0.001223961731353632,0.04336072068338576,-0.01964759745359951,0.002399076776980513,0.01367170525598998,0.02164960780892222,0.003307333324839352,0.006409151532707408,-0.02953707066740834,0.0255304089600512,0.04656332023440796,0.010014322805378006,0.0003578539778954262,0.012267067005620342,-0.005161984980705988,0.052768971961256746,-0.019897193681643256,0.01117295310003088,-0.01773302943986607,0.010608316247127826,0.01309177701801423,-0.017936334233107934
HKK26_RS00205,0.009637850028131932,-0.006802745438899887,0.029656746890050326,-0.06409653145194802,0.010994104093476328,-0.01046498010663669,0.039888178573309355,0.0019565297923832986,-0.015005090771406928,-0.012730997595170946,0.023956808307804472,-0.015019587822862328,0.020381429762179142,-0.01430290086340272,0.008326123514035295,0.012071559068285765,-0.008354565697160355,0.008107389481720455,0.0026672558661693874,-0.01626229739555796,0.03642961801852574,-0.017244930511320117,0.005887745678355937,-0.013615895561081752,0.013048372321324046,0.045495857535915916,0.00040479473885175516
HKK26_RS00210,0.009007021908889844,0.012505045135401944,0.02891394964616616,0.018572155745763298,-0.001989760504484269,-0.010820958370995608,0.0485160498276423,-0.0011059472191140565,0.006922692344052087,0.017726345422361574,0.012465053475259346,0.01757587550507794,0.009472328894207642,0.020256817237294347,0.017962059550533593,-0.0019786405942564607,-0.0006509671564945531,0.011256181465755626,-0.00712252796173021,-0.019174455877983578,0.029121431290231935,-0.02018135333852381,0.01071720303137008,0.025616465835301753,0.014685991747381402,0.009055950452765645,0.010276702651886498
HKK26_RS00215,-0.00483218779495276,0.013069394502617928,0.000238435058855163,0.02067722408858899,0.01895648970824851,-0.016934703755064628,0.03398461458034166,0.006150685829013015,-0.0017506395534160543,0.0017551135647850137,0.005608762660397845,-0.0025356451587441927,-0.010352619461284438,-0.0025354976687478378,0.011853772067539155,-0.007402166116944366,-0.013246702843420484,-0.0026693906138773697,-0.00040233488891222363,0.029149240650532413,0.007969603101360849,-0.010301217764141666,-0.007489694862467788,-0.007667080925815344,0.017755791350163738,-0.010459087819154157,-0.0003712194059851877
HKK26_RS00220,-0.011857190790117695,0.02497314993771898,-0.0172362207306501,0.004653550976764497,0.011252190106505149,-0.02812376478524234,0.034318479179255804,-0.012417729381936667,-0.0007708960812564569,0.09585217035935786,0.020127317606268277,0.0017586964380289516,0.12423151462953824,0.010761789180037038,0.02195607246755698,-0.003948246831204767,-0.019075357560969276,-0.0032577628222177665,-0.002424785633874241,0.02573647316841309,6.0282316222724516e-05,-0.02349977719965638,-0.014525944502279545,-0.0056212813196989606,0.06591185034042982,0.013360435677406687,0.0017356573551675178
HKK26_RS00225,0.025679776987064157,-0.008370262556797382,-0.012932384750305134,0.001217413341240361,0.016996809793300115,-0.01577657752267474,0.016795505641287494,-0.002307034028554077,-0.004855084191379282,0.008928777548382458,-0.001956258090757782,-0.006863762964475848,-0.01118205710004513,0.011227905924639833,0.0023459527884914884,0.0026696160773434187,-0.016760587553976844,0.009681065729655377,-0.004011103158894134,8.587521729486346e-05,0.02439853280606754,5.392567721026347e-05,-0.0033252827443311112,-0.004429736320684249,-0.0034020813290359707,0.013828385598074054,-0.004272890675953298
HKK26_RS00230,0.012595466657153378,-0.010035071228640833,-0.012469517604702588,-0.0032863680874254753,0.01830487831302163,-0.011688613941542914,0.01050418187725127,0.002491396242666284,-0.012180548548625648,0.013716608404968786,-0.011821460915387383,-0.011798130904722313,-0.01225738850128274,-0.006039954170691493,0.006313888274958945,-0.005522200336513746,-0.02044509391541661,-0.0019411770129024051,0.0037025305990247936,-0.014803830102247412,0.014452918952251467,-0.012368126142605526,0.005352938963151254,-0.00044086244865679345,0.0007369823768502899,0.02717070175696245,-0.005428915163786265
HKK26_RS00235,0.01691678070625169,-0.015538435531490027,-0.00535021945439876,-0.014998906466004009,0.010554317169892304,0.005962173677492779,0.026756562848048598,0.008090245485370198,0.08188369769119236,0.006404770077240656,0.003558000199097681,-0.008725809254767253,-0.00811793754149875,0.03633504758151969,0.01011807035173147,0.006940995572103006,-0.005992205434595631,-0.003455352473681917,0.00023640417265816937,-0.004977236032344946,0.015367175886483776,-0.0021321963073670626,-0.01771460862135917,-0.00708951310008662,-0.01121897255890671,0.02408844457769691,-0.018091970255246805
HKK26_RS00240,0.015366670860029161,-0.03746729346101832,0.0048253334012759025,-0.0005059795839164115,0.010568578956180887,-0.011392302977383795,0.015466523746313895,-0.014183843619749474,-0.0004957292930225746,-0.0005843249358501038,0.018051801391869175,-0.010467298680103541,0.038615579552149254,0.07183092402993127,0.06428239406993674,-0.029490545004376072,-0.0026582796839824453,0.006510803169613893,0.020117477484021654,0.007704964380183602,0.022363848756298054,0.002562666940099116,0.01040886137217558,-0.03340099168102942,0.0016672348215503465,0.031151368453877847,-0.021729940675752433
SYNPCC7942_RS00005,-0.012809394151146753,0.019210351858704594,0.0016058728444590857,0.010162419285937883,-0.005804056724243495,-0.019068266558622746,-0.011069102202429836,-0.0031002551883656908,-0.006343848938007376,0.011862688769642558,-0.0041122859166904235,-0.001873715260611463,-0.00902082771084169,-0.0064199704801945305,0.002336495790189937,-0.013469683019178067,-0.0015073719925497817,0.003963796517542568,0.00940326722965002,-0.0022874417684977666,-0.010387991450226695,-0.008835142678337168,0.007658126405402172,0.015697940996574317,-0.005248199716545689,0.0008146149986204455,-0.0077243712813273345
SYNPCC7942_RS00010,0.0006939548509025267,-0.007612284979945015,-0.0094590186462168,0.00932849378411517,-0.011362951117140162,-0.010526911183866235,0.0027289474141948713,-0.002783812344763894,-0.010918351643849997,0.00924003110850607,-0.025280363334499366,0.00487940862446887,-0.011806885147670228,-0.0014854497283483881,-0.0007116066849122465,-0.006259514988659997,-0.010992972938130436,0.006969256019039796,0.005450373838298166,-0.0006055793344029284,-0.003752203057444007,-0.0014155470329666614,-0.002674661581388133,0.013875884273187365,-0.010027477974918035,-0.0047195506179221886,0.025065796129281805
SYNPCC7942_RS00015,0.005131453151512763,-0.004983089914068387,0.006130442678868153,-0.0038277933778166134,0.0017210286184393881,0.012267076916806119,-0.0024639330012894223,-0.0028649907346872,-0.005991965690124735,-0.0014869313719428493,-0.005236639715054757,0.005218170545833794,-0.005337384936115401,-0.008970441717267517,0.0016705282510218764,-0.0022244941067164907,-0.012639012294720708,0.008098212558976489,-0.005804985077500824,0.025732365161134828,0.0024505416265258166,-0.0006274631317904373,0.008231482265132805,-0.0027451804440373796,-0.0072538579631372235,-0.005893686766621723,-0.006409825783961719
