Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
HKK26_RS00005,-0.04506291752441019,0.019114664898930926,0.026008336083240793,-0.005119263630847648,0.009269664460183099,-0.005078148325347155,-0.029373999153327314,0.03305973132402899,0.021113388413455638,-0.010296135899065199,0.007964943043931473,0.05688746264227995,-0.0018634551456737413,-0.001954120241041911,0.07920651466459899,-0.003904418471526341,0.02914506449840948,-0.02435754323862784,0.0012735145691883975,0.00994014266373321,0.0013051738548565713,0.042438510285849905,-0.004976781450995753,-0.004874269009305936,0.0018496156719376717,-0.03306524587277357,-0.009705288470363428,0.05105491525949553,0.01019891056949521,0.008933131626769439,-0.01304259289853851,0.005529826803496711,0.03733680138385318,-0.0020821729927261562,-0.00918405009562428,0.0033326690874592247,-0.06579347931583757,-0.00028820888773802873,0.029034084540834084,-0.011588609804715632,-0.004688847811682488,0.0020723356515650127,-0.026899991323553453,0.03769863286598024,-0.015663244422100542,0.006209742132743584,-0.006780795226414071,0.03644984132136837,-0.0057093830993091435,0.007772296301859761,-0.009968078280470173,-0.014115709251184454,0.007933211030150687,0.01971340828351409,-0.01742849507386845,0.02785756858556085,0.05337770420683363,0.012493275677052804,0.018053520374236336,-0.013881056506367461,-0.06384657334989179,-0.0007926741570051836,0.00666761231713462,-0.013619718047354288
HKK26_RS00010,0.0008402789115585695,-0.009676299597280114,0.0014286249348703988,-0.003458686786652938,0.002070071226439745,-0.004279884946489131,-0.02156765098034884,-0.003970839001575976,-0.009089793204083423,-0.02146451494875402,-0.016984207761686,0.020695126936804184,-0.024416235212183654,-0.007878702244005456,0.005526398370307348,0.02067461894169242,-0.024449765065906036,-0.05596391471559585,0.013804802722197768,0.006917788646629171,0.0019696592018285898,0.005938863209711359,0.01819273984902934,-0.031023917151210646,0.008771655952397612,0.004422070346041319,-0.02515527679966983,-0.0035398561919165873,0.0013831966407198706,-0.01500169913952575,-0.02489209024991595,-0.011974645244465008,0.0033197364719243965,0.045216695943762916,0.018579161682221366,-0.004216456235636299,-0.014330856763472065,-0.022019130285147067,0.02815153371862256,0.023665938568662958,-0.009911603204613498,0.0037865514850064404,0.006683577023059599,0.025685305563478762,0.011441697429266455,-0.012017847916490989,-0.0013009856878357887,-0.022886756676137873,-0.005302525945193323,-0.03488690164053467,0.16667699302098948,-0.0018512171164043756,0.0275311669378193,0.01318613114717637,-0.011720219752869765,0.00901430169935014,-0.0051147582265486475,0.014786859599281306,-0.016947857536075587,0.010366284753055201,-0.001169220211529442,-0.027142191660187765,-0.019391858606409133,-0.009705606918293658
HKK26_RS00015,0.006747757882483309,-0.04414037431305059,0.007852156057772423,-0.012471508943583003,0.057482525868314385,-0.013302801798758307,0.006350854345257067,0.00739280950020027,0.015060039272274776,-0.012310080876965336,-0.028744105683901705,0.014795883592996998,-0.02688393980685807,-0.0065481729754152075,-0.0012493011173217478,-0.014685744132533622,-0.028320397955809172,-0.02001073317186741,0.000567544468790071,0.0032776778672669983,-0.0146256265786756,0.0032456073332996233,0.007175716025201329,0.011254715883248858,0.07648977439565226,-0.004254409469305525,-0.008150912469916323,-0.026803013715180984,0.002359351069707839,0.00010621154268430341,-0.004614732832771437,0.008554890003554888,-0.005838623609039424,-0.01496495608743628,0.00448522495015954,-0.0012387407973790544,-0.0012170117917550901,0.0005413361571189917,0.02365093521165784,-0.0011876208710678788,0.008846190091817918,0.011125736882303526,0.0006678533978099458,-0.016183754346861298,-0.01239159913094378,0.002553028013423753,0.013444133359293484,0.005250802493721829,0.011381429426580074,-0.0024854921345052643,-0.009545958627730767,0.00543265980341188,0.012251295859648834,-0.008666983230978725,0.0044496245309311525,0.0012996362887973739,-0.011439849837171783,0.0067643719408128165,-0.022447588417457254,0.050310330618556005,-0.01672518840866041,-0.019316171805749058,-0.02620063605605428,-0.012164277300659328
HKK26_RS00020,0.0002840548173697136,-0.023590051804338947,-0.005793955461011849,-0.006468802570630702,-0.01989100857123623,-0.006238708519335282,-0.013893716048140395,0.01093857089367257,-0.0008285577973093512,-0.002649477246124085,-0.004664673853927044,0.01020745605526975,-0.020575008420812432,0.005222570146227101,0.005053565411380209,0.0073308489427284925,-0.020532742490113873,-0.013215298861599405,0.017484948227535747,-0.0023465627848919656,-0.010278377320226377,0.024753401578658973,0.014034327379740892,0.0073382080445198415,0.06140589049704135,-0.0005703350764545608,-0.006446022479204208,0.00928951111900352,-0.006040819865935371,-0.00021396119896237956,0.014265639682653194,-0.0016396944236045316,-0.009105892904928263,-0.017826201886011347,0.022060651599706906,-0.0013142688670824485,-0.00948919417775693,0.012657353791814237,0.004630624243162897,-0.002262003195756519,-0.0021638375876442705,0.03595033367299935,-0.0036089577199865846,0.0047858672518079695,-0.009195816366327348,0.0058204523232519775,-0.006803339276414665,-0.012111393848820201,-0.001430495449401665,-0.020421110243079913,0.019096823888367177,-0.014789609436428547,-0.015843421892222497,-0.0015130134920444654,0.030915977938131545,0.029623080961658808,-0.018957455656959797,0.00320643237322834,-0.016226684829031522,0.06232871479503615,0.010191617300347124,-0.02027368600907538,-0.06274300105962079,-0.011280267792664053
HKK26_RS00025,0.02402939975855924,0.008364457560910624,-0.027045720981985353,-0.019750766535775725,0.0001127132554946792,0.012243822247779148,0.00344816194817003,0.01139351257431191,-0.011068537612004579,0.006345068463586729,0.0016188573498296583,-0.06882567238072843,0.048695591898321615,-0.004382015522984328,0.01550237658716909,-0.039848176080018026,-0.03550958239626259,-0.01233836010212501,-0.016520499231335382,0.007587157371925425,0.002549831764832938,-0.02635255945029539,-0.01226416845931298,-0.03231740260873991,0.010349504313710102,0.0011698666974396658,-0.011873949016808156,-0.0628375994585801,-0.017648696936127257,-0.04807831341011623,0.002248299448140674,0.0320026224526176,-0.016108181159781017,0.03689410954451244,-0.0037635011016577988,-0.010050892575625374,-0.0015854218052538044,-0.02256030539722041,0.0056323550809268645,0.00950623786662864,-6.70364634637812e-05,-0.005264331726752578,-0.03555130544886542,-0.005614512438565134,0.005490683267311892,0.009903976128344805,0.00840062783983055,0.008195200062423455,-0.011636055962877723,0.0004409685680758009,0.017597699684644988,-0.039547873111672995,-0.005996645975527677,-0.08155190261774792,0.0006657314714443704,0.009056817746846732,-0.006167507186740315,0.004574798163120706,0.05230728690942238,0.060330073901451696,0.005343156312361726,-0.01596945417773424,0.004226871130978917,-0.024793270599743872
HKK26_RS00030,0.006423484732089241,-0.014785115644418421,1.554615722439763e-05,0.012014174447561083,-0.00010368619682814749,-0.013932459347014146,0.003033810811181184,0.0329911740036599,-0.004160480887176367,-9.417686801588081e-06,0.012603280988756396,0.019029531514176672,-0.011282778557120749,-0.0022406991000389256,-0.004862738305051064,-0.0022558998158131675,0.00014201573390364814,-0.0009759543729580754,-0.012290161946865951,-0.013002629388877323,-0.004211300642509233,0.002401461444021482,0.021319183349060754,-0.041129679006266656,0.023967000178758892,0.008991634939531604,0.011843108942185519,0.0008866494333424717,-0.031533380441620795,-0.021347828491865974,0.0069530438980863205,0.020801020473202255,0.01212785575545514,-0.00042154167049190526,0.017926153008557818,-0.022207607898919558,-0.008648247226868928,-0.009036269185568161,-0.006317465893653229,0.023220245449706276,-0.0009390218580935226,-0.0012879459568519319,-0.0063832935133631774,0.01329783732538549,0.010850164135325038,0.021893862067521842,0.03718932099423069,0.019714922053257075,-0.0111888961445736,0.0023659420070266464,-0.0248335988743621,0.011048951369300144,-0.008703865448276988,0.0025278695250960112,0.02400207050780653,-0.030483344405822864,0.04623948243540633,0.0302442922667521,-0.001264605879351442,0.04823079852806689,0.014720467135455852,0.03703411213009907,-0.012607413847343478,-0.02247400091479504
HKK26_RS00035,-0.016783842636324896,0.015887724501046627,-0.009999261909393762,0.017884908269030927,-0.00019103429334474682,-0.025020882913646247,0.017875727862808374,-0.01305332249760315,0.008872240398430594,0.00923507849665835,0.03389557677846107,-0.00951587052203517,-0.030286410280401226,-0.022550493977334485,0.09798903304046919,0.018412843921671314,0.013758346991377004,0.05335537290174972,0.0024719588216410206,0.005524766313761666,-0.006585595552963117,-0.015874260408762428,0.00837476635029038,0.0064436695665879735,0.005659172702367251,0.018125385003684696,0.01934312543439255,-0.012618546970167758,0.0217863645493896,-0.0022094836261243324,-0.018630860568530395,0.007868282431667782,0.026690243161250612,0.00646212364033032,-0.0003883853152736317,-0.028747716515422978,-0.0036071108339530535,-0.015280499142152,0.004252007332341432,-0.0008023463489262333,0.009514817970615123,2.6028137643691437e-05,-0.017159913663011755,0.0018993870470709643,0.013205723925706188,-0.0016301484138250538,0.012938647368152067,-0.015362268562994046,0.00905518114223713,0.02016618822779795,0.009123727510905729,-0.009197270667736252,-0.00345935515039272,0.027815335845431007,0.03471535514607128,-0.009031152947682098,0.0009355722204637061,0.02433341485826533,-0.018280412069427418,0.03190399052222617,-0.00551478480939895,-0.04476575470177316,-0.020647434005162054,0.025209269130962414
HKK26_RS00040,0.04681708818512112,-0.008273041449236497,0.022843496145934866,-0.00425970478516581,0.007274225075177738,0.00963760320294832,-0.0006761894203659504,-0.005899988035503421,-0.0007751362150416647,-0.004188460450741324,-0.01692415467684008,0.05176436598242566,0.018503812167655457,-0.005459253237488127,0.003989576067170963,-0.011377712955278663,-0.002944000895826534,0.004532663845837888,0.013565573804257023,0.005453148351061314,0.003012786857451284,0.019176538394335984,-0.009588202754711709,0.00012403223025519685,0.005334158334141335,0.002336344297130789,-0.03494313811885232,0.019697217341629693,-0.030081923855625376,0.08212135039421434,0.017905078081483568,-0.043293617253170075,0.00848566816943115,0.017255504077350024,-0.0009063350902145327,0.017138911201796555,0.005425126316709296,-0.005659951311221209,0.0022870242859273264,0.024689451246678523,-0.0022262008648410224,-0.002061055935526386,0.006232148308113749,-0.0006730067532434991,-0.001977559574797753,0.01702648303379741,0.008062815404822383,0.012453986955372294,0.018031416152766686,0.0017288923034428443,-0.011698262888577176,-0.06112735978662976,0.005235850483754851,-0.07594036835653037,-0.009750445484191107,0.010848595380539639,0.0007588207973157091,0.02844971885608354,-0.001671843284127446,0.0006516790550290186,-0.0025647947973563615,0.03704516675277314,-0.0004028395078302659,-0.002826644190833931
HKK26_RS00045,-0.011684751638841829,-0.01702292958159907,0.009960605080054202,0.017652396242234806,0.0008420184262104539,0.00921139699425058,-0.005194466186755335,0.012277052509985762,-0.026163333649675276,-0.020007812531668907,0.00028384171274119653,0.011524243710566477,-0.0275131192051786,-0.008228496293628998,0.018240358407845745,0.009074751268109414,0.0014884477176071958,-0.006680969404374003,0.015271745597337783,0.01779363567470794,0.004398097402211711,-0.0022296812940230887,-0.0046833625005881915,-0.0088764041809554,0.0014352044115495599,0.0005695260965680097,-0.01570791786393383,0.0013331373794540518,0.0029940020073957515,-0.010222546487678223,-0.014804102262926605,-0.019514589361397543,0.008436771456519238,-0.009904028300580152,0.004894044124268942,0.002657891467063742,-0.007744125244571794,-0.006927420823470893,0.015138214783461721,0.0028958405528780773,-0.014431464024818041,-0.0025594064009031147,-0.00492488500954193,-0.006852048310481168,-0.0057087402236689865,-0.005399154390713093,-0.00106139457237462,0.01219915408157933,-0.011566221098994299,0.6401452140227815,0.01402226996395131,0.024855509018277457,0.007740145349979465,0.0017598476819809465,0.019396584823694406,0.0004055607742545496,0.01452260955423829,0.013638025754912375,0.00715490366960198,-0.008876140244590143,0.006021035095866533,0.012065805904294947,0.0068021141005000655,0.0008255702175442908
HKK26_RS00050,0.02451562461344718,0.02009595688987836,0.006193255350341859,-0.04152028565416423,0.018518508727225463,0.011065363854632275,0.0015980501083767945,-0.006262832157745748,-0.005709725525867774,0.007177516743242696,0.0034383753213076827,-0.0031521083318523987,-0.012259827938224013,-0.014607729761971737,-0.01130148855318563,0.007396259839775413,-0.018535320312940248,0.019303105294225013,-0.01282994007644608,0.016468085022046358,-0.00985937172990562,-0.006179043904213192,0.03081948856285515,-0.03803808564743208,0.0013774408914927134,0.010648219380989539,0.000862620653033247,-0.0013864535097377333,0.016426797661067184,-0.011228790532383792,-0.0261440445835375,0.0019436387423014043,0.01703842374840918,-0.021511420123069742,0.01325238893169566,0.0022745983266686002,-0.033881860616458585,0.006286762205165361,0.00014565121989690513,-0.020762464635256,2.2730274227781258e-05,0.015583864022160476,0.012790600762597111,-0.007413586763714435,-0.036734696029315984,0.023501626535071738,-0.004129758273657721,0.013989402041952726,0.019967261213057155,0.0247276958338673,-0.006393841162537626,0.03477378524082288,0.009005489962870624,0.03217816880699258,-0.0025929876335258643,-0.016763821432008157,-0.011124767337352572,0.007892334650274039,-0.017832038135304384,0.0025725538599714833,0.0006298852897765852,-0.04008270659135088,-0.004654755700410781,-0.029602765810309954
