Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
HKK26_RS00005,-0.010678993226113829,0.0044569264011229135,-0.035842820841514106,0.005447382899662228,0.027561860215178147,0.00908127914016886,-0.01010011015720418,-0.004029629530145371,0.0007784049453004756,0.06594773029548147,-0.026319195026000178,-0.003015623749537611,0.046520097784176796,-0.032469690164830804,0.025618157957847484,-0.0070264549588523306,0.031087849073315913,-0.002351459415574198,0.023750074188548666,-0.03894077445376507,0.010768550641796088,-0.008632275323336137,0.0454375272585326,0.005057743608018049,0.038497985203028995,-0.018717818573915343,-0.015658226558358877,0.004433149210404802,0.01050137679997873,-0.019241377623631685,-0.005178766927448557,0.016585869029218252,0.012653064376627148,-0.004529265126232445,-0.04254898661928396,-0.012926446672552244,-0.007624226644577749,0.005650521554310765,0.022965997838726868,-0.004501058595600492,0.0017987678602490913
HKK26_RS00010,-0.002221640298475913,-0.005761052166641129,-0.02173449971504143,-0.025931660460365914,0.010440199970237445,-0.009464356918358806,0.006128569430865361,-0.004279110179397889,0.007029821432105529,-0.009079286962802855,0.02278656735096076,-0.020783850484660537,0.001522532287177191,-0.010587297888551044,0.0011606961177205457,-0.027135463151217426,-0.003875989774079136,0.022923533467146866,-0.010077907312658375,-0.008605280810058118,0.14015688691889425,-0.001573334975205513,-0.0025901655524170272,-0.001457255459183638,0.016562289469804693,-0.03477517476234961,-0.028593931003376788,-0.0037584034491355955,-0.008313335716925397,-0.00919951545345888,-0.01271367392633055,0.011395930046811217,0.0020741195156183377,0.015540851558191545,0.0046566944052596655,-0.02707501339576297,0.008294802036103905,0.0035114965970743516,0.027098543125867458,-0.0029601009022683753,-0.039422656715590906
HKK26_RS00015,-0.010790659718628056,0.021328342229616895,-0.010369561695421421,-0.0007857798428489554,-0.015674125424650215,0.017432970768722654,0.013385744537704872,0.01632245236845549,-0.018202005725027587,-0.0001477102586804183,0.021230573813026742,-0.0060113947855535725,-0.016613562433320184,0.0015487531058498418,0.0073117465473528384,-0.023713462839509546,-0.009151370720874208,0.02767590867419538,-0.000779489098499572,-0.022652459752931474,0.001984371579949411,0.00481432005276349,-0.03520564271427017,-0.007892945885992321,0.0005225710572161093,-0.03682837508693021,0.003391207252271842,0.028317816750142083,0.0059680629096896054,-0.016400163615701582,0.003075589267230117,-0.019060444130770068,-0.03443218912021695,0.0040221216606718185,0.024379627340748646,0.05328452521301553,0.06488895762438773,-0.00022041635104520872,0.0009087895132061631,-0.0037038212127886135,0.003591965768341822
HKK26_RS00020,-0.0035037640732140793,0.03883321799356428,0.0015192009509861464,0.00263533232567636,-0.01468949796616356,-0.015349346875795315,0.0014419608533718475,-0.012483368721649615,-0.0186737048116357,0.0022146824578948184,0.038067035942353285,-0.00043220666928409763,-0.003954190457757236,0.0034401130342357348,-0.010629762983911759,-0.016893073061151977,-0.01794399321164165,0.004192783484456371,-0.0003088519807178988,0.0034637348099374266,0.018664477670674126,-0.017650311150425355,-0.011161229736476985,0.000973478402651854,0.0004946045149601465,0.00840428096017323,-0.006297186774769513,0.0028191623393868537,0.02029914358781197,-0.0019326110014262652,-0.01797948315181,-0.006710633373304559,-0.0067689844245888585,0.009258485118764032,0.0035080286071193616,0.031694023253676644,0.06362716134227864,0.008353768758008789,-0.011145397828920331,0.003578862191384,-0.0003370609133739979
HKK26_RS00025,0.01838794005825321,0.009176937372167454,-0.013062039514396287,-0.03561424996226302,-0.011388683354377397,0.07863190855281087,-0.00728364325780672,0.022508494085770797,0.012481234152107425,0.030444052486552874,0.02386012285858446,-0.04302217164487603,-0.009585263562878038,-0.00046404101953466414,-0.03210335091439356,0.02139882081542537,-0.10995083199378237,-0.010096030435550568,-0.003042881161821872,0.001429248762138415,0.01825494086773858,0.02973928826051019,-0.011619421798434608,0.004213553570139253,0.015377968897010076,0.012736611946366794,0.002287751513684922,0.010587017563110552,-0.05290157149731527,-0.02447991141199941,-0.03404478727713776,0.03126666519688174,0.009589309703403248,0.0008841994569229665,0.0015098195047167048,0.04609819301656031,-0.009724717241913386,0.02823892683449355,-0.012607016362271024,-0.033544730989340556,0.08006279763834263
HKK26_RS00030,-0.015097013945858185,-0.0017920900865981005,-0.0043591658117861235,-0.049947873484255556,0.010688821316687,0.004037981063723476,0.016669060489788265,0.03498385394313405,0.0003585865820668568,0.005622549470977663,-0.01710301573821088,-0.016532733563717837,-0.010736094973139059,0.01714641329238251,-0.014756063438711595,0.008853717303014446,0.004493225316499753,0.002449498427639418,0.0009118208069843655,-0.007364966441836694,-0.018236512251124205,0.040220444229382535,0.008237027791526729,-0.016737857479246422,0.0100129710340333,-0.0038459353522713024,0.005598536139574731,-0.006267970612746711,-0.03121606993872453,-0.015471065320640257,-0.0034171443194903313,0.012277530360468166,-0.018985599291555858,-0.00804138063102204,0.019738396310080706,0.05779640654858982,0.006601281571478564,0.05240832251794587,-0.015626629862457567,0.0017691249156276906,0.033334452375538774
HKK26_RS00035,0.06369579694670091,0.017793499601567675,-0.0043993188451235945,-0.009195860494076282,0.025432776958902642,0.062099944381481066,0.009350188978731567,0.009319678107478085,-0.0033922451808895866,0.10165184824909568,-0.02444538525178881,0.001679580592893728,-0.01184418984819932,-0.007270632323421386,-0.026275078456707148,-0.02395188656107183,0.015772274054614125,-0.005865279816514513,-0.019912430071177156,0.017878348049714575,-0.015277594001931174,0.006978891911759822,-0.013601200955448148,-0.020011970477979514,0.009969793157681267,0.015411140926933808,0.026420596776796885,0.01826286740814608,0.006394411481775437,0.012703085192399932,0.052654262546225745,0.003185287279947079,-0.0024644130068546843,0.001196155656954592,0.017205928884760132,0.013673536051200396,0.017755816532287357,0.009862477685427471,-0.007254496437788364,0.02047378203056991,-0.004395588050398707
HKK26_RS00040,-0.006597833638385487,0.02504712246850831,-0.02348730038841239,-0.007281886448139337,0.014786817987485204,0.0033662827331033774,-0.0033316264134351063,-0.021732679306868688,0.00919188600872663,0.0006395120512838935,0.0411213777294846,0.001808066667572914,-0.01695743735748948,0.007593660871207996,0.011063419055611388,0.03829275587513445,0.018770165620599057,0.0100614706151321,0.005745128885246544,-0.02381430737114902,-0.011632836342480713,-0.005464111127933623,0.031466884144294674,-0.0009869152096102602,0.016689418550359783,-0.01675678637164611,0.00010179375284045364,0.005330893445001104,0.02961981837137549,-0.0199958076292887,0.05525961487774437,-0.019779154903865594,-0.011801720370478335,0.00399881891299995,0.004788736783054629,0.007947143499929903,-0.04019165737682615,0.005273117138833541,-0.0431848589479344,-0.0024549132903972904,-0.08421712278536761
HKK26_RS00045,0.0144290060816956,0.025254024672095123,-0.043447625611120436,-0.014767697979384077,-0.0029871874739646077,0.009495190435477741,-0.010102268862002635,-0.0409761815616589,0.04780221127967769,0.05040027173268737,0.02985193438630086,0.007992446058511139,-0.0006322749905998573,0.00640630697634092,-0.010437701267354294,-0.07920318585390454,-0.0003484326121020688,0.0024146135635824072,-0.0223257400834627,0.0018682783939509718,0.028122879261489327,-0.014687692381245586,-0.012209046743466428,0.0023805368874514014,0.008186441704508723,-0.011181701565449753,0.014022976044225074,0.038084824631162806,0.027466147118876044,-0.008178293300905876,-0.012192865608917641,0.014893812173602628,-0.011789423735346125,0.015129526996114646,-0.015625242991690675,0.006741058399517355,-0.021283801398618303,-0.0022817438503531995,-0.034781971105437404,0.024337074941560004,-0.010537483027731491
HKK26_RS00050,0.0002207687953305892,0.03322893722726944,-0.039407775106869686,-0.023000525266270097,0.026983321118342993,-0.006617837496975615,0.038026749974234525,-0.016385810446042273,-0.015534436115323362,-0.019620237725922557,0.035855169870739036,0.003168274593464695,-0.01001706639797737,-0.010011998631040197,0.016848341507730066,0.0027158362200889984,-0.01168774889469487,0.01242481186802456,-0.010069585402341374,-0.007505734890269853,0.0008500312088077412,-0.033319475018671725,-0.015741412030547183,0.011182294972474038,-0.00835697524269357,0.0055250834993227,0.0037261730628854717,0.04108191827928646,0.013820091264945796,0.005083317134328036,0.020366110150837145,-0.019219003620060342,0.018033818584232794,-0.01259249595709275,0.01454209514182198,0.013954131811674764,-0.020871631383334126,0.0041889832738690415,0.010633649063736645,-0.02487864146748846,-0.0041686990837120925
