Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
HKK26_RS00005,-0.022355517037058906,0.02506382667384416,0.021002959821379598,0.009201558516168839,0.00022313679540687738,0.014930296749547677,-0.01783263577572043,0.010852183863168798,0.021030465236106393,-0.009224421582097523,0.001123417801364626,0.002104228114643323,0.014627472228347175,0.031041236867561106,0.006125102976858865,0.0191286469523922,-0.06340580800972391,-0.010250730607452083,0.005112166177881693,-0.010043888463327964,-0.003930767833443281,-0.015876387685977777,0.007731098621302707,0.026412960182875103,-0.021668908539749274,-0.026469082346973937,0.04181477403694323,0.01441105245381219,0.006300349842675905,-0.0034569232142939014,-0.0044000563721236586,-0.03783865461753786,0.05305310528344605,0.07871675095870657,0.008447945983744126,0.06382313597425428,-0.012236441337274757,0.001240154046045538,-0.002088817865461095,0.001053507263647562,0.028529886546809023,0.0040391092425036395,-0.02571227664191547,-0.029511968623152387,0.015531277944690973,0.013791303760326461,0.04971590502647859,-0.0008204812121836613,-0.03611896329254836,-0.0025955050951068036,0.0020282330289114973,-0.0013726906989395735,0.005879713256418909,-0.05181585491271087,-4.701825812116749e-05,0.01312713876263517
HKK26_RS00010,-0.0009557806826962773,-0.023906376772826858,-0.006308586861730775,0.01742481607254658,-0.040666013780341896,0.001396714362928872,-0.006200039059765042,-0.02697887989120608,-0.006496536074345625,0.005206646247442766,0.04429014448173012,-0.032009215145081996,0.009511152512278383,-0.00713303326296845,-0.011500508041416979,0.01835539597793196,-0.020438813748095152,-0.021530651281242253,0.03258569048300036,-0.0007205963464445983,-0.0355069290032141,-0.006273354418572448,-0.01427618013958461,0.01706573132741437,-0.008371550471407892,-0.026841719156860247,0.028288468590643333,-0.022320026860844427,-0.0030513141014396027,0.012814292623425712,0.1731416578062319,0.0034948639005935606,0.012888469451857178,0.0028991935161715577,0.006199201410735448,0.008816315845524498,-0.01573500281351215,0.0033419128390699956,-0.024137398742590258,-0.012450225161513022,-0.004423211910468472,0.010860436667005743,-0.013823442565879264,-0.005355157087098937,0.002864613058344308,0.012009527871734309,-0.00876492629721157,0.0164055564559865,-0.11882134988613671,-0.03225901179835343,-0.001137173561564418,0.011025720563265746,0.007819073689690858,-0.024925194221707962,-0.0027697079668794404,0.02007766316309637
HKK26_RS00015,-0.004751577256848845,-0.04603736130195042,-0.014221536916270426,-0.006987820350452732,-0.004592806524432884,0.012593423939037347,0.006329810839879476,0.07074539708013894,0.01000885354629618,0.0003676197895163609,0.013597851140652203,0.01950865210401167,0.07837868670654904,0.0037269694783201093,-0.026125292971749415,0.006306803645645641,-0.0052755320169287,-0.005352274582191258,0.012192081453393195,0.013419416596777294,-0.027017930642880113,-0.007669651613398121,-0.0005811328681282035,-0.004800263035803603,-0.0052093210917607494,0.004662443359495534,0.009694168734556035,-6.904090656527321e-05,-0.005450502575379233,0.01591968978691935,-0.0035414422242872863,0.00908996795281392,-0.023592155621673133,0.0012778632477345206,0.03889897339386516,0.0033565125749209735,-0.0057927700414103075,0.013963471572832382,-0.005989408536882123,-0.0208028165276939,0.00923007377137456,-0.013654073721415352,-0.007700378881243012,0.01440826991239519,0.020474820989256574,-0.019385324654329662,-0.0007242581309222206,0.0054470324919106096,0.014349966950924877,-0.004115074243523875,-0.02033521635024377,0.011055791508058964,-0.007839165376671156,0.008018413086420333,-0.03897003404451409,-0.009280437624741802
HKK26_RS00020,-0.012997193336511871,-0.012656044698208085,-0.012755469879198447,0.008775605579460683,0.009927942874496493,0.015163168883168236,0.0038154159376370227,-0.013656399740470206,-0.01561147666364685,-0.011747146430038241,-0.002007517774728989,0.012742508211437707,0.07443560995415309,0.014125457628174251,0.01012137586520659,-0.03527293180312529,0.0006654898676771544,0.0037750783616734753,-0.005299781334171695,0.0036693218242234062,-0.0008517751471797541,0.008870377366098582,-0.033544145038479856,-0.01680994945217286,-0.014308567595335392,-0.008265629348727082,0.002772368373093736,0.00027214151759534614,0.007773109113176483,0.03181326509869061,0.014538820754664132,-0.008157387226076214,0.007962189437639669,0.010937170671005773,0.018043767008371462,0.0031782962628906443,-0.004098233331183136,-0.0072043381825299254,0.02074248146807704,-0.011906258820982092,-0.006621567449299454,-0.012221495923715697,-0.03585553909716165,-0.023262469164745996,-0.01226405202080892,-0.04344667694808401,0.011207901914512139,0.0039741263499484284,0.02383846504308241,-0.0027146723333889623,-0.005774177054074736,0.004466631908864551,0.0020638879169179785,-0.003052250447477711,-0.05694598718738126,0.023146922194573805
HKK26_RS00025,-0.030822629230038635,0.008237044208068147,-0.03162001004137552,0.02204862179203418,0.001997522326592546,-0.003908481726471238,-0.00890283685009569,0.010665622993809276,0.006833024176063697,0.037827656148899526,0.05489805519406201,-0.02469572025384563,0.011331383735812762,-0.05910022432496077,0.006294492732150572,-0.028034475538456425,-0.01059948800339507,-0.0023102092642462014,0.010350135075516648,0.007715234291196694,0.05838190144153436,0.022709046727374754,-0.0015015997005812323,-0.006738013144396068,-0.004398832450086815,0.002914722259980106,-0.0037856022891567132,-0.014362328452136341,0.010550664384401835,0.009094042553566727,0.0042554817221209405,0.04489839470870365,0.0018974699357000755,0.031472740917515646,-0.02386509565304799,-0.06570937569418148,-0.014479794838043363,0.042391758803213025,-0.008417546624907134,0.0026428567491706524,-0.009635423663105434,-0.021238835763045628,-0.02896356487412161,0.019142785720722495,0.003427158332871671,-0.0204181996806469,-0.0035223088192968327,-0.004669024713584865,-0.024562465579459312,0.00435431331390031,0.04015542577686323,0.020205116954168916,-0.015017422673425453,-0.054917158273060554,0.010993351612296346,-0.01202674355630263
HKK26_RS00030,-0.0002022081834529004,-0.020972558619293653,0.004454710476611031,-0.028397789953070234,-0.0035639529509466717,-0.0018063719944012393,-0.01120979146397523,-0.010907537905562523,0.027927710040931975,0.01811678158643066,-0.0016892938789789193,-0.03537791832711097,0.02224889084189509,-0.023415568678297794,0.01982588004457317,-0.0009033507241054218,-0.013171206260403112,0.003855603190015004,0.019051624430914776,-0.02135148442615363,0.00952261347218719,-0.0056253205183114385,0.022124054691153357,0.019502362569190915,0.011085092850346614,-0.010487978063548335,-0.0005456435465783738,-0.039272574942438944,0.028090323232301026,0.0017163363214715652,-0.026525960296840984,-0.003115698375142211,0.011280104402228154,-0.009792044823378428,0.01534484560944968,0.009001925145477341,0.034372088725386926,-0.017978093090194706,0.02290754813793113,-0.018496813076236775,0.015820380977954903,-0.008490379592260372,0.025291577711592662,0.01821466346366961,-0.023376298881745985,0.0037916602323463024,0.018029218124813905,-0.01573760381690543,-0.0006874248122892292,-0.001492295596762419,0.013096325330133458,0.02633584697723779,-0.008798182346492404,0.0032839987194625696,-0.013922420216501603,0.009855951707891353
HKK26_RS00035,-0.0022613069564427195,0.007602114563727367,0.0031588914462024648,-0.03881156510464356,-0.012313927852867558,0.01616539997015125,0.012052266251062265,0.009492963506313174,0.017420866828570147,-0.008396127059240102,0.0011272931201764436,0.009076853034572547,0.01625947283951602,-0.014630890478762777,0.027898245277029665,-0.014473652169590614,-0.0001661412271762261,-0.010464723555241631,0.029293978540932648,0.008190146463859216,-0.03315924320124974,-0.02433959104078316,0.005173372128063085,0.026176904684784823,0.010310814923462426,0.013587584138922146,-0.01039804591025609,-0.0034578833022006717,0.006569772515059253,0.009856491716114869,0.003592110105380919,0.09333257587942441,0.018392273621573106,0.11572236484892304,0.01602225666925033,-0.007674839712485965,0.006121534257361132,0.0255417949069974,0.017259174825473414,-0.0255976473284797,-0.00801104240727966,-0.016941115018720074,0.003771881175203781,0.014762890576707325,-0.009682698516002808,0.0309619967258981,0.009981297812617296,0.030985720873232946,0.008708021858394746,0.004413976983970898,-0.037062824941372724,-0.014714925727331992,-0.0025869475550632016,-0.01083501263416213,-0.030578322883069258,-0.027370922119767434
HKK26_RS00040,-0.00662949253831323,-0.020335283311880146,0.004816632610788386,0.005110887124155733,0.022960311449231233,-0.009925463884458191,0.005644023188761932,-0.019596294704277997,0.009534023962681245,0.02831154101154881,-0.005590849056428568,-0.00030723966488851816,-0.0035304274315804524,0.0019069069807908581,-0.008632059987610016,0.01128373323036573,-0.0002814092144839921,-0.008800604429806553,0.03510736250585523,-0.0268641403791634,0.007599627595888553,0.03639393754684061,-0.017748213948026448,0.0160106604631005,-0.007454152165758864,0.006124516780912864,0.022224275716292884,0.03066528509740171,0.05515193268179856,0.011825801635005708,-0.004027923923188498,-0.012870294994235613,0.0006088361997824561,-0.006482192751063701,-0.0008938648221766091,0.022992621687522825,0.0043017952564165865,-0.025957967496616313,-0.014215503976531003,-0.007684948648166601,0.0014446060434535038,0.0036574968227902566,-0.015086190668065685,-0.01678758654599127,0.007697788397385858,-0.015909049523213935,0.0005875700049535104,-0.03683505868441533,-0.04522314684058437,-2.2684351907145844e-05,-0.0039258495024967295,-0.003756193210145486,-0.006436005836288121,-0.030549283277070842,-0.008933522155791431,0.014051882468669626
HKK26_RS00045,-0.016038186087467408,-0.019169610837054596,0.005978909140462816,-0.001369996107751189,-0.014486502773646465,-0.015660347769052223,-0.009186236315535688,-0.019281434250556683,0.004733164470247269,0.041097443308396805,-0.02308229919090356,0.0033822375106544837,-0.008199721575674912,0.0043836258484679915,0.010117586370688656,0.011948163942892123,-0.017321021587383384,0.005222823814564339,0.004539013854609044,0.005111823720277405,-0.04059765422406676,-0.002060630944136056,-0.003333187799099909,0.01593033908919718,-0.011044046762689403,0.006685236440671295,0.005889424488415918,-0.008917465042522213,-0.005887089248435478,-0.0006401584335937272,0.0005617367226582451,-0.012961291781061418,0.001135142350493761,0.06013424131875533,0.004944848636734666,0.006855762925848631,-0.06258856006711064,0.5759059450676247,0.01086760127741968,0.0027804545100712686,0.0002052841188788905,-0.005778582773283684,0.016933177952962356,-0.005131582988057134,0.01631601396121076,0.013234174331132926,0.011569538404009242,-0.002656650042275942,-0.023257556746057645,-0.010090645474886846,0.008286413316065536,0.010124813811150178,0.008879118922308101,0.07102535446618759,0.012647140785594493,-0.016347034868253462
HKK26_RS00050,0.0012739554998759577,0.0351907672553228,-0.010730303087930144,-0.015673197783482962,-0.033249803537641585,0.06674180168116661,0.0016545291864752177,0.03311499847638652,0.006832114353709075,-0.01580323179594781,0.0028628249518647614,-0.04386224056227113,0.0023778435908361757,0.003038453960191587,-0.002050248430883603,0.0124542388687709,-0.03105330551950419,-0.03235193905203005,0.01735397287203564,0.014124090304108676,-0.013119241716160263,0.0362700478249228,-0.03433966093683593,0.011516943768282759,-0.025879177049165057,0.00014959874558932964,-0.0012597432502593248,-0.004919577313933532,0.012624763294216596,0.008684076297097,-0.003255399281983863,0.007768877302001997,-0.005402979072354044,-0.0011065244433433854,0.025484518820796213,-0.001999404429898764,-0.0050701589667931,0.04353224281637492,-0.01530405688278693,0.012159987602064376,-0.011462076672251497,-0.02005872201780641,-0.03850935417173308,-0.03587058183868706,0.007456424527847364,-0.026264492511928333,-0.014449886974056905,0.010507186389548766,0.007326535401965077,0.03372733776166175,-0.03895469371333869,0.005048310165504694,-0.02544033422117141,0.022933701714813987,-0.010011185204463624,-0.015520908567218586
