Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
HKK26_RS00005,0.026397711903672048,0.0010882743743557961,0.004947222228559241,-0.03134100814521698,-0.005249857448277872,0.0478893885263271,-0.03371344717299465,0.028178683792659594,-0.018779399307486483,0.00017162262949921482,-0.003054777861399483,0.03004086352504223,0.004804232925868409,0.004571594008588093,-0.035684330495393005,-0.024128239154277947,0.00881253294769446,0.0021944250977889708,0.002050195772235602,0.008712107550340529,0.01513208242341082,-0.03322932171676625,-0.0057089159960411005,-0.0090332369225922,0.02495193732416047,-0.03288996757589067,0.010791841333385293,0.04357449036701736,-0.02297862141288073,0.0724520830967858,0.0002675633164441562,0.030866348086674777,0.008423577937480546,-0.040146516270244,0.02109252310543845,0.004767671894297777,0.02483780069738267,-0.0017304194685838872,0.047154634335788495,-0.005832322753364593,-0.010021539471355168,-0.0051021062280732525,-0.04796848786231129,-0.026182442963919385,0.12067682485032764,-0.013731318870960022
HKK26_RS00010,-0.014465113867367927,-0.0035048026630691187,-0.032281681729664904,-0.010155757279873823,-0.020140097879370846,0.02300409311504472,0.022524100298939843,0.0043400896817957675,-0.0029952149541003603,-0.007890117454703168,0.013402675673125676,0.02467579558653534,-0.0014105720685234785,0.018551271038922755,-0.010055541949755591,-0.04221185547196475,0.14239591909827973,-0.006343849060342973,0.002089400663282089,0.020725110625396965,0.004438340088738854,-0.02360120193325942,0.015677805997962053,-0.013517708850622874,0.007095235988365303,-0.02066688464688022,-0.0008432894213823933,0.018705573418446513,-0.03909962447945583,-0.008861190764989714,0.008238509398750433,-0.010469174033216963,-0.023318254972305982,-0.05323136756255025,-0.007880925191784387,-0.011942201898497777,0.006767136101890007,-0.018925619218502943,-0.0050855882176869555,-0.002009693739910931,-0.0013106147240745482,0.0025046795979214802,0.003001242934002671,0.06032614219539389,0.019271755031103035,0.01921127239167205
HKK26_RS00015,-0.010940075211214487,0.02329296580822985,0.0046324254605284235,-0.002080780104199372,-0.0243371002475707,-0.008023869071923808,0.0175915727371325,-0.013124926218000094,-0.013056175939189922,0.01644331870932346,0.011872087745593013,-0.0062121726520332505,0.0023438794636746058,0.027242116262531625,-0.01032609815828379,0.008781962799813725,-0.0006372085817939995,0.04333747330839036,-0.010683673770823158,0.07216792712292042,-0.03752164732556819,-0.027542741509401582,0.004576611989765364,0.0008307436806689753,0.008118663421360419,-0.011941416809547578,0.01762564513718289,-0.0040093574311630634,-0.034990591430352394,0.0034567734695082207,-0.01858787402174417,-0.017613953886601204,0.004491468295737203,-0.029617865229807198,-0.0016410420897584625,0.008563637997972318,-0.02410848390849791,-0.0019639204794786548,-0.0328179634174216,-0.010537243848605488,-0.021710828761608035,-0.01945850934935231,0.032203862360963544,-0.005957646872737545,-0.007636065562573772,0.007535478959352679
HKK26_RS00020,-0.010443095520558783,0.04263288305475323,-0.00447776315615066,-0.0037246631102278265,-0.02287417928774824,0.008291179279404847,0.035683221985852165,-0.013536811822981408,-0.0034681258567323694,-0.019927720817069686,0.01137019090011156,-0.02571652862293572,-0.00571466829521035,0.014274762405988075,0.02233595975415135,-0.006014089886346311,0.022330356649917945,-0.01798179731213044,-0.0046652958884711195,0.07118964945483532,-0.004720378679743961,-0.03844712593587632,0.009007931125034768,-0.014716939885444135,-0.007285421675876937,-0.003405234181766388,-0.013198311694121676,0.0014613328642995526,0.00432716162450749,0.011440386527192408,-0.014337178675149973,-0.012128246935478544,0.018710748705818465,-0.02160491727906306,-0.0007834694202858518,0.00844349896177268,-0.015501117796081978,-0.004127071781037964,0.014111301576957627,-0.016168023133884813,-0.019256728508569847,-0.0035604475275860786,0.003922349659794094,-0.0015790915867462563,0.0072933664434219996,0.009132966341104993
HKK26_RS00025,-0.027447139957203943,0.017679745315256633,-0.04058330909740795,0.00189362313823037,0.019152935911992953,-0.007504767417569446,0.020183989876479767,-0.013610094806167171,-0.02951188241923314,0.007428415625019936,0.005762141984154186,-0.03788768058889674,0.020202541681252,-0.01104095845747594,0.0018801263094721193,-0.00973245332862296,0.025140314074938188,0.02735911609019013,0.004488341905104042,-0.025433709244296093,0.017155768225893556,-0.02306646218191364,-0.01131665916325618,-0.012792771319221973,-0.032802477737496706,-0.013213026867252217,0.08950175938743372,0.02297255816931364,0.005625532816470855,0.028366666115333273,0.014510666504030125,-0.0802473215943485,-0.032197800734336104,0.0005237423600533053,-0.0014235599973909552,-0.05520646291961429,0.03527049833002171,-0.02808079042018243,-0.024519942177196257,0.006693998396750368,0.01901383078954872,-0.02081957421766945,0.010433055114241446,-0.02280289255976062,0.006509190726057169,-0.0037294565664931553
HKK26_RS00030,0.01361759696837217,0.011233738094951859,-0.05056623029508027,0.011925205339840136,0.010793318466457048,-0.00012855981779493573,-0.01712403030827734,0.008620683311172937,-0.006155414344518986,0.024130663113385683,0.014032195661300753,-0.00026799212264567844,0.030659174948236147,-0.001680427491096412,0.0002823272499487595,0.02642114441228115,-0.02251781538415037,-0.013631643461037868,-0.01260607638759063,0.033622981979626335,-0.01497219002524419,0.0035876789340609817,-0.016261900715752352,0.003177063559518068,-0.011364732995929973,-0.00935049479705602,0.0024232670318688255,0.01026071964306461,-0.006200752902624295,-3.723078905607937e-05,-0.0005188081531228063,-0.008626060875638936,-0.06292975900982743,-0.03315112609815052,-0.0017204873478402583,-0.024829742832210098,0.0066181838404818635,-0.01329607399445891,0.013163673633378592,-0.007589238496094893,-0.027743664373502286,-0.015980362510937908,0.014551744706078394,0.05738817147242829,-0.004421834455394255,-0.020576229542748722
HKK26_RS00035,0.02828932328093689,0.0072854676985902814,-0.004648397230825229,-0.01053735605131398,-0.019866965754318216,-0.006752551228420868,-0.020989596743634133,0.022857285374491797,0.017406370398236892,0.00773397830761343,0.012016413804236578,0.0003202216620111638,0.010280162718301844,-0.006060046393561359,0.022785864193268016,0.029447338148194103,-0.015560008237205648,-0.007769506765239347,-0.01958689596566415,0.02549763860029646,0.0007067541195085367,0.017736051522237742,0.003103990247583317,0.04736737633471564,-0.028447218069279065,-0.0002302307723091251,0.06162449607262034,-0.00011454476832204305,0.013740142933533993,0.10320313771730945,-0.004661650755868076,0.017320459083621745,-0.01809540059925719,0.028750705351915568,-0.021150285546524154,0.002634574438804382,0.004091706847787317,-0.006210564819820453,-0.0086643506015275,0.05479037025667938,0.01503067258189082,0.005664217485351302,0.018837952046801925,0.0005908489616062063,0.003950223807433019,0.0007492448695949068
HKK26_RS00040,-0.02170843267138318,0.02819169399258241,-0.008499503043067106,0.0033936208513442984,0.04312974255448472,-0.003152349708259971,0.04325403774630211,0.018073951448968263,-0.014015514980725405,-0.021885479482311766,-0.0154712176144877,-0.023773905825194334,-0.0023760068036912598,0.00783434863803695,-0.02391211605847418,0.008826780156367751,-0.016356520591691383,-0.002495377503923424,-0.002114469395250636,-0.015780683138859213,-0.016605085427716902,-0.03192159615412214,0.01016288726874466,0.0340170181635028,0.009170035871209941,-0.027568757217903257,-0.0032950225224757743,0.01675053379478828,-0.012588094145879884,-0.000808660912606338,0.011662164270415866,-0.001799189797717052,0.0734106127329775,-0.004050969865519171,-0.00039732457480821655,0.03818951302794466,-0.017794763061441943,0.0005044968574781623,0.026334946976595466,-0.002967058825263457,-0.008633800848683112,0.0038611052883238415,-0.005415889381853646,0.03167184205313996,0.010647965485461484,0.010732919938839538
HKK26_RS00045,0.5047029498520972,-0.004279420704786398,-0.03577375282258846,0.0015878814255770321,-0.06326086023754912,0.011355671023009169,0.021635013948234784,-0.00577038440277507,-0.012226122736368961,-0.03045396921914452,-0.011551945356518808,-0.004157582141243746,-0.013169567156941347,0.01327256204997187,0.00034350143400934855,0.005422703943265323,0.01455758758754646,-0.0029467999208177436,0.020245695187031464,-0.006300203295934318,-0.008996401713939318,-0.02264151829301556,0.004893479004315685,-0.011833939321660403,-0.008908019597760455,-0.04061472777655739,0.009913838059212744,0.003035970841117673,-0.00916671738129642,0.03633052948047532,0.03773688959797658,-0.0009092184848567706,0.00943218922095218,-0.0078114000206635816,-0.006396256208998179,0.00816515964161215,0.005115282342913338,0.0026309271816450197,-0.0025113353277665764,0.010249891456895444,0.029370091940650572,0.00848515063985415,-0.011617723790131186,-0.0037199165233236507,-0.01088092428865983,-0.019330274501363865
HKK26_RS00050,0.031037224103605977,0.03624082440425752,-0.03346746828473167,-0.002781195319623003,0.0025589367487821113,-0.005309638068760638,0.039174400285375784,0.021995777259859774,0.006387392155247441,-0.0055117715037992145,0.042440123274659645,-0.005761875621457284,-0.026065602747362405,0.009678176624406265,-0.0029646584284645423,0.007284944998204873,-0.0014141150236582091,0.021461109527065644,0.008776718764721459,-0.008827739498691584,0.028014851417489564,0.008637808691439985,-0.019961631166617172,0.02139208011025753,0.019748979083856935,-0.048808553479205014,-0.008474807331124191,-0.011272800065134562,0.00028359954299535234,-0.0233384300485462,-0.01750195625595983,-0.0019010591659122723,-0.0186295439950868,0.027469284647884642,-0.006520201322812059,0.01812850911406826,-0.03713734836944068,0.005881975310860146,-0.012409897418473786,-0.006174511206507654,-0.00668861855356617,-0.021580656466233344,0.01642892261230067,-0.017833593207879233,0.00928171764111879,0.007929652131694092
HKK26_RS00055,-0.0098379522311095,0.015229862516374069,-0.03550932982665807,-0.08967678338294481,0.011689274035630902,-0.015410300703754836,-0.01696410939855519,0.04579801416899015,-0.028917221527724926,0.006938512444043703,-0.009078922367135887,-0.0368876169258664,0.02163001607701259,0.006535882619670359,0.028918303084927027,0.03031032365943297,0.0038720303113062376,0.01220810373912947,0.004886200600865515,0.0008887672734472987,-0.0072792411835100245,-0.026492845078527113,-0.0044094341061721755,0.05261575971816959,-0.04529530111855386,-0.005380383972532435,0.0024705255518825226,0.017465146339170894,0.022723552467759298,0.0034645333669597956,-0.014416385830367941,-0.023902702208988328,-0.05428875361505382,0.003342434431593953,0.009212532969049881,0.003856942717290598,-0.00804496249501353,-0.04074364478386398,0.015034372952981576,0.04758624765411187,0.003615132916172521,0.012479178992640002,-0.0008202076825653743,0.02012656822096405,-0.019316566013026244,0.004999880412870193
