Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
HKK26_RS00005,-0.008689813058709306,-0.018354043223596045,-0.01801561312532901,0.014936658797702394,0.0016803541201979547,-0.00010042496144050879,0.06125834887730895,-0.0036225269887490584,-0.00555446086455887,-0.024404362975303972,0.02603810207184095,-0.023910697020308774,0.035864629562277,-0.0019144318547223208,-0.0384806550517045,0.023991972981036246,-0.03776601238050501,-0.007683018674668633,-0.007916219089211042,-0.026594575849062184,-0.0012473568029706251,-0.0025781168636064256,0.04812618657024244,-0.020025329720027865,-0.013101631521120736,0.003529426329457434,0.0032745790953453966,0.0261309212886084,0.03990112699514573,0.003224135829781721,0.03368408402146279,0.008021986064743834,0.033835603978562924,0.05451076361076141,0.004178934655200737,0.029557832796460477,0.004781778595029524,0.007927260021658108
HKK26_RS00010,0.02488758654920616,-0.012748757768436324,-0.012245212408881306,0.005319434111106605,-0.002703989068610254,0.005395399400446731,0.002205386484115466,0.0051747845900600754,-0.01698892012167136,0.007765624887573632,-0.002667669844556737,-0.01991018499993705,0.001168529982925773,0.15700410271323156,-0.011887980631711426,0.0115625957669802,-0.024123543902575793,-0.04037118929051306,0.007806222746753609,-0.03146986522389162,0.01988410036190839,0.006137749905650654,0.0031838935807882085,-0.014559176928987491,-0.009146835894467246,0.01992338680662613,-0.015425336487264782,-0.012225531235861026,0.018979854075276612,0.01064442331337205,-0.0035998149624399556,-0.04490143760113667,0.000765796228573624,-0.0009144667905970284,-0.029904122500257146,-0.004135217225968285,0.012746654980465375,0.0018314674461437205
HKK26_RS00015,-0.013748037629086251,-0.01081860838812277,0.007660503862476936,0.021893886903913598,-0.0008133813685060751,-0.017367023636767044,0.003025965956661412,-0.011460545747896362,0.0585344354424848,0.008448444733892392,-0.02493089501044714,-0.0031581423092149024,-0.0069085463345742405,-0.005994654743035437,-0.0039856946624399515,-0.0008803934751555536,0.011596494309580915,0.02833862732581928,-0.002376695840975268,-0.03197408254632562,0.034065065865819665,-0.01691374908357329,0.0015788962392384225,0.011515925244127027,-0.0069585074025675766,0.0713494383325712,-0.013362645379770608,-0.053924829057298604,0.0026220391788619986,0.022633497194733225,-0.024892791856302096,0.008660504818298416,0.005250444301800244,0.01719407414155605,0.0011352670444489549,0.016289956180084254,0.005122690219033009,-0.02311040246047749
HKK26_RS00020,-0.02156798394088427,0.023965639810201247,-0.0151315786471674,-0.00023579451548993467,0.008827576442219532,-0.01949768643049274,0.017595300725726307,-0.0073881414781936305,-0.010803337901207357,0.02441104365873388,-0.018919205062105635,0.0019425927064253027,-0.057547395387991904,0.008670836084518041,-0.0037181958212074403,-0.013473831522452896,-0.011896529772022038,0.02197354981143911,-0.004023143569908406,0.011722187280398677,0.05068916124410761,-0.04107089170577031,0.014883604765805275,0.012988548897258208,-0.01912395640217198,0.06335757701265866,-0.01095823246308294,-0.01648631849469164,-0.0005754605133306054,-0.013282209643170855,0.0012313207145141685,-0.0013671282121892176,0.0152746694871902,0.018725220953096436,0.018525057721951975,0.014566379040400711,-0.0373426288316091,-0.0017637550756959455
HKK26_RS00025,0.017102306136462034,0.005548548699776144,0.06930795701407293,-0.011637200431679937,-0.006673567207968018,-0.029708682966869647,0.027815038357000384,0.005443066740676137,0.021744893914976957,0.017077105760314897,-0.011604580285436681,-0.004418937441651459,-0.05713753535523854,0.026323791284656787,-0.0064462638663781565,-0.009410213385328043,-0.0017666034936738525,-0.013521334004314796,0.013324487325894356,-0.003908431283129486,0.011073835230169258,-0.007657001633815181,-0.0045063432440445314,-0.00490841690965634,-0.027099343453570155,0.008659124935334854,-0.005088328621674621,0.005412230900011073,0.001855367345855336,0.008671110361737334,0.030318312932609982,0.004489561299040469,-0.06231805119782292,-0.007146033029285776,0.017223828960680303,-0.003213015351543498,0.006913395818124552,0.003279846057449134
HKK26_RS00030,0.040951644221628704,0.009082271374447838,-0.00508939769274827,-0.01590570966500499,-0.003678619120313745,0.010043051271069366,0.0019258720178523111,0.0205522733567437,-0.0172487725080112,0.006222020467757883,-0.007273946525553901,0.017752325749466707,-0.011583517950464176,-0.0194987617284673,-0.009164176203135642,0.012313937210380854,0.006970569473335847,-0.032126410523173124,-0.018934498963821073,-0.0050191994136342885,0.0029511773463615425,-0.0038162018129769314,0.003092324088059604,-0.01653227802342396,0.0005140680382851989,0.030810741506662034,-0.024064796578776408,-0.01519615940911761,-0.0038442370529978504,0.03029712709038264,0.00889938418248659,0.016606886673936755,0.021575998367691,-0.0038930437691672625,-0.03675959057625139,0.029469584700311288,0.013137743156603033,0.007221647148340203
HKK26_RS00035,0.022265529279146223,0.02172391901328907,0.09257787451429263,-0.013675229349610105,-0.013853884400896617,-0.001645408738236353,0.12144707590239046,0.007112438657267989,-0.004864161243126733,-0.028343819106315445,-0.009928704924550334,-0.01046231626713796,-0.01881513316325992,-0.006483735926847067,-0.0007187538394626897,0.026477263888124526,0.01977485012390491,-0.0015764807724938357,0.016470215119522284,0.026343704077735893,0.00804136626027811,0.030010768587782566,-0.010463231785637142,0.006853135368613796,0.0013654112468152657,0.029992084725764853,-0.019540951555903442,0.0008228768156881124,-0.013827412839818892,0.017919241988483173,0.002335461752845606,-0.00734117009312318,-0.0069241122773846895,-0.01563049205910972,-0.012488016851514846,0.0006296781176493356,0.010202060784378094,0.016557268954104587
HKK26_RS00040,0.03647981530341902,-0.021874454798721247,-0.0033592294276863087,-0.003998142084959808,0.004818314017038369,0.006005732866080951,-0.0013728201873642477,-0.00509903643472971,-0.006159827683483048,0.029899262598771223,0.02749679401079541,0.032009208150933506,-0.0018541651616216953,-0.010109480533831905,-0.021900605571665604,0.022997464757575206,0.001964334772108921,-0.00032947035398697634,-0.01964001405163958,-0.016340441949134966,0.03970326211247602,-0.010729345377660232,0.0022730018499232977,0.032841375979956254,-0.01897195123154957,-0.013506742618215741,-0.006185857936612002,-0.025721777439964694,-0.013871784970314667,-0.014005262554395197,0.021599680761010865,-0.00014422930189165485,0.008171941311605278,-0.008501210382386304,0.06614804433463597,0.017050385026857795,-0.01485319339844602,-0.00017624710427784188
HKK26_RS00045,-0.003057233105143322,0.004851262882582403,0.004019228352579594,0.0053423901987743085,0.0127603428186546,0.011012474433273538,0.039296428043632835,-0.049195205609345906,-0.00850791036941937,0.030853238930043075,0.04053214031534738,0.00016065550258298963,0.010605680613737357,0.0070885565848945896,-0.04572838881051789,0.006247418509139942,0.006869097361540589,-0.00980465784899257,0.01171050919454371,-0.001855750250180702,0.020611851724246795,-0.002690129316543457,-0.01707308843266645,-0.006907995724272392,-0.026852523767321765,-0.006099975087783153,0.003955082447243503,-0.005689315775893336,0.021893136553823852,-0.03060275645430248,0.012671358760859855,0.016950835884512603,0.018830030278632018,0.011024537049595821,-0.005419618773185341,0.005112768176013389,0.007876205164978282,0.011337702436110316
HKK26_RS00050,0.022670556888996916,-0.012574013865047069,0.010649694261926603,0.010859058377907953,-0.01589263730175132,-0.007222335737832687,-0.006204004517920607,-0.03933565006136931,0.023144627183531493,0.051720582104746955,-0.010833706845793883,-0.03132598457535446,-0.011962970853243703,0.004859732544990453,-0.03252642898782456,0.01721691458875429,-0.005127859211535174,-0.0346391995573112,-0.00474124328520434,-0.004474223529223411,0.030615291904880514,-0.017193744996289305,-0.015244849346375513,0.008498691784473664,-0.0072714474092384004,-0.008848278698364742,0.004176549988587403,0.03384658000716235,-0.003912027188817478,-0.00964150280548649,-0.0031619571986921256,-0.030743252007084082,-0.005965112358567008,0.017411984478457335,-0.013863485192772824,0.016302848591248427,0.008260930258804283,0.00704751687876414
HKK26_RS00055,-0.019035534409127305,0.04728406023386991,0.011690302022804902,-0.02135399550511928,0.02749480774320228,-0.03517056035273626,0.006947861950140792,0.003334554286324957,0.0007133205319867756,0.004991372403408173,-0.013114336097800576,-0.038672427182056164,-0.04758060512129428,-0.004802908879767297,-0.00011930843409008143,0.02976671586426072,0.003883274894363046,-0.01958250356007992,-0.005157904592055776,0.006499269739767532,0.008192954149154654,0.045364776122460745,0.030833540199652284,0.018969172111190185,-0.02951178702091949,0.015280414262781872,0.0007017875094236818,-0.005609479935580818,0.008349406128659694,0.0100021782792461,0.010264254026538697,0.02772055271126383,0.01997247270583241,-0.052784947738832556,-0.03423440530516557,-0.006068996818129729,0.012210094391350844,0.01600472234326293
HKK26_RS00060,-0.030466466181143483,-0.011311620754953065,-0.0054254129209785375,-0.005537957162172004,-0.0035330789724833628,-0.01956178898831465,0.0028815930398599717,0.0076030222451904,0.005270601273613872,0.014224717354576734,-0.017686635499593727,-0.010033894671531514,0.00819958884411759,0.0003363350708906206,-0.013448433241393115,0.01640200536552258,0.04012703091079848,-0.005551895977876314,0.0371580493165197,-0.02012123619923055,0.006042027784687597,-0.005654591565762921,-0.01347950201206302,-0.012879327095780014,-0.00010562022754595671,-0.015401073835775221,-0.0033249520329716718,-0.03750783577170998,0.007687429278199059,-0.011147611673147342,-0.04154986926566085,0.04345347420270156,0.025378575797896413,0.0023937928119552665,0.0013022953425204026,0.014279997899438748,0.012692214301512805,0.014932754396299002
