Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
HKK26_RS00005,0.0109668128222324,0.0005197517314259345,-0.01441012661684087,0.027865261135398375,-0.014256605686448225,0.001251423638318014,-0.0005636411968212141,-0.017979672401826526,0.03926766893739522,0.015606010538769761,-0.0038975832982686832,-0.005123560826952363,0.018994422592899858,0.032534960469375304,0.029075083266768248,-0.04404969206155025,-0.00043525526136339675,0.0006759655444793824,-0.008396847754839398,0.002495096793354515,0.02316136325109394,0.07512762230317648,0.010181965070138653,-0.024310583821480488,0.003041679236520675,-0.021015713317647983,0.0014484557215809568,-0.03536221081390744
HKK26_RS00010,0.01700338399913126,0.004975440821490808,-0.03459744183075641,-0.004137557275386851,-0.005159051533183326,-0.04051426366640698,0.029983446760644572,0.04171680960159188,0.025563303517811605,-0.007754239603997409,-0.017901456729791175,0.00492267033057749,-0.006092963127175829,0.01048663893891746,0.10337664303720417,0.010954063893439512,-0.010524609288594574,-0.004117382181511311,0.0062468718733926015,0.010722735030765516,-0.007551914905834528,0.017673458065888003,-0.020211349659573,0.02155391479952408,0.0018033457026054224,-0.027419372091687304,-0.01378614080180202,0.005707549877302864
HKK26_RS00015,0.019052615028913998,-0.03591892586789979,0.0026785507676622285,0.03594226290998168,-0.02234634784304375,0.009809767629050172,-0.0056579798009641115,0.02128730127560523,-0.025847403648542613,-0.014790789190677778,-0.018809104174216187,0.008695081833923287,-0.00780989905132111,-0.010344233106945542,0.041641349741688954,0.021589572280137734,-0.0239249251595077,-0.021454830803773462,0.00270924966687005,0.024664940502410065,0.021526870193717695,-0.001742408167464471,-0.006731623764837543,0.0036862355009638255,0.051653005456748044,0.001388616499760415,0.005330147846799094,-0.014122600769437272
HKK26_RS00020,0.0005814715981797981,0.003749181756056844,-0.01718131131850474,0.003207191256675833,-0.031222007253741895,-0.019384420960171542,0.011274486512097493,-0.003747018007805166,-0.0073330871424210535,0.012282892427465877,-0.013772667082335321,0.023396368782988345,-0.005331833245195273,-0.013516925025421546,0.055520597454793236,0.06457921696479475,-0.05404193425103005,-0.013078415175592533,0.02275860779134159,-0.0060425155995190655,0.010795983452417012,0.012215638521033943,-0.003979131928749928,0.005005610008731564,-0.02035915685596192,-0.03473405145466851,0.0393973741099643,-0.001776327617343724
HKK26_RS00025,-0.007083358205854981,-0.01366469013656589,-0.019465623942172848,-0.00652233241746322,0.010899117230899796,0.0090092458547324,0.005973472946347096,-0.008048996057913928,0.001409612242451092,0.023716424585391582,-0.0042295238490598465,0.019572767544994863,0.020422276526532,-0.0008937296470415343,0.010381615698553368,0.02585967323737459,-0.040936301857758414,0.0074496236761965665,-0.015400733668576362,0.014877250019872168,0.02651556110447895,0.03781293891787064,-0.026281002116813237,0.012215587875367109,0.022200724433028604,0.04849698925260037,-0.023389085621182353,-0.00442454172405991
HKK26_RS00030,0.025241216165734173,-0.020637877127568614,-0.01859561812243863,0.018502339420615643,0.007544197659263729,0.007859545430088532,-0.006527560718500184,-0.0030080602271388163,0.02467713336087823,0.005053966216690123,-0.007512805462024352,-0.004122471509329053,-0.00476356453996739,0.006269068607369001,0.01324263425812422,0.02637467807426166,-0.02601471075963541,-0.0011845819015764562,-0.005474344196066589,-0.0013038649134772431,0.004679886591438057,-0.014668529034366391,-0.007281380908493562,0.05357222716893462,0.010836965438850482,0.0009408706990551758,-0.02153146844690463,-0.005631297385084656
HKK26_RS00035,0.023357496273664888,0.005664225601981563,-0.010468992771376251,-0.011567218366546811,-0.0011000569899704586,0.012530725523098628,-0.02630630756804948,-0.011026007317436104,-0.01656210204119276,0.00224775926549056,-0.013080873947135096,-0.008163897105783118,-0.014063043864629735,0.017656168143397526,-0.019689728858954657,0.011428317585665392,-0.008811306300234531,-0.0008031990158395364,0.03210285584626553,-0.002376729662093726,0.026073843480177793,0.09915124378391814,-0.0008003211882662382,0.01077521492723885,0.0063310644737434385,0.07281894841947247,0.006997966682572627,-0.01638021692830896
HKK26_RS00040,-0.003774330273396588,-0.008812463420430527,0.0032361603863364603,0.013665435768410304,0.004222374127070165,0.04052484416699143,0.04025957013801305,-0.006010261606889551,0.03723045264175764,0.02497323611735015,-0.018084833241129583,-0.013503042772609044,-0.001469160174485072,0.0033316563182526366,0.009407334778275857,0.023687455451937643,0.02997004899525775,-0.01944497554670355,-0.020183228819450155,-0.002892138651968932,-0.010581977480147617,0.018607453214183122,-0.00461357681045643,0.024777563204931793,-0.0007062387338846354,-0.00039955239812142516,-0.06417872689536462,0.013409421266626179
HKK26_RS00045,-0.01882692087238585,0.03594986489080711,-0.02007089749502957,0.01770658484558931,0.026883386563288522,0.031560571531719955,-0.03731011934455845,-0.006841095674747907,0.013476959573129974,0.04297767533190041,-0.02432044580348333,0.04158893214235629,0.04586574308379453,0.0024905735523216093,0.021551395641175204,0.014490686737230342,0.028851005473540015,-0.008173063984543151,-0.039625545032900264,0.03344622368944867,0.037565455430237316,0.06650207590551782,-0.017020827151658872,0.02590882506529984,0.005226021893724691,0.017240965005135375,-0.011675024731758722,0.028824874553589796
HKK26_RS00050,0.025918944378336736,0.007095111515039015,-0.012726858534943536,0.00976498332375911,-0.019888115605699308,0.024660872330310425,-0.0005273338516238156,0.003335776803366351,0.0032061891645668804,-0.0021949573810121567,-0.017637705472106135,0.04007254878555935,-0.005470618799431299,0.026601219880675004,-0.004901931816793099,0.01972407738121208,0.004472182446673557,0.003391185678820199,0.0019315529129427156,0.01336634810125693,-0.013990988144694093,0.0027744749678457387,-0.0011444429980529177,0.014421573325695105,-0.0035722351399671954,-0.009596255609434863,-0.0004849872139393785,8.132116507474206e-05
HKK26_RS00055,-0.01418230993890449,-0.006367866756526065,-0.013218173077158528,0.004469522180974005,-0.004427236634051482,-0.0034027552697823036,-0.05863506217774618,-0.01488911498718123,0.01524714783432373,0.004959455738646402,-0.01394488546727068,0.007293631206803836,-0.021259073831776876,0.028706691472759685,0.007805815645929577,0.04823938352174152,-0.013576465241326326,0.0059921166176719,-0.010577749941864117,-0.004562715861465737,0.005019134313463157,0.023620544687876454,-0.004612249607507859,0.026818407662461,0.0010957263441285284,0.013281040510028142,0.02934513303711642,-0.005436238561753095
HKK26_RS00060,0.0003126133247887358,-0.0311072229660124,-0.014697245429121817,-0.002149796191671737,-0.036370878843566094,-0.020266278292620878,0.03722650268619368,0.023370518138982405,0.0036963154088139,0.02504990098738739,-0.016525454195979408,-0.00019403874564041552,-0.0037389549233160734,0.010661184959456284,0.037939744321601326,0.0009582210060982095,0.0034369983303430664,0.013386302315594135,0.011716257277749853,0.005593399644419742,0.00608477232910857,0.014649524294784918,-0.016852822232778814,0.025710217670800648,0.007659525106290118,-0.001131249522950924,0.017091130223125982,0.007165647936044254
HKK26_RS00065,-0.02601689442225724,-0.013676013553690183,-0.0074404078357098455,-0.011852003435857914,-0.1197469986659639,-0.031059845974973046,0.016737725803624558,0.07303659360988571,0.14825060654081326,-0.010753327473619973,-0.032856245847858366,0.07160920683735154,-0.023048264311514768,0.06591746860474247,0.004169756510870154,0.06717560655148005,0.0027143993701599935,-0.03784353728328862,-0.02435862514009305,0.005156538091735886,0.004397406484817184,-0.02097482334810171,-0.020800236520504885,0.007943641511883915,0.02000200208709711,-0.06137288973003034,-0.042040045405646286,0.019041909917105256
HKK26_RS00070,-0.022608042075440746,-0.013291210100878383,-0.007041973723498435,-0.00706935102490846,-0.07795228882668273,-0.007345308178391877,0.012648414853901214,0.053084867167659366,0.0822073150749805,0.0016873273430352764,-0.020489740791759047,0.05061275331223332,-0.012171739283867982,0.04959067003306914,-0.010496221053679753,0.0583573473028558,0.003687194431031663,-0.011598592388566246,0.00649999162441892,-0.004542249198786792,-0.013768273459857854,-0.005603037371518305,-0.009323939735648894,0.002963051005826941,-0.004343645230173081,0.027752318628635836,-0.05616370000734863,-0.0011672831143843363
HKK26_RS00075,-0.030382117258904842,-0.01955456807665227,-0.001831749206049351,0.0006542880282421434,-0.06656695174915034,-0.022017552776887064,0.00486433960038867,0.053045057724287116,0.07493872327702586,0.004115404717229379,-0.03174345387722423,0.05109952607197494,0.002132138637630157,0.029758847370460636,0.0030576981405581755,0.05789088024392715,-0.019066425001408524,-0.02436594395018569,0.011414156681849688,0.008838995895130717,0.01073498056344447,-0.020362239036655783,-0.010505837376054037,0.020405054401156874,-0.0015425617476812633,-0.037667331425805375,-0.05486638586230267,0.013170175825132392
HKK26_RS00080,0.005445828506997187,0.0014115981145450527,-0.009410542386229761,-0.011766632974974609,-0.028808676965428454,0.026216962997652596,-0.07017082154615843,0.015883983497349777,0.012118882796087091,-0.050182977481474274,0.0015005333289666767,0.010127139182707688,-0.004550068235534497,0.02752829298675226,0.001959730751714081,-0.006312443862325785,0.005637400834464639,0.0009302233527160325,0.010650099565332848,0.00920535284374706,0.0023908032011866545,0.006268558577984488,-0.002767263166991028,-0.003445261536242272,0.016616899697515564,0.025710921778873682,-0.0230331425411909,0.03314625453120094
HKK26_RS00085,0.011549347627305761,0.017235929528966732,-0.005030365478949594,-0.03695581662587515,0.03988875055422178,-0.03882852575638232,-0.035912289579036735,-0.024740038080566663,0.053648333788777494,-0.011899441481540892,0.0289190322111972,-0.005285908141796766,0.008971844452152825,0.02517245152871693,-0.008523936972278379,0.02272736856888996,0.03774475435315122,0.006992052128834035,0.006770666378568265,0.02101145146571719,-0.0245532739397882,0.028480421399920988,-0.006431124362500464,0.017941149050562336,0.01734644253202284,-0.024653131428003527,2.225872096484339e-05,0.06881804030380044
HKK26_RS00090,-0.004769021516826776,-0.012547419235396526,-0.016316350169170504,-0.009045729400073553,-0.005916911117001302,0.03236723815934728,-0.012211298915489117,0.008651636188005693,-0.007927698742621716,0.01702310238720823,-0.0019102005100731067,0.011116119623496363,0.0055030042528503124,0.016966618293299342,-0.00010966564751532756,0.018021888892170476,-0.0019009358766302383,0.011446999706354074,0.014368121031301282,-0.002711362250691989,-0.009328337119534371,0.008472318240118426,-0.0034296362993415574,0.017461598928959116,-0.0009734289294005718,-0.0034366391394942105,-0.004957777659070622,0.015063709113021672
HKK26_RS00095,-0.007443888776344281,0.007162726516188837,-0.01510342786144628,-0.014231323060370902,-0.004905887235777464,0.040533451408045464,-0.04497518795122089,0.02360898911095116,0.008351965077144648,0.029614901939562847,-0.01865556275878079,0.016389288155418714,0.006733230436011174,-0.003826808324956318,0.004481126371142197,0.005051316551290274,-0.012910717672607581,0.004284490543809595,-0.011892810857337266,-0.006642624737037847,-0.004110663043353865,0.0022450290571118868,-0.00889591754829597,0.02008730769198142,-0.0019337448073911726,-0.021824991507997105,-0.011525736599123888,0.0030692958805918704
HKK26_RS00100,0.0064206213656891106,0.01043282371892248,-0.012479798656839685,-0.0012378987682047005,-0.008162746576054987,0.05481430713920037,0.016335725278761308,0.01882439744569485,0.0034113955145913728,-0.029760135130062662,-0.013398805470929786,0.011376342267251377,-0.0044457197837537024,0.005450522154044587,0.0052212839686697895,-0.0068094423715434485,0.006751666852697079,0.004567005089617778,-0.015216568700297719,-0.004252012725815827,-0.0004873974560176312,0.01570426835000257,-0.009995265688481282,0.01809427982813595,0.013836699237651332,-0.006654371143774823,-0.014185965216235769,-0.0011447078594499038
