,gene_id,database,kegg_id
6746,SYNPCC7942_RS12470,KEGG_pathway,map01100
6747,SYNPCC7942_RS12470,KEGG_pathway,map02024
6749,SYNPCC7942_RS12485,KEGG_pathway,map00970
6753,SYNPCC7942_RS12505,KEGG_pathway,map00270
6754,SYNPCC7942_RS12505,KEGG_pathway,map01100
6755,SYNPCC7942_RS12505,KEGG_pathway,map05206
6760,SYNPCC7942_RS12520,KEGG_pathway,map00270
6761,SYNPCC7942_RS12520,KEGG_pathway,map01100
6762,SYNPCC7942_RS12520,KEGG_pathway,map01110
6763,SYNPCC7942_RS12520,KEGG_pathway,map01230
6765,SYNPCC7942_RS12525,KEGG_pathway,map00520
6771,SYNPCC7942_RS12540,KEGG_pathway,map00400
6772,SYNPCC7942_RS12540,KEGG_pathway,map01100
6773,SYNPCC7942_RS12540,KEGG_pathway,map01110
6774,SYNPCC7942_RS12540,KEGG_pathway,map01130
6775,SYNPCC7942_RS12540,KEGG_pathway,map01230
6779,SYNPCC7942_RS12545,KEGG_pathway,map03018
6780,SYNPCC7942_RS12545,KEGG_pathway,map04212
6781,SYNPCC7942_RS12545,KEGG_pathway,map05152
6785,SYNPCC7942_RS12565,KEGG_pathway,map02024
6786,SYNPCC7942_RS12565,KEGG_pathway,map03060
6787,SYNPCC7942_RS12565,KEGG_pathway,map03070
6794,SYNPCC7942_RS12575,KEGG_pathway,map00220
6795,SYNPCC7942_RS12575,KEGG_pathway,map00250
6796,SYNPCC7942_RS12575,KEGG_pathway,map01100
6797,SYNPCC7942_RS12575,KEGG_pathway,map01110
6798,SYNPCC7942_RS12575,KEGG_pathway,map01130
6799,SYNPCC7942_RS12575,KEGG_pathway,map01230
6802,SYNPCC7942_RS12590,KEGG_pathway,map00195
6803,SYNPCC7942_RS12590,KEGG_pathway,map01100
6807,SYNPCC7942_RS12635,KEGG_pathway,map00908
6808,SYNPCC7942_RS12635,KEGG_pathway,map01100
6809,SYNPCC7942_RS12635,KEGG_pathway,map01110
6812,SYNPCC7942_RS12645,KEGG_pathway,map02010
6813,SYNPCC7942_RS12645,KEGG_pathway,map02024
6816,SYNPCC7942_RS12650,KEGG_pathway,map02010
6817,SYNPCC7942_RS12650,KEGG_pathway,map02024
6820,SYNPCC7942_RS12655,KEGG_pathway,map02010
6821,SYNPCC7942_RS12655,KEGG_pathway,map02024
6824,SYNPCC7942_RS12660,KEGG_pathway,map02010
6825,SYNPCC7942_RS12660,KEGG_pathway,map02024
6828,SYNPCC7942_RS12665,KEGG_pathway,map02010
6829,SYNPCC7942_RS12665,KEGG_pathway,map02024
6837,SYNPCC7942_RS12670,KEGG_pathway,map00230
6838,SYNPCC7942_RS12670,KEGG_pathway,map00240
6839,SYNPCC7942_RS12670,KEGG_pathway,map00983
6840,SYNPCC7942_RS12670,KEGG_pathway,map01100
6841,SYNPCC7942_RS12670,KEGG_pathway,map01110
6842,SYNPCC7942_RS12670,KEGG_pathway,map01130
6843,SYNPCC7942_RS12670,KEGG_pathway,map04016
6845,SYNPCC7942_RS12675,KEGG_pathway,map04910
6847,SYNPCC7942_RS12680,KEGG_pathway,map04910
6854,SYNPCC7942_RS12690,KEGG_pathway,map00400
6855,SYNPCC7942_RS12690,KEGG_pathway,map01100
6856,SYNPCC7942_RS12690,KEGG_pathway,map01110
6857,SYNPCC7942_RS12690,KEGG_pathway,map01130
6858,SYNPCC7942_RS12690,KEGG_pathway,map01230
6859,SYNPCC7942_RS12690,KEGG_pathway,map02024
6863,SYNPCC7942_RS12700,KEGG_pathway,map00860
6864,SYNPCC7942_RS12700,KEGG_pathway,map01100
6865,SYNPCC7942_RS12700,KEGG_pathway,map01110
6872,SYNPCC7942_RS12710,KEGG_pathway,map00360
6873,SYNPCC7942_RS12710,KEGG_pathway,map00940
6874,SYNPCC7942_RS12710,KEGG_pathway,map00941
6875,SYNPCC7942_RS12710,KEGG_pathway,map00945
6876,SYNPCC7942_RS12710,KEGG_pathway,map01100
6877,SYNPCC7942_RS12710,KEGG_pathway,map01110
6881,SYNPCC7942_RS12715,KEGG_pathway,map00920
6882,SYNPCC7942_RS12715,KEGG_pathway,map01100
6883,SYNPCC7942_RS12715,KEGG_pathway,map01120
6885,SYNPCC7942_RS12725,KEGG_pathway,map00190
6891,SYNPCC7942_RS12760,KEGG_pathway,map00220
6892,SYNPCC7942_RS12760,KEGG_pathway,map01100
6893,SYNPCC7942_RS12760,KEGG_pathway,map01110
6894,SYNPCC7942_RS12760,KEGG_pathway,map01130
6895,SYNPCC7942_RS12760,KEGG_pathway,map01230
6898,SYNPCC7942_RS12765,KEGG_pathway,map03420
6899,SYNPCC7942_RS12765,KEGG_pathway,map03430
6904,SYNPCC7942_RS12785,KEGG_pathway,map00500
6905,SYNPCC7942_RS12785,KEGG_pathway,map01100
6906,SYNPCC7942_RS12785,KEGG_pathway,map01110
6907,SYNPCC7942_RS12785,KEGG_pathway,map02026
6909,SYNPCC7942_RS12790,KEGG_pathway,map02025
6912,SYNPCC7942_RS12795,KEGG_pathway,map00230
6913,SYNPCC7942_RS12795,KEGG_pathway,map00240
6916,SYNPCC7942_RS12805,KEGG_pathway,map00564
6917,SYNPCC7942_RS12805,KEGG_pathway,map01110
6920,SYNPCC7942_RS12820,KEGG_pathway,map04112
6921,SYNPCC7942_RS12820,KEGG_pathway,map04212
6923,SYNPCC7942_RS12825,KEGG_pathway,map04112
6925,SYNPCC7942_RS12845,KEGG_pathway,map03010
6928,SYNPCC7942_RS12880,KEGG_pathway,map04112
6929,SYNPCC7942_RS12880,KEGG_pathway,map04212
6932,SYNPCC7942_RS12885,KEGG_pathway,map04112
6933,SYNPCC7942_RS12885,KEGG_pathway,map04212
6935,SYNPCC7942_RS12900,KEGG_pathway,map03010
6937,SYNPCC7942_RS12915,KEGG_pathway,map00195
6939,SYNPCC7942_RS12920,KEGG_pathway,map03410
6955,SYNPCC7942_RS12930,KEGG_pathway,map00220
6956,SYNPCC7942_RS12930,KEGG_pathway,map00250
6957,SYNPCC7942_RS12930,KEGG_pathway,map00270
6958,SYNPCC7942_RS12930,KEGG_pathway,map00330
6959,SYNPCC7942_RS12930,KEGG_pathway,map00350
6960,SYNPCC7942_RS12930,KEGG_pathway,map00360
6961,SYNPCC7942_RS12930,KEGG_pathway,map00400
6962,SYNPCC7942_RS12930,KEGG_pathway,map00401
6963,SYNPCC7942_RS12930,KEGG_pathway,map00950
6964,SYNPCC7942_RS12930,KEGG_pathway,map00960
6965,SYNPCC7942_RS12930,KEGG_pathway,map01100
6966,SYNPCC7942_RS12930,KEGG_pathway,map01110
6967,SYNPCC7942_RS12930,KEGG_pathway,map01130
6968,SYNPCC7942_RS12930,KEGG_pathway,map01210
6969,SYNPCC7942_RS12930,KEGG_pathway,map01230
6976,SYNPCC7942_RS12945,KEGG_pathway,map00290
6977,SYNPCC7942_RS12945,KEGG_pathway,map00660
6978,SYNPCC7942_RS12945,KEGG_pathway,map01100
6979,SYNPCC7942_RS12945,KEGG_pathway,map01110
6980,SYNPCC7942_RS12945,KEGG_pathway,map01210
6981,SYNPCC7942_RS12945,KEGG_pathway,map01230
6984,SYNPCC7942_RS12995,KEGG_pathway,map00190
6985,SYNPCC7942_RS12995,KEGG_pathway,map01100
6989,SYNPCC7942_RS13000,KEGG_pathway,map00730
6990,SYNPCC7942_RS13000,KEGG_pathway,map01100
6991,SYNPCC7942_RS13000,KEGG_pathway,map04122
6993,SYNPCC7942_RS13005,KEGG_pathway,map03010
6999,SYNPCC7942_RS13015,KEGG_pathway,map01040
7000,SYNPCC7942_RS13015,KEGG_pathway,map01212
7001,SYNPCC7942_RS13015,KEGG_pathway,map03320
7002,SYNPCC7942_RS13015,KEGG_pathway,map04152
7003,SYNPCC7942_RS13015,KEGG_pathway,map04212
7014,SYNPCC7942_RS13030,KEGG_pathway,map00061
7015,SYNPCC7942_RS13030,KEGG_pathway,map00620
7016,SYNPCC7942_RS13030,KEGG_pathway,map00640
7017,SYNPCC7942_RS13030,KEGG_pathway,map00720
7018,SYNPCC7942_RS13030,KEGG_pathway,map01100
7019,SYNPCC7942_RS13030,KEGG_pathway,map01110
7020,SYNPCC7942_RS13030,KEGG_pathway,map01120
7021,SYNPCC7942_RS13030,KEGG_pathway,map01130
7022,SYNPCC7942_RS13030,KEGG_pathway,map01200
7023,SYNPCC7942_RS13030,KEGG_pathway,map01212
7026,SYNPCC7942_RS13045,KEGG_pathway,map00730
7027,SYNPCC7942_RS13045,KEGG_pathway,map01100
7030,SYNPCC7942_RS13055,KEGG_pathway,map00240
7031,SYNPCC7942_RS13055,KEGG_pathway,map01100
7033,SYNPCC7942_RS13060,KEGG_pathway,map00970
7037,SYNPCC7942_RS13065,KEGG_pathway,map00550
7038,SYNPCC7942_RS13065,KEGG_pathway,map01100
7039,SYNPCC7942_RS13065,KEGG_pathway,map01501
7042,SYNPCC7942_RS13075,KEGG_pathway,map02010
7043,SYNPCC7942_RS13075,KEGG_pathway,map02020
7046,SYNPCC7942_RS13085,KEGG_pathway,map02010
7047,SYNPCC7942_RS13085,KEGG_pathway,map02020
7050,SYNPCC7942_RS13120,KEGG_pathway,map00520
7051,SYNPCC7942_RS13120,KEGG_pathway,map01100
7055,SYNPCC7942_RS13135,KEGG_pathway,map03018
7056,SYNPCC7942_RS13135,KEGG_pathway,map04212
7057,SYNPCC7942_RS13135,KEGG_pathway,map05152
7059,SYNPCC7942_RS13145,KEGG_pathway,map00195
7064,SYNPCC7942_RS13150,KEGG_pathway,map00521
7065,SYNPCC7942_RS13150,KEGG_pathway,map00562
7066,SYNPCC7942_RS13150,KEGG_pathway,map01100
7067,SYNPCC7942_RS13150,KEGG_pathway,map04070
7071,SYNPCC7942_RS13180,KEGG_pathway,map00130
7072,SYNPCC7942_RS13180,KEGG_pathway,map01100
7073,SYNPCC7942_RS13180,KEGG_pathway,map01110
7076,SYNPCC7942_RS13185,KEGG_pathway,map00680
7077,SYNPCC7942_RS13185,KEGG_pathway,map01120
7080,SYNPCC7942_RS13200,KEGG_pathway,map00240
7081,SYNPCC7942_RS13200,KEGG_pathway,map01100
7086,SYNPCC7942_RS13230,KEGG_pathway,map00230
7087,SYNPCC7942_RS13230,KEGG_pathway,map02025
7088,SYNPCC7942_RS13230,KEGG_pathway,map04113
7089,SYNPCC7942_RS13230,KEGG_pathway,map04213
7095,SYNPCC7942_RS13245,KEGG_pathway,map00190
7096,SYNPCC7942_RS13245,KEGG_pathway,map00860
7097,SYNPCC7942_RS13245,KEGG_pathway,map01100
7098,SYNPCC7942_RS13245,KEGG_pathway,map01110
7099,SYNPCC7942_RS13245,KEGG_pathway,map04714
7106,SYNPCC7942_RS13250,KEGG_pathway,map00190
7107,SYNPCC7942_RS13250,KEGG_pathway,map00860
7108,SYNPCC7942_RS13250,KEGG_pathway,map01100
7109,SYNPCC7942_RS13250,KEGG_pathway,map01110
7110,SYNPCC7942_RS13250,KEGG_pathway,map02020
7111,SYNPCC7942_RS13250,KEGG_pathway,map04714
7114,SYNPCC7942_RS13255,KEGG_pathway,map00190
7115,SYNPCC7942_RS13255,KEGG_pathway,map01100
7118,SYNPCC7942_RS13260,KEGG_pathway,map00190
7119,SYNPCC7942_RS13260,KEGG_pathway,map01100
7122,SYNPCC7942_RS13265,KEGG_pathway,map00190
7123,SYNPCC7942_RS13265,KEGG_pathway,map01100
7125,SYNPCC7942_RS13275,KEGG_pathway,map00970
7127,SYNPCC7942_RS13280,KEGG_pathway,map03410
7132,SYNPCC7942_RS13295,KEGG_pathway,map00860
7133,SYNPCC7942_RS13295,KEGG_pathway,map01100
7134,SYNPCC7942_RS13295,KEGG_pathway,map01110
7135,SYNPCC7942_RS13295,KEGG_pathway,map01120
7142,SYNPCC7942_RS13305,KEGG_pathway,map00260
7143,SYNPCC7942_RS13305,KEGG_pathway,map00750
7144,SYNPCC7942_RS13305,KEGG_pathway,map01100
7145,SYNPCC7942_RS13305,KEGG_pathway,map01110
7146,SYNPCC7942_RS13305,KEGG_pathway,map01120
7147,SYNPCC7942_RS13305,KEGG_pathway,map01230
7152,SYNPCC7942_RS13310,KEGG_pathway,map00630
7153,SYNPCC7942_RS13310,KEGG_pathway,map01100
7154,SYNPCC7942_RS13310,KEGG_pathway,map01110
7155,SYNPCC7942_RS13310,KEGG_pathway,map01130
7158,HKK26_RS00135,KEGG_pathway,map00450
7159,HKK26_RS00135,KEGG_pathway,map01100
7168,HKK26_RS00145,KEGG_pathway,map00270
7169,HKK26_RS00145,KEGG_pathway,map00920
7170,HKK26_RS00145,KEGG_pathway,map01100
7171,HKK26_RS00145,KEGG_pathway,map01110
7172,HKK26_RS00145,KEGG_pathway,map01120
7173,HKK26_RS00145,KEGG_pathway,map01200
7174,HKK26_RS00145,KEGG_pathway,map01230
7175,HKK26_RS00145,KEGG_pathway,map05111
7184,HKK26_RS00150,KEGG_pathway,map00270
7185,HKK26_RS00150,KEGG_pathway,map00920
7186,HKK26_RS00150,KEGG_pathway,map01100
7187,HKK26_RS00150,KEGG_pathway,map01110
7188,HKK26_RS00150,KEGG_pathway,map01120
7189,HKK26_RS00150,KEGG_pathway,map01130
7190,HKK26_RS00150,KEGG_pathway,map01200
7191,HKK26_RS00150,KEGG_pathway,map01230
7193,HKK26_RS00170,KEGG_pathway,map00910
7207,HKK26_RS00175,KEGG_pathway,map00380
7208,HKK26_RS00175,KEGG_pathway,map00630
7209,HKK26_RS00175,KEGG_pathway,map01110
7210,HKK26_RS00175,KEGG_pathway,map01130
7211,HKK26_RS00175,KEGG_pathway,map01200
7212,HKK26_RS00175,KEGG_pathway,map04011
7213,HKK26_RS00175,KEGG_pathway,map04016
7214,HKK26_RS00175,KEGG_pathway,map04068
7215,HKK26_RS00175,KEGG_pathway,map04146
7216,HKK26_RS00175,KEGG_pathway,map04211
7217,HKK26_RS00175,KEGG_pathway,map04212
7218,HKK26_RS00175,KEGG_pathway,map04213
7219,HKK26_RS00175,KEGG_pathway,map05014
7224,HKK26_RS00195,KEGG_pathway,map00430
7225,HKK26_RS00195,KEGG_pathway,map00460
7226,HKK26_RS00195,KEGG_pathway,map00480
7227,HKK26_RS00195,KEGG_pathway,map01100
7230,HKK26_RS00215,KEGG_pathway,map00910
7231,HKK26_RS00215,KEGG_pathway,map02010
7232,SYNPCC7942_RS00005,KEGG_module,M00260
7233,SYNPCC7942_RS00015,KEGG_module,M00048
7234,SYNPCC7942_RS00020,KEGG_module,M00048
7235,SYNPCC7942_RS00045,KEGG_module,M00029
7236,SYNPCC7942_RS00045,KEGG_module,M00844
7237,SYNPCC7942_RS00045,KEGG_module,M00845
7238,SYNPCC7942_RS00060,KEGG_module,M00178
7239,SYNPCC7942_RS00090,KEGG_module,M00008
7240,SYNPCC7942_RS00090,KEGG_module,M00061
7241,SYNPCC7942_RS00090,KEGG_module,M00308
7242,SYNPCC7942_RS00090,KEGG_module,M00631
7243,SYNPCC7942_RS00095,KEGG_module,M00360
7244,SYNPCC7942_RS00100,KEGG_module,M00176
7245,SYNPCC7942_RS00140,KEGG_module,M00123
7246,SYNPCC7942_RS00140,KEGG_module,M00573
7247,SYNPCC7942_RS00140,KEGG_module,M00577
7248,SYNPCC7942_RS00145,KEGG_module,M00572
7249,SYNPCC7942_RS00150,KEGG_module,M00572
7250,SYNPCC7942_RS00155,KEGG_module,M00123
7251,SYNPCC7942_RS00155,KEGG_module,M00573
7252,SYNPCC7942_RS00155,KEGG_module,M00577
7253,SYNPCC7942_RS00160,KEGG_module,M00123
7254,SYNPCC7942_RS00160,KEGG_module,M00573
7255,SYNPCC7942_RS00160,KEGG_module,M00577
7256,SYNPCC7942_RS00195,KEGG_module,M00004
7257,SYNPCC7942_RS00195,KEGG_module,M00006
7258,SYNPCC7942_RS00200,KEGG_module,M00126
7259,SYNPCC7942_RS00200,KEGG_module,M00840
7260,SYNPCC7942_RS00210,KEGG_module,M00178
7261,SYNPCC7942_RS00290,KEGG_module,M00793
7262,SYNPCC7942_RS00330,KEGG_module,M00254
7263,SYNPCC7942_RS00335,KEGG_module,M00254
7264,SYNPCC7942_RS00345,KEGG_module,M00124
7265,SYNPCC7942_RS00360,KEGG_module,M00096
7266,SYNPCC7942_RS00375,KEGG_module,M00236
7267,SYNPCC7942_RS00395,KEGG_module,M00258
7268,SYNPCC7942_RS00425,KEGG_module,M00565
7269,SYNPCC7942_RS00460,KEGG_module,M00117
7270,SYNPCC7942_RS00470,KEGG_module,M00053
7271,SYNPCC7942_RS00475,KEGG_module,M00260
7272,SYNPCC7942_RS00480,KEGG_module,M00467
7273,SYNPCC7942_RS00500,KEGG_module,M00001
7274,SYNPCC7942_RS00500,KEGG_module,M00002
7275,SYNPCC7942_RS00500,KEGG_module,M00049
7276,SYNPCC7942_RS00500,KEGG_module,M00050
7277,SYNPCC7942_RS00535,KEGG_module,M00115
7278,SYNPCC7942_RS00540,KEGG_module,M00115
7279,SYNPCC7942_RS00635,KEGG_module,M00026
7280,SYNPCC7942_RS00640,KEGG_module,M00083
7281,SYNPCC7942_RS00640,KEGG_module,M00572
7282,SYNPCC7942_RS00685,KEGG_module,M00116
7283,SYNPCC7942_RS00685,KEGG_module,M00117
7284,SYNPCC7942_RS00695,KEGG_module,M00121
7285,SYNPCC7942_RS00705,KEGG_module,M00019
7286,SYNPCC7942_RS00705,KEGG_module,M00570
7287,SYNPCC7942_RS00715,KEGG_module,M00335
7288,SYNPCC7942_RS00720,KEGG_module,M00335
7289,SYNPCC7942_RS00725,KEGG_module,M00307
7290,SYNPCC7942_RS00790,KEGG_module,M00549
7291,SYNPCC7942_RS00870,KEGG_module,M00021
7292,SYNPCC7942_RS00900,KEGG_module,M00254
7293,SYNPCC7942_RS00905,KEGG_module,M00254
7294,SYNPCC7942_RS00960,KEGG_module,M00050
7295,SYNPCC7942_RS01030,KEGG_module,M00125
7296,SYNPCC7942_RS01070,KEGG_module,M00122
7297,SYNPCC7942_RS01075,KEGG_module,M00022
7298,SYNPCC7942_RS01125,KEGG_module,M00001
7299,SYNPCC7942_RS01125,KEGG_module,M00549
7300,SYNPCC7942_RS01150,KEGG_module,M00336
7301,SYNPCC7942_RS01180,KEGG_module,M00022
7302,SYNPCC7942_RS01240,KEGG_module,M00121
7303,SYNPCC7942_RS01250,KEGG_module,M00001
7304,SYNPCC7942_RS01250,KEGG_module,M00002
7305,SYNPCC7942_RS01250,KEGG_module,M00003
7306,SYNPCC7942_RS01250,KEGG_module,M00165
7307,SYNPCC7942_RS01250,KEGG_module,M00166
7308,SYNPCC7942_RS01250,KEGG_module,M00308
7309,SYNPCC7942_RS01250,KEGG_module,M00552
7310,SYNPCC7942_RS01255,KEGG_module,M00232
7311,SYNPCC7942_RS01260,KEGG_module,M00232
7312,SYNPCC7942_RS01265,KEGG_module,M00232
7313,SYNPCC7942_RS01270,KEGG_module,M00230
7314,SYNPCC7942_RS01270,KEGG_module,M00232
7315,SYNPCC7942_RS01280,KEGG_module,M00260
7316,SYNPCC7942_RS01335,KEGG_module,M00016
7317,SYNPCC7942_RS01335,KEGG_module,M00525
7318,SYNPCC7942_RS01335,KEGG_module,M00526
7319,SYNPCC7942_RS01335,KEGG_module,M00527
7320,SYNPCC7942_RS01380,KEGG_module,M00121
7321,SYNPCC7942_RS01385,KEGG_module,M00121
7322,SYNPCC7942_RS01390,KEGG_module,M00120
7323,SYNPCC7942_RS01435,KEGG_module,M00140
7324,SYNPCC7942_RS01435,KEGG_module,M00141
7325,SYNPCC7942_RS01435,KEGG_module,M00346
7326,SYNPCC7942_RS01435,KEGG_module,M00532
7327,SYNPCC7942_RS01465,KEGG_module,M00362
7328,SYNPCC7942_RS01470,KEGG_module,M00335
7329,SYNPCC7942_RS01475,KEGG_module,M00051
7330,SYNPCC7942_RS01490,KEGG_module,M00120
7331,SYNPCC7942_RS01505,KEGG_module,M00176
7332,SYNPCC7942_RS01505,KEGG_module,M00596
7333,SYNPCC7942_RS01515,KEGG_module,M00742
7334,SYNPCC7942_RS01575,KEGG_module,M00145
7335,SYNPCC7942_RS01580,KEGG_module,M00096
7336,SYNPCC7942_RS01600,KEGG_module,M00009
7337,SYNPCC7942_RS01600,KEGG_module,M00011
7338,SYNPCC7942_RS01600,KEGG_module,M00149
7339,SYNPCC7942_RS01600,KEGG_module,M00173
7340,SYNPCC7942_RS01600,KEGG_module,M00374
7341,SYNPCC7942_RS01600,KEGG_module,M00376
7342,SYNPCC7942_RS01605,KEGG_module,M00048
7343,SYNPCC7942_RS01605,KEGG_module,M00049
7344,SYNPCC7942_RS01630,KEGG_module,M00361
7345,SYNPCC7942_RS01630,KEGG_module,M00362
7346,SYNPCC7942_RS01630,KEGG_module,M00632
7347,SYNPCC7942_RS01685,KEGG_module,M00157
7348,SYNPCC7942_RS01690,KEGG_module,M00157
7349,SYNPCC7942_RS01695,KEGG_module,M00157
7350,SYNPCC7942_RS01700,KEGG_module,M00157
7351,SYNPCC7942_RS01705,KEGG_module,M00157
7352,SYNPCC7942_RS01710,KEGG_module,M00157
7353,SYNPCC7942_RS01715,KEGG_module,M00157
7354,SYNPCC7942_RS01770,KEGG_module,M00729
7355,SYNPCC7942_RS01780,KEGG_module,M00210
7356,SYNPCC7942_RS01780,KEGG_module,M00669
7357,SYNPCC7942_RS01780,KEGG_module,M00670
7358,SYNPCC7942_RS01785,KEGG_module,M00210
7359,SYNPCC7942_RS01785,KEGG_module,M00669
7360,SYNPCC7942_RS01785,KEGG_module,M00670
7361,SYNPCC7942_RS01800,KEGG_module,M00628
7362,SYNPCC7942_RS01880,KEGG_module,M00135
7363,SYNPCC7942_RS01890,KEGG_module,M00017
7364,SYNPCC7942_RS01925,KEGG_module,M00210
7365,SYNPCC7942_RS01925,KEGG_module,M00669
7366,SYNPCC7942_RS01925,KEGG_module,M00670
7367,SYNPCC7942_RS02010,KEGG_module,M00093
7368,SYNPCC7942_RS02020,KEGG_module,M00048
7369,SYNPCC7942_RS02040,KEGG_module,M00023
7370,SYNPCC7942_RS02065,KEGG_module,M00260
7371,SYNPCC7942_RS02080,KEGG_module,M00023
7372,SYNPCC7942_RS02095,KEGG_module,M00023
7373,SYNPCC7942_RS02140,KEGG_module,M00123
7374,SYNPCC7942_RS02140,KEGG_module,M00573
7375,SYNPCC7942_RS02140,KEGG_module,M00577
7376,SYNPCC7942_RS02165,KEGG_module,M00161
7377,SYNPCC7942_RS02180,KEGG_module,M00254
7378,SYNPCC7942_RS02185,KEGG_module,M00432
7379,SYNPCC7942_RS02195,KEGG_module,M00096
7380,SYNPCC7942_RS02205,KEGG_module,M00651
7381,SYNPCC7942_RS02255,KEGG_module,M00048
7382,SYNPCC7942_RS02275,KEGG_module,M00239
7383,SYNPCC7942_RS02280,KEGG_module,M00178
7384,SYNPCC7942_RS02280,KEGG_module,M00179
7385,SYNPCC7942_RS02295,KEGG_module,M00359
7386,SYNPCC7942_RS02295,KEGG_module,M00360
7387,SYNPCC7942_RS02320,KEGG_module,M00122
7388,SYNPCC7942_RS02385,KEGG_module,M00335
7389,SYNPCC7942_RS02390,KEGG_module,M00001
7390,SYNPCC7942_RS02390,KEGG_module,M00002
7391,SYNPCC7942_RS02390,KEGG_module,M00003
7392,SYNPCC7942_RS02405,KEGG_module,M00198
7393,SYNPCC7942_RS02405,KEGG_module,M00601
7394,SYNPCC7942_RS02475,KEGG_module,M00051
7395,SYNPCC7942_RS02485,KEGG_module,M00051
7396,SYNPCC7942_RS02490,KEGG_module,M00135
7397,SYNPCC7942_RS02505,KEGG_module,M00125
7398,SYNPCC7942_RS02530,KEGG_module,M00114
7399,SYNPCC7942_RS02530,KEGG_module,M00362
7400,SYNPCC7942_RS02560,KEGG_module,M00121
7401,SYNPCC7942_RS02565,KEGG_module,M00003
7402,SYNPCC7942_RS02565,KEGG_module,M00165
7403,SYNPCC7942_RS02565,KEGG_module,M00167
7404,SYNPCC7942_RS02590,KEGG_module,M00034
7405,SYNPCC7942_RS02600,KEGG_module,M00320
7406,SYNPCC7942_RS02605,KEGG_module,M00320
7407,SYNPCC7942_RS02670,KEGG_module,M00022
7408,SYNPCC7942_RS02675,KEGG_module,M00198
7409,SYNPCC7942_RS02675,KEGG_module,M00601
7410,SYNPCC7942_RS02690,KEGG_module,M00004
7411,SYNPCC7942_RS02690,KEGG_module,M00006
7412,SYNPCC7942_RS02690,KEGG_module,M00008
7413,SYNPCC7942_RS02720,KEGG_module,M00163
7414,SYNPCC7942_RS02730,KEGG_module,M00083
7415,SYNPCC7942_RS02730,KEGG_module,M00572
7416,SYNPCC7942_RS02735,KEGG_module,M00004
7417,SYNPCC7942_RS02735,KEGG_module,M00007
7418,SYNPCC7942_RS02735,KEGG_module,M00165
7419,SYNPCC7942_RS02735,KEGG_module,M00167
7420,SYNPCC7942_RS02810,KEGG_module,M00362
7421,SYNPCC7942_RS02850,KEGG_module,M00582
7422,SYNPCC7942_RS02870,KEGG_module,M00258
7423,SYNPCC7942_RS02900,KEGG_module,M00260
7424,SYNPCC7942_RS02970,KEGG_module,M00004
7425,SYNPCC7942_RS02970,KEGG_module,M00007
7426,SYNPCC7942_RS02970,KEGG_module,M00165
7427,SYNPCC7942_RS02970,KEGG_module,M00167
7428,SYNPCC7942_RS02970,KEGG_module,M00580
7429,SYNPCC7942_RS03010,KEGG_module,M00359
7430,SYNPCC7942_RS03010,KEGG_module,M00360
7431,SYNPCC7942_RS03015,KEGG_module,M00048
7432,SYNPCC7942_RS03055,KEGG_module,M00112
7433,SYNPCC7942_RS03060,KEGG_module,M00116
7434,SYNPCC7942_RS03095,KEGG_module,M00565
7435,SYNPCC7942_RS03100,KEGG_module,M00004
7436,SYNPCC7942_RS03100,KEGG_module,M00007
7437,SYNPCC7942_RS03120,KEGG_module,M00034
7438,SYNPCC7942_RS03125,KEGG_module,M00145
7439,SYNPCC7942_RS03140,KEGG_module,M00009
7440,SYNPCC7942_RS03140,KEGG_module,M00010
7441,SYNPCC7942_RS03140,KEGG_module,M00012
7442,SYNPCC7942_RS03140,KEGG_module,M00740
7443,SYNPCC7942_RS03170,KEGG_module,M00035
7444,SYNPCC7942_RS03210,KEGG_module,M00019
7445,SYNPCC7942_RS03210,KEGG_module,M00570
7446,SYNPCC7942_RS03225,KEGG_module,M00034
7447,SYNPCC7942_RS03225,KEGG_module,M00133
7448,SYNPCC7942_RS03240,KEGG_module,M00178
7449,SYNPCC7942_RS03245,KEGG_module,M00178
7450,SYNPCC7942_RS03245,KEGG_module,M00179
7451,SYNPCC7942_RS03250,KEGG_module,M00178
7452,SYNPCC7942_RS03250,KEGG_module,M00179
7453,SYNPCC7942_RS03255,KEGG_module,M00178
7454,SYNPCC7942_RS03255,KEGG_module,M00179
7455,SYNPCC7942_RS03265,KEGG_module,M00335
7456,SYNPCC7942_RS03280,KEGG_module,M00001
7457,SYNPCC7942_RS03280,KEGG_module,M00002
7458,SYNPCC7942_RS03280,KEGG_module,M00003
7459,SYNPCC7942_RS03280,KEGG_module,M00346
7460,SYNPCC7942_RS03280,KEGG_module,M00394
7461,SYNPCC7942_RS03285,KEGG_module,M00707
7462,SYNPCC7942_RS03290,KEGG_module,M00009
7463,SYNPCC7942_RS03290,KEGG_module,M00011
7464,SYNPCC7942_RS03290,KEGG_module,M00149
7465,SYNPCC7942_RS03290,KEGG_module,M00173
7466,SYNPCC7942_RS03290,KEGG_module,M00374
7467,SYNPCC7942_RS03290,KEGG_module,M00376
7468,SYNPCC7942_RS03310,KEGG_module,M00121
7469,SYNPCC7942_RS03355,KEGG_module,M00161
7470,SYNPCC7942_RS03360,KEGG_module,M00161
7471,SYNPCC7942_RS03380,KEGG_module,M00040
7472,SYNPCC7942_RS03395,KEGG_module,M00695
7473,SYNPCC7942_RS03430,KEGG_module,M00051
7474,SYNPCC7942_RS03450,KEGG_module,M00121
