Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
HKK26_RS00005,-0.015515424381318,-0.034749546765527,-0.01230826156327,0.02966777197869,0.048444932801045,0.005034653102685,0.029863388133169,-0.000864399294623,0.052803767300146,-0.049845354431722,0.000518117489376,0.015491701120692,0.030800245498349,0.060219263904406,-0.000940933491906,0.00682074659523,-0.032803352674643,0.001130504783344,0.012496567312714,0.008814422794312,-0.011200204495031,0.01734510942024,0.006035464123434,-0.013027951447453,-0.020993990772885,-0.002203165508205,0.008023279821498,-0.040249554949283,-0.007988783720737,0.007796963682378,-0.003444847073744,-0.0005270519366,0.001276334535427,0.030269568312278,-0.00173178222152,-0.010436540088487,0.000654486986642,-0.019344922928584,0.008968372775986,0.002401943850181,0.000206058115026,0.059027316523763,0.004514135059916,-0.009080186473187,0.019073513210975,-0.002272406859631,0.061949236688081,0.008010724128088,0.024785070048984,-0.001342228449559,-0.011937498129554
HKK26_RS00010,0.012207541998488,-0.021903641908258,0.018417089125701,-0.025915259745274,0.013353278171309,-0.025493322043909,0.002805137011749,-0.012021660314577,0.01474190795364,-0.023012998366015,-0.010800769311845,-0.004608684147567,0.007548084171981,-0.000487828408773,0.00589892585241,-0.025475712417484,0.026270059718985,-0.013285064065349,0.023305199869274,0.001953393041134,-0.005761036894813,0.006860307150042,0.026144517677614,-0.027763897022854,-0.013850523544967,0.002899798411502,0.011252767908758,-0.062263753704136,-0.003400291061322,0.018369827969213,-0.031415450787087,-0.015700589313953,0.01214472689312,-0.004793425046709,-0.024975212213204,-0.010373415097694,0.011314705010138,-0.011382614448085,-0.012239443573434,-0.002587093775718,0.157449637626513,-0.004900537563863,0.00347973082601,-0.00628852796002,0.004664365773005,0.004879587205055,-0.013393653595344,0.007217288087016,0.010953259736848,-0.014123476937757,0.00267502136597
HKK26_RS00015,0.007972655279063,0.008457026612918,0.013731119819063,0.001979239370979,-0.006562342308749,0.015052777490071,-0.001053229281319,0.010099267119244,-0.000692360194086,-0.006972455389136,0.03068483696529,-0.001015140152315,-0.04616034052622,0.000799005857761,-0.028520610755102,-0.002224108593425,0.008052332881973,-0.005424394344525,0.026535412909013,0.06048126696815,0.021351381668367,0.005427527643579,0.010112240499978,-0.028341384754005,-0.013066804101447,-0.011758036638254,0.002829178826803,-0.029673272878344,0.01810125987311,0.06639106661955,0.014071061007642,-0.020469941741605,-0.005705580048111,-0.028273011913509,-0.005335317649336,-0.003519019785719,-0.018076694728365,-0.006696781768375,-0.001749944111545,-0.009647102820147,-0.0099507308935,-0.020040164924573,0.017362139760932,-0.018214416253837,-0.024176041118149,-0.012184656357664,-0.028227003015213,0.014172693920224,-0.006944454945824,0.040091731238662,-0.018639477815824
HKK26_RS00020,-0.000351877815854,-0.004157001687931,0.012381761469634,-0.012994464664751,-0.000955256549807,0.005590061739504,-0.008156004369793,0.009528805809649,0.013740343313491,-0.005837921665678,0.055418738088833,-0.001888894989762,-0.002857388256931,0.008326328806243,-0.003096369050425,-0.002195479347477,0.025108653995115,-0.009818304683711,0.007052223329836,-0.022235516008711,-0.014712476313402,-0.009288654922108,0.008640205792083,-0.005937964043191,0.010500802426785,-0.008455298235724,-0.006724095737733,-0.008416557856502,-0.00898418782343,0.060171149065331,0.002159532714306,-0.042164714119151,-0.003267303873558,-0.017768634764665,-0.001077423630385,-0.002081817901748,-0.00947694851939,0.005617729259404,0.000793564427198,-0.001738979605724,0.014036237658041,0.008774901138024,-0.011305081141713,0.011910597672455,-0.013274885964075,-0.028542149050977,-0.021383237720591,0.007064001445016,-0.007697446188559,0.017790887201926,0.006156540913195
HKK26_RS00025,-0.016623690395985,-0.020396453005725,-0.014841131299161,-0.030223835150372,0.009394510541663,0.013948243298885,-0.015350478267523,-0.021077830141834,0.014335970718686,0.004015979639861,-0.009096712120917,-0.018373290966979,0.002959244211188,0.005555447831976,-0.030074640200222,0.031308233256474,0.040230362544268,-0.005252246418294,-0.004740391021031,0.010384476007414,-0.001214476663683,-0.038567966061394,-0.018226778604313,-0.017489977535041,-0.002909023763978,0.003228557002934,-0.003808007827237,0.000927960098844,0.088600981032007,-0.010540974309832,-0.035827672001146,0.042869570146801,0.024457089519389,-0.036071871192901,-0.01354036551212,-0.012055932694137,0.009602432373879,-8.36803761685119E-05,-0.010980306469325,0.010862780078854,0.028884083828346,-0.048195967078129,0.009653885863249,0.021206649558372,0.028178606449736,0.00687343945578,-0.006103814406208,-0.013076671060787,-0.011121298690999,0.05898988313979,-0.031664325549705
HKK26_RS00030,-0.009465840448942,0.014182570041973,-0.016103844040166,0.006698832002021,0.010632055635541,-0.029025859247108,0.009541878588981,-0.02146714488888,0.00249383346166,-0.002215593908661,0.005141663363176,-0.005584587764046,-0.005698572876821,-0.001524163008882,-0.012621618307726,0.02292508640216,-7.37760211920642E-05,0.001306902843419,-0.00215545175945,-0.006273663079626,0.023989361613042,-0.016319305799688,0.016093553616671,-0.009401034697119,0.005217159220161,0.024535263095782,-0.007383877290168,-0.018447352674126,0.0003436707422,0.030907872489515,-0.044034752202814,0.011637625298868,-0.008806326005203,-0.002589421367085,0.009258774096698,-0.003505382432097,-0.000556822156806,0.005234514036358,-0.035711469867376,-0.015255594408104,-0.019155540889176,0.011898366375799,-0.016769647683334,0.023707891398742,0.00160773788437,-0.006374898189579,-0.017656399301371,-0.004198681134805,0.001765165601583,0.058255175638745,0.015758403506436
HKK26_RS00035,0.018051852617047,0.03693823889984,0.005176746660736,0.011112089356948,-0.004466019779322,-0.005913486425829,0.025033067603819,0.002423130720379,-0.011255665550268,0.00275467250978,0.003050415112789,-0.017142984902169,0.006099115119975,0.112610185162264,0.011761980329328,0.003418593534758,-0.013319116796231,0.028430352191668,-0.004240304700001,-0.006155003554592,0.017038079173062,-0.035351130800566,0.004603763784563,0.015106022135941,0.02743541462424,0.009963067789021,-0.007224785595859,0.032361878893163,0.072664241396182,0.023089905010032,-0.000698765983794,-0.029892834734637,0.012727111981402,0.014734367063258,-0.001115461010771,0.015183115473821,-0.009757725574557,-0.022477018079942,-0.018084413866942,-0.021962567251245,-0.004071474249751,-0.007431485924338,0.026306133566515,0.002758940374872,-0.001058047474622,0.053203716028412,-0.008409931785534,0.021901632765598,-0.000161429133556,0.04386669135284,0.018352626324781
HKK26_RS00040,0.019538569765799,0.011072299192006,0.023948482846916,-0.010764718494409,0.032288726845976,-0.03364581719974,0.024168344191077,0.027318937734549,-0.012283659970165,-0.011617686727136,0.021043957473724,-0.009392944216736,-0.015695646641336,0.004006245513989,-0.001882472927831,-0.053125212648111,0.042384420208548,-0.003679736498963,-0.002266648290765,0.012860426653657,-0.008250446400003,0.000890122142971,-0.012567938452963,-0.01944854679655,-0.026524803382619,-0.015906053145226,0.006349341158343,0.005593717857383,-0.001460850459547,-0.000757569182735,-0.011484729697529,0.028306144472238,-0.003351361330396,-0.021741666899253,0.00213606229609,-0.003699869014595,0.012994812898079,-0.000332658888832,0.079455862743805,0.006078270026148,-0.009601921248541,0.020463507429095,-0.004142611931329,-0.00939401308959,-0.020842631270568,0.009453155164954,-0.006513329548656,-0.013176989173675,0.001828959538269,0.022244015492535,-0.030923912816358
HKK26_RS00045,-0.008239037928376,-0.003661217493878,0.015140594379108,0.58065230606901,-0.002181853137112,-0.000812977983809,0.003026949881172,0.003178405655581,0.020681616616246,-0.023948069410425,0.011821423109038,-0.013245686872975,-0.020204895814145,0.019600328689023,0.01041406405018,-0.034357564447173,-0.004235203701168,-0.000985352648612,0.011044281037205,0.007398844134139,-0.03539288146404,-0.000970728901827,-0.007687167934927,-0.009722413913474,0.004126475163945,-0.015176843444215,-0.004904024055441,-0.002571217258168,-0.004888159926585,0.001066580082039,-0.021786723866063,-0.011944192273584,0.023156491963325,-0.007613128406955,-0.003242438875635,-0.003541460622797,0.028281870741778,-0.010721639133158,-0.003820350154451,0.0212026673812,0.001171538056798,0.004245953765379,0.005586672742781,0.008168646955118,0.015131999248361,0.005014987890244,0.002026404490713,-0.016287561696828,8.95521968518909E-05,-0.010936083442572,-0.002317369689433
HKK26_RS00050,0.026860834140767,-0.000850449472921,-0.019757206703422,0.029066761788048,0.001816977442282,-0.019191925130457,0.02201628783611,0.019611571431046,-0.007846373829242,-0.03518414714634,0.03317863026986,-0.015549788797122,0.028080507407207,-0.011906597839105,-0.025037052614044,0.013268094557503,0.048257507392728,0.012853142931095,-0.002458680940196,0.013089123532374,-0.005633552875727,0.019792061438338,0.035753320156842,-0.001335044398914,-0.011109042488707,-0.026676348678793,-0.002197759197029,0.030687426455085,-0.012556875139621,-0.006568376424172,-0.036117274692048,-0.001911173489519,-0.012340266343901,-0.008010643459413,0.010099920142213,0.005523061075086,-0.017434246092169,-0.02080166585723,-0.012715647562335,0.006384509257668,0.005847944010813,-0.021522510789305,0.03848877505718,0.004029338125468,-0.037547936675208,0.003855052425473,-0.027194317790563,-0.021978285829706,0.027192742939908,0.014326501899516,-0.048538409314304
