Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
HKK26_RS00005,0.013702874711055446,-0.0037180642990591235,-0.015329090096617927,-0.0075935725033556365,0.003049124795419966,-0.031199571243035726,0.021866382890177137,-0.02215096159467663,0.014907985429942596,0.023614280646764938,0.005034606032534612,-0.007944979294704326,-0.04792661094858069,-0.015615319620712784,-0.010306956824053111,-0.042064267428776156,0.056659005364855845,0.008429665877189943,0.0023415679662609546,0.030839677661128464,-0.005261959804460992,-0.01699597705851756,0.014455439047241964,0.007442568829583788,0.0032026865499456473,0.005796167679724823,0.004414284788953178,0.04877287503529384,0.00469871737431304,0.057005402568257424,-0.015009578779726418,0.004657427147841832,0.06897797292497045,-0.014366228238813224,0.035372004794862376,0.01975757749477485,-0.07136597623983511,-0.013711249171498378,-0.009940280088142163,0.023971150563343525,0.004382578462903422,0.0011645011551184184,0.008648720197937306,-0.003789829317691157,0.008556395480191808,-0.011118572358234258,0.03708651109108418,7.775980795821795e-05
HKK26_RS00010,0.01399358364395281,-0.03877551787456102,-0.020532698133120055,0.000828736303192375,-0.018548957896242266,-0.02722003835229344,-0.001177875521585944,-0.005798591368691516,0.01989430752970973,0.0013807807131254258,-0.015933471845101785,-0.01920174268097287,0.0018735335895047943,-0.003555667770479184,-0.008045222271554417,-0.013316993742590526,0.010398978853996968,-0.012297078000317941,-0.016971194337767028,0.01284868222693061,-0.024708800115413317,-0.00899616006569329,0.004673072613463631,0.008426745113759796,0.00643852485866173,-0.007661163659979455,0.027979129471084795,0.010674311290366091,0.011816855792924475,0.022753128616833353,-0.02997789314257662,0.0030696123238729456,0.0071532495664696945,-0.002849900678585065,0.0014158977984888416,0.006912475124467907,-0.020061328756266875,0.0043191491046232254,0.16190680308479227,-0.021613453287193152,-0.006957920012526156,0.04579260900034948,0.012883594733711033,0.003750436919058392,0.0021130683560483905,-0.017586385612243405,-0.006349180292385417,0.027814886367017937
HKK26_RS00015,0.004683240246593431,-0.020961072960618426,-4.5239850249217446e-05,0.009620506687548684,-0.0161148436033418,0.007755376435775639,-0.013011089113545881,-0.001995762796323044,0.004079492915205588,0.007442569653643325,-0.027421892589988922,-0.011078169733054293,0.012406601345205022,-0.009627905580680536,0.00921115318148695,0.005484581484264206,0.004794267131393001,-0.005873388904332901,0.06878782305404711,-0.002016763476721482,-0.011348242274567972,-0.016189904342240418,0.01690811722482021,-0.01724609999558291,0.021296601660301225,-0.02845237720564951,-0.02236052856230641,-0.02065388422196005,0.07294364156782003,0.013701135901391277,-0.008959284106038743,0.012724343775781558,0.0028548288928186526,0.023625485917478484,-0.007286951518332823,0.022743737940227837,-0.008207797193209923,-0.009243017903723283,-0.002626969242682595,-0.04470342313889298,-0.014016934128460952,0.00526316695170338,-0.0324986056628259,0.013927479220591111,0.03831280698388423,0.02156000832307452,0.016991403101686797,0.013720434500096867
HKK26_RS00020,0.0028840761528456365,-0.00934103638043464,-0.009427270859604816,0.004152004452604089,-0.013910836785788893,-0.01813826783934915,-0.014688679177188645,-0.01421095433588087,-0.028614530426857143,-0.0029953983599222455,0.0066100155960462734,0.006726524264572244,-0.003807218608395841,-0.014647154742690049,0.011798022566413895,0.006001376686123876,0.006321885293197996,0.006042103307566211,-0.010931260937647675,-0.01880041422209937,0.015927835964074342,-0.029694924621935136,-0.02109191517815943,-0.0029267254813672063,0.038042107716908295,-0.06000081317807299,-0.01866689424382679,0.0073893043927697,0.064274621998503,0.01400899667777906,0.0074235193942045995,-0.018841886181646426,0.01704750036599035,-0.017544017724935326,0.004390402650900147,-0.012052004352440004,-0.0005455022363317966,0.005980870447627522,0.015263025411380778,-0.014684133060285123,-0.008980453540324758,-0.004628553979715684,-0.05596882611114576,0.007058204357962223,0.014065829813133285,-0.009894344175626584,0.009313775908626044,-0.015129617106461782
HKK26_RS00025,-0.007241989531284637,0.08710726776608851,-0.012222432063402977,0.003922325370717375,0.0021662005748571645,0.0004189407038302595,-0.04013663832197383,-0.02272399439486927,-0.024872169097146186,-0.02388914252609598,0.007514332431165024,-0.013242842587536685,0.04928494329547974,-0.0063941277704453545,-0.007452371306364775,-0.06741802591796268,-0.05181238520255353,-0.0253901564997329,0.029244687087826002,-0.0068162940953011885,-0.016312811990362778,-0.0328223975905458,-0.0023151229710036765,-0.014182663402643372,0.017853471090410685,0.005127601696354416,0.010996017395957734,0.00529724293065462,0.004767732690963222,-0.010011059305382064,-0.006010289548829166,0.055746080242314824,0.02559774207863347,0.007433826446427039,0.0022298042121425042,-0.002350602110711733,-0.014588022772755414,0.01744953891309693,0.0044478893690489225,0.0059870686938371795,0.06871359433037516,0.00258605405399828,-0.014769512219379518,0.0049383413261181565,-0.008388384335375386,-0.008165838000067217,-0.060021310064520474,0.003895529959333824
HKK26_RS00030,0.0022886897565161297,0.00582962808816974,0.032350046358950044,-0.014571897000231919,-0.02072124438822547,-0.008466215909142398,0.012838469704741036,0.0017280780189671708,-0.0009663901880457953,0.011830620384173459,0.017071962244582278,-0.0025862503413467183,-0.006662854814969627,0.01582100500828395,-0.015337501270381401,0.010804122114375515,0.023653265550375117,-0.02539002441203278,-0.008506738513910839,0.012690443280330772,0.018727312041647525,0.023381674079957105,0.03706200427376106,-0.013616475236401571,-0.006421561096435529,-0.010653731785389257,0.025532505180452077,0.007600022571019439,0.025158317893914615,-0.0116426086752827,0.006470966507995088,-0.01763175119013646,-0.00037760392737064307,0.018120164313604595,0.02337315047132158,-0.01658896133535461,-0.010384151366252582,0.0073543266857895384,-0.02849048818754487,-0.022599830029070334,0.02154745707894552,0.025613579553992863,0.00032918013639727736,-0.015317709919484272,0.013960248506595274,-0.010492160910739281,-0.012067735547289408,0.00819143510312084
HKK26_RS00035,0.01004604576885545,-0.02127502905839029,0.016401614491492692,0.016559685008011197,-0.02620852731935341,0.013042584074441413,-0.0007813546017072122,0.0011992582141300617,-0.024266203353160716,-0.0006463292929799882,0.040792617855193516,-0.02160923092982197,0.09395519259217394,0.005605629179219146,-0.0032395964821085466,-0.015929261664462548,-0.006662930456010838,-0.01268823915445227,0.008385845274754958,0.03275805569008514,0.023382585467507096,0.013487517551339444,0.018245252383147045,-0.009763692341249318,0.00347197360807869,-0.025043622869026092,-0.0013956547774365054,0.010173146026175674,0.01989546374902258,0.0017209429394945677,-0.008900097852014694,0.021364590777034582,0.1196722595153436,0.025832505772536273,0.007439484856319039,-0.005884005103921414,-0.004279726252628586,-0.02824275239247407,0.0017575518520832117,0.0013448651582280513,-0.025975420530514617,0.03840409547002316,0.024642970177077027,0.028782451790599777,0.009488498285106593,-0.005726462080399496,-0.020684410466255684,0.011684873647631868
HKK26_RS00040,-0.013880020725074806,0.014666803129273901,0.0021282716344231327,-0.020189969437200125,-0.004347726227682393,0.003019658348824827,0.0014412165779984353,0.00048356472861658224,0.019442346243706336,-0.01337011711298457,-0.011680871092086619,-0.008610848375368825,-0.017384736767928576,-0.006988202725441701,0.018833019935856506,-0.0217410811989094,0.03183854013353994,0.030923418731455134,-0.009196277203285834,0.010643661719207895,-0.017334589572584495,-0.01682837031772568,-0.009420678323204755,0.011543051854191052,0.016011890500480477,-0.00320271975689915,-0.014617364248073417,0.003925193348560825,-0.009209013573414386,0.01226463672145471,0.015507189287320153,-0.017516995134110255,-0.005388591240939362,-0.0262080414041864,0.027288603518425065,0.005319872775271957,0.0020060123205389497,0.026285243970307296,-0.004059938330654405,-0.017043044081956525,0.006631872058747247,0.028573716806085378,-0.009055816795419391,-0.019806244197263817,0.00882926336013152,-0.008485847619031121,-0.0051362126921494404,-0.026765957945798183
HKK26_RS00045,-0.02532240184143753,-0.03452442927665856,-0.04670599462929695,0.006287541271804015,0.0031854757082030683,0.00642317062880054,0.00030378430115326994,-0.016349704830877866,0.02002696087671122,0.005493915613966055,0.011964215519502688,0.008143183174750145,-0.0204174554878863,-0.021755571726646022,-0.009340484964084532,0.04838324974460078,0.002271686761645369,-0.014107005183957666,-0.01808080817808947,0.011902871765094067,0.012170148941313455,0.023964140031666595,-0.0011553611745207379,0.004583215952995609,0.002872603085055837,0.012227947919492053,0.0028137979706953408,0.0010556396070790259,-0.008482344434919614,0.01495839150964328,-0.009879614766096322,0.5667826363164469,0.04914718465659385,-0.0020140302248540056,0.0019165374181755867,0.021138612640989537,-0.022958255647532087,-2.9428840989525202e-06,0.008875959588276996,-0.021792572426728152,0.016773650014045023,-0.0018452047535100582,0.009566724284791179,-0.0008231083071060512,0.005988591422038419,0.0005489916357355591,0.004642928592829633,0.005608363303250357
HKK26_RS00050,0.05294511126932919,-0.011460752007998455,-0.005591952961979596,0.014773458231567622,0.012837279064487306,-0.007723410372662001,-0.015729164178361944,0.001031262961331109,0.013949818041291123,-0.012286355927193715,-0.0012229365519468146,-0.02567296027837478,0.010455003850232989,-0.032597017283929816,0.006131571728361492,0.013466039972404194,-0.0026998073090212828,5.515408722255792e-05,0.023440803985660206,0.011710845988540417,-0.008150625639729847,-0.04697835101653781,-0.00662161983975281,-0.016607696566283088,0.017351328268410283,-0.005310018682365258,0.04399725556813671,-0.009606465166687674,0.0016054764307017013,0.005475442675015965,-0.042423967952369065,0.037294226080818574,0.0004339155532752694,-0.01911299626186075,0.014190120756208716,0.007927720359437077,-0.0235208897079489,0.02039628130138232,-0.0005147809383735057,0.033593124551630694,-0.04253821285006209,0.009390696496058412,-0.02860551867619612,0.01204038008732109,0.032913389424585465,-0.025807549228963656,0.009634454253076574,0.008895870635600461
