Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
HKK26_RS00005,-0.006367931891638061,0.014790683601201182,0.025137102669893784,-8.970116738243812e-05,0.05531554154850457,0.000285925669226871,-0.04730740605223958,-0.007941815913022607,-0.017655075336664196,-0.003325117814236697,0.022137037236401372,-0.012918367022164434,-0.006971851468790979,0.07445561537561265,0.058736307499035564,0.024010435856345578,-0.008795800476607475,-0.01930801937744405,0.003922168571450436,0.013543752523848629,-0.018570877859453723,0.02048783280706816,0.012261912621471695,-0.040731357135854476,0.019292360092560332,0.008884713866141673,0.051641533530150184,0.005302456683438067,-0.0144448468263001,-0.03046028303128974,0.01993010975303247,-0.02263174009439648,0.01324456891762769,0.008345428772648177,-0.02786190153448416,-0.06693161469953508,0.01670312349302842,-5.492898727198574e-05,0.0008916745069543626,0.01135984497145829,-0.0027210903129290614,-0.006697645104474609,0.006587426146219517,0.02677189072482471,-0.012746865071353338,-0.007888395939103541,0.021663317789612488,0.01716364655607128,0.010145762763803851,-0.004874942076379368,0.0016188438642039703
HKK26_RS00010,-0.042665636948455495,0.006064395466466615,0.017983879415154485,0.030432977250485327,0.017429352141123428,-0.010575943691597074,0.0035027298547481585,-0.025034496380217458,-0.016001821027152162,0.172344598143785,-0.005067549031720588,-0.004644363551347451,-0.014082629813423534,0.0014995682363093238,0.006837195799718703,-0.005257120498187762,-0.0014612638859464214,-0.010606183075160867,0.005039833564923125,-0.0256561179179379,-0.012443978054555431,0.01983999174079111,0.004783613852473357,-0.023559284942634387,-0.004504799707846241,-0.023174840653619775,0.021785308065685804,0.035707070552439595,-0.003151951038041946,-0.006309333911511315,-0.011697058831470413,-0.0019089449591240975,0.010393551310867142,0.0076064446628225655,-0.025543541023732574,-0.024420567483656386,-0.003052252335490439,0.013079022461125047,-0.01102501286447895,0.010171551943660822,0.011284823192961398,-0.04269477780306146,0.032281702916386205,-0.023990075197197883,0.0009312617390720335,0.005272361549660253,-0.0009578788993044771,0.016786246504396703,0.0022878722926138097,0.0038128374602328895,0.016301485958420375
HKK26_RS00015,-0.00462097496283257,0.009344693520376647,-0.006252111732328755,-0.02750934311629418,-0.024050871830039927,-0.031925622283630696,0.008090234029557527,-0.013201028837909605,-0.005699694332647679,-0.0049829935042915155,0.014795622436894753,-0.0005623372592380957,-0.010351305170514878,0.006851794431417968,0.0052414125507878094,0.0044629844501201405,0.009807905231247905,-0.006426535357228798,0.014163625764918792,0.0006737314773117641,-0.010625200049952979,0.006987122710515998,0.019993302791348554,0.004055634771763651,-0.013357679584102977,0.06883661530387586,0.004258038027563245,0.017973932630962038,0.007590488241364473,0.017897509228212285,-0.013211540444161176,-0.0016620509054905937,-0.02516438172078934,-0.01607018159807515,0.004644805449375797,-0.004193751065833096,0.012304791508130353,0.019920615598160295,-0.020583821673499925,0.0730642433326927,0.009536495952915818,-0.031577289438338596,0.00805574323065263,-0.04671586682131782,0.006777166236469164,0.005893243533454963,-0.009285249377071767,-0.010882303513626452,0.04134457927560299,0.038014507133913286,-0.01656781373260054
HKK26_RS00020,0.012444503119051107,0.0063785804204948456,-0.017363805628493795,-0.014217127489507105,0.00832414313631118,0.006879270215924814,-0.009108691411652136,0.018336073698126083,-0.004031408506676032,0.020894291611169326,0.015487013150289207,0.012566446189066603,0.003238452066712533,0.016893397891560375,0.007790920235761814,-0.004041526733791601,0.0044463620684403226,-0.01618606672921113,-0.016348557192917678,0.003215686217910532,-0.0313026738632491,-0.03455301468538093,-0.01104433846667184,0.0066410260718452315,-0.01329843006854447,-0.01730404947267443,0.013446047989604316,0.000787910087651967,0.008459312595161327,-0.01458578083762598,-0.03403655694539562,-0.013718249634207804,-0.053258151270393864,-0.005310973495651109,-0.01252429651370205,-0.0028106562079196823,-0.016184157342154545,0.03254074200167104,-0.011420807173843703,0.06675410750116857,0.003317525407032856,-0.008716931345336928,-0.0023922486164259993,-0.01735677156520939,-0.01827673672057832,-0.006434285664041026,0.007367313791723689,0.020187071101896947,0.019858470068089863,0.05563883483321041,0.005934505962154955
HKK26_RS00025,-0.001072572865953013,-0.008396027840482162,-0.007299995384963672,0.02058014828668444,0.00048768885141642945,-0.0004173858084945866,0.028220706942804166,-0.009770772964439366,-0.018346034903834848,0.00012750589510708015,-0.04547799429698181,0.021172978695731294,-0.01200559028142096,0.025625442671904492,-0.07157820257439292,-0.005457770028221338,0.0024789086890866178,-0.004443302775126192,0.0561140820028263,-0.017964203263038336,-0.031047873150904324,-0.03363849977309053,-0.0036890533756994133,-0.06933540309637445,-0.037954783989936396,0.011889954839013044,-0.004235640980879975,0.06979361641650077,-0.010551449706099952,0.027404517941662106,-0.004642045421717429,-0.0252579246520553,-0.013457853811835455,-0.01734540158389565,0.0012416849153150632,-0.010551916809695654,0.002476600755107666,0.017664066811486964,0.0009199760766802463,0.008502511266186638,0.00418098183767698,0.07379913631016871,0.005726602441887566,0.009358331933071083,0.03363789025214267,0.03113168730412732,0.010563991084653515,-0.005058942303494094,-0.017742309096434865,-0.013766948714077253,0.02656572869975106
HKK26_RS00030,-0.0026643968947029934,-0.0024375758253338616,0.017037261508956188,0.0275670427651638,0.014968587576020001,0.01790388745095921,-0.0045132624734230305,0.01819284223697528,0.034097785510868756,-0.027063309853541086,-0.018659721092313876,-0.0009122898192589008,0.0015324175101549867,-0.005487037904584564,0.014073180689899165,0.006325412105187571,-0.024649265893348177,0.011125306469630654,-0.01865715519477214,-0.0332520554848619,0.028987565972925188,0.0010473384615489719,-0.020721474838646333,0.0021465022321972096,0.006784980210074185,-0.011256636362579646,-0.007873230706695999,0.0014091566524423065,-0.014630731810672174,0.017638872292722135,0.00654001385593292,0.0005390354497232004,0.0017576027741604975,-0.01350527847973852,-0.0073796162915260475,-0.010234578472651518,0.0337707691833937,0.0003352144843772432,-0.017550812404084744,0.022146247745916222,-0.010368223787782849,0.007951814000829213,0.01904600074662701,-0.022329081402417142,0.026342206770413237,0.036817148422776454,0.02330161615659432,0.00974217143116368,0.010536402783713957,0.014543722387586682,-0.022655534865587298
HKK26_RS00035,-0.012055644083260944,0.008080698849825685,0.030845316329815353,-0.0029395732288103166,0.011399466429498947,0.03521797713470321,0.0962238278041868,0.02011949289143037,0.013277001283821598,0.00558890134614244,-0.026919069692653876,-0.029148434355025742,-0.020174899199460982,0.12245646100321224,-0.0045491153232637095,-0.0007698906958501183,0.011002182312608307,0.005947812956948209,0.018373085563019274,-0.005832802008304195,0.011110732829871508,-0.014831215205882778,-0.010601655622644375,-0.014938775392609112,-0.004683200306919605,0.009778990836081072,-0.002599638121347508,-0.005371179984522604,-0.005049147338406902,0.01843341101327088,0.010496826241621127,-0.0006843136785616723,0.030645676855557503,-0.009468117922689352,0.0118436852046537,0.0008152651932964351,0.012698438327825126,0.006414933563781427,-0.027416804530042364,0.018449696035323482,0.029810883294393218,-0.023900604557660753,0.04029675460452173,0.00322709315462753,-0.01183626715893058,-0.01784504353728421,-0.0018176912905085378,-0.023234194047569972,0.008241820784560606,0.034653695374952394,-0.018657029524169942
HKK26_RS00040,0.016387000889584825,-0.018758553509608825,0.011421857517892164,-0.0018258451187653374,0.002520994731288963,-0.01998150626058642,-0.025236050899878414,-0.011185140770058577,-0.003210014345887789,-0.005141679815620015,-0.004476082902992076,0.034709403066168175,-0.014416529327919408,-0.005615972970788257,0.02448150866188113,-0.0007545140997753781,-0.035826963054783126,-0.0028711941042684603,-0.022686815804969857,0.038447081022992616,-0.01922676455741199,0.011487144890014076,0.002350295145111638,-0.034583363823245374,0.00024479234570249535,-0.02260701893323038,0.026105685388426943,0.005952301779850933,0.014798444194780712,-0.015073627819802067,-0.0059970474785329495,-0.0034773862545295756,-0.007829646589946313,0.005758840514694366,0.003666645204821148,0.007782437318581021,0.005892715475637118,0.018433407661018242,-0.0055977946564276845,-0.0014461952341642485,-0.015985748671009034,0.010513242739807643,0.02897353220433584,-0.016285591145900433,0.024131707404475858,-0.0017746794688852227,0.04129954388919997,0.01507447735288605,0.007547786832788816,0.003940011101155827,-0.00781586722171689
HKK26_RS00045,-0.010435371813442151,-0.01694969218203958,0.014987534132949138,-0.0010647294196225391,-0.0019731085848132624,0.01469041195725757,-0.013434796511210285,0.014135409503182907,-0.05426468889408152,0.008449674727058251,0.0046786497960841465,-0.006730902551888021,0.0057190650948473,0.05218802352261427,0.0032675804067262303,0.005137834772807655,0.011175245294750676,-0.01264385817637762,0.5747059009566773,-0.00728014040458598,0.022255247518336272,0.014560173472046776,0.023204675555002247,0.037802926687673176,-0.0002324621982518474,-0.020514097768267424,0.01118000097683437,-0.02936189151373073,-0.01022368145733425,0.0008206086532686514,0.028183314734473733,-0.015536727309699867,0.011435646274814111,0.002784341287079017,0.00414406707565744,-0.019906654762818485,0.0019009116214856918,-0.003464749229434425,0.0024975079509982003,-0.009498602686503505,-0.005432989557107569,-0.03300277661947615,0.005437930068690772,-0.02075841644485582,0.020479275421792592,0.01203538198669626,0.0007659724520348623,-0.025619466715018302,0.007647411717469521,-0.013317374744813556,0.0020107286464736552
HKK26_RS00050,-0.02834143710705211,0.06266420417165323,0.009831972954637105,0.04433338930639724,-0.00919128612297267,-0.0014429724697484312,0.006754605451495547,-0.00938313995704483,-0.0032268542431574602,-0.000300440113554587,0.0022237882929714067,0.037482589657197155,-0.035376258384965505,0.002453731146526236,0.006525324876462928,-0.01058002496157691,0.015411128359801261,-0.030159071938798104,0.03816612036304816,0.0015007975465403276,-0.04244354860758185,0.01310827136910855,0.009627838417150269,0.01841453244963627,-0.011870637577981758,0.02973865455615783,0.0053813955913386445,0.0008715689001770299,-0.003820334535580472,-0.029036271606104308,-0.03605917675378121,0.0013672552306121164,-0.02945284509105714,-0.01770653340434117,-0.0027871049975309314,-0.025189794162216225,0.008176792165052689,0.006002128060958349,0.011279483357331012,0.004634276017391903,0.010586399195889513,-0.010367353230463222,0.01905177233134911,0.033824304037893424,-0.015848718803712383,-0.008122139046061355,0.0172956858974769,-0.022131760674757545,0.03168547158260351,0.008059556223149328,-0.017081653615685737
