Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
HKK26_RS00005,-0.017856905690078962,0.03878902938675503,-0.02358284166397206,0.0014707636188264382,0.002806549357149117,0.0028524345229968906,0.018264855593392783,0.01547029682111466,0.012718146711382057,0.023599091512040028,0.007146192983928407,-0.013399906027449324,-0.008544854560125667,0.00646803328302901,-0.011873524112337441,0.031313572077883864,-0.007950673337635184,0.002813184823026328,-0.03864238933571427,0.03452439678879451,-0.058420323295353516,0.013140412009534886,-0.008012115260781822,-0.020194979175751672,0.04268894696400023,-0.01288949832080015,0.0010744863068209395,0.007531156640037705,0.004720743669522367,0.002432225259677115,0.025190587350921438,0.027207275183885837,0.030731407158096483,-0.028906448722445188,-0.004608926199876224,0.06434149165806753,-0.005422832983393692,0.05323044189559134,0.012763299095091742,0.002746488829297234,0.014438877039883176,-0.0022090985909978744,0.059885997948724005,0.022803328914483414,0.0039065132160705915,0.006062177045914924,-0.011356814778053486,0.021261359469715316,-0.000507035990635224,-0.011990916874450258,-0.02975109264424878,0.004545951132800439,0.06723849321280674,-0.01270595871312491,-0.024976440559256352,0.008649086220011674,0.0018271516907478083,-0.013544705588140811,0.10191799981199848,-0.009392884292127776,0.0028608924076400097,0.02949127054020293
HKK26_RS00010,-0.009763027458821086,0.003002567793194641,-0.06200067982656094,0.010243380529539287,0.024470139951215577,-0.017294726061457308,-0.0004981428951420488,-0.03949410173527012,0.0010478300144817455,-0.020517218293950052,0.011610114597844591,-0.006360537517038285,-0.011295841131308904,-0.012398093354511783,-0.016940574230019722,-0.018430670982908577,0.008180947290536145,0.024862303157859374,0.012678711217221814,0.0045374661612415605,-0.010150398523807693,0.0062681274682279174,-0.00649346491959663,0.0125698681553735,0.017529196371062792,0.020210317087974227,-0.013426029422504778,-0.015334059695757471,0.017762806478809835,-0.008430765991716547,-0.006563203514322329,0.017143082311077276,0.0011385379171259394,0.005756303200768692,-0.003501986091303872,0.009500738949693215,0.006356446337579954,0.006716751067613122,0.002135679276805711,-0.011866613430630234,-0.015511012346040236,-0.024797155789844528,0.02041853899032258,-0.009373526339740281,-0.0388606938558927,0.04390782982607105,-0.014550768610106091,0.024689886174595624,-0.012312283678450515,0.019983756988258702,-0.022015955793554275,-0.029405239962207324,-0.0061295588065727324,0.16642046756350104,-0.01818696945583975,0.0013106878911986223,0.003409064370772204,0.02607009916226277,0.028394101545593825,0.00028739988813659707,0.01646915099787451,0.013917144257013098
HKK26_RS00015,-0.007468354853571471,-0.0015422330770551412,-0.016720075792116144,-0.01596298241033212,0.008212689951680346,0.0020268572427406682,0.0636723668272775,-0.0007572637378834335,0.01598510809460858,-0.030859328981382075,-0.003179953207589813,0.012914457928461489,-0.0005956214482327252,0.006421446690938516,-0.0051356104998248695,0.001986531297076747,-0.008597595182999782,0.0077488437475084215,0.005995271554209444,0.01035948117212656,-0.0036396428661655193,0.008531326316559978,0.007094472159725822,0.0058977554926624145,-0.004831049891442093,-0.01469198809067008,-0.0004433357457731759,-0.026438792669687534,-0.0015659222960460802,-0.010466299058425752,0.014417776433426286,-0.0016712531362286596,0.005267729198593589,-0.0026736779710242768,-0.012002562207887006,-0.006430072286706354,0.07401251461579055,0.008231568749993064,-0.0013476061054172625,-0.0040638255952236465,-0.02438829321575739,-0.037414636462651335,0.012175298980932777,-0.046046543965507405,0.010669475769014903,-0.01442857813586565,0.011708232209136818,0.022925189993278004,-0.0065727664576828645,0.001239199742282143,0.007148843048980638,-0.023362108523237043,-0.018706725040572404,-0.007311582185215593,-0.0020442433548522876,0.005347866791831086,0.006646401335280755,-0.00217097484365077,0.0009318837658877227,-0.009403218259782383,0.05559606841432679,-0.0021199648496627904
HKK26_RS00020,0.011486780321940287,-0.008628215327485676,-0.006441584639974428,-0.006434784959649671,0.008004183820460831,0.010698066393760572,-0.019307075040216427,-0.021621707736845342,0.04771990441576697,-0.03006615448758882,-9.191634641439368e-05,-0.013602632772557778,-0.008150980522100993,0.004616013729144448,-0.0108567481314813,-0.016492128062705946,0.008731195155225942,-0.005095725050724601,0.0053546214481115795,-0.01322558000789409,-0.007725990306721935,-0.007478480959710913,-0.0007772633481239031,-0.006886014226850731,0.0013110982515940912,-0.011932510096274862,0.0002970334365893661,-0.011549255854106391,0.017827917662308013,-0.015608420495318227,-0.0007034827291885188,0.030838699185196453,0.010781329927482063,-0.02014459766202252,-0.005540859105202139,0.011181020050814094,0.06966073439451313,0.012978663626024997,-0.001197385520154238,0.009028916266612785,-0.026587360803189165,-0.06802732301466087,0.003859978044601613,-0.014419854005881225,-0.00038376807054065707,-0.03311105863783647,0.0039094029921541455,0.004674087316599221,0.006530882201828507,0.01550361971217074,-0.014805703715248404,-0.03101124689773862,0.0013606968918557073,0.011335816615215648,0.01656839783372667,-0.010583153994314563,0.002237549797939438,-0.004293120403864056,-0.001106886569547631,-0.0032656940977736906,0.06138740035374657,-0.007996744149249614
HKK26_RS00025,0.002197331544164987,-0.017251610857785787,-0.008628173456170413,-0.006553278194228939,-0.011011267991345934,-0.038417260388045944,0.0015788929821931494,0.007051297250434146,-0.019007472426974703,-0.04301637179464472,0.009916510506980253,0.0068193500671098785,-0.033707884540723806,0.009316355720409761,-0.0174625904150219,0.0018025873632194812,-0.03390731656184101,0.0012513461225801467,0.019159175990669,-0.022537295521720648,0.001603303957334035,-0.008906190051676085,-0.00783294968780849,-0.037191607961565246,-0.003735714841497392,0.006681681163342288,0.014186781855891124,0.009813341459475374,-0.02072636662912644,-0.01562502894069879,-0.016214723662773628,0.0026967607297306607,0.0050281689536269495,0.002318941880578361,0.013940521053125467,0.012580979279915831,-0.0018347910461810975,-0.02495519977447991,-0.01905417573892363,-0.04146259336092286,0.05144327584625233,0.009389314927309515,-0.07019314634720142,0.009727886969625009,-0.039339851241896776,0.03619659596066228,-0.029621182265839763,0.002829876798463812,-0.013684181060989698,0.002512638442895691,0.005278174877098374,0.052187303879762795,-0.05518951172826207,0.016705221375624073,-0.004734080676894222,0.05735394171481902,0.03260120280176466,0.0007420718536589395,-0.005442650786530704,-0.024286263188486052,0.04060163834477933,-0.06087212639859276
HKK26_RS00030,0.0022202000859044965,0.011086172025167217,-0.0043551607748861495,-0.0006622309569961645,0.030175225592629546,-0.004612047312491667,0.00108595825144607,0.0015301790228850797,0.0006468587526750801,-0.004915257649544291,-0.014338934726976525,0.01789336563600776,0.012656130013018362,0.025622128667560744,0.006258071214945101,0.017171544342138495,-0.005763607085121465,-0.01666342269120727,0.006780767467540974,-0.0036072092727619117,-0.0030214456897282803,-0.03377264121377847,-0.0012052535486045146,-0.011329605361598374,0.008822760037913758,0.01565854471010425,-0.032438763370864085,0.012526433033155282,-0.011219710534688314,0.007010645205452244,-0.005187763839240562,-0.029379236182087844,0.021458341989384396,0.006463592072665886,-0.013887825158237119,-0.009632448449472874,0.024697399740724615,0.010777271407268996,-0.02185098402258749,-0.019440184356837205,-0.00600992314863582,-0.015409721449203058,0.01608041240957165,-0.011100595710423012,-0.040068483439944666,-0.006665319829421669,-0.01899100751400348,0.000283362717666617,-0.012294688907440267,0.01001771839502609,0.0015591814818043765,-0.0020962431099764436,0.0014795611997893644,-0.02518012284114181,0.014900313361572602,0.018543886233577916,0.009678281127255583,0.030856378105108648,-0.01708387040827723,0.0247986937367331,0.054486108167235196,0.000551307676767028
HKK26_RS00035,-0.014527436283111612,0.025558683252256423,0.05219771030173928,-0.011690863111853205,0.008842412340875731,-0.016082087842974414,-0.007154611254332936,0.025883845457327945,-0.0027998719092442205,0.01610577750539911,0.00992199100024328,0.026328109252636452,-0.006786972820854007,-0.0026734916233021925,0.024448248254237505,-0.01300718493202842,0.017268485056098952,0.0012616088047834324,-0.021106354025483397,-0.003495318385987912,0.0028636079242588515,0.015230942497955374,0.017283978829296588,-0.020425840618483928,-0.007083201679748311,0.016653673760758866,-0.02635371270806388,0.03679401014820181,0.0027079434216464885,0.019219312770206356,0.010260825124884722,-0.002459041440203436,-0.0038251504675454445,0.014386113408954009,-0.027427077487792207,0.09965231097985847,0.013463215715005578,-0.014426208923560209,-0.02808997646461675,-0.006832161701297501,-0.010431702112623746,-0.021262588891180087,-0.00782478977623471,0.009824561218362735,0.00335570716156246,0.014042043917821902,0.011012773798098209,-0.0025793877371840003,-0.020649454730490874,0.0034547346954430834,0.011443807238729387,-0.03242342754185822,-0.01012266818026871,0.010708735014757345,0.03882055842212382,5.435537186830666e-06,-0.006578922616637414,0.006915099139802122,0.015948799143513163,0.0064149870678111495,0.03443562166020906,0.040453422552880106
HKK26_RS00040,0.009025253334806669,0.019837359771416974,0.005468766149627625,0.0022727565821383027,-0.006354919953388907,-2.5696388416764527e-05,0.017175045580951277,-0.0009614753844685809,0.022420107215924575,-0.010043079351895896,-0.011410431549784786,-0.00042637625911538053,-0.07606432531345658,0.01582032672552332,-0.023719882254699898,-0.0004187469260588185,0.003898336163340966,-0.01210375718918209,0.051208636055308926,0.013441657247470571,-0.007350083220399634,-0.01868228776816262,-0.0034340003847479843,0.009991379545555885,0.020397595808048695,-0.0017628791206662276,-0.01429509356221914,-0.026039694679836366,0.023566340499377607,-0.006557222034204885,0.007003421965089823,0.007347137746337703,-0.012618964812395678,0.005586320596626269,0.017915270539803813,-0.006611622866191971,-0.003790134621369245,0.018901620259314203,0.012538129787528463,0.08510850068042197,-0.008182175303218969,-0.0046565847467914595,0.041111247043841184,-0.00852042245859918,-0.010534528468461287,0.01783551244676569,0.01866027845726304,0.007246685682104623,-0.013375873913529828,-0.011227565713819533,0.005236470877407784,0.02420553041503336,0.009184981443645282,-0.014400378445479338,-0.028194639046595357,-0.04141590610416612,-0.01135386828355333,0.03147205748735713,0.01940213674683023,-0.0064092994388659855,0.0028188391693522033,-0.09281446842636482
HKK26_RS00045,-0.010592281501543253,0.008666007037478982,-0.00883510925139468,0.009020016450655642,-0.0029573797254171513,-0.006108041057191994,0.0004713810684318026,0.6321342924655804,0.0005886838352394394,0.002725785632109426,0.010567660671273928,-0.005842977940196243,0.025383032091597736,-0.0034331445292661435,-0.012284058848119464,0.0181815791847903,0.005336246180814537,0.005148401059053012,-0.009300245373922935,0.007011458812090652,-0.011379070292188225,0.007975411833202628,-0.012692160267413523,-0.005488434146500247,-0.007228393021817804,-0.005169762309891936,-0.013481284160491904,0.00023358533397179612,0.0188896400545048,0.01513999288639762,-0.02334440117048596,-0.001900577837251159,0.016424875640337226,0.0006159687412810201,0.01222579196545283,0.020422308254716522,0.004273525770438778,-0.004179258234497375,0.001535385141891103,-0.010119568436183144,0.011588441387851594,0.00893673145673019,0.008892969247935823,-0.01587556818461016,-0.02111681966885123,-0.010067654419272844,-0.006296003102318736,0.016366149539118566,-0.011672505122185683,0.004927877898519411,-0.003636978095181282,-0.027258560796719934,-0.005702897767094743,0.01318263067605394,0.01230468425042106,-0.014858824677017938,0.02204434551124606,0.0028643341522013297,-0.0051166403528263744,-0.0004370385729563329,-0.009780540373657732,-0.004647491625043196
HKK26_RS00050,-0.026571077052895156,0.022977271881487123,0.02626014014331094,-0.0073786813956858025,0.036443072216947224,0.022035499816709124,0.014748912843140385,0.019562177568992114,0.0299179462838056,-0.024026984640469606,0.011364478785680027,-0.014217620478661817,0.018942444163028344,0.025730313002094805,0.0019914213986313516,0.012323938119716198,0.00623689663051937,0.0010378705292600713,0.028206043194900755,0.010842304981264077,-0.03724160521978345,0.02305839611490336,-0.0012100857537852448,0.01662368491951843,-0.002028766578863161,-0.03566762036611271,-0.003875576789601629,-0.0021431331516876644,-0.013046733132734927,-0.02953890972598856,-0.009548644713715818,0.0022835691177892025,-0.006675261236298426,-0.00031972251279964664,0.013796088037564033,-0.007380100334036351,-0.006111913565589174,0.001206451663432877,0.005562617489767253,-0.006573515925587483,-0.024821574509731475,-0.012579566430462232,-0.014945922004408163,0.022144416383197044,-0.0464125904494177,-0.032819447859220925,0.01441470549840803,0.003554536421013955,-0.01565819452343377,0.00027219146788200665,0.005628850388910114,-0.017867182857204688,-0.0072142100645118225,-0.010263519954391313,-0.011608264612992867,-0.002326052052346266,-0.0026042040889767038,-0.01634423252448067,0.01144717103746316,-0.030351510845087817,0.013833223680591793,0.032645895480404294
