Geneid,0,1,2,3,4
SYNPCC7942_RS00390,-0.01337680147672335,0.018659413059603093,-0.00399405058269227,0.01372702309366282,0.010759207058691789
SYNPCC7942_RS00395,0.01654542067284998,0.006086629618533224,-0.013974903574459366,-0.009642362162052706,-0.007875705085138119
SYNPCC7942_RS00400,0.007557624760773331,0.006691419094292749,-0.012347586462736915,0.004702707220005858,-0.007444349674144338
SYNPCC7942_RS00405,-0.013038855385636268,-0.0033956088917061413,-0.01301591936890666,-0.004618789278124256,-0.00792172877850001
SYNPCC7942_RS00410,0.029173873862858742,-0.02286242260567696,-0.00395330911626968,0.01864424447151081,-0.003313064829213706
SYNPCC7942_RS00415,0.013110166409923987,-0.007391460527174182,0.005812085128764612,-0.007585029671440829,9.62869824013806e-05
SYNPCC7942_RS00420,0.02483959050586604,-0.002450708098162695,0.02475951227512029,0.024982213429042992,0.04886223563962996
SYNPCC7942_RS00425,0.022308241174832866,0.013391241891643481,0.027403284848052968,0.014235766571132685,0.012398890279637977
SYNPCC7942_RS00430,-0.0015857200684058841,0.01730206482819662,0.0035096876161469746,0.004183628183328031,-0.004061865763412391
SYNPCC7942_RS00435,0.00352718525562141,0.019422659131297804,-0.0020546856896199593,0.016534087674356414,0.01676367129843126
SYNPCC7942_RS00440,-0.0006610485683124,0.045382753977454636,0.00911602274215781,-0.0017420807358417643,-0.05094078024242953
SYNPCC7942_RS00450,-0.004465959486222725,-0.00808465285114965,-0.0007332671449334454,0.0020446997138679184,-0.005058237778077896
SYNPCC7942_RS00455,-0.00820712756933461,-0.003214691780072379,-0.00653982338652957,0.003009597539553072,-0.012547319401573071
SYNPCC7942_RS00460,0.02259395951538828,-0.00836994225572061,-0.0119102007390419,0.017197629804426025,0.04425598022789456
SYNPCC7942_RS00465,-0.0010464649572809487,-0.005255111563444913,-0.014179283777960522,0.009069129281525094,0.0011506473277898151
SYNPCC7942_RS00470,0.018426174185591365,0.0008212501594616006,-0.008691246415216541,0.004868909413866503,-0.005025087851569278
SYNPCC7942_RS00475,0.021429942194408923,-0.032799405816909585,0.0036446336962276805,-0.01384000697225438,0.005376901891228717
SYNPCC7942_RS00480,-0.03081298596440321,-0.03448980983660305,0.03411243235414793,-0.0032087194789687423,-0.0572943537577977
SYNPCC7942_RS00490,0.003029672718524579,0.03475172095204204,0.02696485576052575,-0.009463634838278506,-0.02600089436603001
SYNPCC7942_RS00495,0.004753441706734735,-0.0007385985832438443,-0.011349802207594066,-0.014259360909542308,0.004573286142054118
SYNPCC7942_RS00500,-0.003328194072909235,0.015785323343296864,-0.006404501535882488,-0.0035253303240908303,-0.00013240132872593963
SYNPCC7942_RS00505,-0.008885540575282083,0.013942296449522273,-0.005668284032676841,-0.0020856730302126407,0.00017719569345460662
SYNPCC7942_RS00510,0.03162754906258395,0.0034585458408375237,0.05098820151819676,0.024245480953786445,-0.020912055092869218
SYNPCC7942_RS00515,0.009945624132522144,-0.0030927642170659963,-0.020171701693762145,0.01733257384484727,0.00916907852559653
SYNPCC7942_RS00520,0.017078459954196108,0.0073906847706727416,-0.0049806898390676955,-0.0012605378030562814,-0.0070005793672594085
SYNPCC7942_RS00525,0.03318202116437142,-0.007761715518668999,0.0001929136121490033,-0.022006669855734386,-0.0016378101668389872
SYNPCC7942_RS00530,0.013875812581129304,-0.0002530201973235235,-0.0008652716777760554,-0.015858774082285757,0.0011544640865563248
SYNPCC7942_RS00535,0.02077155111768101,-0.009283700377750484,-0.00855462754278839,-0.007954035739745974,-0.013977958309579742
SYNPCC7942_RS00540,0.028202031756350287,-0.005824869492665459,-0.00836667458249,0.007792325287635277,-0.013289444408328022
SYNPCC7942_RS00545,0.01950594500695407,0.008519620712848529,-0.00916571209175928,0.01664121178078832,-0.007417212423588382
SYNPCC7942_RS00550,-0.008967489105442794,0.03545979477897881,0.0033889481691972397,0.010981216824518258,0.08163360242906456
SYNPCC7942_RS00555,-0.006860381242993386,0.013387601019627708,0.017637332606414032,0.019763346730057484,0.0351786334571907
SYNPCC7942_RS00560,-0.0034274144547638513,0.001200009604797732,0.020214077127416817,0.029993011385130188,0.0381885634752767
SYNPCC7942_RS00565,0.004319888949702407,0.009441825572347911,-0.003851879521185225,0.013535729174534036,0.006683693460830407
SYNPCC7942_RS00570,-0.0017017864799254948,-0.012431306912065884,-0.011790448625168927,0.0020283629476706465,0.00642229255102178
SYNPCC7942_RS00575,-0.03292110542160609,-0.001007473135217444,-0.0518936323285941,0.0070861144876192975,-0.015534708053830573
SYNPCC7942_RS00580,-0.010898478270074768,0.0026107659345323804,-0.01789059532880387,0.0012066151921679342,-0.010903285162069207
SYNPCC7942_RS13655,0.08003936501190925,-0.037708251026400144,0.005736758561904094,0.002759517657469615,0.013560773094968457
SYNPCC7942_RS00585,0.026562241990502847,0.011524527923824667,-0.009140519584998154,-0.011963453557462098,-0.0019807944404845027
SYNPCC7942_RS13660,0.01254357409075653,0.0045374955128432235,-0.011478805472996177,0.0046839076999653775,-0.025648848610112195
SYNPCC7942_RS00590,-0.007524142378936982,0.009390263850795673,-0.004604624974366267,-0.015404066744422375,0.005671382258028471
SYNPCC7942_RS00595,0.014173006007296986,0.0007931450403579439,-0.0016070666156841953,-0.02541990209852728,0.009804314117615877
SYNPCC7942_RS00600,0.06018621200578436,-0.029074500493751612,-0.03426322060522447,-0.031123565442941984,0.025221484772825757
SYNPCC7942_RS00605,0.02800769957329987,-0.004425110031037894,-0.009299874113121404,0.00015589185393496334,-0.0044952761015175655
SYNPCC7942_RS00610,-0.013169580490686263,0.0042666427110554265,0.00732691923116081,0.007284286663326657,0.013338454242258524
SYNPCC7942_RS00620,0.0067301773928578725,0.03347741268470625,-0.007487324121931644,-0.009527231785611302,-0.005171054926745965
SYNPCC7942_RS00630,0.0017908874128202757,0.005918229289040994,-0.006895494751973215,0.010529488913136278,0.005015085247466522
SYNPCC7942_RS00635,0.0003996220215201121,0.01951370944810174,-0.013386277727107779,0.012788536284780917,-0.0029524445218676353
SYNPCC7942_RS00640,-0.01754550499105321,-0.027755164325517202,-0.011864838925990133,0.023043558115269897,0.009751827899492346
SYNPCC7942_RS00645,0.027280842454535773,-0.02125042104295364,-0.0017611836081197368,-0.055800568366513,-0.026403641337279963
SYNPCC7942_RS00650,0.008386234678459973,-2.6990410519731413e-05,0.009341905450983224,-0.00024799393510280596,0.0022332687756844993
SYNPCC7942_RS00655,0.017099028800461158,-0.014317238077556154,0.015522985594932516,-0.01050663444940555,0.009290160656251056
SYNPCC7942_RS00660,-0.012765083472456853,0.0010031048058769026,0.03885373096369903,-0.01174084322285606,-0.0007803134220453671
SYNPCC7942_RS00665,-0.0007771366626617142,0.0023027216696087016,-0.0029255201389193656,-0.010536037385425794,-0.0171005420757978
SYNPCC7942_RS00670,0.012541468115702914,0.0008942425132620821,-0.0008858878595730152,-0.008535499321209507,-0.006191359394264739
SYNPCC7942_RS00675,-0.0006636995736152197,0.009879803551918802,-7.735589629276044e-05,0.01303382891939562,0.00016552023434933218
SYNPCC7942_RS00680,-0.014171670994276533,-0.004173952844068402,0.002260007490165439,-0.0019965514618793183,0.009891407848260514
SYNPCC7942_RS00685,0.008492383226400354,-0.014905319136455729,0.005801029197791726,-0.018758221666831092,0.004576176707856259
SYNPCC7942_RS00690,-0.003310950628270222,-0.003678088279922972,-0.004823265481508262,-0.0030752482894386675,-0.003248960376660744
SYNPCC7942_RS00695,-0.00738463422192481,0.0004675522711474888,-0.0052126792510353995,0.015484534779376686,-0.006847754671150191
SYNPCC7942_RS00700,-0.04749485965126466,-0.004114548616422415,0.02883119048494858,-0.02336369527381864,0.012709800676910889
SYNPCC7942_RS00705,-0.013854962763223636,0.01842316531400758,-0.004100270435179201,0.009117766186313412,-0.02026144315717695
SYNPCC7942_RS00710,0.007557181642463533,0.005848353997061498,-0.008123001270122988,0.0026862539840806117,0.0034955575258133354
SYNPCC7942_RS00715,-0.018759690839376217,-0.0020716155081307833,-0.0023316819342548336,-0.03426835851932491,0.0022261056118696885
SYNPCC7942_RS00720,-0.01675462242417652,-0.012558088176278317,0.002588101377508319,-0.013021645174894167,0.014965448946935172
SYNPCC7942_RS00725,-0.01035944666184458,0.007236964427093282,-0.007362568916579814,0.005994122893670081,-0.005559295865412255
SYNPCC7942_RS00730,0.008659167300670496,-0.013518916841757487,-0.00635645704013331,-0.008522146482390332,0.0001437011712885766
SYNPCC7942_RS00735,0.003922458149119532,0.0015255058203310697,-0.01606525962301365,0.0020993236857253738,0.006848215944520262
SYNPCC7942_RS00740,0.004439755837524404,0.021752545685848567,-0.009642700705016657,-0.033593083474708435,-0.004830060808564327
SYNPCC7942_RS00745,0.011773348472667273,0.05653399593043131,-0.01880342129069371,-0.009875352867959568,-0.005983863136656954
SYNPCC7942_RS00750,0.0009508975027570569,0.009511580125798842,0.001927837744687468,0.020877638001991466,-0.0074817406214514656
SYNPCC7942_RS00755,0.021712316224504487,0.0013134837767805154,-0.011235625689708128,-0.0047850827785193735,-0.021686609618378365
SYNPCC7942_RS00760,0.00519045269750809,-0.005631942395024142,-0.004913629768410024,0.004521589130643109,-0.0103514515838358
SYNPCC7942_RS00765,0.00648891333352792,0.009812288966685137,-0.006581137060560609,-0.003688979599419103,-0.029391952824739106
SYNPCC7942_RS00770,-0.005991086217977727,-0.017187659494346,-1.1892913791404053e-05,0.018134762678219462,0.02161996027362494
SYNPCC7942_RS00775,-0.005227513526602875,-0.003669609522673623,-0.004639815870761706,0.01847137557980195,0.014753126543175994
SYNPCC7942_RS00780,-0.002085569373706023,0.0050794055830746835,-0.002333986169422469,0.014230055830386348,0.01230315661021422
SYNPCC7942_RS00785,0.00046057813144606747,0.00475914399801735,-0.009389101085864472,0.005846844252969466,0.01743549122294735
SYNPCC7942_RS00790,-0.017804196134435984,-0.0034636681391325775,0.0010740205554858584,-0.02784457625286923,0.005470941456462812
SYNPCC7942_RS00795,-0.02744473147675955,0.009296112770176897,0.06592628146310299,-0.03277901524511704,0.0019550949674675966
SYNPCC7942_RS00800,-0.006781202426919675,-0.01663591023290357,-0.006307932619745218,-0.006388172628671573,-0.007121498742034276
SYNPCC7942_RS00805,0.012624188027717453,-0.018806852672110977,0.011927813286576208,0.0036847934390026493,0.0011127954640668789
SYNPCC7942_RS00810,0.004825334157736957,0.0002466281969554987,0.025097040120380398,-0.006225743941889199,-0.012163112718537192
SYNPCC7942_RS00815,-0.018741741369150747,-0.0038285863404852486,-0.007293384135302771,0.001502254112159206,0.005089066185497771
SYNPCC7942_RS00820,-0.018789061732538727,0.04397351799211251,-0.005605388884169311,-0.023728417651575982,0.027813837052782304
SYNPCC7942_RS00825,-0.027303107325163486,0.04597882548691708,0.00022459532590584725,-0.00800463626174115,0.03552591246945868
SYNPCC7942_RS00830,-0.000249885890443007,0.019283441665198367,-0.003836009303063892,0.008307378370832307,-0.003142789594233834
SYNPCC7942_RS00835,0.0020946203435875015,-0.0049998767092783395,0.0029985265625907752,-0.012005539351954983,0.016916267552012258
SYNPCC7942_RS00840,-0.0017183175778452203,-0.015038354248956576,0.0092150176595377,-0.016350986823734405,0.02170228886144205
SYNPCC7942_RS00850,-0.004595694076658558,-0.017455339509468627,-0.010404643955044913,0.01182951187825542,-0.014529969054780172
SYNPCC7942_RS00855,-0.02938392293069859,0.01729276132916609,0.0036617226525390957,-0.0035900925425674667,0.00874005872489139
SYNPCC7942_RS00860,0.0439493415222017,0.0018232305212624242,-0.005498915934116015,-0.03542902696589922,-0.010152982247456947
SYNPCC7942_RS00865,0.0045969367304922425,0.023906337276008053,-0.01832600859606262,-0.0013501960500275057,-0.008949101533398972
SYNPCC7942_RS00870,-0.019903105581042274,-0.013686623259351043,0.004651633145144346,0.002500406125485611,0.007299667234430734
SYNPCC7942_RS00875,-0.011641529805061536,-0.020804632142824575,0.004501767089598758,0.002504475110146737,0.0009980997934222646
SYNPCC7942_RS00880,-0.010597010090237537,-0.014216141884733736,-0.0174351970285974,-0.014350643861711745,0.0024962977235453245
SYNPCC7942_RS00885,0.0022140676413397657,0.006825584879312871,-0.015206308740380372,-0.005414514678554704,0.005607413033380724
SYNPCC7942_RS00890,-0.0022290316477179173,-0.01703204241798816,0.0042023572438333835,-0.009411430441445112,0.01337639145015491
SYNPCC7942_RS13665,0.015692593953373028,0.018954436782457073,-0.00822136683772838,0.011988157454445545,-0.014680088179936988
