Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
HKK26_RS00055,-0.008306323475579728,0.006177413991799409,-0.002882571156131637,-0.012805216749640469,0.021470761922427747,-0.009998258069294002,-0.0020192968886382843,-0.02323521727958219,0.0064080547302903055,0.012646326128719184,-0.01431534430683872,0.010608923702060116,-0.01603323290784997,0.011602006486674268,-0.01571649555311295,0.00960554933268243,0.0038709999254880646,0.0053628748695029324,-0.04639799480293097,0.010340378610316144,-0.0034051000457793385,-0.038034383232453214,-0.01848319321977056,0.0026684909657270954,-0.001593694418596618,-0.00293968394058098,0.0480402087617599,0.002700603798884676,0.045289120463114195,0.014046469878282595,0.010606603708752929,-0.017236123918071538,-0.01940340304763587,0.018606355168914224,-0.02811492636630569,0.09821537660334338,-0.008719204106536415,-0.03600401693402352,0.0057445134740013,0.0044123601185556945,-0.03359209480169976,-0.012548871017581922,0.017098349584661183,0.01788664875026556,-0.017303175523195498,0.008169448275304086,-0.02546184183431186,-0.009046928615791592,0.006613002593273065,-0.025893053057370132,0.024516242728991163,-0.04686271607461842,-0.023183995098209426,-0.009626716949099987,-0.024462193032318207,-0.0034199667202073998,-0.03824986600051351,0.0033248989451386346,-0.002837766958566214,-0.01776925283365884,-0.0209113584650257,0.04256854913626196,0.01926632479844657
HKK26_RS00060,0.020440289743776846,0.00978897038203518,-0.007668763990713297,-0.005444088084200137,0.008853016299726858,0.0003677151061076511,0.019670390674381096,-0.007397072972900329,0.033120106381833436,0.002981879086421667,-0.004574725382854517,0.01470639546751313,0.010647879147846477,0.028126234462829608,-0.020292820696165295,0.04429346973227209,0.007394677024005592,-0.008543998016372288,-0.025922187624330482,-0.01943882296898083,-0.019010558662264615,0.0045037430004971615,-0.04392323138075768,0.00745052005004539,-0.02024248386527204,-0.021813097526429428,0.005084848863454813,0.025740807590112675,-0.016860525092591304,-0.0007179048898467181,0.001528925601520092,-0.009395883863877914,-0.006821508475030071,-0.011475454745418352,0.006864825277941138,0.00439836698022271,-0.04571302979899377,-0.011907633118423609,-0.019141985086161568,0.0089323212273027,-0.024008730280224835,-0.05439327863704837,0.010550023126030981,0.029346794605261003,-0.048900879372311384,-0.007081465480174375,-0.006660087817589594,0.0470796238951955,0.0021870105300461017,-0.013472376052137467,-0.0072421788730105095,0.02601003667000861,-0.013260743554669368,-0.022197723184826938,0.03957545665806924,-0.028727207671675133,-0.0036693372146062724,-0.00018403949356187235,-0.041077975248985904,0.002699636677114448,0.0012477913599570577,-0.014567149612677735,0.008236214426110914
HKK26_RS00065,-0.009783962450418147,0.005617856920781692,-0.005883940291138938,0.003571093938100474,-0.024632216788051598,0.005592436889182552,-0.05402657228327236,0.02283774495387887,-0.0028590617716110008,-0.00048598547619217085,0.0938410057822209,0.02872917896167466,-0.002272582632161293,0.0008646945138267533,-0.020164163542579782,0.005259942436900286,0.017255738747634863,-0.016762386364851486,-0.0011399341190773602,-0.04392193922130971,0.01081813355191457,-0.0023497107454059822,0.0024183585611460613,0.005373504175110777,0.002271453922078987,0.0006352307579258542,-0.00536381028668392,0.024045050381518197,-0.018430931941967398,0.00035291659636061117,0.011357787104171846,0.009602625177023627,0.004335545582153395,-0.020331862443542046,0.0018601913921976285,0.0018591021217858883,0.002367649686955527,0.02197331625023462,0.008135424581480786,-0.0026462394037150825,0.0110594979451816,-0.006952500029858439,-0.007419459939710031,0.010562252080625334,-0.04019902820948401,0.018373735180786114,-0.015405198662875834,0.05123851530554706,0.004917145743295131,0.008552677211843003,0.4820756868084578,0.0005022936258307168,-0.006548685433778583,-0.057625955117279935,0.009040962420579148,-0.0054091051474173014,0.048153457853479645,0.0146793141902279,0.01814256035606128,-0.015491949902077596,0.0069331743770591646,0.010377982176938005,0.024350147315462926
HKK26_RS00070,0.0036025737188841783,-0.00012825440123782653,0.00356717553498962,-0.009412093105351993,0.01020099057887193,0.009120287245165443,-0.014264505168494422,-0.005992468920471026,0.00862900895079224,0.013538344182846298,0.0629432116553269,-0.005098945171122549,-0.004348384012264258,0.024622467005847172,0.004430331273428564,-0.004814481801529536,0.016933936377205677,0.005253218978072993,-0.010721814262683167,-0.002882500492174485,-0.0050994713482751175,-0.0028408732597473563,-0.03753051928635726,0.015082521444447675,-0.006774569174355194,-0.003009764965536091,0.0007550337352279011,-0.004408493174631537,0.003109842242793232,0.005204214268661086,0.007259697862991417,0.029782124531523194,-0.02001337841026555,0.0052825811246055,0.023740134364241973,-0.006779775686665619,-0.020036936975476656,-0.00731760227110332,0.005179732677831417,-0.013461563510760883,-0.002555532767907941,0.007169474604166398,0.01932744078899376,0.013879396157812024,0.008186031753623686,-0.01447048428382644,-0.02064685915033497,0.04339606172299191,0.0039223302646138845,0.002526804364709997,0.27468089218796093,0.004380752105006154,0.013828987377850186,-0.012082102283284334,0.011373582825407349,0.07696349051793788,-0.013655980277076357,-0.006586595014080202,0.038835345170715366,-0.017560045558277892,-0.0016140762992719359,-0.002099612067591015,-0.00957959480529856
HKK26_RS00075,0.008774462614873668,0.023544686787803075,0.03547440229665629,0.001769333101832724,0.008204515766671796,-0.007727775744493639,0.0026232357105249494,0.014908307873031457,0.009241131642925613,0.004287911594099264,0.07328981708830332,-0.018320912058882942,-0.002485322934042836,0.01377520370368004,0.0005578654602711667,-0.02600591195919668,-0.013313537728276554,-0.005491461931870287,0.035032339175945705,0.027722372120012075,-0.04374512467282729,0.005013234190763049,-0.0030910695378250025,0.009623211778559354,-0.016221908604326943,0.005476898472543509,-0.008170848044153266,-0.024476334435107026,-0.0014313683126907903,0.0050989255156959415,0.012343568570383719,-0.0008627618286730373,-0.013051618292281304,0.001866988209568947,-0.012421964910952073,0.008767065005072601,-0.023824767760700194,-0.009922108427057055,0.0012962578167497554,-0.00695703981000642,-0.0028671670795363874,-0.012207341519421884,0.004689992084580991,-0.0022137561707830087,0.021701002179675334,-0.002089556601470061,-0.020173786923862683,0.04969372951998857,0.008086986749648622,-0.0008676056703480865,0.2714927780253051,-0.008979941375311652,0.0023548367915700837,-0.0031113610605574644,0.015358819307020707,-0.010969388891079011,-0.03252511240110797,-0.00734963297364344,0.007438708436416357,-0.0068262409830292204,-0.006633740752829875,-0.0036215365211645914,0.0009716838080515986
HKK26_RS00080,-0.036018030653510856,0.023202574281932165,-0.022951924974694185,0.005931964826505005,-0.03609284617763279,0.013856358004635921,0.00024768264215278287,-0.02806752407695723,-0.0590426339927648,-0.01759410506677589,0.04460729926673424,-0.020926875482804183,0.010712678788280241,-0.033033513504370296,0.0028220914000815713,-0.002700510212807233,0.0028450864430814753,-0.009354550217543058,-0.020423710024148195,0.010353756806334406,-0.016630424254684435,-0.0088614890724891,0.04251917941349939,-0.00633656113752825,-0.02588377244308284,0.00957889546652389,-0.05114013080369911,0.014238903513993918,-0.010634216121341926,-0.00875248380669363,-0.009750009346240427,0.023193179139300225,0.007864352368401793,0.030308430077432783,0.002685657223404146,-0.0008654045731628788,-0.014490377927485582,0.0035888002497070724,-0.003180306942477631,-0.025188233855789836,0.00597696855693313,0.1031396284118471,-0.00532363225688784,0.015645946346245644,0.012495306662661299,0.028294207516563183,0.02089094189195854,0.01619266100880952,0.0008613008919688124,0.0025070469477321265,0.04462614393082989,-0.0011709534310111425,-0.0097619194527503,0.0022637464361545227,0.04375502976657494,0.03375824568608171,-0.005913611310764308,0.01992663494475539,-5.1726601678905584e-05,0.020180487950509075,-0.007621204711008362,-0.050358509812364956,0.01703474600502742
HKK26_RS00085,0.008591083277390282,-0.019999228274888318,-0.016493997204539975,-0.003297091799590834,0.009006246094172235,-0.015960237961809596,-0.03840580124373155,0.007369716081929429,-0.027483680393699035,0.011699041282171222,-0.03152396713587527,-0.020871209400258814,0.02752736021343925,-0.00311552019171717,0.009979237004493388,-0.035497901487926614,0.029988330808330788,0.0066244811550620316,0.02782537427412625,-0.008114043183177887,-0.0067453910493187694,-0.002615792846971522,0.020536627981665473,0.004180726248347998,-0.03898894667281498,-0.015346162399489603,-0.018357453655552844,0.03280631866866391,-0.010173424821217756,0.0037455806531624426,0.001034783658385495,0.005963206508973454,0.020897093031505772,0.0038895731648748585,-0.013929350802085644,0.009408050224829956,0.023567965616407227,0.005364647479812678,0.0036378111886909816,-0.007895823005093642,-0.01879252830448399,0.02525881701028344,0.024892138478906922,0.03383348688427862,0.0246139704155849,0.005333668854645775,-0.00827744440234271,-0.005923305401827937,-0.007612112614790635,0.006226792157327618,-0.01023441589900588,-0.0028370773377433887,0.0244264325393063,0.022137646848966158,0.02602526534055545,-0.0026014993365238363,0.0009652451330430551,-0.009914913139100989,-0.006626003352339595,0.035937762141090006,0.005041664216535397,0.036489307228919216,-0.005280545666303433
HKK26_RS00090,0.008968417596096828,0.016392893744594423,0.008801214886513073,-0.014184968535261864,0.004973722148847327,-0.013676521035066138,-0.006666245221209283,-0.0226088194122601,-0.02303052982884521,0.009124666519616374,-0.00177277743976752,-0.018805071944342173,0.00621515557064098,-0.011407617232316165,0.001076438052227664,-0.010129622227323392,0.013033559547191306,0.0007614325363446922,0.015146234992223674,0.016627002770190805,-0.0002805711558913316,-0.01611559549581988,-0.00577433289725842,-0.00331305027654657,-0.009244355834610408,-0.013768444319007245,-0.006892417756676431,-0.00139421393624588,-0.00026722998302473227,-0.012941799633187813,-0.012023478803233532,0.02157402287637608,0.01007875113018911,0.017766711023703283,-0.006506818031473686,0.06043598763928178,-0.0009151834020541216,0.02171757814754594,-0.004261761392299547,-0.00011216009158535784,0.0014358477157252675,-0.001742943989291006,0.0035392465465273176,0.020698945551557203,0.021008760263614597,-0.004788060115291434,0.016024891847243376,0.023581662346782387,-0.003273274064910562,-0.0265312204491585,0.009225364419873679,0.0031520330258134215,0.0016029115352213456,0.007982886237251002,-0.011982747867333677,0.003005554307766718,-0.005296906230783153,0.011741991968608896,0.007379628972538912,-0.0061514930824712885,-0.03026460565695228,-0.038803657089280255,-0.010972898051116672
HKK26_RS00095,-0.025994477211826402,0.0047691519734229144,0.011475894258672953,-0.00500178004421763,-0.011057049981415523,-0.009328625769475326,0.0007384004831162946,0.0005155569874285568,-0.027197823037433067,0.004905009624738306,0.003445303579502419,-0.020987947070218914,0.05100776671333524,-0.019853217555517468,-0.010277916856768474,0.019776050151248954,-0.0016994797392274456,0.0006662868830940732,-0.008037040185640755,-0.007604591741844846,0.021489002944999145,-0.009001943794176495,-0.009349924128826317,-0.006164663986283344,0.0010219205122390437,-0.01373215728429817,-0.0006210365956943186,-0.004947014665613359,0.008958198663760259,-0.00031961934461498823,-0.020708464397022605,0.0029160873316604577,-0.0041644268820187754,-0.001702276118721306,0.01485645836712737,0.01594394834647099,-0.011803497176219382,0.006265257467931615,-0.002997729007427804,-0.013841329387609562,0.0007227086796818384,-0.01147916014993528,0.011602662209390411,-0.008329636858359381,0.016295640375267876,0.0024313075695012063,0.013593346178632896,0.016577876594755306,-0.013818094255677694,-0.006881576599770386,0.015206533190329562,-0.008215136006286131,-0.01172481337387801,0.0024869486157149336,-0.022754363628293153,0.00595490377023189,0.0012591500007910397,0.036063201454193144,0.02485789853249781,0.014507987187287897,-0.003969994560083553,-0.0029726850279072747,-0.04251619114458193
HKK26_RS00100,-0.01423980719776969,-0.011546066918377567,0.02884653545229884,0.005112085568603174,0.0120521402718448,0.0023094254366840673,0.0039099711424548786,0.021215027539713244,-0.009126531500459674,0.02218726516045843,-0.020349780339138913,-0.02903559951196049,0.011944221821207667,0.023621475236237355,-0.02416045505058996,0.0014848650356023105,0.02544780971310794,-0.0033726692863115647,-0.012163593738236491,-0.006848222821597105,0.0011012331245282337,0.019270622663954903,-0.020581627900275398,-0.015088518138442732,-0.0005002302991922623,-0.00503535171102946,0.011702692386442235,-0.0003369619532091337,-0.010240876895873696,-0.01359736604960214,-0.02017640938657676,0.014046867973254685,0.006932932123049824,0.004229358383633835,0.02004125593732052,0.013772462159575265,0.021411122051078074,0.008404524003937038,-0.008635371767523548,0.0047999058812071525,0.0037757089663859327,0.01700633915512304,-0.010756555498626624,0.011115064682476783,-0.00504826377463728,-0.008014223589367207,0.04823578956923672,0.004840594119718674,-0.009018849249084675,-0.017727101318651527,0.0003458093666999001,0.007034453812055343,-0.003272720103029385,0.021277105290089145,0.011171195456468667,-0.005456067027569401,-0.021689301465543723,0.024778085846053267,0.03303714018567737,-0.009102727433780867,-0.008987703589083969,-0.0014935642659908135,0.0025057073227651087
