Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
HKK26_RS00055,0.050635300696887174,0.0015080355490279182,0.0011443397991988916,-0.006623358689209529,0.03307133777808274,0.001975877792492782,-0.058183450154365664,0.0208770536846191,0.024989734042120543,-0.01778551127616683,0.01063033874356901,-0.015392375050352241,0.02393344740778901,0.03216945396062882,-0.02547814605472033,0.0037812205196659588,0.05258450098842848,0.01918041782678978,-0.04521004145896781,0.010235482439071688,-0.014285445695078362,0.008146129707151782,-0.017369474058299618,-0.009288945441133394,0.0009387278395432769,0.004501493800389597,0.006285964180800575,-0.013907726962304426,0.02451934858412874,0.008844382068658514,-0.0035921059043701833,-0.028882235831477716,-0.02087064889194671
HKK26_RS00060,0.028710148971703577,-0.014289410739921236,0.018181398663371477,0.015563919425919419,0.01119690719236418,-0.03717722727642287,-0.02949493448337891,-0.0013458192665692886,0.02324309676636051,-0.019786888986276993,0.011973116686591824,-0.01742728602999841,-0.0016679421502013546,0.004028247615036104,-0.03338595869078116,-0.008328245550324706,0.05667913984770777,-0.0019711023196606393,0.0005902847956641949,-0.006587887141759623,-0.0023573293388359216,0.007016824856407624,-0.008529009262845446,0.022692651873774835,0.010803885604324982,-0.006614740786788492,-0.007442908723470632,-0.02677987045376212,-0.021335625667119724,-0.04226601783067849,0.015695622322137878,0.008851369682470092,0.003290411571337316
HKK26_RS00065,0.11675029341455086,0.013846993804772785,0.008281191022265069,-0.010921667319200851,0.059034142417802166,-0.03795066640861112,-0.00682085387200873,-0.010765822580935233,-0.0070917484997335915,-0.019654250260207687,-0.0015206512465454109,-0.0023691774298402997,0.035644834971532514,-0.0032515751395733204,-0.010251584310057056,0.01939671685568851,0.037498936770916855,-0.02732783259130194,0.24525183753637467,0.01160388484325074,-0.023202595223617287,-0.028932152616497106,-0.013103312123808258,0.0021159836323696047,0.03889144637636125,-0.003285575733771639,-0.0051386773327189526,-0.02395508599236607,-0.00961290913061709,0.010091379560766322,0.006685338672425809,-0.002933794904724164,0.00623234590801427
HKK26_RS00070,0.061636180138843255,0.007129348460870956,0.005953511394948464,-0.020131793893504005,0.039836905335119105,-0.02783974541222217,-0.0008770450531861176,-0.013781183419381752,0.004540327516792984,-0.0018305412329811103,0.005868522480182429,-0.004249073844041882,0.006199927112984188,0.05874054243980512,0.01480434978932804,-0.0006324358476922973,0.0076508619455562185,0.003679254828576776,0.16440352516749748,0.017931572337967144,-0.02762055165506621,0.0037077354256329783,-0.0006884666731262091,-0.0071903210552555575,0.02720120984851334,0.0003831193956395892,-0.0032505571297545745,0.0005685449026065949,0.010366564468178092,0.016860799862119084,0.030230948401238373,-0.012569969916823671,0.02555587024033195
HKK26_RS00075,0.090668027264535,-0.002879691636906682,0.00505640932451337,-0.020402025918299795,0.02082026684688199,-0.023451739312237062,-0.012592175381830382,-0.02726805723324791,0.005923511272345013,-0.014292019102036362,-0.0027529393083582637,0.0006907922174910094,-0.0015633106819001486,-0.0012620943061758749,-0.021335791884979874,0.012108563280943157,0.0023459173575280617,0.01575961901689609,0.16694457162812795,0.009657964878233208,-0.004858270587254344,-0.01918863950760915,-0.006624054161111345,-0.002585667884507119,0.028750272472136275,-0.0020399348997730674,-0.0028186162476352573,-0.005318120176793799,0.012110521358086618,-0.0013242418466256427,0.010963143181250213,-0.008800026884440785,0.021552734407295153
HKK26_RS00080,0.03543168370423203,0.0074313946104757,0.0023438099599639886,-0.022953303529778438,0.018408854270208146,-0.018575066410076925,-0.018454071541758658,0.008123575080396543,-0.011330453105713224,0.000618269355542063,0.008783138321249849,-0.0020710963178883425,-0.026392071379369754,0.019280214988858443,0.012004405865887408,0.01928403219001905,-0.021944274507002644,-0.011390352914907562,0.04186356765948538,-0.024811607593809605,0.01264454568891699,0.005394703144940177,-0.0024132249884013003,0.006038249527595831,-0.0037117115471719813,0.020202119532718582,0.03325642163880448,0.02360395353262714,-0.005529237992597773,-0.012487570558008598,-0.015128886912201545,-0.002889841409429249,0.003878920143726085
HKK26_RS00085,-0.00920610612555823,0.03169768491877758,-0.06245442167638669,-0.0018826881053258763,0.028292984532489143,0.05634828595365552,0.0035927382342490584,0.025463125563762665,-0.000371917067394567,0.031836220737550026,0.011446721415825964,0.0013302975883478657,0.03223081947625067,-0.013096976309085509,-0.021519688002643225,0.030389485806483724,-0.008468702535113032,-0.013473953117123733,0.018121905188986154,-0.04850900527905664,-0.02303724120649276,0.023853845729035164,-0.0011175027990558107,-0.014493405590523438,-0.00956982982234286,-0.007858896873862667,0.059280190740510275,-0.04948778283573883,-0.022336053285667498,0.011663256279946084,0.036447968052371375,-0.013131997734760953,-0.003219804465672766
HKK26_RS00090,-0.0010536065505897963,-0.00565592336191502,-0.017290862275722362,-5.853345119220804e-05,0.023263045360815172,-0.010218058417129472,-0.0073722629884969346,-0.018320172069199007,0.021690204207949534,0.00042233377317857,0.00833505557319398,-0.028942363639179777,-0.003655122015517869,0.0074132003941683655,-0.015202068442537485,-0.004163672140927334,-0.0011165500152339647,0.02250092346403224,0.009785954503837367,0.012450636878865195,-0.01610769374705367,0.009310682646898062,-0.008605416037580733,0.008676631861648174,0.028279980217154638,-0.012393356665557137,0.01050275087280296,0.020010368758516087,-0.009756899109967689,0.0027260504315783154,-0.01867971771162105,-0.0031859968763262103,-0.01549135479508129
HKK26_RS00095,0.01067681084004063,0.012675949819609693,0.018884561162277436,-0.01321116432378247,-0.0016863553826511324,-0.0073714975110609395,-1.2383094823166258e-05,-0.016586190740283176,0.015523955899520894,-0.023892457265867244,0.013976641654752344,-0.017976062843842063,0.011417591203299774,-0.013604914403812349,0.005266667320058094,0.0027221484310597805,0.012764417607738292,-0.0026489535159325227,0.014277769112785997,0.010804671298294717,0.008649849237236351,0.004553912568706041,-0.006217812727836771,0.006086212003815075,0.011619057564024782,0.024282912697958757,0.0006519225170041566,0.04180045504319541,-0.022331923828594058,-0.006808186170646784,-3.5628520753352376e-06,0.028488740743591544,-0.03014408172068559
HKK26_RS00100,0.008043765224188489,0.0034325687752225207,0.01575157729558679,0.0008268180668809057,0.013447168646674197,-0.0012334834026821676,0.02689316807673278,-0.01284311135018178,0.0159139990043334,-0.010240816144682086,0.016108190161136186,-0.008541499158323461,-0.004524628607024055,-0.008964700300572857,0.005934477545447545,0.0207294148810221,0.0455002793649728,0.013312514525400108,-0.0017039357329529262,0.011716615352304902,0.002938131116085099,0.010152083078820446,-0.017053365321551047,0.012162806099395549,0.014477518343129134,0.019243211162182156,-0.011920982224006678,0.052777813521217215,0.0018012280564719157,0.0029061422094769696,-0.016981638942203427,-0.008060116164069415,-0.011162509878150505
HKK26_RS00105,0.004136318097685804,-0.001864337496474593,0.01247109543850618,-0.002859100118593271,-0.00915110156801598,0.003882954605805866,0.0005093119228641388,0.006714197885868029,0.03839856310599575,-0.0024793769611203007,0.011113306101006148,-0.012764376734153047,0.01014490398970999,-0.0007035861331228725,0.002448688354405513,0.012142978865230454,0.011367841321023482,0.006537972662182201,0.009942717860493182,0.011779845280565275,0.002218976804849729,0.001351570852187214,-0.007412237953047522,-0.005837040148356378,0.017108961779386565,0.008126941489751663,0.015753610956704297,0.021872275929655762,0.0036294777328752183,-0.012083529629665786,0.02253928542892881,-0.0028306647144590406,-0.011427921564335251
HKK26_RS00110,0.014469249855013825,0.009120007077183169,-0.005420682181582142,-0.004813279236938256,0.007870478340250713,-0.015694305318833413,-0.012175105494876513,-0.010280014662111585,0.0028882538401806216,-0.004207229927621547,0.0055629271784451125,-0.02496650336362322,0.028579428407425056,-0.0007300234176879853,0.0006259126251058968,0.00319247126716416,0.008511629522834305,0.0009750793470890835,0.020098933275517195,-0.002666937927691612,0.00577596627139123,0.019966137954161717,-0.01682917298280443,-0.02197837230649968,0.0012764363499569746,0.01943408698737629,-0.007790910256125261,-0.0054023493756203385,0.0072062997773372425,-0.018991502382535885,-0.015579186664624213,0.030571923661389513,-0.022337074049673247
HKK26_RS00115,0.025010928359682508,-0.0027734089644621276,-0.03357599647870732,0.011558523336170613,0.01633107384386184,-0.005767419818904711,0.0030057889640412666,0.020908717752423624,0.008602901334824074,-0.02296750434603996,-0.00652916616341229,-0.013196334612119474,0.039824332564692574,0.015839426874651924,0.026928461821157296,0.0042480552897571425,0.025919381303646728,-0.04481693559019287,-0.01801881142238395,-0.007327998737914477,0.001252530437023543,0.013697156432207997,-0.02311877271134652,-0.028222252169348074,-0.012795343517601046,0.028653815365679368,0.0010299095746687161,-0.010098074230468365,0.0006561582888093288,-0.02033413490229808,0.004442413857196046,-0.014577377619907893,-0.003655645727948305
HKK26_RS00120,0.01308990037045975,-0.018375430020102036,0.054190532470120796,-0.005819094268078361,0.01622552525954631,-0.010803625339180238,0.005714882063072749,-0.006708957254688729,0.01650786122423404,-0.0032319339284000016,0.014264214368193608,-0.009281188373946325,0.02412216939733267,-0.011979492270371643,0.013853972630787166,-0.006368391999332269,-0.008036715528203875,-0.001202650669861689,0.01682665515187893,-0.005723104346954903,0.016141353020283047,-0.0010536341724344948,-0.01916634539346259,-0.003748458744929758,0.014152129212653733,-0.006882631829157033,-0.015254273144962513,9.721538167503778e-05,0.004115339435057294,-0.00322299458411745,0.013255563724008287,-0.08017130590004733,0.011648464591842277
HKK26_RS00125,0.02538271483257836,0.012360654934984778,0.07334791857750314,-0.018254598923743627,0.02549988702380647,-0.01286433151607531,-0.021775257840361068,-0.0031688376476716766,0.011886919392748677,-0.0066415485680665735,0.010828207143015457,0.008122259060758912,-0.009527391397572877,0.017173323978780276,-0.02287940401980137,0.007212101611186746,-0.007703864717804108,-0.012375418294090515,-0.004772421222513279,-0.016856214111324642,0.010022997129579372,-0.0019541919632184027,-0.012414336353869187,-0.007148248018244089,0.002614349228987967,-0.00451698743923323,0.0020949831074541093,-0.008063189000837044,0.00857641073821432,0.02621403725418737,0.0946235836749783,0.008070848709657196,0.016558783171150497
HKK26_RS00130,-0.03805786788961896,0.018017885996945007,-0.00951040141847387,0.06160281511147232,-0.03051100003638347,0.001040797080755803,-0.0317538458651507,-0.00713842532679598,0.07551354974519815,0.004223413107598728,-0.021148249640100827,-0.029676804572374104,0.009299850186771614,-0.014861693476672511,0.004571931483963046,-0.018652694844088387,0.017680500972815108,0.00266061648730599,0.009129878949636098,0.011151493898570038,0.009459657679364911,0.011541844910538198,-0.002386963595508469,0.022999236964878104,0.019175264545003377,-0.01359511927852619,-0.01949240951755159,0.017560168374515014,-0.011064166330875938,0.0037214934757698387,-0.00182031616206457,-0.03849076738966829,0.01009154859806553
HKK26_RS00135,0.0006340571471859824,-0.007198943640751421,0.011658841869332762,-0.022611121059440253,0.02013853026238925,-0.013193901726662216,-0.014263582925365606,0.023892721067893814,0.0069430291699132465,-0.016831076911908594,-0.00507837009934206,0.002559727833703612,0.012262618722757425,-0.01608478464238884,0.012180482376585753,0.01836626601074026,-0.009106676970098317,0.00626628584155658,0.0018838939232593058,-0.01678769503657261,0.012408355363819542,0.005346657950556377,-0.0033968361503267414,0.006121395143866287,0.0030492774022831516,0.003778517326012429,0.023106265021932883,-0.0020978342914365873,-0.04859257835905246,0.013273370413915573,-0.028439514734766694,0.015118955270947311,0.04471384778823219
HKK26_RS00140,0.010107140323324363,-0.00048473135821649376,-0.02319317943157887,-0.01975400984099794,0.012531297247398942,0.008455226888578055,-0.0059675283256226015,0.02349055815711299,0.02276891464989792,-0.01550303974105174,-0.034975356709914404,-0.015414747069314203,0.029663957009128855,0.023211821976481296,-0.006518213080142541,0.014309935601402304,-0.012980654751751627,-0.00039373527674231806,0.015494517236833124,-0.018082835570953942,0.02110673895953261,0.0047521885978176635,-0.004721380081086727,0.03226918348718622,-0.02324686257217715,0.01574708844945769,0.022392392282041314,-0.014741595355300285,-0.025256252940099644,-0.014354730597660103,0.05075842840506167,-0.012525841174986334,0.04457812874432566
HKK26_RS00145,0.017573705514299147,0.0028640676780696326,0.002751268929744835,-0.012722753175257761,0.0020697013806118205,-0.023761338962561326,-0.02667783823220927,0.06301038873874941,0.006384835069685187,-0.001217393107891741,-0.023638764988079913,0.009349381755057205,-0.021692471198863028,0.004516725473100947,-0.007013544220884687,-0.00019140170985929226,-0.015170361928731162,0.00789651073524899,-0.00154133828897718,-0.016491504078806837,0.026901800619809683,-0.0024409268893224065,0.014632746698597291,-0.005049795818420144,-0.012346012537604402,0.0036875094890516423,0.06643750794186791,-0.006564781990883193,-0.0488197152240192,0.02824783972570598,0.006448319504713173,0.007833521825057215,0.051051930315227555
HKK26_RS00150,0.02481792874894899,0.004312585399200519,-0.011826625398361768,-0.0008472370752405474,0.028851487129828494,0.023122174894946824,-0.023279869915656073,0.061174679243653204,0.0106162069868552,0.000584177801904103,-0.0398340883704202,-0.014714461355739162,0.024350483290074502,-0.0027513701575156684,-0.028339465506886798,0.0060520021721096155,0.013412234564705043,0.04463907673019281,0.008204513030291731,0.003343891895579295,0.0016792336410853602,0.004872675477695827,-0.0020571397084597908,0.001122853862346702,0.006235820231861308,-0.04754451727987188,0.04718198197884546,-0.007404711108984579,-0.0068036941196980725,0.004246200764020627,0.02360903558833178,-0.04594486695500831,0.05500752781165186
HKK26_RS00155,-0.009746356742702782,0.003564026980994605,-0.008563220901041408,0.03199789476324088,0.01809930857244029,-0.0008072586275282953,-0.09612917617593641,0.032844325249425266,0.018566845988727237,0.013811010902491807,0.01551378096978396,-0.008412430031136205,0.001838914952632615,-0.005976394984539177,-0.01284266813112431,-0.004652147371280409,-0.025021734320868197,-0.03480963449078581,0.004035084796897229,0.009076141945362734,0.02695157792310933,-0.005402537333781634,-0.025227234265714986,0.089136643970501,0.01763201988102926,-0.017386732879980403,0.025774616326431046,-0.006855044878686367,0.004484936161369093,-0.0002883481447919899,-0.02801431084552038,0.021105963919906597,0.022830710214720565
HKK26_RS00160,0.032742648046972696,0.007322666984697594,-0.008750633633224758,0.03492481868863405,-0.0004624953293408741,-0.0069615488430007375,-0.04126274712635056,-0.040317889084699236,-0.0036101707339861754,0.011217816125393134,-0.010169711283195304,-0.038299034114027485,-0.0032470116694904186,-0.0034179602450883835,-0.02144731907266774,-0.003995806037267818,0.013086263256822425,0.1645819432288573,-0.0029729683680067664,0.007318779715169556,-0.01454164365702584,0.05710583371459196,-0.017216870384712278,-0.004251093260529869,0.032724773927851954,-0.01983960121226701,-0.0028052296868757076,0.0041481934841066034,-0.011062827488622046,0.002583758776719061,-0.02043082324077224,0.042607613898989184,-0.0077933288177675815
HKK26_RS00165,0.021900211298441552,0.0015061180616119448,0.0038278474979303724,-0.006267203218521956,-0.002245269476578252,-0.02695483642984564,0.0570567157913571,-0.02896513147723799,0.03106271210725073,-0.02533432241198049,-0.011554172032142651,-0.026722129591108094,-0.0006234418914896047,0.022896016697215495,-0.02359316776612424,-0.007871882674996902,0.07517059163904927,0.09804824388769644,-0.002525514252437641,0.025791635438825997,-0.013483296191965458,0.001932867748976154,0.007909360545726322,0.015695234065789262,-0.0009377981194233982,-0.01300632503937204,-0.013220851838187622,0.03449844113852008,-0.04341313417087357,-0.01129431032900779,-0.03275503809613396,0.0949529428166012,0.029309180971935044
HKK26_RS00170,-0.014809939652287349,-0.007165923315095554,0.013205654934478638,-0.016481759743477035,-0.01361418244735921,-0.011728663020523795,-0.005055356245111752,0.017444139526963356,0.016445531183582537,-0.024569251468633063,0.009052285095175144,-0.0316606243539291,-0.00990747474510724,0.03679420315916464,0.00324773552167958,-0.0012887286542637808,-0.034627823977278774,0.040891651497265175,-0.002061589281857852,0.007655011770030391,0.008021219704001324,0.07169801130325106,-0.010309802153319786,0.012308811437538177,0.01212000787203181,-0.002512437096549613,0.02450576429532798,0.012975933115680778,-0.012672111085776549,0.028494371626441937,-0.017418843952456204,0.020648547157694867,-0.01483144516982829
HKK26_RS00175,0.06163422271204675,0.02895137112299262,0.00924506053245064,-0.00832220383509245,-0.0069245131029251495,0.003441479002746522,-0.03928092861501391,0.007016471286810314,0.0018917733114082113,-0.021284578869091332,0.008266712008861934,-0.0005774177386267301,-0.011738620906304226,0.04907659965390832,-0.03415874921513191,-0.013721412477403256,0.01569124366976731,0.03051185738130497,0.008966689790760702,-0.01711582683235741,-0.0090200493900467,0.01698492530761116,-0.006738381021979478,0.008353124610544972,-0.0015216024200009975,-0.017568218778140746,0.013940234741107933,-0.006800674683870106,0.012552225737424524,0.04582114608193841,-0.03836862493312348,0.014731827161504335,-0.004669055257808444
HKK26_RS00180,0.024639724790480638,0.02168521208975977,0.03282476814502083,-0.013474718296696414,0.0040977650825244575,-0.012761406253308898,-0.055188690593882074,0.010431347878168448,-0.0029033946508408505,-0.010303085444419515,0.0013982513090769896,0.0035302066113627336,0.004463355890374193,0.02605866673176804,0.004288218379548669,-0.0027171959749746977,0.02441392692221214,0.021893993589828787,-0.01833342107813976,-0.022290979014959716,-0.03177832558438809,0.0029881627953881546,-0.012523609156372786,-0.03160835825078499,-0.0072435363318851574,-0.02024524743114375,0.04795116785488124,-0.018825688288979237,-0.00472246944916093,-0.026350486848484893,0.0068626780567663075,-0.019563958554855324,0.02807401653763753
HKK26_RS00185,0.036826543342768504,0.012897259726918577,0.0050553367685640515,-0.014384697445766191,-0.003877757457559318,-0.012717386916934803,-0.041400784284604884,0.05329415044796283,6.188468931285328e-05,-0.005330963256014984,0.013275321258893868,-0.03039739813066831,-0.007727576264688613,0.023368792819850128,0.006217872137401484,-0.018623622389262507,-0.05662772001809333,-0.005091812308640629,0.05272846411588987,-0.01013378685138143,-0.013427730852559265,-0.011274821899729377,-0.018771895141267262,0.019813475223151314,-0.008059160552403683,-0.006269861607685167,0.012528004311252852,-0.010215726670611755,0.02738187437106189,0.026245281354207693,-0.0060003861010383235,0.01878654067577935,-0.005426602872671061
HKK26_RS00190,0.03099780169476028,0.012414730980821874,0.012488830024524191,-0.025704307756275253,0.015043390344861027,-0.0028449700752707797,-0.005995751594754814,0.007869146998431026,0.03027323088136353,-0.002322133939836492,-0.004648195210912478,-0.006180127506809282,0.00499297253751096,0.021433357724382304,0.007039009393900275,-0.001993848532570082,-0.016862000868833868,0.029968235271875712,0.023563950802305056,-0.006694105800776428,-0.008365119042331176,0.007948166040728786,0.005549646378326708,-0.00785142287342353,-0.012043460037599119,-0.028073855831500603,0.01117094926541769,-0.0020582316553867893,-0.005771021321542668,-0.004101004396123428,-0.011136715468367156,0.07981045858348364,0.020584402378684065
HKK26_RS00195,0.026184875505185674,-0.018632382329647135,0.008376169252876221,-0.007651537504056697,0.007151166821095214,0.0026405520490064382,0.003277274730683483,-0.005522202129769622,0.002216155165864152,0.014963254345153281,0.0008203563514891704,0.0006237801907569727,-0.007929626409501693,0.016606480124884533,-0.004881868176289036,0.014750849034407553,-0.03973131810510831,0.03877082018194293,0.058362924332102946,-0.005904441787377456,-0.0035899264332429908,0.011152586689957058,0.003569997574541562,0.006989413901448154,-0.01852958977407515,-0.005516926935245522,-0.007194666693549146,0.008974350311839257,-0.04729765075005047,0.02423844570881531,-0.039390313853847406,0.00487325818774732,-0.0020013069513471838
HKK26_RS00200,0.0010006555926676502,0.05545997356986164,0.0032123074201858746,0.009192363149184703,0.011422832970137938,-0.0019542149496894613,-0.0753384456655657,0.009121834128619315,0.008419536304313354,-0.016439848750901553,-0.011325519867777469,-0.011006706519125505,-0.016474432851431853,0.01621067938398468,-0.02603802925276881,-0.02344495663337136,0.03534109414004129,0.05352453915691934,0.028560868817778806,0.0070059927659541065,0.02680221732716063,0.015335374488446976,0.0011256530600269848,0.004836316087960164,-0.005015765859048849,-0.039476969529744756,-0.007954466193191645,-0.004934431647451842,-0.030601095527619606,0.02574336833591609,-4.20973255732788e-05,-0.055984467779377003,0.03248051328426161
HKK26_RS00205,0.011576617584073863,-0.003536891834865169,0.014981460846951815,-0.023014151666889415,0.017066056012561493,-0.008830228243052362,-0.04815449337714862,-0.00707654958111254,0.010158610785660096,-0.005786149136085373,0.013566566177799572,0.002421543552475903,-0.002168424567615641,0.03782370732274524,0.037294169369747006,-0.012070272399745237,-0.012115349657799045,0.03126191545390368,-0.018490963481707583,0.014127540915912533,0.026640260569499915,0.023941556085514314,-0.005792935975280162,-0.003647445238397406,0.005162760083793602,-0.009093907833241302,0.015245198104323794,0.021150574967002657,-0.037375467002757394,0.004148521352877731,-0.09601081142483979,-0.018198749784964274,-0.0026880992307475662
HKK26_RS00210,0.024820699189572023,-0.017625737330515093,0.02505620535818694,-0.01632244413822713,0.020554937475089435,0.004876057482365906,-0.044327247659272484,0.0164553921194347,-0.008963248986729459,-0.0211910294043611,0.008475600685349078,0.0017688330947846311,0.02203321434279302,0.0043702091858966305,0.012798322945365757,0.023744131071546368,-0.012051911785132137,0.04017977445591451,-0.008395762652689528,0.003291766670126426,-0.00226298873655698,0.013693297625927778,-0.01786936490293143,-0.024785414654384573,0.007576310557001014,0.023801941526902598,-0.013877625127857203,0.0010391052136954654,-0.008146953355865532,0.0026710738913010594,0.04871040779027588,-0.026824673281905503,0.013920020842678776
