Geneid,0,1,2,3,4,5,6,7,8,9
HKK26_RS00005,0.003937189651743758,0.018103790625149475,0.02094502302041705,0.01606870155805062,0.018044578116526933,0.013043507191109553,-0.0017014216562650862,0.017828239958131785,-0.02081173496786752,0.000418342211781592
HKK26_RS00010,0.03398147947865475,-0.011541598780618586,-0.024086044087699553,-0.01269429419495131,-0.008891605498706358,-0.003428890143241524,0.004217254819541975,0.06460217147969623,0.034591171512729765,-0.003389286748235974
HKK26_RS00015,0.055987453040459004,-0.02587925920586821,0.01019941049620982,0.0014652333455030821,0.02893149813282393,0.006451969042271915,0.030099861655740207,0.018728850614618372,0.04177958251971863,0.0053985040863397445
HKK26_RS00020,-0.002468609528585269,-0.017926862309860066,-0.001201717508288301,-0.004969661570651612,0.011650017978783542,0.01904712042927869,0.0012891330535126407,0.056699107873038515,0.02737027641254657,0.0256752029429239
HKK26_RS00025,0.01216031873391985,-0.01835469816711078,0.07060320502483826,-0.019621748612285928,0.020498624478485047,0.005286953709844265,0.023121858848510722,0.005848374140131133,0.02685099888605915,-0.013934714383849715
HKK26_RS00030,0.007633663563277094,-0.021663393056278516,-0.0027772727231837086,-0.00025733256923305656,0.01991488251171315,0.035667845872897744,0.011723679222844598,-0.012760377409854069,0.04594927828347847,-0.00123302562964728
HKK26_RS00035,0.00033503708407498016,-0.014650013292663864,0.11386511084222223,-0.0015029085566094697,0.0005120041482809114,0.042558464979639395,0.013210383646154424,0.0015093815973851693,0.011109913937558002,0.006467053783241853
HKK26_RS00040,-0.014587843484895325,-0.01619216003571144,-0.007289914865897028,0.006863387838733602,0.0003056328054090841,0.004433925210210085,-0.025076595816426833,0.005585644131117407,0.005925103339673812,-0.007881285093885025
HKK26_RS00045,-0.008775163856734497,-0.0016483497476651573,0.05708019494697535,-0.007688926684706284,0.026728366202714432,0.012916918425474959,0.037405849531837766,0.028601398646747198,-0.0016472863997701722,-0.030162913516474474
HKK26_RS00050,0.00365314078365226,-0.008599987408206939,-0.00747520389835121,-0.001969992418243065,0.015055211774351969,0.025974557208616144,-0.015902052587111012,0.002558027919855153,0.007171397571541065,-0.01423212354188033
HKK26_RS00055,-0.0010568343450016277,-0.02611179058390648,0.033329013191227386,0.004171019175297151,0.006826859171763801,0.02457028467919268,-0.0017166824694331312,0.009909160753610877,0.0129919665976629,-0.005213110969617229
HKK26_RS00060,0.011185337404618753,-0.007042201439578502,0.007150681387391913,-0.017067093343054555,-0.0007928485771656852,0.010541681297930651,0.008722035813033024,0.03586380277204781,0.045819475409813674,-0.014466650764788312
HKK26_RS00065,0.02380490176893422,-0.035462930266619876,-0.06697563160904499,0.0005689700680937758,-0.03214059572522272,0.07505228325271647,-0.037223795732776246,0.027550809490240993,0.05655439217998886,0.0011563487400515352
HKK26_RS00070,0.0038556039209243585,-0.029352989080683435,0.01841442770641796,0.005954682623250931,-0.02493578047281602,0.03507718994533015,-0.027499491210335972,0.015442931258882409,0.028985712251054518,-0.0018587198260032673
HKK26_RS00075,-0.002896527530020281,-0.03496810691322513,-0.022458002240451552,0.00250431847156004,-0.019311699612018354,0.023946736025632284,-0.00822403118541364,0.010128527909982905,0.05944858363275554,0.0009178799285577169
HKK26_RS00080,-0.004613043513483556,-0.009519948518450531,0.023729594999832924,0.007896518208068687,0.013453607804592628,0.04006226451313326,-0.0003487899941692377,-0.002660964937059376,0.013686169766012531,-0.015779782685296995
HKK26_RS00085,-0.021840187845797457,0.01775048966032968,-0.01295929884011864,0.00530113777212583,-0.043331152764897435,0.027478989096050014,-0.03202532720618793,-0.016910822510390933,0.024004077290184708,-0.017367559266953513
HKK26_RS00090,-0.010249652182078992,-0.011747094962659927,0.021128788999953966,-0.0020754524579714422,0.016892822856435757,0.02243208688481048,-0.006718125993124272,0.015915583011006495,0.020851995995376252,-0.015174088329144854
HKK26_RS00095,0.0018441145441625056,-0.023219022243736783,0.007043964154408382,-0.009138535908228594,0.024041774868201984,0.04044827866024235,0.0015579668820541262,0.014277750059179927,0.013931455977771703,-0.01728441531130024
HKK26_RS00100,0.01627350680979923,-0.010013806272892922,-0.011146531787367712,-0.011348791842736856,0.01890641429255842,0.033318951858350355,0.0024510508666501407,0.02607946064258006,0.002256835649881545,-0.014512705425118773
HKK26_RS00105,0.0090704912503262,-0.0029270876214527943,-0.0042133966894900505,-0.004072648923998776,0.016353731587175343,0.02207675861980256,0.006614610120497835,0.0022689431110098583,0.023096218432161586,-0.011294765308766845
HKK26_RS00110,-0.01975431209122254,0.0016738977054111738,0.0064500238200766715,-0.018608906939106686,0.003991059302873732,0.03699247625642255,0.011804790865010996,-0.0009842515002709195,0.009864578275847165,0.0016811626385864018
HKK26_RS00115,-0.024387640699548654,-0.0014657736842576099,-0.005243016056142793,-0.023108539629061613,0.0057101446498089995,0.034272959707903894,-0.005007362218799199,-0.011033338255280882,0.01298075404375744,0.00785435646401194
HKK26_RS00120,0.03478374123072968,-0.018087034762498545,-0.004809364539337592,-0.02075997681943023,-0.002943536195892812,0.027575192499396745,0.01636899437021293,0.01196025148095363,0.03129660838555416,-0.001815030988218894
HKK26_RS00125,0.028345378558284087,-0.01762617321217012,0.005628528584469515,-0.015613034299523177,-0.0165334666104945,0.022307895261988335,0.011513097659463116,0.02655245662312489,0.029605401809269526,-0.007048054002821688
HKK26_RS00130,-0.00470975662164023,0.0201519351309045,0.025453041822206604,-0.011720049747024374,0.017193267623406415,0.014063499794772918,-0.016669986264527027,-0.0006975016630878199,0.02098189472333876,0.00015153506311771112
HKK26_RS00135,-0.011386388323486237,-0.013365918889494349,0.013172026015320287,-0.0007625446113057598,0.012981047052098783,0.014670361738262744,-0.003338834907794856,0.012813496465289974,0.02765583705290993,0.005634561621521064
HKK26_RS00140,-0.023360328371743573,-0.015790230718763298,0.04381891473858837,0.0026725129651558304,0.02477928932874536,0.009628809651031267,0.014315059809792006,-0.003512959373849287,0.04279572987463179,0.03040765297832398
HKK26_RS00145,-0.014611496104206187,-0.020713507236662744,0.03636804083425348,0.008370040286486398,0.01608538157330277,0.00463333074799478,-0.004312957254929731,-0.0028884707948987763,0.023229279313684542,0.018387430135374697
HKK26_RS00150,-0.003582407561659702,-0.01813795049199088,0.029464012406833325,0.01012787678996649,0.026380681429189468,0.006482431796870666,0.0005253177488783324,0.01304963555063607,0.008693074059155209,0.03057825464425347
HKK26_RS00155,0.021742190588903035,-0.003993155279338986,0.00888693685621611,-0.030718145704228754,0.006327066843110926,0.005710272064628608,0.017772479638967085,0.039446975021341556,0.04124045245663644,0.01002235840377745
HKK26_RS00160,-0.021242814944513955,-0.03772306743784239,0.053443154885508895,-0.007534196665570947,-0.01589750443156168,0.027344787283024686,0.006994589334778767,0.0069113278098168855,0.06775184799015477,0.029680269605172286
HKK26_RS00165,-0.026423577587955337,-0.051055934921839546,0.019851792564395197,-0.001380151222555019,0.030348139457886756,0.01709941060918206,0.008377594823313546,0.03360057923728674,0.049601548668890875,0.003456661670857867
HKK26_RS00170,-0.0010572883025978471,-0.021208487387563087,0.08443392675953984,-0.014224516661589613,-0.0006254639546452009,0.02699148421853576,0.019287719710986875,0.016091970397011227,0.008098776118665378,-0.022749938239035802
HKK26_RS00175,0.0049600948467353025,-0.03912516875519819,0.03239940007739536,-0.008792453779548778,-0.019757857782790364,0.01566678728974842,0.022655638069782314,0.04000554860152674,0.0028627384632334,-0.021645257669477513
HKK26_RS00180,-4.730036575418132e-05,-0.005692008199763834,0.016334597908021123,-0.013274540171684184,0.004449322695349187,-0.00481299500300833,0.009679034109352704,0.024414083393527526,0.03330415546635204,-0.013256253525254391
HKK26_RS00185,0.0010595018869884417,-0.01210939805416305,0.02024494801902661,-0.005688604710871129,0.010793397549003778,0.018206065574693273,0.0008236524596506073,0.026919996107714027,0.018619288550994775,-0.013999492213699498
HKK26_RS00190,-0.014022352335427613,-0.008619330565634976,0.025106903809354444,0.0010295393852911522,0.01461239851398489,0.0032049767461883026,0.013316320083458741,0.01536174660906851,0.03757474865383318,0.00759057778237217
HKK26_RS00195,-0.003148031864466324,-0.009800104769936854,0.03315531487833964,-0.004921020584114427,0.0030976728893511527,0.018577739507153163,-0.0015584933421563224,-0.006837947337783114,0.04882961135834917,0.0031634338063397183
HKK26_RS00200,-0.017307402372739127,-0.03638773587476303,0.031801140365157604,-0.0038520234663487513,-0.0033802919687419743,0.01209125133617953,0.0196815119343867,0.0035466461519752853,0.027701600254760147,0.017069074954124117
HKK26_RS00205,-0.014965310226759072,-0.011082499384888778,0.04536403459359719,-0.00753299240449142,0.016991701820639523,0.026578061090719824,0.030909572099140713,0.005782874972804072,0.020715328638193666,-0.011175054549508935
HKK26_RS00210,-0.007415611938508089,-0.00880509347817241,0.03372649375067895,-0.0051704447557218225,0.0026781087724492988,0.023206320318918422,0.02152588127642507,0.00025645260043711816,0.019150698839537194,-0.00284726818310149
