Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
HKK26_RS00005,0.02656006069134961,-0.013357233288989509,4.88531249539366e-05,-0.01130217730401629,-0.019709250897948012,-0.021943748301623572,0.004412091342231979,-0.008259748617302142,-0.020147259365248468,-0.0594549856877505,0.024636561667550377,0.004217260539764885,0.019184814684025445,0.021532116613465734,-0.0028898894371100605,-0.016751958486835434,-0.0011251931139925123,0.0789183224171576,-0.04281361650036909,0.004291066992061118,0.06770674125473482,0.03358927877871316,0.013394831880968704,0.00022419873175375318,0.021459206547472555,0.00020679003617060752,0.016351722192801992,-0.018964785560083495,0.019163604265750752,0.020474405352105412,-0.007363061700928809,0.028073949010244355,-0.016100122518787487,0.006088120338640494,-0.0020902152720374133,0.000969326198390046,0.016520951670877276,0.0006853718050636774,-0.008493013829342137,0.0021889713437113502,0.05344443757114355,-0.00033918029555769975,-0.01835321785164898,0.010422433632912355,0.005419079979990027,-0.03336437464989505,-0.016248048033041848,0.011112760777519689,-0.005361429115514236,0.02378462508251502,0.015732038883809984,0.0036579816124311434,0.021373784002238484,0.024154290119747495,-0.015481916098750291
HKK26_RS00010,-0.023817604511974393,-0.019278091406436722,-0.0025420234762196592,0.010584566712367745,-0.03233606212612151,0.012565188163000058,-0.001575630318807502,-0.0007107564939408074,-0.011305120472441975,-0.020828372019565312,-0.003064735501102257,0.013132134497877354,-0.001650797179033364,0.026732261336610722,-0.009874433534869368,-0.006781089659349308,0.16618968129129263,0.0018865692561529062,-0.03231390746176098,-0.0449159949691807,0.005404168207623892,-0.005301321974882206,0.007476626197123994,0.011262986613866337,-0.004206060783562481,-0.042305992743283005,-0.023892662930460502,-0.0011471966403401338,-0.003295832058180382,0.017990385441779527,-0.03735834105344247,-0.004400280595691069,-0.009322900136530903,0.04468709283239783,-0.022958883370147704,-0.029027060647239627,-0.011782621279701772,-0.014065436871540628,-0.00988255125133868,0.010916080069353648,0.013404063287761385,-0.02473514957295435,-0.019771443785215823,0.009125240719177816,0.03182587504405587,0.00450332603183426,0.004869727599679207,0.0012788888735785263,0.009259391243388088,0.018614090638767494,0.003998941755175893,-0.00037599185893572213,0.008527821193461065,-0.002335750712251604,-0.0022223160320484457
HKK26_RS00015,-0.04729087592950517,-0.0026489926451084863,0.010332791866940416,0.01042914085123703,-0.0031054851770764,-0.004361297588542024,0.008023881910527966,-0.02371937434767216,-0.01568647751915847,-0.003918852423211593,0.019480719910669145,-0.0014520415035676807,0.014962116441752507,0.009531996231114948,-0.023455321189051023,-0.004978974405093732,-0.004114311456622421,-4.195901600827611e-05,0.015854334431024575,-0.003207961376048278,0.0037997686835487764,-0.0006530262951273416,-0.013865484431105593,-0.013711459277301134,-0.009961028036577675,-0.0038026793820357453,-0.0005794220331703486,0.0023163232507128905,0.0076728566416672285,-0.001938275057532616,-0.03450514868185921,0.0103231428353727,-0.0075993833867234635,0.012696958916712651,-0.01187782705115804,0.01913953205590842,-0.0028505275471990906,-0.02451931523655926,0.0029270364183442755,0.0034985371004978604,-0.024455095976473665,0.06618940010028102,-0.007817315022434762,0.07454139082632705,0.017319856753267953,0.013739000801394619,0.010887221474164101,-0.011745629293516698,0.0032585315656065254,0.003140460035405679,-0.028535664128729238,-6.507534796548119e-05,0.03985651440816943,0.010033117877748216,0.01750048190399579
HKK26_RS00020,-0.011152153855712403,0.016500232072671293,0.009394313058821376,0.022144508919870888,-0.003074120588041206,-0.01738287334835285,-0.009846744866782761,-0.01605498077990799,-0.028157174007701024,-0.002248612300969935,-0.004519874038882149,0.012539624843370954,0.018678397274311687,-0.000301552559592031,0.006605433603422916,-0.007854631958817972,0.01828294429396761,0.011812019734311651,-0.0024491209154809237,0.0018203954780133748,0.009316100378368233,-0.001639657423054228,0.013581418918033453,-0.011545721507539622,-0.009165238989413294,0.007347399564251912,0.007332869972087854,-0.00993189753480626,-0.015080192065745943,-0.018865519309760874,-0.005595881584941784,-0.006135964630021525,0.006209631269306821,0.0025792852136108354,0.00048048231829465985,0.014660449773035447,-0.03308484535005108,-0.013119476457048829,0.0024226395343662733,0.002246633395803527,0.009239484182963408,-0.021682933373783672,-0.011041685676359568,0.07278428994028058,0.0010238410584300715,-0.009886839127469628,0.004263418432448097,-0.015216720330018713,-0.0059491176160355146,-0.03985565708340512,-0.033951014594070295,0.00929986526957537,0.02643789814937055,0.023723412917979195,-0.015284633454243123
HKK26_RS00025,0.0032162371232504205,-0.008776870441880323,0.003376548100669087,0.0041972414382973056,-0.0035081715790583417,-0.00823274579209456,0.04244273844612052,0.008380435117568665,-0.05087801975256599,-0.004589520423293111,0.008777172351043673,0.02155577368923848,-0.008654024232890939,-0.01406000091859575,0.006542432178692833,0.004350084038356279,-0.0016316031006435177,0.029074360642360558,-0.03333806071020413,0.013477865128361884,-0.043498747764613474,0.0017752563291115445,-0.006707716230835853,-0.025004196677027846,-0.020772355017640135,0.01375533270566265,-0.013102702606708998,-0.024752629811597898,0.006508203194170571,-0.006614851192220529,0.04768353610961274,-0.011315002374873435,0.02108231028326908,0.06118362993395572,-0.007956300858256288,-0.02160148302844342,-0.005297076271099444,0.00033568482706238927,-0.004345475527221941,0.027836043863899197,0.01267619509608489,0.004229310501233848,-0.026062405420288086,0.006329860543762322,0.0063476885642325875,0.043950606776416476,-0.004239666132981956,0.04378825987595693,0.031929559805072116,-0.04905610388883676,-0.025663869526968554,0.014395919541002571,-0.014949706702115905,-0.048999060432976124,0.02901836070446993
HKK26_RS00030,-0.019506248345214732,0.021990209194608035,-0.022092116058827275,0.003494023898563725,-0.00913256507920302,0.0019069804182218764,-0.01691369082059817,0.00987257778752538,0.02923371514568213,-0.011930769713121389,-0.026181070608326508,-0.03320240663272363,0.0009149419462095513,-0.012155853555084155,0.016911065601249012,0.010079829299115307,-0.022696698101408005,-0.009346013284692178,0.0056934360157979745,0.003156184724428953,0.010122767658986403,0.012056936406484461,0.013471786957187594,-0.013878531235637646,0.002542258817694945,-0.005907387624695606,-0.029951044735065827,0.0035564764112145336,0.026090311498974256,0.013689616040726842,0.004455810943346496,0.02435773403721762,-0.006862032923419205,-0.012905457300766072,0.010046421614771659,-0.033980123296376674,0.02325758469965684,-0.020325514697540875,0.00026229605525735275,0.02376760226991835,0.0070782872717472,-0.011261289356522389,0.03674640521435786,0.02482781465610572,0.01411926210458686,0.0022459763095726564,-0.010671903360752811,-0.005422152184501707,0.028383035281264787,-0.0031489810155846763,0.009815153216636103,0.021018816548125378,0.018783676798236275,-0.018593707670855074,0.02790617008811839
HKK26_RS00035,0.0010937795038297412,0.015500713267943821,0.011783794340390627,0.005641429057985302,0.003291024780580063,-0.006313493884168531,0.011996619976958264,-0.03232625340412155,0.012917968817380747,-0.0005619525537404313,-0.009401084820495686,-0.04184460261896791,0.015818188876451506,-0.006625957417315539,0.029400451685897663,0.013586266230164705,0.005029927002583262,0.1171851365829795,-0.0028571714819061065,0.004190614972328607,-0.008867319392687348,0.012576859800247357,-0.04908203303393511,-0.014141464795618657,0.004666079754586669,-0.016343234510625197,0.0015086871559339679,-0.0023249293648360645,0.024857541816261545,0.027710779341263616,-0.028313905307169197,-0.008061354835995894,-0.0251164752470326,0.012803585812346148,-0.008852915467177319,0.014261352277506833,0.01337042491625217,-0.02932323641092982,0.0066229985183291,-0.016702795757765326,0.019119234637880768,0.00516564455602318,0.002664279464847741,0.01034966378849868,0.035998239710962145,0.09148102171802548,0.02065194248840672,-0.030333539300281178,-0.008666166277523292,-0.011526421709743861,0.021589402872013722,0.011156721218180678,0.027542462671942047,-0.011704025120295404,0.02056971599488902
HKK26_RS00040,-0.020922324597681615,-0.01227631269812829,-0.015591738043290051,0.009101844284343132,0.007266472674369622,0.013700875185246986,-0.012158046448059274,0.0015747527688324675,-0.02481154509429473,0.0045670288266261355,0.007827166708833643,0.009100759774382579,-0.0035648537593895575,0.007532163545902414,-0.008405940995916173,-0.0064917979862495504,-0.0048773768616489225,-0.0004416512849137728,-0.03971721678975702,-0.0030044398724754493,0.021540291294131885,-0.006191579548675693,0.002693969853801853,-0.00033377367044532403,0.002774102033284268,0.011285642533394695,0.02492756616473408,-0.0036816524510268267,0.008274277161212581,0.008942325034339435,0.00885140554298129,0.017703636108171963,0.028551953331685042,-0.0016623468933430264,0.0007444465324354451,-0.003898294744243438,-0.0027535000887762982,-0.00568405458207207,0.0016200267531004738,-0.019629980961793768,-0.008821582811229219,-0.01263943958656951,0.0026208830191832414,-0.0060991145718036,0.035477129262224336,-0.016888043947233998,-0.036188316162419173,0.013483200844284175,0.032279211514339975,0.01454189823646155,-0.020468737976117063,0.0547207133210264,0.0006993996493048996,0.006748972519320055,-0.015194867978478063
HKK26_RS00045,-0.020327434454926466,-4.874442281495081e-05,0.019738441189403887,-0.0020667529674416128,0.020541065547873175,0.002412238965619,0.5940125841701704,0.0005991122326709463,0.021172703109986785,-0.012474426926273475,0.02113695548496976,-0.02056424541490795,-0.027111084260984394,-0.0017477054209747596,-0.00042298806816263077,-0.004673978212487847,-0.005044221059920256,0.057014837876637366,0.055547214926575474,-0.012691333667344422,0.0034034952434959433,0.014220811510763593,-0.016556089912183557,-0.004618360159428043,0.0029226629942677063,-0.00859900986328735,-0.009508757676437878,-0.023401978630431794,0.007379923531468074,0.015381943462624083,-0.057508905016975725,0.001990190257381452,-0.0007512249814392669,-0.021149762403165663,0.005149777668098351,0.0013140528764983637,0.00498594285646414,0.00038420876773789954,-0.004175744542309839,0.04075398369844633,-0.0064848926595238495,-0.012844568221240568,-0.046352830308729755,-0.005072931937557112,0.006980850079811144,-0.014539622891579366,-0.0046804221475264945,0.025532563461190847,0.015412395237897019,0.008116530963707978,0.005249228035127542,-0.011852260169761961,0.010161889954842686,0.0042602999256859935,-0.0051327167714429215
HKK26_RS00050,0.02869881204090206,-0.01975924860214517,0.018961416182221545,0.005557335596353968,0.008572498761498702,0.011059386477284586,0.0529783903683659,-0.03704248090801217,-0.02405153690449933,-0.02494098557164297,0.010782902772459007,-0.011236296285629253,0.06033795497738399,-0.002754497899211858,-0.004636614124157602,-0.026235108978276904,-0.005862867689757835,-0.0018177194028268914,0.022011341237355174,0.025343465605545845,-0.00940654152323725,-0.01853982918630507,-0.015605883978130642,-0.020466657985522874,-0.0107000341633577,-0.03967878266562501,-0.005997184609099593,-0.0009244478917386996,0.010020946484427633,0.008782487761390336,-0.014436814744616843,-0.009073812419260837,0.033349435105817775,-0.0011344665941429187,-0.03148613571983405,-0.04052635528769146,-0.02282974888785557,0.008651884162779856,-0.000802437859068485,-0.0002904546988645793,-0.006796028728024662,0.03587821526618983,-0.00461662788327114,0.0010620900351470033,0.019168339659014596,0.0036961025677365623,0.007879506702041865,-0.05194931261624034,-0.012944784516978962,0.011299039423003848,-0.02630419943142009,0.007872105788674737,0.031305579926335134,0.007753880780289694,-0.0338286992676568
HKK26_RS00055,-0.006061157799952065,0.021120165266385823,0.0034295532055538,0.0056002361932015994,0.001468981845062938,-0.028890070997950375,-0.03770687117827317,-0.007191070003523167,0.010128879242714326,-0.0015348210316264614,-0.018680250326927886,-0.022478480073584838,-0.019703493382540495,-0.022324547675160445,0.00033730370216454087,0.0004895968098269014,-0.018575895620814676,-0.002214751932052313,0.0032309353357562695,-0.0033031634373217097,0.005933805140557737,0.021258219488994465,0.0009919774253901595,-0.0019273566713986859,-0.021754266961147843,-0.03286471255666123,-0.0631812602765468,-0.018317127435965863,-0.008039491969391212,0.018794703522938307,-0.007476141278346724,-0.007393484446928813,0.03512429550211729,-0.010689636937502476,0.0312960519886855,-0.017713837597927565,-0.012758820015516356,0.010566941349138619,0.012926217544943892,0.00016299250739438938,-0.01751142433418825,-0.001573852779045398,-0.018880925426564797,0.011547895636273172,-0.006264810033106674,0.005895173843523094,-0.035159438909600896,0.015122671448522767,0.02279525947799675,-0.005209729559876554,0.03020889457210524,0.009709314715875165,-0.01576519796904178,-0.0411656939959543,-0.0056851520458429325
HKK26_RS00060,-0.027846781818518306,-0.015212652075615278,0.022757218744403646,0.0008322413334278726,0.03193558126000812,-0.0013008131391387145,-0.02023654070783361,-0.040504992775571624,-0.005259502510739186,-0.017379348562830976,-0.013085121437768665,-0.06133821451884712,-0.013776099607510743,0.00708463659260488,-0.020581328468295846,-0.007838949227517555,-0.024376591174510315,-0.003459033857754259,-0.039336178905914294,0.0006985866492537533,0.004213287866632141,0.04474043459596937,-0.0027879304301093276,-0.019380376865050196,0.00625173795710495,-0.0006907689687924915,-0.028182662116191,-0.01753242237339509,0.0018310690776060018,0.027857083993002636,-0.017768763341197424,0.058388396670529585,-0.000268596506679768,0.0070448867718374475,-0.01751590801942078,0.0009287826051845246,-0.0034557230713280268,-0.004872132882431632,0.015088189449844424,0.010836427761473715,-0.013558946880065098,0.033526120382054485,0.01753706704265043,-0.0020179714024320247,0.012365269396374808,-0.02876050720427411,-0.0008780378313587456,0.009940723939270799,0.007405939315677371,0.0009679056450598285,0.0032306152754699342,-0.0040914557325563115,0.002906208377803116,-0.00874061794581899,0.022868934596542167
HKK26_RS00065,0.004811599883128993,0.011715213639578753,-0.06739660725617087,0.022928511034227023,-0.01359103202891333,0.0040726739738798185,0.008688519050460817,0.006787244817461739,0.023187221379152103,0.005509920099745928,0.028601412302640763,0.0034173983076818872,-0.004274264392665366,0.0013751682145026044,0.0032860986629731936,0.007073413745578814,0.003762751105348525,-0.02681637771873981,-0.03408663003119496,-0.0010571647646180542,0.016871993771970708,-0.0026920951101295585,-0.012686897152395925,-0.047754934278033276,0.0047529038943326845,0.03688997901968639,0.0014765813762356583,-0.019631524527378832,0.0033911528763164033,0.01744495753563995,0.011192749615899946,0.050963818516089894,0.4535350170285012,-0.005134179985298625,-0.02293800347107973,-0.003162244788219553,0.08756518077430699,-0.0026605693746712877,-0.02404195793316496,0.013142755969615246,0.006620435827382776,0.029411169260394485,0.0036078584471176196,0.011373118052574096,0.017325577956605196,-0.0027484258438903023,0.03717347314201385,0.019698986807172258,-0.01252699802602738,0.004041980239830281,0.019269733753184515,-0.03949975943084801,0.02338936882874891,-0.01811318247223167,-0.01384179618028671
HKK26_RS00070,0.01903269170599985,0.0015740174692794936,-0.025457170166169888,0.0015374914671932621,-0.00012522092016582957,-0.0018227058644022572,0.007959872241846935,-0.015230077174160805,-0.007179193578240023,-0.005671440499021709,-0.00014680601986373246,-0.024701009541673313,0.019283728485650835,-0.012153781164601253,-0.00379655781473957,-0.011696510807744637,0.002265444627983937,0.004324661167244104,0.005740806968604283,-0.0027417371358598435,-0.005296248128052727,0.022403267430978948,0.007060342568002292,-0.011351271838587777,0.027291460981222114,0.011270545567985076,-0.001531006379696761,0.008277225464423846,0.0014277877260579904,0.009162373801842684,-0.013583343435057404,0.04374572903335725,0.2661719036574961,-0.01380606697707867,0.002855773321132799,-0.01696525215661504,0.05942754887269977,0.007856592044587099,0.0015659976348766061,-0.005894212682813319,-0.007177639199876063,-0.01187119040981943,0.0015969256537115915,0.0004272853070799796,0.02175058208638049,0.06997215204991326,-0.008188136424233635,-0.0010389458891277412,0.01304209885389788,0.016039654836025898,-0.009792408536547812,-0.01116149463577538,0.029036741531961046,-0.007649985127508054,0.0031990501697232825
