Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
HKK26_RS00005,0.07097229294097256,0.019146703506873003,0.07155041236776272,-0.0247296458379924,0.01746632020798101,-0.00788890652612841,0.0024893434661971622,0.011529708893556662,0.002722610596035235,0.014189939407807845,-0.02098826550391597,-0.015295293131105434,-0.03566419631809521,0.023944757577876175,0.014158451976558777,-0.019319413024960593,-0.027223550432308036,0.016041774852426048,0.004437937113493316,0.01673944616466335,0.005681077421619691,0.010040540574097017,0.006623543933403266,-0.03781342574287889,-0.01041531733747016,-0.014274383552830078,-0.0029534704870837055,-0.013643340316403827,0.02415291078559172,0.034747584642049696,-0.05115594643169717,0.014078904644573263,0.0162950790954267,0.02859352349979694
HKK26_RS00010,0.002281161419451022,-0.013443751691559118,-0.0015746095561175724,-0.008193186913670504,0.015219208278102542,0.005725971044194929,-0.027808980555618784,0.00119577653097699,-0.02804789293034698,-0.021754434684987372,-0.0030373238559530855,0.005379805358473556,-0.013591083617201826,0.00638477041417625,-0.0004221342699277206,-0.015156363282614,0.0013176756427838018,0.02286070387598707,0.01402768783722568,-7.611705460626446e-05,-0.011569373718584465,0.11633196359166305,-0.010258793257792484,-0.0335038541467739,0.0005502883196714816,0.028246409214964165,0.04984637766266904,-0.022538066388734693,0.034271837489638704,0.004526282655946596,-0.003254349464921068,0.0017106898077182508,0.07467728793313469,-0.012803289490869256
HKK26_RS00015,0.0012755269622323328,0.0118984428960559,0.00891594444433726,-0.0012005921252605867,-0.003227082798423249,0.006199270161127651,0.011362701268473078,-0.0018586660486992455,0.02004821336420369,-0.00983564405494429,0.0019170153828725674,0.02809583821329199,0.008939742963959618,0.04246062027619858,-0.022796147094058986,-0.023553914437650727,-0.0010890229582274093,0.018189626844137607,-0.03228262159709217,0.011597043846684578,-0.05284775138250302,0.03838555884950087,0.018400568698057108,-0.004089520780232171,0.04268859196037155,0.01856550362971227,0.02065344915458179,-0.028090264795715254,0.012336873652831643,0.0146048652072921,0.008050746479207546,-0.04054310961200249,-0.017722668515847115,-0.027586014954481076
HKK26_RS00020,0.014795976563394729,0.027235510863657827,0.006929238877669478,-0.032606074985755025,-0.012894748215240472,-0.009772721912158677,0.004535578766199449,-0.025250803313150206,-0.0022171512740388356,-0.0019910783982924896,-0.041051930006429115,-0.0009681888746947035,-0.003643771955833914,-0.006585775256138225,-0.0403838515700863,-0.017342221311678393,0.03478646690764038,-0.014992624649766376,0.0010994005339469998,0.011982652565137107,-0.03338003054059686,0.04290665081905543,0.016045288204778275,0.008567450735074325,-0.01254911461706417,0.0717214531689059,0.03987878547018998,0.005645226041065573,0.04302475916827413,-0.019912008569270914,0.013379124274620383,0.0006283404992704415,-0.023629266983801505,-0.006449689513674323
HKK26_RS00025,0.03839842113248434,-0.022042805716890865,0.03312625233652242,0.04995522021376135,0.003573968352890565,-0.00346041012810096,0.02927583530452861,0.0030659319288299067,0.007702690362470784,-0.021028989571745652,-0.026664878009952545,-0.01712842359224675,-0.003726024189232595,-0.00272562511419241,-0.0008910728124210764,-0.00010399671629586865,-0.016133435452018532,0.004820615438823738,-0.014736560219270178,-0.02308622326882067,-0.02508690753657199,0.0007923762865071623,0.03846169465954641,-0.017369455075371434,0.021187207661518298,0.06993616410067775,0.031034148209789676,-0.023410344318213053,0.004476914905750471,-0.008924744475137905,0.01760914301492176,-0.0014307787424940534,0.01888338007607248,-0.04315694644796641
HKK26_RS00030,-0.0009298364312438712,-0.03085708925704379,-0.007225229046511889,0.0020491258418348264,0.010021230529719595,0.04772638215470523,0.008322102132163212,0.0129768047575304,0.03156162997720223,-0.019993810030315782,-0.029331755747365486,-0.014187555762437494,-0.016367447752105108,0.022151864254267416,0.0022424853516662306,-0.0017152073679393548,0.003966028258830584,0.01862699659039653,-0.01763945849670763,0.009038057952522716,-0.021253402274169962,0.007083399040304176,0.009894258642378672,0.007439192682813091,0.011184887838400359,0.006796962672691076,0.024344769270997314,-0.013342316134210743,-0.005669961993070089,0.028180746959482972,0.03597102206684714,-0.01374522645370598,-0.02687129373876734,-0.007522317708673596
HKK26_RS00035,-0.006197744080088695,0.009141523966463089,0.10719505840277907,0.0844262420464972,0.020992111410385563,0.012208750407600645,0.01448887749671399,0.002853946723245752,-0.011877799779735437,-0.008996929566271732,0.011256880308984628,-0.025215923073600658,-0.004499706672355244,0.005247036040146722,-0.01135795177180831,-0.01587984446770029,0.022928192299910714,0.02584626580503941,-0.004690958173286435,0.012369227149980025,-0.008287656725044704,-0.02594404896800143,0.03330470937147925,-0.00025487274013164245,-0.001036806257359702,0.02410785817281139,0.026147242318992656,0.0027834228905425917,-0.008304398141669918,0.028936718366522785,0.031591162793198374,0.015026914670285062,-0.004731915226562297,0.031866326480520214
HKK26_RS00040,0.003617826218181362,-0.030613034317756502,0.012886161753307743,-0.00959247023465119,-0.00492648338344833,0.00015222223538860906,0.023498938831912654,0.029498625702190213,-0.006152960669290644,-0.008700159565776345,0.010897732718184212,-0.005592250955122512,-0.0032167525277387475,-0.002642973855582119,0.0016985257013127691,-0.01655754714677172,-0.017882869930595433,-0.022219455546205268,-0.012854718637669033,0.00890969682935799,-0.01479043948686685,0.0013790104822182427,-0.010551053852706554,-0.064226870926353,0.006340588554244182,3.784504344561044e-05,-0.021606073747032398,-0.004151432733746154,0.02632490663130816,0.004525271144088,0.043793719534266584,-0.012757848587273735,0.018367586536414182,-0.03924684816197774
HKK26_RS00045,0.04207046007941444,-0.004347421262627948,0.07341373634233421,0.022568322898755464,0.0038047006324101306,0.02551729778167677,-0.0003322800291276829,-0.02194458425712161,0.0011703715355876137,-0.01922633345729118,0.07114915932885592,0.013700957691536477,-0.0405663884956006,0.017825029624114825,0.012212290312375076,-0.028480399967369997,-0.0084347517954216,-0.02651578780567391,0.008227563833868414,-0.022991871045237658,-0.012388426873397666,0.002680438176508252,0.04217430034443948,0.01761952485603822,-0.018734509385498116,-0.011690503642534404,0.003201154115946447,-0.011086794362534968,0.013438502861288247,-0.005751132732435079,0.05613868364511924,-0.01794636441337109,-0.04221142595106215,0.013848989338828456
HKK26_RS00050,0.01808554062595454,-0.010679507355664664,-0.003927130990620638,-0.010698486590777516,0.02849857255492335,-0.003714540904498385,0.023754525726871534,-0.027411993935408375,-0.02354859668948225,-0.002787952313411589,0.006619063102246899,0.015151871817438734,-0.01330922612940031,0.0015608417266575365,-0.026638750306070134,-0.01842116693459154,0.013742783233376821,-0.0123745080428909,-0.0014970730273427988,0.028119223420835664,-0.0016658557492138586,-0.0047755359626921665,-0.0069977357800377294,-0.016232818894961542,-0.003652211896564222,0.008678989437942241,-0.00178455751949134,-0.005890843463609166,0.009062170529772815,-0.010021106358971441,0.023752316656340713,-0.007962222463222058,3.7563678454820705e-05,-0.00671899745944252
HKK26_RS00055,-0.002376609595909104,0.007701000519033102,0.02767637780882507,0.024887899793015377,0.02209510900052541,0.02913806691753627,0.0007027648864268107,-0.02809251293702057,0.03470990265239741,-0.007050079853679194,-0.039584814512672345,-0.0194013473355819,-0.016695286705367983,-0.00290345847124764,-0.00887300321390108,-0.010132554217635356,-8.441182241191747e-05,0.004741678471121336,-0.0028362599605134824,-0.001591519517697123,0.01080767174499028,0.00960756557506972,-0.006366745748857375,0.03495717665988207,-0.0025126674066509604,-0.0016583637895227765,0.012510748802456688,0.007471431512174521,0.017639192742496333,0.0005288828434403074,0.015308319059916607,-0.03182172086268509,0.009316933892710402,-0.0021068649807343804
HKK26_RS00060,0.00472903314992729,0.0012291881080814886,0.0071802641055727446,-0.008439658676388987,0.008993050492769097,0.022164735684455702,-0.015145046923119241,-0.020538419105567376,0.005563547394774428,-0.010434264084452577,0.030321542505653904,0.006220754178976029,-0.00512700155492948,-0.006255876641237523,-0.03713278073685077,-0.023031051248151857,-0.023258543115147683,0.011538951039058946,-0.021109312029366535,-0.001019461892516331,0.01190096990611478,0.03582382292718668,0.01607435605696161,-0.00878111449948024,-0.0022258447610911188,0.03875692901566908,0.014747152434600706,-0.009583484151750974,0.028589092812845864,0.006678815281170915,-0.018282454341319965,-0.011067454323359314,0.0006072871328317129,0.02303705209218958
