Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
HKK26_RS00055,0.0041959205898216105,-0.0070252640125458765,-0.02716514927986543,0.004777996732783383,-0.06569688716211536,-0.004685234080164717,-0.014152336399897247,0.02992984857912672,0.018768226933842076,0.002360948494351716,0.033324919757848875,-0.0082984871931941,-0.021911194990233435,0.005997630211296329,-0.00520715428371733,0.005492964297899519,-0.008904308584746754,-0.0024952769351097594,-0.006190881825023687,0.0064922837276965495,-0.03473518817425156,-0.03313202963495798,0.05439182592582385,-0.0020983870004027834,-0.024213529383531825,-0.0032585805369785745,0.01848974081257547,0.020801096337782377,0.0029227778223966305,-0.04492966868215362,0.0006928895210741404,0.004148517464179311,0.006946970092841092,0.019910534029163544,-0.011284677595793609,-0.002701550054914427,0.021061312740880394,0.02425837511250866,0.003020346231708949,2.6619386642667644e-05,-0.02189302904608104,-0.04651833380344255,0.005918318353745176,-0.004345136064990865,0.021073266776272036,-0.011677437216249639,-0.03884213053168837,-0.01843889874130344,-0.01731515784391966
HKK26_RS00060,0.016455595429318088,0.026632308382728564,-0.005536335408594537,0.004942131416145847,-0.017515273813161817,0.00986474889104619,0.007490453495523876,-0.018690340990330814,0.016480051986772,0.027444008031375144,-0.022925750240080464,0.002040508395902416,-0.009905976222369474,-0.0002604803063159775,-0.04171911890250636,-0.021827173703758654,0.0001505275482379557,0.0024637186455766778,0.002742366302946354,0.0503916988545276,-0.014991852998336492,0.022580404866522966,0.002284372218423129,0.0070609413034980984,0.005477067794737646,-0.008584897175744078,-0.00993645553517602,-0.014048032459730955,-0.013808784086760263,-0.012294975379716973,0.011196888986044377,0.0635370510597814,-0.0019058672536254979,0.0003203454547655547,-0.010076297166014556,-0.01427084209234617,-0.005285619752716438,0.02739571523799365,-0.006966381097191026,0.017067699774128857,-0.005771231459399623,-0.0482454307572427,0.016539284829834328,-0.0903115622938827,-0.027708879052783776,0.02120936360262236,-0.030088963094210438,0.03110434460761784,-0.07777632865508424
HKK26_RS00065,0.01940729122425979,-0.047210672055914935,-0.007888754541002872,0.0013315088413786368,-0.017332094461213754,0.017183206180791104,-0.03832488912672767,0.016093086324131117,0.0018117287788622027,0.007195075540596308,-0.010858702997783047,0.011650848392591081,0.02866745225335254,-0.04003910417715827,-0.005416568295611691,0.012507933600871912,0.014539130809320653,-0.014305847207676468,-0.05965168036369515,-0.012474301884329604,0.010348556282932004,0.006978683567680094,0.012048125663918028,0.0256005391468242,0.02713241863546105,0.004266265043164759,-0.022980786711199824,0.015030098686990005,-0.0035086120499808744,-0.0006213315646027757,-0.003924195229291259,0.10822188094013241,0.01752989958055344,0.4068297250802722,-0.002698658136217701,-0.002742291783630506,0.013847471793004393,0.026377739962049743,0.007909430169732801,-0.02857749198636974,0.011841425243808415,0.012910106582815986,-0.004772877743705407,0.015295378345540869,-0.010605045201765832,-0.005322652327966861,-0.02280386425614908,0.0074662690605366705,0.00924739092283932
HKK26_RS00070,-0.0011733553902007067,-0.025593577169141634,0.007595190174830354,0.011913435937512113,0.01495528419333201,-0.006232393530465572,-0.004100616492299361,0.007604455758197258,0.024469629532133354,-0.015744536003329354,0.004406798603347319,0.01715899827546682,0.0065183668341174715,-5.191637071544356e-05,0.020597793912171806,0.0011225640167734667,-0.009192966774970774,-0.004833934800060963,-0.017965489839613387,0.028272971534792253,0.02875797411182447,0.0024380901770749623,-0.002761965162873083,0.003572825860143175,0.015112588024119222,0.004443712575161639,-0.008331041309926806,0.00783863208308598,-3.4038195343040675e-05,-0.0053206357961004536,-0.03152022474453619,0.06857824555208573,0.00843359850463246,0.2560499117432715,-0.015729610741076323,-0.009989564995337126,-0.002653882675199941,0.016037571351752888,0.0753144729466223,0.0016726319129467657,-0.0015683914293471261,0.007920776830208014,0.005081774521610835,-0.007686496536171312,0.001838176281781746,-0.023832265619977776,-0.0036017983243560666,0.0029884555416205896,0.004008173231781263
HKK26_RS00075,-0.0029302267005814012,0.005223586647234258,-0.00557901091844481,0.0008756440583548197,-0.004857706252561021,-0.018023553501388862,0.02248753914096829,0.0003744192076863399,0.004583876322472975,-0.01192655529231178,-0.0011009428282263403,-0.01213124618562941,-0.0038958421489186435,-0.013546285700158795,-0.004055933141941161,-0.0032934575971333754,-0.027413813390197488,-0.002370646276376723,-0.007053240160468432,0.007322280952462247,-0.011921745749315671,-0.0026906395124300245,0.00038093525775617046,0.0013027617282376515,0.0320350203680421,0.0018595360329814624,0.005119767312676998,0.010525324102943998,-0.026367876358578613,0.025925416125733052,-0.02480628303049953,0.05383960110439817,0.003456095833265754,0.24727357980782746,0.0034958108544831503,0.001930328214520384,0.004627629767292099,0.007717400137072247,-0.004210094608284029,0.002345944945432965,-0.002697674602449566,0.01644479578941387,0.018524873091752568,-0.004538982259414413,0.006831041456381722,-0.008347054649804935,-0.029410986227893954,0.020841234027053873,-0.012999607887518418
HKK26_RS00080,0.017327964950425125,0.00042011026644901353,-0.0007848908686392413,0.005358510532600225,-0.02349438899387958,-0.003251359171009324,0.020434199410612152,-0.014347494165862245,-0.012729095030862713,0.023095382235084325,0.007316367438438303,0.026557764358045407,-0.002580716072043632,-0.003630141202578195,0.008037752745847242,-0.0019486597204574428,0.0087034590788762,0.021178472301356718,-0.008864686296902128,-0.02422646000349921,-0.005482663365041108,0.007035413307657366,0.004520500472531839,-0.0011268419380656353,-0.04218114576586741,-0.024594120727930303,-0.011985694929261072,-0.017693674567569744,-0.0026902767565834943,-0.014923313053337436,-0.00863969104590764,-0.0007814254828980992,-0.04804939085597275,0.08664823683751909,-0.00531687268286271,0.0098271066111573,0.009736391644276194,0.015681424292018492,0.031089746900129195,-0.028941974474691556,-0.020913627033426006,-1.6820665540211428e-05,-0.003409462589341834,-0.017013531581000402,-0.010772045024900949,0.02090222693202978,0.04308720302143391,-0.03760875623066895,0.043321209195457004
HKK26_RS00085,-0.008470008115141574,-0.027756803521656895,0.006186739527180661,0.012873165204156973,0.01085245937636259,-0.011425130931647449,-0.008560637186804866,0.010964529058509368,0.013590569573248047,0.02103139207725937,0.00155813700429138,0.0362714319706151,0.007855501581544152,0.022618941443289558,0.0042636645753350595,-0.005295433165039965,0.017669199806717002,-0.022236854139053967,0.03014077449265743,-0.024661462298840232,-0.011504471298085388,0.009701098588321494,0.011701698664137845,-0.007140573038372072,-0.006938391597379904,-0.021497789645117577,0.024986096658552448,0.0008145137652451187,-0.00794687627734973,0.03594912714936375,0.040433826006926535,0.004497513469313146,-0.03872259828033639,-0.004143754767931538,-0.003320968324401402,-0.012819988803228221,0.017147887384947196,0.03324822753441337,-0.017591809922002537,0.031027331384449318,0.022751478456079326,0.019406480752299116,-0.0329032641451093,-0.008826411601153602,-0.015087774829989279,0.012503535733276972,-0.004309947383832823,-0.008641030957233176,0.008623461218886064
HKK26_RS00090,0.013090173940228992,-0.017788428330067694,0.0042047465846173455,-0.00729516518128547,-0.0017422840538610098,-0.004261799126641634,0.01442425291174229,-0.007190865321920314,0.01271379951291966,-0.005738601905811126,-0.0053544301956946925,0.030478098367310143,0.013819762553310022,0.007539365727358498,0.006139055619165688,-0.024765252155555764,-0.006990994834955676,0.003652387082293096,0.016499949874616383,-0.00551186371408988,-0.00588586912442868,-0.0010342872882497427,-0.016130666470984996,-0.0014602281784059626,0.00880693471488316,-0.012106885027139112,0.010485230646090478,-0.009265170978486822,-0.0014462252738439805,0.004958001126013591,-0.006283743755897648,0.004514647389520682,-0.003785982745349283,0.021990226412949853,-0.010359012252685236,-0.014283085957300348,-0.007460871738307829,0.021560373118252013,0.004357332094985692,0.005184622804266843,-0.020964222199714732,-0.021067268588725933,-0.0137246027621778,-0.016732977629637668,-0.010767306763798393,-0.003750264669029499,0.01354524851996839,-0.003462471048741891,-0.03240502730105196
HKK26_RS00095,0.04131202577719422,-0.01777885924802011,-0.025236138137218155,-0.0008237336228944797,-0.007325888812327044,-0.008997534443193515,0.01005485463114483,-0.010586694105724331,0.01905596522367405,0.00033368663189634984,0.013346758084112903,0.002062506320483179,0.02026286054271373,0.0037433567110915678,0.04030225272023279,-0.01337987833392202,-0.005717237292468339,0.008713650813472033,0.011349025860771817,0.006441531948554039,0.004731505609525906,-0.012725678125640384,-0.02085046764031353,-0.005840072115758268,0.0008756959716808683,-0.0018447934655807594,-0.006996035565633819,-0.013462666364702563,0.025566261127045853,0.0047692058259735815,0.002318164829400204,0.010430643221225217,0.00031269888261284954,0.027631494751163825,-0.0030980481584361725,-0.0223069818601918,0.004511134384457065,-0.00990051086506814,-0.007438526729862108,-0.02524302322911737,0.01215355231113619,-0.001216230255636873,0.006961549217642274,-0.021493579798054652,0.017012887201927496,0.012038340066812396,0.007539938620866056,-0.0012326513760931247,-0.013417394454215368
HKK26_RS00100,0.020165011882310676,-0.00033157900990039244,-0.0112470872022023,-0.011980349364067031,-0.0075331711921029845,0.004025737802979131,-0.010256201302208534,-0.010898620521029983,0.026630460655890045,-0.006303168843220273,-0.0017997820912873642,0.011885036568599893,0.00847689174344274,-0.005210986680235328,0.032218700494685955,-0.013722152190857461,-0.010033230922080973,0.007543407175632857,0.02169537654592207,-0.01836492101209172,0.010098885846125552,0.007790337251724935,-0.014429668191353011,0.003332747063521362,0.004578546200006746,0.0016473006825440454,0.020100337054948007,-0.029732563288211732,-0.003792441797829217,-0.011197449672234953,0.004233141205272848,-0.011702744517569459,-0.01268927612375579,0.002288448924270899,0.010134879493135233,0.00022863927289234123,-0.0028373015409394876,0.001366830396787577,-0.0021859079791970858,-0.028575368428836165,0.018947103541614264,-0.024198218767818396,0.04180194266160702,0.0027453609954960806,0.011210811322247747,-0.0065063157483000855,0.03361822165148465,-0.0013414823551147525,0.032426992807938766
HKK26_RS00105,0.03100807408647333,0.00950546130630902,-0.005068807556430145,0.0037786347528218273,0.008264886277228873,0.0035667143947807345,0.003419234269215076,-0.012048067145366116,0.0279729809282051,0.0032377079479691535,0.011029855701193303,0.0026458689321392946,0.01903097045190016,-0.00462609493264723,-0.0019018864697980407,-0.002176424300926065,-0.02155740676654271,-0.0020817933326844557,0.007476796211299604,-0.005823188939457279,0.00849352825687503,0.02022765609294876,0.005649722125565731,-0.009462130287529432,-0.02275203499824051,-0.005998425033650506,0.016370177472181332,-0.014580026291235615,-0.004421928190347775,-0.001781378894345195,-0.004248442444466493,0.006339134066243385,0.002407307442404843,0.02442742294525851,-0.008482136473250211,-0.02421996122333608,-0.008557322536018912,-0.005014801272269617,-0.016214425351000983,-0.008240911982616854,-0.009500726009589249,-0.011761136204164286,0.000832697696865752,-0.013818251372566922,-0.02293384749150666,0.0188249989174657,-0.003577541900932102,-0.007523669439266004,0.010145993317422355
HKK26_RS00110,0.025043147124046088,0.007764122673236291,-0.0026754682279224178,-0.012640801281559488,-0.010377146863704854,0.0012175977576848137,0.008137435694968666,-0.013475272403413244,-0.0053663899746728486,0.008210523267711795,0.011267040777097025,0.015098717559106314,-0.0070967951915314464,0.01790311043500864,-0.004670182716222965,0.003425613515394776,0.00395563550472426,-0.00661799877408462,-0.015197012857982375,0.010300930594615128,0.005967913588815179,0.004213359270999209,0.001968991834967386,-0.026666837716045534,-0.007126232639509283,0.0006484421416305373,0.013976266920260312,-0.010450318599516811,0.023121310413646318,0.030905788093912253,0.016717169288601105,0.016550268003178915,-0.005889392796706782,0.042159327855245524,-0.016080439638449996,-0.0363674124432903,0.004702575538256031,0.0094808479526435,-0.004755899285899891,0.0014499366005355984,0.008916281795181037,0.02307143666659866,-0.013410966924640473,0.004083682288765444,0.017036718760624268,0.025809721418368004,-0.009289514132175929,0.0025052206098601718,0.0025065528798133003
HKK26_RS00115,0.005809977960742513,-0.002632549593966739,-0.016629103110302614,-0.009431833932135649,-0.03861234871251933,0.005449262606810004,0.0023922149567447205,-0.015865647527908134,0.028635434359431246,-0.03446301500821982,0.01407340087590409,0.010510234627597667,-0.029316792970064762,0.028094035857319292,-0.020906714656799837,-0.021254841490234284,0.014831382941897113,-0.016537562897736703,0.0055369544110961035,0.013497167036977344,0.005464213927896843,0.005931980856997282,-0.005805707673958616,-0.0162832510784927,-0.004829028955143577,-0.005252397035052014,-0.038945638927147294,0.009393313677382947,0.0457284492990014,-0.004235454019284161,0.014480249411866188,-0.0015164574025458965,-0.006636582599547282,0.033388179092234606,0.008746840598587475,-0.01769025511411844,-0.003436921220255965,-0.0012315159010482144,-0.005887103763341253,0.005399999223985029,-0.03195163225803321,-0.010174710669429456,-0.00829633981307798,0.01643083690901855,0.02242427793056414,0.002558692040579902,0.0038891135627990617,0.0018885745996579189,0.017674773299768652
HKK26_RS00120,-0.0015911626390544486,-0.0012474967218279016,-0.00950364023124612,-0.023323702691811263,-0.0067452146795579995,0.00012195106197449533,-0.015818467632302716,0.0172721279968516,0.005544012546917592,-0.01777374085258549,0.0006019203956254117,0.001410539749527508,0.006998551686166716,-0.004794800433938835,-0.01891586306142325,-0.01586183620978943,0.01156232843278297,-0.009469443958450858,-0.006533474420120449,0.02446385180416541,0.010925391760289465,0.016325251511354513,-0.015390071339623904,0.000113240752053303,0.011806737092196576,0.023505062027225503,0.008641287558902698,0.0019735403688286323,0.019371366503029907,-0.023122298109462272,0.007542805070400625,0.04865799848961233,-0.004978030654969146,0.0009002097882503488,0.002885647512056892,-0.021482107234646403,-0.007167189266430203,0.014594171935125662,-0.022931943345053628,-0.02069157905895129,-0.047940722621534794,-0.0021285970669297554,0.07973506434450763,-0.03527379924167069,0.0023158881867013288,-0.014345326578487185,-0.03938084232095385,0.0016678465314219077,-0.01199937019627757
HKK26_RS00125,0.002993535152635759,-0.0027442767337501617,-0.001360070026208108,0.001047928285629101,-0.0026936788614691704,-0.0422181532223202,0.007425122690381244,0.002958510366304742,-0.0003430732624727343,0.01857937542789534,0.01058839940270316,0.0006601381213657096,-0.00435617724669174,-0.0045020622188666135,-0.0066634115244242,0.013880088731239899,-0.0013343129695317154,0.005005749850388403,-0.014789850775452962,0.03645477696204168,-0.0216713004910603,0.014173992179174047,0.023104362281651428,-0.007437915074018142,-0.01542265000592302,0.024306716395894355,0.00011527600781071064,0.014269068315460718,0.02792199601947601,0.018843316870248195,-0.011326766193061524,0.03450265957386851,-0.016435816011526872,0.049988652558400404,-0.043761082004382786,-0.0009042735686812356,-0.02652978091852172,0.024855344246863028,0.01890207377911868,-0.01581870255800371,-0.07833464010666638,0.010980809984708378,0.05285326731403275,-0.0014244113382978966,-0.004128939700472318,0.011755577488797827,0.029047667575679018,-0.056401855950607045,0.013106428636708899
HKK26_RS00130,0.04106583106565541,-0.021084673233215452,0.013505486983986055,-0.005021300722693832,-0.003515714643340111,-0.01567118179792822,0.048839730801084016,-0.00699092882526524,0.03473794698338646,-0.007129296335387776,-0.04800754615236465,0.0018635517940363555,0.010802402845625399,0.00922428643168814,0.028773858648095053,0.005288449183368123,0.11884159826038533,-0.007243897872893825,-0.0019884897540134224,-0.01218380539548552,0.04118745141957298,-0.03955307492677413,-0.017685623153905213,0.007269021397373697,0.025813278608008153,-0.0023150669055248055,0.0056007488052347764,-0.013431186741669337,0.005973352155820343,0.06123006576809808,-0.03286534715935207,0.023205296835443732,0.021336633276096237,0.005719783099433717,-0.01886712971349429,-0.04338798632305297,-0.006250172525605015,-0.0306537911244741,-0.005306726294340977,0.009908900820360507,0.03232964808594848,0.040287871016728545,0.0166877164009552,0.04031798819295852,0.023262235688735616,0.019153165650887552,-0.014218017304538314,0.01479612274964857,0.02139523294077498
HKK26_RS00135,0.011719004240816499,-0.027056254895753168,0.004141228574845598,-0.011694665358855789,-0.020663042848622668,0.022661632028714636,-0.03519790523655287,0.016003375753997767,0.005670969896210518,-0.002258047758609049,-0.0101205727499236,0.01978352851708882,0.0182363834537281,0.003915906483640142,0.006111574569970002,-0.007109612640388058,0.015006516083035203,0.017351157115740385,-0.006443522902456369,0.007311094018841355,0.005493181172084273,-0.0033995797745885897,0.0035525975712307097,0.0018880343867445867,-0.019506589845207114,0.005911997176341157,0.004082971376827286,0.03809876289030432,0.023984496105610976,0.01877777406162592,-0.004319437005441328,0.007280527807949965,-0.015375876962397346,0.0022684802222145404,0.03414991652627026,-0.010865812156103409,-0.004396108137658247,0.013348510378521505,-0.016565655975513387,-0.015871230817684222,0.01075120842600201,0.0021874960422780666,-0.027830997028749083,-0.015859677974989446,-0.0014217335818867518,-0.00787301207337424,-0.012589937706523833,0.005245045515706539,0.010917415475247265
HKK26_RS00140,-0.006969643452724706,-0.013355283120394976,0.0023925414749565747,-0.01914987669521474,0.010455532783988386,0.03236002526364907,0.020028112444471696,-0.006565368788316781,-0.011549391094183112,-0.021011393920244422,-0.01800251296982243,0.03192437926707249,-0.029072213287672552,0.006542426846760724,-0.0065213576455263956,-0.029547873290806596,-0.0028343010224845177,0.03255823184119304,0.01678436871945148,0.03465103177212989,0.011988302937203675,-0.00852579006758579,-0.006164082990417033,-0.0010952876416593538,-0.04801833701106346,-0.004571171124565725,0.01898262460678703,0.022901549303599254,0.018831759704715,0.014471762752036847,-0.06559082047267845,0.011903217783237038,-0.019995462376419436,0.015733980720142503,0.020387469559468237,-0.0323829621210858,0.0038050507830107486,0.009940695860785805,0.011366803723697591,0.043240904382201864,-0.021915456182163503,0.000543157094338735,-0.02649527296084482,0.026094223238096688,-0.014683510976237386,0.0029193692315773847,0.026927200256060272,-0.034025856392359964,-0.006589027948906143
