Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
HKK26_RS00005,0.05098727599556293,-0.005848085524725739,-0.013793541433760026,0.003412271451730846,0.006656402180353616,-0.012871429752736828,0.032327558594671985,-0.007183545620181338,0.0026757349431575784,-0.0014943894479233044,-0.006728921832520254,0.014334078210540547,0.011305397259622853,0.061953221377915445,0.0317470445764367,0.004540712534513754,-0.01086328195967602,-0.0007259644570653152,0.011898997119078745,-0.02047734925852706,0.010603927692994695,0.027084252869298643,0.0016937457330503023,-0.00900020767117147,-0.015287661862207313,-7.264940995605153e-05,-0.01572679206004118,-0.0007929078390573136,0.04092473311071051,0.012596417084052335,0.010077809907186305,0.016642496017468294,-0.010493234047635495,-0.014454278232872007,-0.006728839432227313,-0.046201950696066404,-0.005947027772600102,0.024482232767883017,-0.03318396599667367,-0.031805362124665545,-0.01299293837992827,0.009094578140441924,0.0038795948003495905,-0.0030463894211385915,0.05490495395726099,0.01245295982298001,0.05025193143551118,0.03803531605556872,-0.008994893966431034
HKK26_RS00010,-0.005635659014638736,-0.006007247559389759,0.005323774275379663,-0.011952870289335886,0.015958411018570182,0.0011257189779029474,-0.013767849724378858,-0.03421575574503367,0.04465499263813938,-0.02092176833073081,-0.02230797573856233,-0.016909578300318577,0.007884370173895436,0.004069230460653363,-0.011864828672842605,-0.007470344449198657,0.029877278690455457,0.02555382462780981,0.004070134996048568,0.001246433319067373,-0.0013135084061756037,0.005494776992745088,0.015140103298023802,0.15811452259749503,0.038548128806670294,-0.0026568673995603087,-0.0014030816144814861,0.01949800750384073,0.007997614701412803,-0.015138454649014229,-0.007408617535089859,0.007553840119454637,-0.03805595939763252,0.0050089558997706615,0.00011048622347339894,-0.020207420679545486,-0.015216618439922546,0.009749397945472926,-0.008912598120193278,-0.014265819686847923,-0.034792004082396154,0.005551353127402684,0.023478285857842028,-0.03450256030547177,0.01929834474584926,0.009650846524083084,-0.0014340372915268215,0.022242115497698802,-0.008677000919104403
HKK26_RS00015,0.010300472828496375,0.00438042395773239,-0.0037025807230546366,-0.014196885050498941,0.003188973920980119,-0.0021135595672275723,-0.004645825827844896,-0.009751513082036353,-0.019142271741290393,0.0755448276072813,-0.006966960006996275,0.034849367791893376,0.025821787364561314,0.0031904965268002255,-0.049575175587514744,0.018411819451951958,0.010680307031671872,0.024043710071664864,-0.020296434089238927,0.03621800368624037,-0.014949515442782536,-0.004631719717847538,-0.022492162057842414,-0.0036262268081440263,-0.0016840152406064526,0.026966846469886584,0.011703015511163426,0.08028830907391607,-0.01382730122393176,-0.004712625259089584,-0.00720741193923286,0.009119578568383488,-0.02962616928131447,-0.004458559915216844,-0.013647037851294399,-0.006900458227635068,-0.005656435003687297,-0.0002522235818134516,0.011303946172373998,0.00667787163004938,-0.010289298503941108,0.013682648726471954,0.005392798366672047,-0.021719153665808517,0.0030691593641470586,0.0013026772698406122,0.017728243320775557,0.023129879850837896,-0.030816122074262216
HKK26_RS00020,0.008592091318702534,-0.003547524569475102,-0.011201483153410232,-0.011028556007759956,0.005025710368652402,-0.01122278816789628,0.005071995548513497,0.009196747719112015,-0.01061120738425729,-0.003101632140520493,0.002523231551057018,0.015072106352971362,-0.007341634304732835,0.018766469964757244,-0.009818278994932199,-0.02238664792446726,0.011670222182148927,0.051368578154478116,-0.006473991809371792,-0.002007707237227696,-0.018042069076359336,-0.045491263702285054,-0.038673581470455055,0.010153478403637466,-0.009426590578903207,-0.0033012244195929326,0.015946934618731357,0.07487572240398721,0.009922164825444293,0.010554891983974432,0.021135571297407497,-0.0058739031998285805,0.002492010197146126,0.01490236607485928,-0.009471715947960228,-0.0044478515009517905,-0.033207000125929025,-0.017587971939663775,-0.010209229146273703,-0.011409713693908316,0.006830838329267257,-0.014495801307095369,-0.02493393521193574,-0.0036531214190704117,0.020914016927722472,0.007464636408588752,0.011356574908792452,0.01596485236957819,-0.05879537373713711
HKK26_RS00025,-0.06858226346125676,0.010538035776603987,-0.030376687373738172,-0.0005317508809092056,-0.022068216466017917,0.005152249095100095,0.005776462291113732,-0.009897504442720341,0.01876857229850068,0.014792262373750061,-0.0046625500561592575,-0.003993483353421623,-0.015917258914516452,0.02241781110248461,0.0018949429934973084,0.02357222597790779,0.001968130705008965,-0.0018036013884278512,-0.011600111370367214,0.020394827016710467,-0.03980791070294285,-0.015312597774068126,-0.008261732394551035,0.01701464661183195,0.003124710025017226,-0.0015470443211736834,-0.004120341655453778,0.006674559861652096,0.006139943985046038,-0.008543630673130295,-0.028610221412584326,-0.011853327598187151,-0.008543700983058086,0.014675714870979496,0.0012341429296244188,-0.012370478229015292,-0.023551025290395385,-0.010270337114589538,0.06147175718930754,-0.006336943737843378,-0.0026276001426991905,0.06950720498317167,0.008521392151436666,0.08768911210545763,-0.01819289369715418,-0.031578204018307035,-0.04653772755573249,-0.017955668458489848,0.014862824435275632
HKK26_RS00030,0.016142231109384175,-0.017388787494746205,-0.003259254246627225,-0.020415989065902796,0.009727065970439142,0.028639405030255565,0.02950376466046316,0.017788112348717668,0.029763621270861268,0.0018380626144603562,-0.011172559171428629,0.014193888087427215,-0.011240938484457966,-0.0009541820531267852,-0.01685913463140719,0.02389905239019531,-0.015687596052699405,0.005357354973293486,-0.012974897482443723,0.024809450922827145,0.011652271900764627,-0.017941017569791773,0.006947693349580165,-0.027453414485537217,0.021339209835483014,-0.0012358767838596652,-0.019486502127731183,0.02302154967552821,0.00869558019826173,-0.021675074476817983,-0.0046897151803485,0.003698232529598493,0.01433234363264608,0.011922988783940651,0.013143855432425643,-0.009975290271173783,0.029766833553791058,0.01618916130795974,-0.009697368963955047,-0.0035105740530044687,0.0022440391802306136,-0.022888497068709,0.006470665365261382,0.014194498175323731,0.004127995938541736,0.00227601692937392,-0.006479218833138773,-0.005886971013386418,-0.016134007233553845
HKK26_RS00035,-0.0075007939503567095,0.014732704796098322,0.004170615319874884,-0.021987796208128404,0.008925875342005427,0.01769243478952784,-0.00010734560687526675,0.02385276920189901,-0.00425311078763765,0.008745336414442863,-0.01886692531235565,0.0056370035183830585,-0.009322028937668035,0.12002462933111223,0.0017441156160906315,0.014873236954874223,0.02552311665543631,0.008205940486627816,-0.012567262822193104,0.020719686999883816,0.0014803535689503627,-0.015445729666810527,0.03810541698425475,-0.005193979617040209,0.025172908996822965,-0.006098933424879756,0.00158719456558474,0.025985150047496134,0.007904776580597907,-0.016706270098087655,-0.006392299061553361,-0.005823700332001676,0.04367340058487172,-0.02585582346214805,-0.0009021878191534879,-0.002764521111251213,0.015116533411336385,0.032765814644274006,0.08734818378411013,0.00847994705329092,-0.010566653446503777,0.014106886354828981,0.008873697429837688,-0.02544729096495436,-0.010595392229247698,0.0032256379603202248,-0.024225093610803276,0.004833417066480658,-0.023721512688331135
HKK26_RS00040,0.02285401995919096,-0.026661030363234597,-0.008917997070795942,-0.007548746899191602,-0.02086991056349047,0.007557737235673255,0.0189936633932883,-0.019447734534075476,-0.0038283972319736446,0.00017798216633762968,-0.007177175644497615,0.012584810894334301,-0.0027627045840946424,-0.0035875594982012478,-0.014205951499994039,-0.009652793270250756,0.001065661693517031,0.03761545474272484,0.021945599776953487,-0.014912072876182923,-0.0024568802568682353,0.0009108294194876262,-0.0040500638133184755,0.00033282932489265367,0.04263836020494413,0.004329161508188027,0.02377112059547591,-0.004727492561494577,0.00580648206274629,0.05093297038053832,0.011602346317958643,-0.017391974383236017,-0.025068605391573136,0.05016365480601234,-0.003107517124139496,-0.00791748539788945,-0.02199004684885215,0.01708981780437289,-0.006483346830634077,0.009159971486446454,0.026436050279898902,-0.030163966892197712,-0.025716366916378432,0.021570205936888475,-0.003082673476056101,0.0035197986224473573,0.018380506233640778,0.03441811240110152,-0.0004549423345443761
HKK26_RS00045,0.004409349566653259,0.00941230580222295,-0.02215496458614767,0.002663736647772476,-0.01866584178713553,-0.0140922428645893,-0.002735949602245081,0.008055300964258766,0.001993960159765112,-0.02171379027034162,0.012122147297831766,0.00993179908062797,0.016057395540707495,0.06910219585038292,-0.01871259946046971,-0.013683215625316802,0.0024743578201569675,0.020533305254376043,0.015867289481216695,0.0015228296253090598,0.006181132855449089,0.01932010767601182,0.00454625278910405,0.005864982288567204,-0.006679201441125582,-0.005280093869371465,-0.02020113464685269,-0.007651531390643286,0.0005230714237928098,-0.014662356729373011,-0.0009236207673786942,0.0024773912883429765,0.012446582077071998,0.008868343343086248,-0.02912761087114165,-0.03363253113269063,0.01053440038529171,0.013335300826053493,-0.010283954098100649,0.0091098400773148,0.0010772960132398107,0.5421867210061004,0.004377087133772751,-0.04125010883300726,-0.024999194721729793,0.00940575238074632,0.02933254298437776,0.021808109159775716,0.006974113828481139
HKK26_RS00050,-0.00855289182729553,0.0076082716923651025,-0.0029496079584661987,0.0089330452838369,0.05049226690661629,-0.00770296144095885,0.01267748028622851,-0.01454830911470818,0.04414095644975522,0.029689740025962422,-0.019860069194120776,0.02217249976566085,0.009066775736316219,0.0009941890714947493,0.03533761108397163,-0.010865258205218943,0.028875969886327072,0.024997208604612728,-0.018049120399228017,-0.008847220369939603,-0.011942435021754185,-0.002882756349732482,-0.016183476203063873,0.00019297807849773924,0.007823177202873781,-0.010041433599747154,0.010442166773964614,-0.0013074997975736878,0.0028282626779847163,0.001352635067836544,-0.018469736664556338,-0.011479979487445209,-0.00988356931356448,0.027483401820355077,-0.028857398078281693,-0.02947250112985843,-0.03265023913354701,0.013493129103098966,0.008202806537122355,-0.003915945489968723,-0.043676951363615345,0.028974918057486445,0.007823029097080061,-0.011348225574449994,-0.008800693194716217,-0.036537033444494986,0.0170925779383033,0.01022808585936824,-0.008329186170837484
